obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
228.055,,43849.0,200,,,,,,,,,,,1,1,,,L3475,
235.802,235.8037+,42408.4,250,,,0.00,42408.16,5d3.6s2,a 4F,3/2,,424*,3/2,4,4,,,L3475,
236.181,236.1828+,42340.4,260,,,2010.10,44350.19,5d3.6s2,a 4F,5/2,,443*,3/2,6,4,,,L3475,
237.230,237.2310+,42153.1,320,,,3963.92,46116.93,5d3.6s2,a 4F,7/2,,461*,5/2,8,6,,,L3475,
237.664,237.647+,42076.3,70,,,19657.78,61737.0,5d2.6s2.(3F).6p,z 4D*,3/2,,617,5/2,4,6,,,L3475,
238.646,238.6469+,41903.1,130,,,0.00,41902.92,5d3.6s2,a 4F,3/2,,419*,1/2,4,2,,,L3475,
239.703,239.7022+,41718.3,70,,,5621.04,47339.48,5d3.6s2,a 4F,9/2,,473*,11/2,10,12,,,L3475,
239.988,,41668.7,110,,,,,,,,,,,1,1,,,L3475,
240.728,240.7279+,41540.6,130,,,2010.10,43550.78,5d3.6s2,a 4F,5/2,,435*,5/2,6,6,,,L3475,
241.505,,41406.9,120,,,,,,,,,,,1,1,,,L3475,
242.177,242.177+,41292.2,140*,,,10690.32,51982.5,5d3.6s2,a 2G,9/2,,519*,7/2,10,8,,,L3475,
242.177,242.1773+,41292.2,140*,,,3963.92,45255.98,5d3.6s2,a 4F,7/2,5d4.(5D).6p,x 6D*,5/2,8,6,,,L3475,
242.838,242.837+,41179.8,360,,,0.00,41179.9,5d3.6s2,a 4F,3/2,,411*,1/2,4,2,,,L3475,
243.781,243.8017+,41020.4,110,,,20772.32,61789.26,5d2.6s2.(3P).6p,z 2D*,3/2,,617,3/2,4,4,,,L3475,
244.065,244.065+,40972.7,200,,,2010.10,42982.8,5d3.6s2,a 4F,5/2,,429*,5/2,6,6,,,L3475,
244.313,244.3131+,40931.1,130,,,5621.04,46552.13,5d3.6s2,a 4F,9/2,,465*,11/2,10,12,,,L3475,
244.791,244.7884+,40851.2,100,,,0.00,40851.61,5d3.6s2,a 4F,3/2,,408*,5/2,4,6,,,L3475,
245.522,245.5224+,40729.5,100,,,3963.92,44693.40,5d3.6s2,a 4F,7/2,,4469*,7/2,8,8,,,L3475,
245.942,,40659.9,100,,,,,,,,,,,1,1,,,L3475,
246.129,246.129+,40629.0,100,,,9253.43,49882.5?,5d3.6s2,a 4P,5/2,,498*,7/2,6,8,,,L3475,
247.213,,40451.0,120,,,,,,,,,,,1,1,,,L3475,
247.288,247.2882+,40438.7,120,,,3963.92,44402.56,5d3.6s2,a 4F,7/2,,444*,9/2,8,10,,,L3475,
247.388,247.3871+,40422.4,150,,,3963.92,44386.40,5d3.6s2,a 4F,7/2,,443*,5/2,8,6,,,L3475,
247.537,247.5366+,40398.0,600*,,,2010.10,42408.16,5d3.6s2,a 4F,5/2,,424*,3/2,6,4,,,L3475,
247.537,247.5369+,40398.0,600*,,,17993.74,58391.76,,179*,5/2,,583,3/2,6,4,,,L3475,
247.608,247.6070+,40386.5,120,,,9758.97,50145.55,5d4.(5D).6s,a 6D,1/2,,501*,3/2,2,4,,,L3475,
247.897,247.898+,40339.4,150,,,0.00,40339.2,5d3.6s2,a 4F,3/2,,403*,3/2,4,4,,,L3475,
248.285,248.2872+,40276.3,100,,,9705.38,49981.32,5d3.6s2,a 2G,7/2,,499*,5/2,8,6,,,L3475,
248.570,248.5707+,40230.1,500,,,0.00,40230.01,5d3.6s2,a 4F,3/2,,402*,3/2,4,4,,,L3475,
248.745,248.7459+,40201.8,120,,,3963.92,44165.58,5d3.6s2,a 4F,7/2,,441*,7/2,8,8,,,L3475,
249.121,,40141.1,500,,,,,,,,,,,1,1,,,L3475,
250.520,250.5203+,39916.9,600,,,3963.92,43880.84,5d3.6s2,a 4F,7/2,,438*,5/2,8,6,,,L3475,
250.821,250.8206+,39869.1,600,,,2010.10,41879.23,5d3.6s2,a 4F,5/2,,418*,5/2,6,6,,,L3475,
251.341,251.3414+,39786.6,240,,,0.00,39786.52,5d3.6s2,a 4F,3/2,,397*,5/2,4,6,,,L3475,
252.711,252.7111+,39570.9,1200D,4.5e+07,D+,2010.10,41580.98,5d3.6s2,a 4F,5/2,5d4.(5D).6p,y 6F*,5/2,6,6,,T7871,L3475,
254.756,254.7571+,39253.2,240,,,0.00,39253.07,5d3.6s2,a 4F,3/2,,392*,3/2,4,4,,,L3475,
255.184,255.1830+,39187.5,460D,,,2010.10,41197.67,5d3.6s2,a 4F,5/2,,411*,3/2,6,4,,,L3475,
255.184,255.1862+,39187.5,460D,5.0e+07,D+,6068.91,45255.98,5d3.6s2,a 4P,3/2,5d4.(5D).6p,x 6D*,5/2,4,6,,T7871,L3475,
255.582,255.5822+,39126.4,240,,,3963.92,43090.28,5d3.6s2,a 4F,7/2,,430*,9/2,8,10,,,L3475,
256.020,256.0195+,39059.5,1200,,,0.00,39059.52,5d3.6s2,a 4F,3/2,,390*,5/2,4,6,,,L3475,
256.287,256.286+,39018.8,460,,,3963.92,42982.8,5d3.6s2,a 4F,7/2,,429*,5/2,8,6,,,L3475,
257.431,257.4317+,38845.3,430,,,0.00,38845.25,5d3.6s2,a 4F,3/2,,388*,1/2,4,2,,,L3475,
257.456,257.4565+,38841.6,390,,,2010.10,40851.61,5d3.6s2,a 4F,5/2,,408*,5/2,6,6,,,L3475,
257.855,257.8548+,38781.5,340,,,5621.04,44402.56,5d3.6s2,a 4F,9/2,,444*,9/2,10,10,,,L3475,
258.093,258.0925+,38745.7,210,,,2010.10,40755.90,5d3.6s2,a 4F,5/2,,407*,7/2,6,8,,,L3475,
259.386,259.3860+,38552.6,430,,,5621.04,44173.62,5d3.6s2,a 4F,9/2,,441*,9/2,10,10,,,L3475,
259.604,259.6036+,38520.3,560,,,5621.04,44141.31,5d3.6s2,a 4F,9/2,,441*,11/2,10,12,,,L3475,
260.092,260.0916+,38448.0,220,,,0.00,38447.99,5d3.6s2,a 4F,3/2,5d3.6s.(3G).6p,y 4F*?,5/2,4,6,,,L3475,
260.941,260.9404+,38322.9,1400,,,2010.10,40333.03,5d3.6s2,a 4F,5/2,,403*,7/2,6,8,,,L3475,
260.978,260.9774+,38317.4,210,,,6068.91,44386.40,5d3.6s2,a 4P,3/2,,443*,5/2,4,6,,,L3475,
261.212,261.2120+,38283.1,310D,,,3963.92,42247.00,5d3.6s2,a 4F,7/2,,422*,9/2,8,10,,,L3475,
261.624,261.6437+,38222.8,340*,,,2010.10,40230.01,5d3.6s2,a 4F,5/2,,402*,3/2,6,4,,,L3475,
261.624,261.6036+,38222.8,340*,,,9705.38,47931.16,5d3.6s2,a 2G,7/2,,479*,7/2,8,8,,,L3475,
261.644,261.6437+,38219.9,310,,,2010.10,40230.01,5d3.6s2,a 4F,5/2,,402*,3/2,6,4,,,L3475,
263.746,263.7457+,37915.3,470,,,3963.92,41879.23,5d3.6s2,a 4F,7/2,,418*,5/2,8,6,,,L3475,
263.769,263.767+,37912.0,860,,,5621.04,43533.3,5d3.6s2,a 4F,9/2,,435*,7/2,10,8,,,L3475,
264.701,264.6998+,37778.5,510,,,10690.32,48468.96,5d3.6s2,a 2G,9/2,,484*,9/2,10,10,,,L3475,
264.716,264.7154+,37776.4,600,,,2010.10,39786.52,5d3.6s2,a 4F,5/2,,397*,5/2,6,6,,,L3475,
264.826,264.8258+,37760.7,2400,,,0.00,37760.67,5d3.6s2,a 4F,3/2,,377*,3/2,4,4,,,L3475,
265.406,265.4062+,37678.1,2600,,,2010.10,39688.20,5d3.6s2,a 4F,5/2,,396*,5/2,6,6,,,L3475,
265.740,265.7448+,37630.8,1900,,,0.00,37630.09,5d3.6s2,a 4F,3/2,,376*,5/2,4,6,,,L3475,
266.213,266.2120+,37563.9,1500,,,5621.04,43185.09,5d3.6s2,a 4F,9/2,,431*,11/2,10,12,,,L3475,
266.886,266.8856+,37469.1,220,,,5621.04,43090.28,5d3.6s2,a 4F,9/2,,430*,9/2,10,10,,,L3475,
266.941,266.9410+,37461.4,600,,,0.00,37461.46,5d3.6s2,a 4F,3/2,,374*,1/2,4,2,,,L3475,
268.508,268.5070+,37242.9,600,,,2010.10,39253.07,5d3.6s2,a 4F,5/2,,392*,3/2,6,4,,,L3475,
269.211,269.2109+,37145.6,340,,,0.00,37145.60,5d3.6s2,a 4F,3/2,,371*,5/2,4,6,,,L3475,
269.320,269.3191+,37130.6,260,,,5621.04,42751.72,5d3.6s2,a 4F,9/2,,427*,7/2,10,8,,,L3475,
269.761,269.7608+,37069.8,240,,,9253.43,46323.31,5d3.6s2,a 4P,5/2,5d4.(5D).6p,y 4P*,5/2,6,6,,,L3475,
269.910,269.9098+,37049.4,1000,,,2010.10,39059.52,5d3.6s2,a 4F,5/2,,390*,5/2,6,6,,,L3475,
270.749,270.7482+,36934.5,470,,,10690.32,47625.01,5d3.6s2,a 2G,9/2,,476*,7/2,10,8,,,L3475,
271.093,271.0931+,36887.7,1200,,,3963.92,40851.61,5d3.6s2,a 4F,7/2,,408*,5/2,8,6,,,L3475,
271.547,271.5475+,36826.0,2600,,,0.00,36825.97,5d3.6s2,a 4F,3/2,5d3.6s.(3G).6p,y 4G*?,5/2,4,6,,,L3475,
271.799,271.7984+,36792.0,240,,,3963.92,40755.90,5d3.6s2,a 4F,7/2,,407*,7/2,8,8,,,L3475,
272.157,272.1559+,36743.6,470,,,2010.10,38753.75,5d3.6s2,a 4F,5/2,,387*,5/2,6,6,,,L3475,
272.859,272.8575+,36649.0,410,,,10690.32,47339.48,5d3.6s2,a 2G,9/2,,473*,11/2,10,12,,,L3475,
274.440,274.4396+,36437.8,210,,,2010.10,38447.99,5d3.6s2,a 4F,5/2,5d3.6s.(3G).6p,y 4F*?,5/2,6,6,,,L3475,
274.749,274.7486+,36396.8,510,,,5621.04,42017.95,5d3.6s2,a 4F,9/2,,420*,7/2,10,8,,,L3475,
274.959,274.9586+,36369.0,1200,,,3963.92,40333.03,5d3.6s2,a 4F,7/2,,403*,7/2,8,8,,,L3475,
275.064,275.064+,36355.1,860,,,9705.38,46060.6,5d3.6s2,a 2G,7/2,,460*,7/2?,8,8,,,L3475,
275.913,275.9131+,36243.4,1000,,,2010.10,38253.39,5d3.6s2,a 4F,5/2,,382*,7/2,6,8,,,L3475,
277.670,277.6700+,36014.0,770,3.6e+07,C+,0.00,36013.97,5d3.6s2,a 4F,3/2,5d3.6s.(3H).6p,z 4G*?,5/2,4,6,,T7871,L3475,
278.851,278.8523+,35861.4,390,,,9253.43,45114.71,5d3.6s2,a 4P,5/2,,451*,7/2,6,8,,,L3475,
279.716,279.7158+,35750.5,680,,,2010.10,37760.67,5d3.6s2,a 4F,5/2,,377*,3/2,6,4,,,L3475,
280.290,280.2901+,35677.4,380,,,3963.92,39641.24,5d3.6s2,a 4F,7/2,,396*,7/2,8,8,,,L3475,
280.713,280.7118+,35623.6,430,,,6068.91,41692.64,5d3.6s2,a 4P,3/2,,416*,3/2,4,4,,,L3475,
280.741,280.7412+,35620.1,510,,,2010.10,37630.09,5d3.6s2,a 4F,5/2,,376*,5/2,6,6,,,L3475,
284.366,284.3643+,35166.0,260,,,11243.63,46409.79,5d4.(5D).6s,a 6D,5/2,5d4.(5D).6p,x 6D*,7/2,6,8,,,L3475,
284.509,284.5092+,35148.3,640*,,,6049.42,41197.67,5d3.6s2,a 4P,1/2,,411*,3/2,2,4,,,L3475,
284.509,284.5077+,35148.3,640*,,,10690.32,45838.75,5d3.6s2,a 2G,9/2,5d4.(5D).6p,y 6F*,11/2,10,12,,,L3475,
284.619,284.6176+,35134.7,290c,,,5621.04,40755.90,5d3.6s2,a 4F,9/2,,407*,7/2,10,8,,,L3475,
284.936,284.9355+,35095.6,560*,,,11792.13,46887.79,5d3.6s2,a 2P,1/2,,468*,3/2,2,4,,,L3475,
284.936,284.9360+,35095.6,560*,,,3963.92,39059.52,5d3.6s2,a 4F,7/2,,390*,5/2,8,6,,,L3475,
285.133,285.1315+,35071.4,1500,,,23512.34,58583.88,5d4.(a 3F).6s,b 4F,5/2,,585*,3/2,6,4,,,L3475,
285.182,285.1816+,35065.4,1900,,,5621.04,40686.42,5d3.6s2,a 4F,9/2,5d3.6s.(3G).6p,y 4G*?,9/2,10,10,,,L3475,
286.282,286.2841+,34930.6,360,,,9758.97,44689.31,5d4.(5D).6s,a 6D,1/2,5d4.(5D).6p,y 4P*,3/2,2,4,,,L3475,
286.949,286.9490+,34849.4,310,,,3963.92,38813.32,5d3.6s2,a 4F,7/2,5d3.6s.(3H).6p,z 4G*?,9/2,8,10,,,L3475,
287.226,287.2253+,34815.8,470,,,2010.10,36825.97,5d3.6s2,a 4F,5/2,5d3.6s.(3G).6p,y 4G*?,5/2,6,6,,,L3475,
287.420,287.4206+,34792.3,270,,,0.00,34792.22,5d3.6s2,a 4F,3/2,,347*,5/2,4,6,,,L3475,
287.440,287.4403+,34789.8,260*,,,3963.92,38753.75,5d3.6s2,a 4F,7/2,,387*,5/2,8,6,,,L3475,
287.440,287.4407+,34789.8,260*,,,2010.10,36799.88,5d3.6s2,a 4F,5/2,5d3.6s.(3H).6p,z 4G*?,7/2,6,8,,,L3475,
287.501,287.4992+,34782.4,210,,,6068.91,40851.61,5d3.6s2,a 4P,3/2,,408*,5/2,4,6,,,L3475,
288.086,288.0849+,34711.8,380,,,5621.04,40333.03,5d3.6s2,a 4F,9/2,,403*,7/2,10,8,,,L3475,
289.269,289.2685+,34569.9,770,5.6e+07,C+,2010.10,36580.06,5d3.6s2,a 4F,5/2,5d3.6s.(3G).6p,y 4F*?,3/2,6,4,,T7871,L3475,
289.989,289.9890+,34484.1,260,,,3963.92,38447.99,5d3.6s2,a 4F,7/2,5d3.6s.(3G).6p,y 4F*?,5/2,8,6,,,L3475,
290.290,290.2896+,34448.3,560,,,13351.45,47799.81,5d4.(5D).6s,a 6D,9/2,5d4.(5D).6p,x 6D*,9/2,10,10,,,L3475,
291.497,291.4962+,34305.6,210,3.8e+07,D+,10950.22,45255.98,5d3.6s2,a 2P,3/2,5d4.(5D).6p,x 6D*,5/2,4,6,,T7871,L3475,
291.634,291.6347+,34289.5,310,,,3963.92,38253.39,5d3.6s2,a 4F,7/2,,382*,7/2,8,8,,,L3475,
292.605,292.6045+,34175.8,410,,,6068.91,40244.74,5d3.6s2,a 4P,3/2,,402*,1/2,4,2,,,L3475,
293.356,293.3536+,34088.3,310,,,12234.76,46323.31,5d4.(5D).6s,a 6D,7/2,5d4.(5D).6p,y 4P*,5/2,8,6,,,L3475,
293.441,293.4408+,34078.4,1700,,,0.00,34078.42,5d3.6s2,a 4F,3/2,,340*,3/2,4,4,,,L3475,
294.092,294.0910+,34003.0,470,,,10690.32,44693.40,5d3.6s2,a 2G,9/2,,4469*,7/2,10,8,,,L3475,
294.108,294.1076+,34001.1,1200,,,0.00,34001.16,5d3.6s2,a 4F,3/2,,340*,5/2,4,6,,,L3475,
294.300,294.3001+,33978.9,240*,,,3963.92,37942.84,5d3.6s2,a 4F,7/2,5d3.6s.(3H).6p,z 4I*?,9/2,8,10,,,L3475,
294.300,294.3002+,33978.9,240*,,,10690.32,44669.23,5d3.6s2,a 2G,9/2,,4466*,7/2,10,8,,,L3475,
295.278,295.2782+,33866.4,510,,,2010.10,35876.47,5d3.6s2,a 4F,5/2,,358*,5/2,6,6,,,L3475,
295.442,295.4420+,33847.6,340,,,5621.04,39468.63,5d3.6s2,a 4F,9/2,5d3.6s.(3H).6p,z 4I*?,11/2,10,12,,,L3475,
296.419,296.4186+,33736.1,1500,,,2010.10,35746.18,5d3.6s2,a 4F,5/2,,357*,7/2,6,8,,,L3475,
296.641,296.640+,33710.8,770,,,2010.10,35721.0,5d3.6s2,a 4F,5/2,,357*,3/2,6,4,,,L3475,
297.034,297.0341+,33666.2,340,,,3963.92,37630.09,5d3.6s2,a 4F,7/2,,376*,5/2,8,6,,,L3475,
297.643,297.6427+,33597.3,430,,,3963.92,37561.25,5d3.6s2,a 4F,7/2,,375*,7/2,8,8,,,L3475,
301.2755,301.2749+,33192.22,210,,,5621.04,38813.32,5d3.6s2,a 4F,9/2,5d3.6s.(3H).6p,z 4G*?,9/2,10,10,,,"L7593,L3475",
302.836,302.8356+,33021.2,290D,5.9e+07,D+,12234.76,45255.98,5d4.(5D).6s,a 6D,7/2,5d4.(5D).6p,x 6D*,5/2,8,6,,T7871,"L182,L3475",
