obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
630.00670,0.00010,630.0068,15872.847,120c,3.712e+06,,12816.545,28689.390,4p6.5p,2P*,3/2,4p6.6d,2D,5/2,4,6,,T7712,L7459,
630.09666,0.00010,630.0966,15870.581,5,6.30e+05,,12816.545,28687.127,4p6.5p,2P*,3/2,4p6.6d,2D,3/2,4,4,,T7712,L7459,
682.43,0.05,682.41,14653.6,,1.07e+05,,134250.1,148904.,4p5.5s.5p,4S,3/2,4p5.4d.(3D).5s,2D*,3/2,4,4,,T7580,L7245,
728.20028,0.00010,728.2002,13732.4859,100l,,,12578.950,26311.437,4p6.5p,2P*,1/2,4p6.7s,2S,1/2,2,2,,,L7459,
741.02136,0.00010,741.0211,13494.8876,150,,,12816.545,26311.437,4p6.5p,2P*,3/2,4p6.7s,2S,1/2,4,2,,,L7459,
762.10304,0.00010,762.1030,13121.5853,200l,,,12578.950,25700.536,4p6.5p,2P*,1/2,4p6.5d,2D,3/2,2,4,,,L7459,
775.97855,0.00010,775.9786,12886.9541,300,,,12816.545,25703.498,4p6.5p,2P*,3/2,4p6.5d,2D,5/2,4,6,,,L7459,
776.15716,0.00010,776.1570,12883.9886,60,,,12816.545,25700.536,4p6.5p,2P*,3/2,4p6.5d,2D,3/2,4,4,,,L7459,
780.2414,0.0010,780.2415,12816.546,90000c,3.812e+07,AAA,0.000,12816.545,4p6.5s,2S,1/2,4p6.5p,2P*,3/2,2,4,,"T6877,T6650,T1895",L4740,
792.7440,0.0002,792.7440,12614.413,5l,,,19355.203,31969.616,4p6.4d,2D,5/2,4p6.8f,2F*,7/2,6,8,,,L3522,
792.7717,0.0002,792.7717,12613.972,4,,,19355.649,31969.621,4p6.4d,2D,3/2,4p6.8f,2F*,5/2,4,6,,,L3522,
794.9789,0.0010,794.9789,12578.950,45000c,3.614e+07,AAA,0.000,12578.950,4p6.5s,2S,1/2,4p6.5p,2P*,1/2,2,2,,"T6877,T6650",L4740,
827.3684,0.0002,827.3684,12086.515,40l,,,19355.203,31441.718,4p6.4d,2D,5/2,4p6.7f,2F*,7/2,6,8,,,L3522,
827.3981,0.0002,827.3981,12086.081,30,,,19355.649,31441.730,4p6.4d,2D,3/2,4p6.7f,2F*,5/2,4,6,,,L3522,
887.0947,0.0003,887.0943,11272.754,40l,,,19355.203,30627.962,4p6.4d,2D,5/2,4p6.6f,2F*,7/2,6,8,,,L7459,
887.1287,0.0003,887.1281,11272.321,30,,,19355.649,30627.978,4p6.4d,2D,3/2,4p6.6f,2F*,5/2,4,6,,,L7459,
922.7171,0.0010,922.7067,10837.557,3,,,20132.510,30970.19,4p6.6s,2S,1/2,4p6.9p,2P*,3/2,2,4,,,L6005,
923.6784,0.0010,923.6681,10826.279,2,,,20132.510,30958.91,4p6.6s,2S,1/2,4p6.9p,2P*,1/2,2,2,,,L6005,
952.5262,0.0010,952.5091,10498.399,30l,,,19355.203,29853.79,4p6.4d,2D,5/2,4p6.8p,2P*,3/2,6,4,,,L6005,
952.5662,0.0010,952.5496,10497.958,5,,,19355.649,29853.79,4p6.4d,2D,3/2,4p6.8p,2P*,3/2,4,4,,,L6005,
954.2797,0.0010,954.2630,10479.108,20l,,,19355.649,29834.94,4p6.4d,2D,3/2,4p6.8p,2P*,1/2,4,2,,,L6005,
1007.8044,0.0003,1007.8039,9922.560,35l,,,19355.203,29277.768,4p6.4d,2D,5/2,4p6.5f,2F*,7/2,6,8,,,L7459,
1007.8470,0.0003,1007.8473,9922.141,30l,,,19355.649,29277.787,4p6.4d,2D,3/2,4p6.5f,2F*,5/2,4,6,,,L7459,
1323.8790,0.0010,1323.8791,7553.561,100,,,12578.950,20132.510,4p6.5p,2P*,1/2,4p6.6s,2S,1/2,2,2,,,L4740,
1344.6486,0.0010,1344.648,7436.887,20,,,19355.203,26792.092,4p6.4d,2D,5/2,4p6.4f,2F*,7/2,6,8,,,L4740,
1344.7246,0.0010,1344.724,7436.467,30,,,19355.649,26792.118,4p6.4d,2D,3/2,4p6.4f,2F*,5/2,4,6,,,L4740,
1366.8746,0.0010,1366.8737,7315.960,75,,,12816.545,20132.510,4p6.5p,2P*,3/2,4p6.6s,2S,1/2,4,2,,,L4740,
1475.6442,0.0010,1475.6447,6776.701,1000,,,12578.950,19355.649,4p6.5p,2P*,1/2,4p6.4d,2D,3/2,2,4,,,L4740,
1529.2608,0.0010,1529.2615,6539.107,800,,,12816.545,19355.649,4p6.5p,2P*,3/2,4p6.4d,2D,3/2,4,4,,,L4740,
1529.3658,0.0010,1529.3658,6538.658,150,,,12816.545,19355.203,4p6.5p,2P*,3/2,4p6.4d,2D,5/2,4,6,,,L4740,
2253.5800,0.0010,2253.578,4437.3841,20,,,19355.203,23792.591,4p6.4d,2D,5/2,4p6.6p,2P*,3/2,6,4,,,L4740,
2293.8730,0.0010,2293.877,4359.4393,10,,,19355.649,23715.081,4p6.4d,2D,3/2,4p6.6p,2P*,1/2,4,2,,,L4740,
2732.1760,0.0010,2732.180,3660.0863,4,,,20132.510,23792.591,4p6.6s,2S,1/2,4p6.6p,2P*,3/2,2,4,,,L4740,
2791.2980,0.0010,2791.292,3582.5627,2,,,20132.510,23715.081,4p6.6s,2S,1/2,4p6.6p,2P*,1/2,2,2,,,L4740,
3993.462,0.008,3993.486,2504.093,,,,26792.118,29296.196,4p6.4f,2F*,5/2,4p6.5g,2G,7/2,6,8,,,L873,
3993.462,0.008,3993.444,2504.093,,,,26792.092,29296.196,4p6.4f,2F*,7/2,4p6.5g,2G,7/2,8,8,,,L873,
3993.462,0.008,3993.444,2504.093,,,,26792.092,29296.196,4p6.4f,2F*,7/2,4p6.5g,2G,9/2,8,10,,,L873,
