obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
237.3555,237.3565+,42130.89,20w,2.2e+07,C+,0.00,42130.72,4f7.6s2,a 8S*,7/2,4f7.(8S*).5d (7D*).6p,8P,5/2,8,6,,"T7227,T4819","L3780,L7586",
237.6023,237.6029+,42087.13,60w,2.3e+07,C+,0.00,42087.02,4f7.6s2,a 8S*,7/2,4f7.(8S*).5d (7D*).6p,8P,7/2,8,8,,"T7227,T4819","L3780,L7586",
238.0366,238.0371+,42010.35,50w,2.3e+07,C+,0.00,42010.25,4f7.6s2,a 8S*,7/2,4f7.(8S*).5d (7D*).6p,8P,9/2,8,10,,"T7227,T4819","L3780,L7586",
260.5386,,38382.03,26,,,,,,,,,,,1,1,,,"L7586,L3475",
262.0050,262.0053+,38167.22,10,8.e+05,E,0.00,38167.16,4f7.6s2,a 8S*,7/2,4f7.(8S*).5d (7D*).6p,z 6D,9/2,8,10,,"T7227,T4819","L3780,L7586",
264.4603,264.4607+,37812.87,6,7.e+05,E,0.00,37812.80,4f7.6s2,a 8S*,7/2,,143,7/2,8,8,,"T7227,T4819","L3780,L7586",
266.0189,266.0196+,37591.31,15,1.39e+06,C+,0.00,37591.21,4f7.6s2,a 8S*,7/2,,141,9/2,8,10,,"T7227,T4819","L3780,L7586",
268.3379,268.3385+,37266.45,8,1.4e+06,E,0.00,37266.36,4f7.6s2,a 8S*,7/2,,135,5/2,8,6,,"T7227,T4819","L3780,L7586",
271.0784,271.0790+,36889.69,180,1.6e+07,C+,0.00,36889.62,4f7.6s2,a 8S*,7/2,4f7.(8S*).5d (7D*).6p,y 8D,9/2,8,10,,"T7227,T4819","L3780,L3475",
272.4761,272.4767+,36700.47,70,1.37e+07,C+,0.00,36700.39,4f7.6s2,a 8S*,7/2,4f7.(8S*).5d (7D*).6p,y 8D,7/2,8,8,,"T7227,T4819","L3780,L3475",
273.2174,273.2178+,36600.90,50,3.6e+06,C+,0.00,36600.83,4f7.6s2,a 8S*,7/2,,,7/2,8,8,,"T7227,T4819","L3780,L3475",
273.3407,273.3412+,36584.38,40,4.2e+06,C+,0.00,36584.31,4f7.6s2,a 8S*,7/2,4f7.(8S*).5d (7D*).6p,y 8D,5/2,8,6,,"T7227,T4819","L3780,L3475",
