obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
64.750,,154440,140,,,,,,,,,,,1,1,,,L3513,
69.270,,144363,350,,,,,,,,,,,1,1,,,L3513,
,86.5227,115576.6,,3.74e+06,D,0.000,115576.6,2s2.2p3,4S*,3/2,2s2.2p2.(3P).9s,4P,5/2,4,6,,T5723LS,,
,86.5835,115495.5,,3.74e+06,D,0.000,115495.5,2s2.2p3,4S*,3/2,2s2.2p2.(3P).9s,4P,3/2,4,4,,T5723LS,,
,86.6180,115449.5,,3.73e+06,E,0.000,115449.5,2s2.2p3,4S*,3/2,2s2.2p2.(3P).9s,4P,1/2,4,2,,T5723LS,,
,86.9404,115021.3,,5.56e+06,D+,0.000,115021.3,2s2.2p3,4S*,3/2,2s2.2p2.(3P).8s,4P,5/2,4,6,,T5723LS,,
,87.0026,114939.1,,5.55e+06,D,0.000,114939.1,2s2.2p3,4S*,3/2,2s2.2p2.(3P).8s,4P,3/2,4,4,,T5723LS,,
,87.0367,114894.0,,5.54e+06,D,0.000,114894.0,2s2.2p3,4S*,3/2,2s2.2p2.(3P).8s,4P,1/2,4,2,,T5723LS,,
,87.5277,114249.5,,3.40e+07,D+,0.000,114249.5,2s2.2p3,4S*,3/2,2s2.2p2.(3P).6d,4P,1/2,4,2,,T5723LS,,
,87.5657,114200.0,,3.39e+07,D+,0.000,114200.0,2s2.2p3,4S*,3/2,2s2.2p2.(3P).6d,4P,3/2,4,4,,T5723LS,,
,87.5721,114191.6,,3.39e+07,D+,0.000,114191.6,2s2.2p3,4S*,3/2,2s2.2p2.(3P).6d,4P,5/2,4,6,,T5723LS,,
,87.6067,114146.5,,8.81e+06,D+,0.000,114146.525,2s2.2p3,4S*,3/2,2s2.2p2.(3P).7s,4P,5/2,4,6,,T5723LS,,
,87.6646,114071.2,,8.79e+06,D+,0.000,114071.153,2s2.2p3,4S*,3/2,2s2.2p2.(3P).7s,4P,3/2,4,4,,T5723LS,,
,87.6988,114026.7,,8.78e+06,D,0.000,114026.654,2s2.2p3,4S*,3/2,2s2.2p2.(3P).7s,4P,1/2,4,2,,T5723LS,,
88.567,,112909,90,,,,,,,,,,,1,1,,,L3513,
,88.5973,112870.3,,5.58e+07,D+,0.000,112870.27,2s2.2p3,4S*,3/2,2s2.2p2.(3P).5d,4P,1/2,4,2,,T5723LS,,
,88.6226,112838.0,,5.58e+07,D+,0.000,112838.02,2s2.2p3,4S*,3/2,2s2.2p2.(3P).5d,4P,3/2,4,4,,T5723LS,,
,88.6333,112824.5,,5.58e+07,D+,0.000,112824.459,2s2.2p3,4S*,3/2,2s2.2p2.(3P).5d,4P,5/2,4,6,,T5723LS,,
,88.7458,112681.4,,1.51e+07,D+,0.000,112681.389,2s2.2p3,4S*,3/2,2s2.2p2.(3P).6s,4P,5/2,4,6,,T5723LS,,
,88.8024,112609.6,,1.51e+07,D+,0.000,112609.612,2s2.2p3,4S*,3/2,2s2.2p2.(3P).6s,4P,3/2,4,4,,T5723LS,,
,88.8372,112565.5,,1.51e+07,D+,0.000,112565.470,2s2.2p3,4S*,3/2,2s2.2p2.(3P).6s,4P,1/2,4,2,,T5723LS,,
,90.6207,110350.0,,9.99e+07,D+,0.000,110350.014,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4d,4P,1/2,4,2,,T5723LS,,
,90.6432,110322.7,,9.99e+07,D+,0.000,110322.721,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4d,4P,3/2,4,4,,T5723LS,,
,90.6619,110300.0,,9.98e+07,D+,0.000,110299.974,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4d,4P,5/2,4,6,,T5723LS,,
90.9697,90.9697,109926.7,90,2.93e+07,D+,0.000,109926.661,2s2.2p3,4S*,3/2,2s2.2p2.(3P).5s,4P,5/2,4,6,,T5723LS,L3513,
91.0278,91.0278,109856.5,80,2.92e+07,D+,0.000,109856.520,2s2.2p3,4S*,3/2,2s2.2p2.(3P).5s,4P,3/2,4,4,,T5723LS,L3513,
91.0645,91.0645,109812.3,40,2.92e+07,D+,0.000,109812.233,2s2.2p3,4S*,3/2,2s2.2p2.(3P).5s,4P,1/2,4,2,,T5723LS,L3513,
,95.1079,105143.7,,8.29e+05,B,0.000,105143.710,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,2D,5/2,4,6,,T7370,,
,95.1295,105119.9,,1.71e+05,B,0.000,105119.880,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,2D,3/2,4,4,,T7370,,
,95.2303,105008.6,,1.12e+07,B,0.000,105008.55,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4D,5/2,4,6,,T7370,,
,95.2415,104996.3,,1.45e+07,B,0.000,104996.27,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4D,3/2,4,4,,T7370,,
,95.2523,104984.4,,7.62e+06,B,0.000,104984.37,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4D,1/2,4,2,,T7370,,
95.3415,95.3415,104886.1,90,1.90e+08,B,0.000,104886.10,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4P,1/2,4,2,,T7370,L3513,
95.3655,95.3655,104859.7,100,1.81e+08,B,0.000,104859.73,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4P,3/2,4,4,,T7370,L3513,
95.3970,95.3970,104825.1,130,1.62e+08,B,0.000,104825.110,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4P,5/2,4,6,,T7370,L3513,
,95.4104,104810.4,,1.95e+07,B+,0.000,104810.360,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,2F,5/2,4,6,,T7370,,
,95.5264,104683.1,,3.37e+05,B+,0.000,104683.060,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4F,5/2,4,6,,T7370,,
,95.5437,104664.1,,1.40e+04,B+,0.000,104664.130,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4F,3/2,4,4,,T7370,,
,95.5529,104654.0,,2.63e+05,B,0.000,104654.030,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,2P,1/2,4,2,,T7370,,
