obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
212.0076,,47168.11,15,,,,,,,,,,,1,1,,,L4515,
215.6950,,46361.76,30,,,,,,,,,,,1,1,,,L4515,
218.6078,,45744.03,30,,,,,,,,,,,1,1,,,L4515,
218.9740,,45667.53,30,,,,,,,,,,,1,1,,,L4515,
219.4032,,45578.18,40,,,,,,,,,,,1,1,,,L4515,
228.2825,228.2831,43805.36,10,,,0.00,43805.25,4d5.5s2,6S,5/2,4d6.(3F2).5p,2F*,7/2,6,8,,,L149,
228.3418,228.3423,43794.01,10,,,0.00,43793.91,4d5.5s2,6S,5/2,4d5.(4D).5s.(5D).5p,6D*,3/2,6,4,,,L4515,
228.6156,,43741.54,50,,,,,,,,,,,1,1,,,L4515,
229.8788,,43501.19,100,,,,,,,,,,,1,1,,,L4515,
241.6951,,41374.44,30,,,,,,,,,,,1,1,,,L4515,
242.3964,242.3929,41254.74,50,,,3700.54,44955.88,4d6.(5D).5s,6D,5/2,,2*,3/2,6,4,,,L4515,
242.5274,242.5280,41232.45,20,,,2572.89,43805.25,4d6.(5D).5s,6D,9/2,4d6.(3F2).5p,2F*,7/2,10,8,,,L149,
243.6568,,41041.34,20,,,,,,,,,,,1,1,,,L4515,
243.7733,243.7732,41021.72,10,,,3700.54,44722.27,4d6.(5D).5s,6D,5/2,4d6.(3P2).5p,4D*,3/2,6,4,,,L149,
246.4439,,40577.18,80w,,,,,,,,,,,1,1,,,L4515,
246.5832,246.5827,40554.27,20,,,3250.91,43805.25,4d6.(5D).5s,6D,7/2,4d6.(3F2).5p,2F*,7/2,8,8,,,L149,
246.7619,246.7620,40524.90,30,,,2572.89,43097.77,4d6.(5D).5s,6D,9/2,4d6.(3D).5p,4F*,9/2,10,10,,,L149,
247.5855,247.5860,40390.09,20,,,3700.54,44090.55,4d6.(5D).5s,6D,5/2,4d6.(3F2).5p,4F*,7/2,6,8,,,L149,
248.1448,248.1443,40299.05,50,,,0.00,40299.14,4d5.5s2,6S,5/2,4d5.(4G).5s.(5G).5p,4F*,5/2,6,6,,,L149,
248.3974,,40258.07,50,,,,,,,,,,,1,1,,,L4515,
248.7246,248.7241,40205.10,20,,,3700.54,43905.73,4d6.(5D).5s,6D,5/2,4d6.(3H).5p,4H*,7/2,6,8,,,L149,
249.3473,249.3473,40104.71,25*,,,3700.54,43805.25,4d6.(5D).5s,6D,5/2,4d6.(3F2).5p,2F*,7/2,6,8,,,L149,
249.3473,249.3479,40104.71,25*,,,4002.57,44107.18,4d6.(5D).5s,6D,3/2,4d6.(3D).5p,4P*,5/2,4,6,,,L149,
249.4184,249.4178,40093.27,20,,,3700.54,43793.91,4d6.(5D).5s,6D,5/2,4d5.(4D).5s.(5D).5p,6D*,3/2,6,4,,,L4515,
251.0923,251.0896,39825.99,30,,,3250.91,43077.33,4d6.(5D).5s,6D,7/2,4d6.(3G).5p,2F*,7/2,8,8,,,L4515,
257.9563,257.9567,38766.25,"300h,l",,,0.00,38766.20,4d5.5s2,6S,5/2,4d5.(4P).5s.(5P).5p,6D*,7/2,6,8,,,L149,
259.0636,259.0635,38600.56,200,,,0.00,38600.58,4d5.5s2,6S,5/2,4d5.(4P).5s.(5P).5p,6D*,5/2,6,6,,,L149,
259.0964,259.0980,38595.68,"20w,s",,,17522.92,56118.36,4d5.(6S).5s.(7S).5p,8P*,9/2,,9,11/2,10,12,,,L4515,
259.3591,259.3582,38556.57,100,,,0.00,38556.71,4d5.5s2,6S,5/2,4d6.(5D).5p,6P*,3/2,6,4,,,L149,
260.9634,260.9631,38319.55,500,,,0.00,38319.60,4d5.5s2,6S,5/2,4d5.(4P).5s.(5P).5p,6D*,3/2,6,4,,,L149,
261.5013,261.5013,38240.72,1500,,,0.00,38240.73,4d5.5s2,6S,5/2,4d5.(6S).5s.(5S).5p,6P*,7/2,6,8,,,L149,
261.6654,261.6654,38216.75,1000,,,0.00,38216.75,4d5.5s2,6S,5/2,4d6.(5D).5p,6P*,5/2,6,6,,,L149,
261.9060,,38181.63,30,,,,,,,,,,,1,1,,,L4515,
263.7143,263.7142,37919.83,80,,,17146.80,55066.64,4d6.(3H).5s,4H,11/2,4d5.(2G2).5s.(3G).5p,4H*,13/2,12,14,,,"L4515,L14280",
264.2042,264.2057,37849.51,30,,,3250.91,41100.21,4d6.(5D).5s,6D,7/2,4d5.(4P).5s.(5P).5p,6P*,5/2,8,6,,,L4515,
264.3159,264.3159,37833.51,100,,,2572.89,40406.40,4d6.(5D).5s,6D,9/2,4d5.(4D).5s.(5D).5p,6P*,7/2,10,8,,,L149,
264.9996,,37735.91,300c,,,,,,,,,,,1,1,,,L4515,
265.4356,,37673.92,30,,,,,,,,,,,1,1,,,L4515,
265.5096,265.5100,37663.42,100,,,2572.89,40236.26,4d6.(5D).5s,6D,9/2,4d5.(4G).5s.(5G).5p,4H*,7/2,10,8,,,L149,
266.1676,266.1671,37570.32,120,,,3250.91,40821.29,4d6.(5D).5s,6D,7/2,4d6.(3P2).5p,2D*,5/2,8,6,,,L149,
266.3088,266.3090,37550.39,100,,,3700.54,41250.90,4d6.(5D).5s,6D,5/2,4d6.(3D).5p,4F*,3/2,6,4,,,L149,
268.3936,268.3936,37258.71,60,,,2572.89,39831.60,4d6.(5D).5s,6D,9/2,4d5.(4G).5s.(5G).5p,6F*,7/2,10,8,,,"L4515,L14280",
268.4683,268.4684,37248.34,80,,,4002.57,41250.90,4d6.(5D).5s,6D,3/2,4d6.(3D).5p,4F*,3/2,4,4,,,L149,
