obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
68.5544,,145869.6,70,,,,,,,,,,,1,1,,,L3760,
,69.7528,143363.4,,2.05e+07,C,0.000,143363.4,2s2.2p4,3P,2,2s2.2p3.(2P*).4d,3D*,3,5,7,,T5803,,
,69.7528,143363.4,,5.30e+06,D,0.000,143363.4,2s2.2p4,3P,2,2s2.2p3.(2P*).4d,3D*,2,5,5,,T5803,,
,69.7528,143363.4,,6.02e+05,D,0.000,143363.4,2s2.2p4,3P,2,2s2.2p3.(2P*).4d,3D*,1,5,3,,T5803,,
,69.8299,143205.1,,1.58e+07,C,158.265,143363.4,2s2.2p4,3P,1,2s2.2p3.(2P*).4d,3D*,2,3,5,,T5803,,
,69.8299,143205.1,,8.97e+06,C,158.265,143363.4,2s2.2p4,3P,1,2s2.2p3.(2P*).4d,3D*,1,3,3,,T5803,,
,69.8634,143136.4,,1.19e+07,C,226.977,143363.4,2s2.2p4,3P,0,2s2.2p3.(2P*).4d,3D*,1,1,3,,T5803,,
,72.4835,137962.5,,4.60e+07,C+,0.000,137962.5,2s2.2p4,3P,2,2s2.2p3.(2P*).3d,3D*,3,5,7,,T5803,,
,72.4835,137962.5,,1.19e+07,C,0.000,137962.5,2s2.2p4,3P,2,2s2.2p3.(2P*).3d,3D*,2,5,5,,T5803,,
,72.4835,137962.5,,1.35e+06,D,0.000,137962.5,2s2.2p4,3P,2,2s2.2p3.(2P*).3d,3D*,1,5,3,,T5803,,
,72.5667,137804.2,,3.53e+07,C+,158.265,137962.5,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,3D*,2,3,5,,T5803,,
,72.5667,137804.2,,2.01e+07,C,158.265,137962.5,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,3D*,1,3,3,,T5803,,
,72.6029,137735.5,,2.66e+07,C,226.977,137962.5,2s2.2p4,3P,0,2s2.2p3.(2P*).3d,3D*,1,1,3,,T5803,,
74.4794,74.4794+,134265.3,70,,,0.000,134265.3,2s2.2p4,3P,2,2s2.2p3.(2D*).8s,3D*,3,5,7,,,L3760,
,76.9353,129979.4,,8.84e+07,C+,0.000,129979.384,2s2.2p4,3P,2,2s2.2p3.(2D*<3/2>).4d,3P*,1,5,3,,T5713LS,,
