obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
119.5289,0.0002,,,83661.8,110,,,,,,,,,,,1,1,,,L368,
121.8411,0.0002,121.84134,0.00006,82074.10,1400,,,0.000,82073.95,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).11s,2[2],5/2,4,6,,,L368,
122.4049,0.0002,122.40525,0.00006,81696.06,4400,,,0.000,81695.84,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).9d,2[3],5/2,4,6,,,L368,
122.4077,0.0002,122.40795,0.00006,81694.20,4400,,,0.000,81694.04,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).9d,2[2],3/2,4,4,,,L368,
122.8888,0.0002,122.88913,0.00006,81374.36,3800,,,0.000,81374.16,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).10s,2[2],3/2,4,4,,,L368,
125.1335,0.0002,125.133716,0.000011,79914.68,5400,,,0.000,79914.513,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).9s,2[2],5/2,4,6,,,L368,
125.9153,0.0002,125.915532,0.000011,79418.49,24000,,,0.000,79418.320,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).7d,2[2],5/2,4,6,,,L368,
125.9511,0.0002,125.951361,0.000011,79395.92,29000,,,0.000,79395.728,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).7d,2[2],3/2,4,4,,,L368,
126.1268,0.0002,126.127097,0.000011,79285.26,7700,,,0.000,79285.104,5s2.5p5,2P*,3/2,5s2.5p4.(3P<1>).7s,2[1],1/2,4,2,,,L368,
126.7569,0.0002,126.757142,0.000011,78891.16,6100,,,0.000,78891.018,5s2.5p5,2P*,3/2,5s2.5p4.(3P<1>).7s,2[1],3/2,4,4,,,L368,
126.7596,0.0002,126.759819,0.000011,78889.50,6100,,,0.000,78889.352,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).7d,2[1],1/2,4,2,,,L368,
127.5255,0.0002,127.525806,0.000011,78415.66,16000,,,0.000,78415.501,5s2.5p5,2P*,3/2,5s2.5p4.(3P<0>).7s,2[0],1/2,4,2,,,L368,
128.9395,0.0002,128.939663,0.000012,77555.77,35000,,,0.000,77555.655,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).8s,2[2],3/2,4,4,,,L368,
130.0335,0.0002,130.033770,0.000012,76903.28,130000,,,0.000,76903.100,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).6d,2[2],5/2,4,6,,,L368,
130.2983,0.0002,130.298577,0.000012,76746.98,39000,,,0.000,76746.809,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).6d,2[2],3/2,4,4,,,L368,
131.3947,0.0002,131.395031,0.000012,76106.57,41000,,,0.000,76106.379,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).6d,2[3],5/2,4,6,,,L368,
131.7542,0.0002,131.754521,0.000012,75898.91,42000,,,0.000,75898.724,5s2.5p5,2P*,3/2,5s2.5p4.(3P<1>).5d,2[2],5/2,4,6,,,L368,
133.0189,0.0002,133.019291,0.000013,75177.26,31000,,,0.000,75177.066,5s2.5p5,2P*,3/2,5s2.5p4.(3P<1>).5d,2[3],5/2,4,6,,,L368,
135.5099,0.0002,135.510246,0.000013,73795.35,89000,,,0.000,73795.158,5s2.5p5,2P*,3/2,5s2.5p4.(3P<0>).5d,2[2],5/2,4,6,,,L368,
135.7971,0.0002,135.797366,0.000013,73639.28,54000,,,0.000,73639.131,5s2.5p5,2P*,3/2,5s2.5p4.(3P<0>).5d,2[2],3/2,4,4,,,L368,
136.0965,0.0006,136.095778,0.000013,73477.25,92000,,,0.000,73477.665,5s2.5p5,2P*,3/2,5s2.5p4.(1D<2>).5d,2[0],1/2,4,2,,,L368,
136.1111,0.0002,136.110959,0.000013,73469.39,20000,,,7602.9762,81072.446,5s2.5p5,2P*,1/2,5s2.5p4.(1D<2>).5d,2[1],3/2,2,4,,,L368,
136.7714,0.0002,136.771518,0.000013,73114.72,48000,,,0.000,73114.638,5s2.5p5,2P*,3/2,5s2.5p4.(3P<1>).5d,2[1],1/2,4,2,,,L368,
136.8217,0.0002,136.82175,0.00008,73087.83,17000,,,7602.9762,80690.77,5s2.5p5,2P*,1/2,5s2.5p4.(3P<2>).8d,2[1],3/2,2,4,,,L368,
138.3225,0.0002,138.322703,0.000014,72294.83,84000,,,0.000,72294.712,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).7s,2[2],3/2,4,4,,,L368,
139.0750,0.0002,139.075159,0.000014,71903.64,66000,,,0.000,71903.567,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).7s,2[2],5/2,4,6,,,L368,
139.2898,0.0002,139.289827,0.000014,71792.77,16000,,,7602.9762,79395.728,5s2.5p5,2P*,1/2,5s2.5p4.(3P<2>).7d,2[2],3/2,2,4,,,L368,
140.0014,0.0002,140.001420,0.000014,71427.84,17000,,,7602.9762,79030.823,5s2.5p5,2P*,1/2,5s2.5p4.(3P<2>).7d,2[1],3/2,2,4,,,L368,
142.5490,0.0002,142.549578,0.000014,70151.32,210000,,,0.000,70151.032,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).5d,2[2],5/2,4,6,,,L368,
144.6261,0.0002,144.626058,0.000015,69143.83,53000,,,7602.9762,76746.809,5s2.5p5,2P*,1/2,5s2.5p4.(3P<2>).6d,2[2],3/2,2,4,,,L368,
145.3179,0.0002,145.317920,0.000015,68814.63,55000,,,7602.9762,76417.614,5s2.5p5,2P*,1/2,5s2.5p4.(3P<2>).6d,2[1],1/2,2,2,,,L368,
145.7389,0.0006,145.739527,0.000015,68615.84,160000*,,,0.000,68615.565,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).5d,2[0],1/2,4,2,,,L368,
145.7471,0.0006,,,68612.02,160000*,,,,,,,,,,,1,1,,,L368,
145.7981,0.0002,145.798758,0.000015,68588.00,310000,,,0.000,68587.690,5s2.5p5,2P*,3/2,5s2.5p4.(1D<2>).6s,2[2],5/2,4,6,,,L368,
145.8794,0.0002,145.879827,0.000015,68549.77,78000,,,0.000,68549.574,5s2.5p5,2P*,3/2,5s2.5p4.(1D<2>).6s,2[2],3/2,4,4,,,L368,
145.9145,0.0002,145.914558,0.000015,68533.28,45000,,,7602.9762,76136.234,5s2.5p5,2P*,1/2,5s2.5p4.(3P<2>).6d,2[1],3/2,2,4,,,L368,
146.5828,0.0002,146.582938,0.000015,68220.83,29000,,,7602.9762,75823.740,5s2.5p5,2P*,1/2,5s2.5p4.(3P<1>).5d,2[2],3/2,2,4,,,L368,
148.5918,0.0002,148.592475,0.000016,67298.45,36000,,,0.000,67298.159,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).5d,2[1],1/2,4,2,,,L368,
149.2888,0.0002,149.288781,0.000016,66984.25,67000,,,7602.9762,74587.246,5s2.5p5,2P*,1/2,5s2.5p4.(3P<1>).5d,2[1],3/2,2,4,,,L368,
150.7041,0.0002,150.704716,0.000016,66355.21,200000,,,0.000,66354.924,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).5d,2[1],3/2,4,4,,,L368,
151.4682,0.0003,151.468563,0.000016,66020.48,200000,,,0.000,66020.300,5s2.5p5,2P*,3/2,5s2.5p4.(3P<2>).5d,2[3],5/2,4,6,,,L13998,
151.8048,0.0003,151.803374,0.000016,65874.09,230000,,,7602.9762,73477.665,5s2.5p5,2P*,1/2,5s2.5p4.(1D<2>).5d,2[0],1/2,2,2,,,L13998,
152.6448,0.0003,152.644578,0.000016,65511.56,39000,,,7602.9762,73114.638,5s2.5p5,2P*,1/2,5s2.5p4.(3P<1>).5d,2[1],1/2,2,2,,,L13998,
