obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
174.1892,0.0004,174.1898,0.0003,57408.84,"g,a",,,168.3371,57576.98,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
174.2408,0.0004,174.2412,0.0003,57391.84,"g,a",,,0.0000,57391.72,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
174.412,0.002,174.4118,0.0014,57335.5,"g,a",,,168.3371,57503.9,3d.4s2,2D,5/2,4s2.4f,2F*,5/2,6,6,,,L2110,
174.463,0.002,,,57318.7,a,,,,,,,,,,,1,1,,,L2110,
174.467,0.002,174.4669,0.0020,57317.4,"g,a",,,168.3371,57485.8,3d.4s2,2D,5/2,4s2.4f,2F*,7/2,6,8,,,L2110,
174.4884,0.0004,174.4890,0.0003,57310.40,"g,a",,,168.3371,57478.54,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
174.5631,0.0004,174.5630,0.0003,57285.88,"g,a",,,168.3371,57454.24,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
174.628,0.002,,,57264.6,a,,,,,,,,,,,1,1,,,L2110,
174.6511,0.0004,174.6511,0.0003,57257.01,"g,a",,,168.3371,57425.35,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
174.7541,0.0004,174.7537,0.0003,57223.26,"g,a",,,168.3371,57391.72,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
174.780,0.002,,,57214.8,a,,,,,,,,,,,1,1,,,L2110,
174.842,0.002,,,57194.5,a,,,,,,,,,,,1,1,,,L2110,
174.8774,0.0004,,,57182.92,a,,,,,,,,,,,1,1,,,L2110,
174.9160,0.0004,174.9158,0.0003,57170.30,"g,a",,,0.0000,57170.37,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
174.9290,0.0004,174.9288,0.0003,57166.05,"g,a",,,0.0000,57166.12,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
174.9470,0.0004,174.9473,0.0003,57160.17,"g,a",,,0.0000,57160.06,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
175.1705,0.0004,175.1706,0.0003,57087.24,"g,a",,,0.0000,57087.22,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
175.2500,0.0004,,,57061.34,a,,,,,,,,,,,1,1,,,L2110,
175.3443,0.0004,175.3450,0.0003,57030.65,"g,a",,,0.0000,57030.41,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
175.4321,0.0004,175.4323,0.0003,57002.11,"g,a",,,168.3371,57170.37,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
175.4411,0.0009,175.4412,0.0012,56999.2,"g,a*",,,168.3371,57167.5,3d.4s2,2D,5/2,3d2.(3F).15p,2F*?,5/2,6,6,,,L2110,
175.4411,0.0009,175.4412,0.0012,56999.2,"g,a*",,,168.3371,57167.5,3d.4s2,2D,5/2,3d2.(3F).15p,2F*?,7/2,6,8,,,L2110,
175.4452,0.0004,175.4454,0.0003,56997.85,"g,a",,,168.3371,57166.12,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
175.4547,0.0004,,,56994.77,a,,,,,,,,,,,1,1,,,L2110,
