obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
240.9966,0.0006,240.9964+,41494.369,5a,8.6e+04,C+,0.000,41494.39,6s2,1S,0,6s.18p,1P*,1,1,3,,T3039,"L570,L16234",
241.4814,0.0006,241.4815+,41411.052,6a,1.5e+05,C+,0.000,41411.04,6s2,1S,0,6s.17p,1P*,1,1,3,,T3039,"L570,L16234",
242.0846,0.0006,242.0846+,41307.877,8a,2.3e+05,C+,0.000,41307.88,6s2,1S,0,6s.16p,1P*,1,1,3,,T3039,"L570,L16234",
242.8147,0.0006,242.8151+,41183.678,6a,5.6e+05,C+,0.000,41183.60,6s2,1S,0,6s.15p,1P*,1,1,3,,T3039,"L570,L16234",
243.3257,0.0020,243.3256+,41097.18,15a,7.2e+05,D,0.000,41097.20,6s2,1S,0,5d.8p,3P*,1,1,3,,T4515,"L570,L16234",
243.9548,0.0012,243.9546+,40991.2,6a,1.4e+05,C+,0.000,40991.23,6s2,1S,0,6s.14p,1P*,1,1,3,,T3039,L16234,
244.5383,0.0012,244.5361+,40893.4,10a,4.5e+05,D,0.000,40893.76,6s2,1S,0,5d.8p,3D*,1,1,3,,T4515,L16234,
245.3121,0.0012,245.3071+,40764.4,2a,8.1e+04,C+,0.000,40765.23,6s2,1S,0,6s.13p,1P*,1,1,3,,T3039,L16234,
247.4,0.2,247.3492+,40420,,4.6e+05,C+,0.000,40428.68,6s2,1S,0,6s.12p,1P*,1,1,3,,T3039,L16231,
250.10,0.02,250.1117+,39984.75,,1.5e+06,E,0.000,39982.14,6s2,1S,0,6s.11p,1P*,1,1,3,,T4515,L7361,
254.40,0.02,254.3756+,39308.74,,4.1e+06,E,0.000,39311.95,6s2,1S,0,6s.10p,1P*,1,1,3,,T4515,L7361,
259.74120,0.00010,259.74120+,38499.861,120,1.2e+07,E,0.000,38499.860,6s2,1S,0,5d.7p,1P*,1,1,3,,T4515,L9224,
264.729,0.005,264.7234+,37774.50,1h,1.1e+06,E,0.000,37775.28,6s2,1S,0,6s.9p,1P*,1,1,3,,T4515,L7361,
270.34347,0.00010,270.34347+,36989.981,78,2.5e+06,E,0.000,36989.981,6s2,1S,0,5d.7p,3P*,1,1,3,,T4515,L9224,
274.00468,0.00010,274.00464+,36495.727,39,9.1e+05,E,0.000,36495.732,6s2,1S,0,5d.7p,3D*,1,1,3,,T4515,L9224,
278.61001,0.00010,278.61001+,35892.465,95,2.8e+06,E,0.000,35892.465,6s2,1S,0,6s.8p,1P*,1,1,3,,T4515,L9224,
307.24766,0.00010,307.24767+,32547.034,168,4.2e+07,C,0.000,32547.033,6s2,1S,0,6s.7p,1P*,1,1,3,,T4784,L9224,
313.663,0.005,313.6596+,31881.36,8w,,,9215.501,41097.20,6s.5d,3D,2,5d.8p,3P*,1,5,3,,,L7361,
313.8609,0.0020,313.8616+,31861.25,10,,,9033.966,40895.14,6s.5d,3D,1,6s.10f,3F*,2,3,5,,,L7361,
315.6587,0.0020,315.6602+,31679.79,10,,,9215.501,40895.14,6s.5d,3D,2,6s.10f,3F*,2,5,5,,,L7361,
316.6514,0.0020,316.6571+,31580.47,25,,,9033.966,40613.87,6s.5d,3D,1,6s.9f,3F*,2,3,5,,,L7361,
318.488,0.005,318.4879+,31398.35,15,,,9215.501,40613.87,6s.5d,3D,2,6s.9f,3F*,2,5,5,,,L7361,
326.32592,0.00010,326.32592+,30644.210,2,,,9033.966,39678.176,6s.5d,3D,1,6s.7f,3F*,2,3,5,,,L9224,
328.24309,0.00010,328.24309+,30465.226,3,,,9215.501,39680.727,6s.5d,3D,2,6s.7f,3F*,3,5,7,,,L9224,
328.2718,0.0020,328.27058+,30462.57,15,,,9215.501,39678.176,6s.5d,3D,2,6s.7f,3F*,2,5,5,,,L7361,
332.37395,0.00010,332.37396+,30086.594,5,,,9596.533,39683.126,6s.5d,3D,3,6s.7f,3F*,4,7,9,,,L9224,
335.77627,0.00010,335.77628+,29781.735,8,,,9033.966,38815.700,6s.5d,3D,1,6s.6f,3F*,2,3,5,,,L9224,
