obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
255.021,255.0200+,39212.5,20,,,0.00,39212.61,5d.6s2,2D,3/2,6s2.6f,2F*,5/2,4,6,,,L3475,
255.049,255.0497+,39208.2,20,,,4136.13,43344.18,6s2.6p,2P*,1/2,6s2.19d,2D,3/2,2,4,,,L3475,
267.805,,37340.7,90h,,,,,,,,,,,1,1,,,L3475,
268.588,268.5884+,37231.8,570h*,,,4136.13,41367.82,6s2.6p,2P*,1/2,6s.6p2,2D,3/2,2,4,,,L3475,
268.588,268.5884+,37231.8,570h*,,,4136.13,41367.82,6s2.6p,2P*,1/2,6s.6p2?,,1/2,2,2,,,L3475,
268.634,268.6276+,37225.4,90h,,,1993.92,39220.17,5d.6s2,2D,5/2,6s2.6f,2F*,7/2,6,8,,,L3475,
271.671,271.6745+,36809.2,90h,,,0.00,36808.76,5d.6s2,2D,3/2,6s2.8p,2P*,1/2,4,2,,,L3475,
271.990,271.9987+,36766.1,180D,,,4136.13,40901.01,6s2.6p,2P*,1/2,6s2.9d,2D,3/2,2,4,,,L3475,
272.976,272.9752+,36633.3,480h,2.32e+07,B,0.00,36633.36,5d.6s2,2D,3/2,6s2.5f,2F*,5/2,4,6,,T7218,L3475,
276.656,276.6567+,36146.0,750h,,,4136.13,40282.01,6s2.6p,2P*,1/2,6s2.10s,2S,1/2,2,2,,,L3475,
284.597,284.5966+,35137.5,330h,,,1993.92,37131.38,5d.6s2,2D,5/2,6s2.8p,2P*,3/2,6,4,,,L3475,
288.599,288.5986+,34650.2,570h,2.31e+07,B,1993.92,36644.12,5d.6s2,2D,5/2,6s2.5f,2F*,7/2,6,8,,T7218,L3475,
290.390,290.3896+,34436.4,300,7.9e+06,B+,0.00,34436.49,5d.6s2,2D,3/2,5d.6s.(3D).6p,2P*,3/2,4,4,,T7218,L3475,
295.059,295.0598+,33891.5,270h*,,,7476.39,41367.82,6s2.6p,2P*,3/2,6s.6p2,2D,3/2,4,4,,,L3475,
295.059,295.0598+,33891.5,270h*,,,7476.39,41367.82,6s2.6p,2P*,3/2,6s.6p2?,,1/2,4,2,,,L3475,
299.014,299.0153+,33443.2,1800,1.28e+08,B+,0.00,33443.10,5d.6s2,2D,3/2,5d.6s.(1D).6p,2P*,1/2,4,2,,T7218,L3475,
