obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
193.404833,0.000006,193.404818,51705.0161,10,,,0.0000,51705.020,4s2.4p2,3P,0,4s2.4p.4d,3P*,1,1,3,,,L9083,
193.748238,0.000004,193.748248,51613.3726,100r,,,557.1341,52170.504,4s2.4p2,3P,1,4s2.4p.6s,"(1/2,1/2)*",0,3,1,,,L9083,
193.8301,0.0005,193.830034,51591.57,100r,,,557.1341,52148.726,4s2.4p2,3P,1,4s2.4p.6s,"(1/2,1/2)*",1,3,3,,,L3476,
194.4118,0.0005,194.411622,51437.21,30,,,1409.9609,52847.215,4s2.4p2,3P,2,4s2.4p.4d,1P*,1,5,3,,,L3476,
194.47313,0.00010,194.4730,51420.99,200,7.0e+07,C,557.1341,51978.15,4s2.4p2,3P,1,4s2.4p.4d,3P*,0,3,1,,T4515,L187,
195.5115,0.0005,195.511502,51147.89,200,2.8e+07,C,557.1341,51705.020,4s2.4p2,3P,1,4s2.4p.4d,3P*,1,3,3,,T4515,L3476,
196.2013,0.0005,196.201334,50968.06,500,,,7125.2989,58093.352,4s2.4p2,1D,2,4s2.4p.5d,1F*,3,5,7,,,L3476,
196.3375,0.0005,196.337284,50932.71,30h,,,7125.2989,58058.060,4s2.4p2,1D,2,4s2.4p.5d,1P*,1,5,3,,,L3476,
196.5384,0.0005,196.538301,50880.64,30,,,557.1341,51437.802,4s2.4p2,3P,1,4s2.4p.4d,3P*,2,3,5,,,L3476,
197.0879,0.0005,197.087966,50738.78,200,,,1409.9609,52148.726,4s2.4p2,3P,2,4s2.4p.6s,"(1/2,1/2)*",1,5,3,,,L3476,
198.7850,0.0005,198.784927,50305.61,300h,,,7125.2989,57430.924,4s2.4p2,1D,2,4s2.4p.5d,3P*,2,5,5,,,L3476,
198.8268,0.0005,198.826688,50295.03,300,2.5e+07,C,1409.9609,51705.020,4s2.4p2,3P,2,4s2.4p.4d,3P*,1,5,3,,T4515,L3476,
199.8887,0.0005,199.888698,50027.84,500r,5.5e+07,C,1409.9609,51437.802,4s2.4p2,3P,2,4s2.4p.4d,3P*,2,5,5,,T4515,L3476,
201.1943,0.0005,201.19453,49703.20,200,,,7125.2989,56828.439,4s2.4p2,1D,2,4s2.4p.5d,3F*,3,5,7,,,L3476,
201.97198,0.00010,201.97197,49511.819,1700,,,557.1341,50068.954,4s2.4p2,3P,1,4s2.4p.4d,3F*,2,3,5,,,L3476,
204.23676,0.00010,204.23676,48962.782,2400r,1.1e+08,C,0.0000,48962.783,4s2.4p2,3P,0,4s2.4p.4d,3D*,1,1,3,,T4515,L3476,
204.44254,0.00010,204.44252,48913.499,1600r,,,1409.9609,50323.465,4s2.4p2,3P,2,4s2.4p.4d,3F*,3,5,7,,,L3476,
205.51188,0.00010,205.51186,48658.988,420,,,1409.9609,50068.954,4s2.4p2,3P,2,4s2.4p.4d,3F*,2,5,5,,,L3476,
205.78966,0.00010,205.78967,48593.307,220h,,,7125.2989,55718.604,4s2.4p2,1D,2,4s2.4p.5d,3D*,3,5,7,,,L3476,
206.58748,0.00010,206.58746,48405.644,750r,8.5e+07,C,557.1341,48962.783,4s2.4p2,3P,1,4s2.4p.4d,3D*,1,3,3,,T4515,L3476,
206.93168,0.00010,206.93168,48325.130,2600r,1.2e+08,C,557.1341,48882.263,4s2.4p2,3P,1,4s2.4p.4d,3D*,2,3,5,,T4515,L3476,
208.66847,0.00010,208.66845,47922.909,420,4.0e+07,C,557.1341,48480.048,4s2.4p2,3P,1,4s2.4p.4d,1D*,2,3,5,,T4515,L3476,
209.49237,0.00010,209.49237,47734.436,2000r,9.7e+07,C,1409.9609,49144.397,4s2.4p2,3P,2,4s2.4p.4d,3D*,3,5,7,,T4515,L3476,
210.64918,0.00010,210.64915,47472.294,240,1.7e+07,C,1409.9609,48882.263,4s2.4p2,3P,2,4s2.4p.4d,3D*,2,5,5,,T4515,L3476,
212.54153,0.00010,212.54153,47049.629,95H,,,7125.2989,54174.928,4s2.4p2,1D,2,4s2.4p.6s,"(3/2,1/2)*",1,5,3,,,L3476,
218.71348,0.00010,218.71349,45721.918,50h,,,7125.2989,52847.215,4s2.4p2,1D,2,4s2.4p.4d,1P*,1,5,3,,,L3476,
219.94010,0.00010,219.94010,45466.925,340r,,,7125.2989,52592.224,4s2.4p2,1D,2,4s2.4p.4d,1F*,3,5,7,,,L3476,
222.10659,0.00010,222.10659,45023.429,15,,,7125.2989,52148.726,4s2.4p2,1D,2,4s2.4p.6s,"(1/2,1/2)*",1,5,3,,,L3476,
225.66995,0.00010,225.66994,44312.502,18,3.2e+06,C,7125.2989,51437.802,4s2.4p2,1D,2,4s2.4p.4d,3P*,2,5,5,,T4515,L3476,
231.49128,0.00010,231.49131,43198.171,18,,,7125.2989,50323.465,4s2.4p2,1D,2,4s2.4p.4d,3F*,3,5,7,,,L3476,
232.86326,0.00010,232.86327,42943.658,24,,,7125.2989,50068.954,4s2.4p2,1D,2,4s2.4p.4d,3F*,2,5,5,,,L3476,
235.99540,0.00010,235.99540,42373.707,15,,,16367.3332,58741.040,4s2.4p2,1S,0,4s2.4p.6d,"(1/2,3/2)*",1,1,3,,,L3476,
237.98702,0.00010,237.98702,42019.098,20,,,7125.2989,49144.397,4s2.4p2,1D,2,4s2.4p.4d,3D*,3,5,7,,,L3476,
239.02008,0.00010,239.02011,41837.490,10,,,7125.2989,48962.783,4s2.4p2,1D,2,4s2.4p.4d,3D*,1,5,3,,,L3476,
239.86150,0.00010,239.86149,41690.727,15,,,16367.3332,58058.060,4s2.4p2,1S,0,4s2.4p.5d,1P*,1,1,3,,,L3476,
241.81018,0.00010,241.81020,41354.752,130,9.6e+07,C,7125.2989,48480.048,4s2.4p2,1D,2,4s2.4p.4d,1D*,2,5,5,,T4515,L3476,
243.71509,0.00010,243.71508,41031.517,30,,,16367.3332,57398.852,4s2.4p2,1S,0,4s2.4p.5d,3P*,1,1,3,,,L3476,
249.87156,0.00010,249.871564,40020.561,90,1.3e+07,C,0.0000,40020.5604,4s2.4p2,3P,0,4s2.4p.5s,1P*,1,1,3,,T4515,L3476,
253.39919,0.00010,253.399183,39463.426,70,1.0e+07,C,557.1341,40020.5604,4s2.4p2,3P,1,4s2.4p.5s,1P*,1,3,3,,T4515,L3476,
255.70647,0.00010,255.70651,39107.341,3,,,16367.3332,55474.668,4s2.4p2,1S,0,4s2.4p.5d,3D*,1,1,3,,,L3476,
258.99623,0.00010,258.996238,38610.600,28,5.1e+06,C,1409.9609,40020.5604,4s2.4p2,3P,2,4s2.4p.5s,1P*,1,5,3,,T4515,L3476,
259.33093,0.00010,259.330934,38560.768,500,7.1e+07,C,557.1341,39117.9021,4s2.4p2,3P,1,4s2.4p.5s,3P*,2,3,5,,T4515,L3476,
264.49712,0.00010,264.49712,37807.595,8,,,16367.3332,54174.928,4s2.4p2,1S,0,4s2.4p.6s,"(3/2,1/2)*",1,1,3,,,L3476,
265.19613,0.00010,265.196128,37707.941,1200,2.0e+08,C,1409.9609,39117.9021,4s2.4p2,3P,2,4s2.4p.5s,3P*,2,5,5,,T4515,L3476,
265.23577,0.00010,265.235770,37702.306,500,8.5e+07,C,0.0000,37702.3054,4s2.4p2,3P,0,4s2.4p.5s,3P*,1,1,3,,T4515,L3476,
269.21400,0.00010,269.213996,37145.170,500,6.1e+07,C,557.1341,37702.3054,4s2.4p2,3P,1,4s2.4p.5s,3P*,1,3,3,,T4515,L3476,
271.04270,0.00010,271.042704,36894.555,850,2.8e+08,C,557.1341,37451.6893,4s2.4p2,3P,1,4s2.4p.5s,3P*,0,3,1,,T4515,L3476,
274.12372,0.00010,274.12370,36479.879,40,,,16367.3332,52847.215,4s2.4p2,1S,0,4s2.4p.4d,1P*,1,1,3,,,L3476,
275.54020,0.00010,275.540204,36292.345,650,1.1e+08,C,1409.9609,37702.3054,4s2.4p2,3P,2,4s2.4p.5s,3P*,1,5,3,,T4515,L3476,
279.47487,0.00010,279.47487,35781.393,70,,,16367.3332,52148.726,4s2.4p2,1S,0,4s2.4p.6s,"(1/2,1/2)*",1,1,3,,,L3476,
282.98400,0.00010,282.98400,35337.687,80,,,16367.3332,51705.020,4s2.4p2,1S,0,4s2.4p.4d,3P*,1,1,3,,,L3476,
303.99515,0.00010,303.995151,32895.262,750,2.8e+08,C,7125.2989,40020.5604,4s2.4p2,1D,2,4s2.4p.5s,1P*,1,5,3,,T4515,L3476,
306.79128,0.00010,306.79129,32595.451,600,,,16367.3332,48962.783,4s2.4p2,1S,0,4s2.4p.4d,3D*,1,1,3,,,L3476,
312.57223,0.00010,312.572251,31992.606,20,3.1e+06,C,7125.2989,39117.9021,4s2.4p2,1D,2,4s2.4p.5s,3P*,2,5,5,,T4515,L3476,
327.04314,0.00010,327.043133,30577.006,110,2.9e+07,C,7125.2989,37702.3054,4s2.4p2,1D,2,4s2.4p.5s,3P*,1,5,3,,T4515,L3476,
422.77528,0.00010,422.775290,23653.228,70,2.1e+07,C,16367.3332,40020.5604,4s2.4p2,1S,0,4s2.4p.5s,1P*,1,1,3,,T4515,L3476,
468.71400,0.00010,468.713993,21334.972,10,9.5e+06,C,16367.3332,37702.3054,4s2.4p2,1S,0,4s2.4p.5s,3P*,1,1,3,,T4515,L3476,
519.60326,0.00010,519.60296,19245.453,3,,,37702.3054,56947.7693,4s2.4p.5s,3P*,1,4s2.4p.6p,3P,2,3,5,,,L3476,
526.7358,0.0005,526.73571,18984.851,6,,,37702.3054,56687.1584,4s2.4p.5s,3P*,1,4s2.4p.6p,3P,1,3,3,,,L3476,
551.4796,0.0005,551.47949,18133.038,6,,,39117.9021,57250.9427,4s2.4p.5s,3P*,2,4s2.4p.6p,1D,2,5,5,,,L3476,
556.6287,0.0005,556.62861,17965.296,8,,,39117.9021,57083.2021,4s2.4p.5s,3P*,2,4s2.4p.6p,3S,1,5,3,,,L3476,
560.8569,0.0005,560.85667,17829.861,8,,,39117.9021,56947.7693,4s2.4p.5s,3P*,2,4s2.4p.6p,3P,2,5,5,,,L3476,
561.7696,0.0005,561.76944,17800.892,6,,,37702.3054,55503.2026,4s2.4p.5s,3P*,1,4s2.4p.6p,3P,0,3,1,,,L3476,
562.2988,0.0005,562.29861,17784.138,7,,,37451.6893,55235.8344,4s2.4p.5s,3P*,0,4s2.4p.6p,1P,1,1,3,,,L3476,
565.7532,0.0005,565.7530,17675.553,8,,,39117.9021,56793.460,4s2.4p.5s,3P*,2,4s2.4p.6p,3D,3,5,7,,,L3476,
