obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
1357.0,1356.094,0.010,7369,*,1.89e+06,A,30925.38,38299.50,1s2.3p,2P*,3/2,1s2.5s,2S,1/2,4,2,,T5118LS,L7397,
,1483.77,0.10,6739.6,,4.40e+03,B,35012.06,41751.63,1s2.4s,2S,1/2,1s2.8p,2P*,3/2,2,4,,T5118LS,,
,1483.77,0.10,6739.6,,4.40e+03,B,35012.06,41751.63,1s2.4s,2S,1/2,1s2.8p,2P*,1/2,2,2,,T5118LS,,
,1611.53,0.10,6205.3,,4.16e+03,B,35012.06,41217.35,1s2.4s,2S,1/2,1s2.7p,2P*,1/2,2,2,,T5118LS,,
,1611.53,0.10,6205.3,,4.15e+03,B,35012.06,41217.35,1s2.4s,2S,1/2,1s2.7p,2P*,3/2,2,4,,T5118LS,,
1755.7,1754.996,0.010,5696,*,6.783e+06,AA,30925.38,36623.40,1s2.3p,2P*,3/2,1s2.4d,2D,5/2,4,6,,T6620LS,L7397,
1755.7,1755.002,0.010,5696,*,1.131e+06,AA,30925.38,36623.38,1s2.3p,2P*,3/2,1s2.4d,2D,3/2,4,4,,T6620LS,L7397,
1755.7,1755.002,0.010,5696,*,5.652e+06,AA,30925.38,36623.38,1s2.3p,2P*,1/2,1s2.4d,2D,3/2,2,4,,T6620LS,L7397,
,1859.16,0.10,5378.8,,1.88e+03,B,35012.06,40390.84,1s2.4s,2S,1/2,1s2.6p,2P*,1/2,2,2,,T5118LS,,
,1859.16,0.10,5378.8,,1.87e+03,B,35012.06,40390.84,1s2.4s,2S,1/2,1s2.6p,2P*,3/2,2,4,,T5118LS,,
1870.2,1870.2,1.0,5347,*,9.220e+05,AA,31283.12,36630.2,1s2.3d,2D,5/2,1s2.4f,2F*,5/2,6,6,,T7409LS,L7397,
1870.2,1870.2,1.0,5347,*,1.291e+07,AA,31283.08,36630.2,1s2.3d,2D,3/2,1s2.4f,2F*,5/2,4,6,,T7409LS,L7397,
1870.2,1870.2,1.0,5347,*,1.383e+07,AA,31283.12,36630.2,1s2.3d,2D,5/2,1s2.4f,2F*,7/2,6,8,,T7409LS,L7397,
,1886.2,1.0,5302,,3.55e+05,A,36469.55,41771.3,1s2.4p,2P*,3/2,1s2.8d,2D,5/2,4,6,,T5118LS,,
,1886.2,1.0,5302,,2.96e+05,A,36469.55,41771.3,1s2.4p,2P*,1/2,1s2.8d,2D,3/2,2,4,,T5118LS,,
,1886.2,1.0,5302,,5.91e+04,A,36469.55,41771.3,1s2.4p,2P*,3/2,1s2.8d,2D,3/2,4,4,,T5118LS,,
1930,1928.09,0.10,5180,*,5.363e+04,AA,31283.08,36469.55,1s2.3d,2D,3/2,1s2.4p,2P*,3/2,4,4,,T6620LS,L7397,
1930,1928.09,0.10,5180,*,5.363e+05,AA,31283.08,36469.55,1s2.3d,2D,3/2,1s2.4p,2P*,1/2,4,2,,T6620LS,L7397,
1930,1928.11,0.10,5180,*,4.826e+05,AA,31283.12,36469.55,1s2.3d,2D,5/2,1s2.4p,2P*,3/2,6,4,,T6620LS,L7397,
,1949.98,0.10,5128.2,,4.90e+04,A,36623.38,41751.63,1s2.4d,2D,3/2,1s2.8p,2P*,1/2,4,2,,T5118LS,,
,1949.98,0.10,5128.2,,4.91e+03,A,36623.38,41751.63,1s2.4d,2D,3/2,1s2.8p,2P*,3/2,4,4,,T5118LS,,
,1949.99,0.10,5128.2,,4.42e+04,A,36623.40,41751.63,1s2.4d,2D,5/2,1s2.8p,2P*,3/2,6,4,,T5118LS,,
,1954.1,1.0,5118,,1.12e+05,A,36469.55,41587.1,1s2.4p,2P*,1/2,1s2.8s,2S,1/2,2,2,,T5118LS,,
,1954.1,1.0,5118,,2.24e+05,A,36469.55,41587.1,1s2.4p,2P*,3/2,1s2.8s,2S,1/2,4,2,,T5118LS,,
,2093.4,1.0,4776.9,,8.89e+04,A,36469.55,41246.5,1s2.4p,2P*,3/2,1s2.7d,2D,3/2,4,4,,T5118LS,,
,2093.4,1.0,4776.9,,4.43e+05,A,36469.55,41246.5,1s2.4p,2P*,1/2,1s2.7d,2D,3/2,2,4,,T5118LS,,
,2093.4,1.0,4776.9,,5.30e+05,A,36469.55,41246.5,1s2.4p,2P*,3/2,1s2.7d,2D,5/2,4,6,,T5118LS,,
,2176.77,0.10,4593.97,,7.81e+03,A,36623.38,41217.35,1s2.4d,2D,3/2,1s2.7p,2P*,3/2,4,4,,T5118LS,,
,2176.77,0.10,4593.97,,7.81e+04,A,36623.38,41217.35,1s2.4d,2D,3/2,1s2.7p,2P*,1/2,4,2,,T5118LS,,
,2176.78,0.10,4593.95,,7.02e+04,A,36623.40,41217.35,1s2.4d,2D,5/2,1s2.7p,2P*,3/2,6,4,,T5118LS,,
,2223.0,0.5,4498.3,,3.58e+05,A,36469.55,40967.9,1s2.4p,2P*,3/2,1s2.7s,2S,1/2,4,2,,T5118LS,,
,2223.0,0.5,4498.3,,1.79e+05,A,36469.55,40967.9,1s2.4p,2P*,1/2,1s2.7s,2S,1/2,2,2,,T5118LS,,
2447.37,2446.97,0.10,4086.02,*,4.966e+06,AA,30925.38,35012.06,1s2.3p,2P*,3/2,1s2.4s,2S,1/2,4,2,,T7401LS,L7397,
2447.37,2446.97,0.10,4086.02,*,2.483e+06,AA,30925.38,35012.06,1s2.3p,2P*,1/2,1s2.4s,2S,1/2,2,2,,T7401LS,L7397,
,2497.81,0.10,4003.50,,3.39e+03,B,35012.06,39015.56,1s2.4s,2S,1/2,1s2.5p,2P*,1/2,2,2,,T5118LS,,
,2497.81,0.10,4003.50,,3.38e+03,B,35012.06,39015.56,1s2.4s,2S,1/2,1s2.5p,2P*,3/2,2,4,,T5118LS,,
,2520.31,0.10,3967.76,,1.40e+05,A,36469.55,40437.31,1s2.4p,2P*,3/2,1s2.6d,2D,3/2,4,4,,T5118LS,,
,2520.31,0.10,3967.76,,6.99e+05,A,36469.55,40437.31,1s2.4p,2P*,1/2,1s2.6d,2D,3/2,2,4,,T5118LS,,
,2520.31,0.10,3967.77,,8.37e+05,A,36469.55,40437.32,1s2.4p,2P*,3/2,1s2.6d,2D,5/2,4,6,,T5118LS,,
,2626.7,1.0,3807.1,,2.50e+04,B',36630.2,40437.31,1s2.4f,2F*,5/2,1s2.6d,2D,3/2,6,4,,T1115CA,,
,2626.7,1.0,3807.1,,2.38e+04,B',36630.2,40437.32,1s2.4f,2F*,7/2,1s2.6d,2D,5/2,8,6,,T1115CA,,
,2626.7,1.0,3807.1,,1.19e+03,B',36630.2,40437.32,1s2.4f,2F*,5/2,1s2.6d,2D,5/2,6,6,,T1115CA,,
,2654.31,0.10,3767.46,,1.37e+04,A,36623.38,40390.84,1s2.4d,2D,3/2,1s2.6p,2P*,3/2,4,4,,T5118LS,,
,2654.31,0.10,3767.46,,1.37e+05,A,36623.38,40390.84,1s2.4d,2D,3/2,1s2.6p,2P*,1/2,4,2,,T5118LS,,
,2654.32,0.10,3767.44,,1.23e+05,A,36623.40,40390.84,1s2.4d,2D,5/2,1s2.6p,2P*,3/2,6,4,,T5118LS,,
,2688.71,0.10,3719.26,,3.738e+06,AA,27206.12,30925.38,1s2.3s,2S,1/2,1s2.3p,2P*,1/2,2,2,,T7401LS,,
,2688.71,0.10,3719.26,,3.737e+06,AA,27206.12,30925.38,1s2.3s,2S,1/2,1s2.3p,2P*,3/2,2,4,,T7401LS,,
,2842.45,0.10,3518.09,,3.19e+05,A,36469.55,39987.64,1s2.4p,2P*,1/2,1s2.6s,2S,1/2,2,2,,T5118LS,,
,2842.45,0.10,3518.09,,6.40e+05,A,36469.55,39987.64,1s2.4p,2P*,3/2,1s2.6s,2S,1/2,4,2,,T5118LS,,
,2896.76,0.10,3452.13,,4.63e+02,B,38299.50,41751.63,1s2.5s,2S,1/2,1s2.8p,2P*,3/2,2,4,,T5118LS,,
,2896.76,0.10,3452.13,,4.63e+02,B,38299.50,41751.63,1s2.5s,2S,1/2,1s2.8p,2P*,1/2,2,2,,T5118LS,,
,3628.8,1.0,2755.7,,3.10e+04,A,39015.56,41771.3,1s2.5p,2P*,3/2,1s2.8d,2D,3/2,4,4,,T5118LS,,
,3628.8,1.0,2755.7,,1.55e+05,A,39015.56,41771.3,1s2.5p,2P*,1/2,1s2.8d,2D,3/2,2,4,,T5118LS,,
,3628.8,1.0,2755.7,,1.86e+05,A,39015.56,41771.3,1s2.5p,2P*,3/2,1s2.8d,2D,5/2,4,6,,T5118LS,,
,3764.07,0.10,2656.70,,4.54e+03,A,39094.93,41751.63,1s2.5d,2D,3/2,1s2.8p,2P*,3/2,4,4,,T5118LS,,
,3764.07,0.10,2656.70,,4.54e+04,A,39094.93,41751.63,1s2.5d,2D,3/2,1s2.8p,2P*,1/2,4,2,,T5118LS,,
,3764.08,0.10,2656.69,,4.08e+04,A,39094.94,41751.63,1s2.5d,2D,5/2,1s2.8p,2P*,3/2,6,4,,T5118LS,,
,3808.96,0.10,2625.39,,1.36e+06,A,36469.55,39094.94,1s2.4p,2P*,3/2,1s2.5d,2D,5/2,4,6,,T5118LS,,
,3808.97,0.10,2625.38,,2.27e+05,A,36469.55,39094.93,1s2.4p,2P*,3/2,1s2.5d,2D,3/2,4,4,,T5118LS,,
,3808.97,0.10,2625.38,,1.14e+06,A,36469.55,39094.93,1s2.4p,2P*,1/2,1s2.5d,2D,3/2,2,4,,T5118LS,,
,3888.7,1.0,2571.5,,1.55e+05,A,39015.56,41587.1,1s2.5p,2P*,3/2,1s2.8s,2S,1/2,4,2,,T5118LS,,
,3888.7,1.0,2571.5,,7.72e+04,A,39015.56,41587.1,1s2.5p,2P*,1/2,1s2.8s,2S,1/2,2,2,,T5118LS,,
,4030.4,1.0,2481.1,,2.41e+06,B',36623.38,39104.5,1s2.4d,2D,3/2,1s2.5f,2F*,5/2,4,6,,T1115CA,,
,4030.5,1.0,2481.1,,1.72e+05,B',36623.40,39104.5,1s2.4d,2D,5/2,1s2.5f,2F*,5/2,6,6,,T1115CA,,
,4030.5,1.0,2481.1,,2.58e+06,B',36623.40,39104.5,1s2.4d,2D,5/2,1s2.5f,2F*,7/2,6,8,,T1115CA,,
4048.6,,,2470.0,,,,,,,,,,,,1,1,,,L7397,
,4057.2,1.0,2464.7,,5.23e+04,B',36630.2,39094.93,1s2.4f,2F*,5/2,1s2.5d,2D,3/2,6,4,,T1115CA,,
,4057.2,1.0,2464.7,,4.98e+04,B',36630.2,39094.94,1s2.4f,2F*,7/2,1s2.5d,2D,5/2,8,6,,T1115CA,,
,4057.2,1.0,2464.7,,2.49e+03,B',36630.2,39094.94,1s2.4f,2F*,5/2,1s2.5d,2D,5/2,6,6,,T1115CA,,
,4180.29,0.10,2392.18,,2.77e+04,A,36623.38,39015.56,1s2.4d,2D,3/2,1s2.5p,2P*,3/2,4,4,,T5118LS,,
,4180.29,0.10,2392.18,,2.76e+05,A,36623.38,39015.56,1s2.4d,2D,3/2,1s2.5p,2P*,1/2,4,2,,T5118LS,,
,4180.32,0.10,2392.16,,2.49e+05,A,36623.40,39015.56,1s2.4d,2D,5/2,1s2.5p,2P*,3/2,6,4,,T5118LS,,
,4482.4,1.0,2230.9,,2.27e+05,A,39015.56,41246.5,1s2.5p,2P*,1/2,1s2.7d,2D,3/2,2,4,,T5118LS,,
,4482.4,1.0,2230.9,,2.72e+05,A,39015.56,41246.5,1s2.5p,2P*,3/2,1s2.7d,2D,5/2,4,6,,T5118LS,,
,4482.4,1.0,2230.9,,4.53e+04,A,39015.56,41246.5,1s2.5p,2P*,3/2,1s2.7d,2D,3/2,4,4,,T5118LS,,
,4711.6,1.0,2122.4,,7.46e+03,A,39094.93,41217.35,1s2.5d,2D,3/2,1s2.7p,2P*,3/2,4,4,,T5118LS,,
,4711.6,1.0,2122.4,,7.46e+04,A,39094.93,41217.35,1s2.5d,2D,3/2,1s2.7p,2P*,1/2,4,2,,T5118LS,,
,4711.6,1.0,2122.4,,6.73e+04,A,39094.94,41217.35,1s2.5d,2D,5/2,1s2.7p,2P*,3/2,6,4,,T5118LS,,
,4781.62,0.10,2091.34,,3.33e+03,A,38299.50,40390.84,1s2.5s,2S,1/2,1s2.6p,2P*,1/2,2,2,,T5118LS,,
,4781.62,0.10,2091.34,,3.33e+03,A,38299.50,40390.84,1s2.5s,2S,1/2,1s2.6p,2P*,3/2,2,4,,T5118LS,,
,5122,3,1952.3,,2.59e+05,A,39015.56,40967.9,1s2.5p,2P*,3/2,1s2.7s,2S,1/2,4,2,,T5118LS,,
,5122,3,1952.3,,1.30e+05,A,39015.56,40967.9,1s2.5p,2P*,1/2,1s2.7s,2S,1/2,2,2,,T5118LS,,
,5464.63,0.10,1829.95,,1.50e+06,A,36469.55,38299.50,1s2.4p,2P*,3/2,1s2.5s,2S,1/2,4,2,,T5118LS,,
,5464.63,0.10,1829.95,,7.51e+05,A,36469.55,38299.50,1s2.4p,2P*,1/2,1s2.5s,2S,1/2,2,2,,T5118LS,,
,6861.1,1.0,1457.49,,7.760e+05,AA,35012.06,36469.55,1s2.4s,2S,1/2,1s2.4p,2P*,3/2,2,4,,T6620LS,,
,6861.1,1.0,1457.49,,7.760e+05,AA,35012.06,36469.55,1s2.4s,2S,1/2,1s2.4p,2P*,1/2,2,2,,T6620LS,,
,7033.5,1.0,1421.76,,3.99e+05,A,39015.56,40437.32,1s2.5p,2P*,3/2,1s2.6d,2D,5/2,4,6,,T5118LS,,
,7033.6,1.0,1421.75,,3.32e+05,A,39015.56,40437.31,1s2.5p,2P*,1/2,1s2.6d,2D,3/2,2,4,,T5118LS,,
,7033.6,1.0,1421.75,,6.64e+04,A,39015.56,40437.31,1s2.5p,2P*,3/2,1s2.6d,2D,3/2,4,4,,T5118LS,,
,7244,5,1380.5,,1.80e+04,A,40390.84,41771.3,1s2.6p,2P*,3/2,1s2.8d,2D,3/2,4,4,,T5118LS,,
,7244,5,1380.5,,8.97e+04,A,40390.84,41771.3,1s2.6p,2P*,1/2,1s2.8d,2D,3/2,2,4,,T5118LS,,
,7244,5,1380.5,,1.07e+05,A,40390.84,41771.3,1s2.6p,2P*,3/2,1s2.8d,2D,5/2,4,6,,T5118LS,,
,7502.9,1.0,1332.82,,3.99e+04,B',39104.5,40437.32,1s2.5f,2F*,7/2,1s2.6d,2D,5/2,8,6,,T1115CA,,
,7502.9,1.0,1332.82,,2.00e+03,B',39104.5,40437.32,1s2.5f,2F*,5/2,1s2.6d,2D,5/2,6,6,,T1115CA,,
,7502.9,1.0,1332.81,,4.19e+04,B',39104.5,40437.31,1s2.5f,2F*,5/2,1s2.6d,2D,3/2,6,4,,T1115CA,,
,7608.5,1.0,1314.32,,4.16e+03,A,40437.31,41751.63,1s2.6d,2D,3/2,1s2.8p,2P*,3/2,4,4,,T5118LS,,
,7608.5,1.0,1314.32,,4.16e+04,A,40437.31,41751.63,1s2.6d,2D,3/2,1s2.8p,2P*,1/2,4,2,,T5118LS,,
,7608.6,1.0,1314.31,,3.75e+04,A,40437.32,41751.63,1s2.6d,2D,5/2,1s2.8p,2P*,3/2,6,4,,T5118LS,,
,7716.6,1.0,1295.90,,1.23e+05,A,39094.94,40390.84,1s2.5d,2D,5/2,1s2.6p,2P*,3/2,6,4,,T5118LS,,
,7716.6,1.0,1295.91,,1.37e+04,A,39094.93,40390.84,1s2.5d,2D,3/2,1s2.6p,2P*,3/2,4,4,,T5118LS,,
,7716.6,1.0,1295.91,,1.37e+05,A,39094.93,40390.84,1s2.5d,2D,3/2,1s2.6p,2P*,1/2,4,2,,T5118LS,,
,8132.0,0.9,1229.71,,2.17e+03,A,39987.64,41217.35,1s2.6s,2S,1/2,1s2.7p,2P*,3/2,2,4,,T5118LS,,
,8132.0,0.9,1229.71,,2.17e+03,A,39987.64,41217.35,1s2.6s,2S,1/2,1s2.7p,2P*,1/2,2,2,,T5118LS,,
,8359,7,1196.3,,1.21e+05,A,40390.84,41587.1,1s2.6p,2P*,3/2,1s2.8s,2S,1/2,4,2,,T5118LS,,
,8359,7,1196.3,,6.04e+04,A,40390.84,41587.1,1s2.6p,2P*,1/2,1s2.8s,2S,1/2,2,2,,T5118LS,,
,10287.2,1.0,972.08,,5.66e+05,A,39015.56,39987.64,1s2.5p,2P*,3/2,1s2.6s,2S,1/2,4,2,,T5118LS,,
,10287.2,1.0,972.08,,2.83e+05,A,39015.56,39987.64,1s2.5p,2P*,1/2,1s2.6s,2S,1/2,2,2,,T5118LS,,
,11687,14,855.7,,1.23e+05,A,40390.84,41246.5,1s2.6p,2P*,1/2,1s2.7d,2D,3/2,2,4,,T5118LS,,
,11687,14,855.7,,1.48e+05,A,40390.84,41246.5,1s2.6p,2P*,3/2,1s2.7d,2D,5/2,4,6,,T5118LS,,
,11687,14,855.7,,2.46e+04,A,40390.84,41246.5,1s2.6p,2P*,3/2,1s2.7d,2D,3/2,4,4,,T5118LS,,
,12759,16,783.7,,1.34e+03,A,40967.9,41751.63,1s2.7s,2S,1/2,1s2.8p,2P*,3/2,2,4,,T5118LS,,
,12759,16,783.7,,1.34e+03,A,40967.9,41751.63,1s2.7s,2S,1/2,1s2.8p,2P*,1/2,2,2,,T5118LS,,
,12819.9,1.0,780.04,,7.07e+04,A,40437.31,41217.35,1s2.6d,2D,3/2,1s2.7p,2P*,1/2,4,2,,T5118LS,,
,12819.9,1.0,780.04,,7.09e+03,A,40437.31,41217.35,1s2.6d,2D,3/2,1s2.7p,2P*,3/2,4,4,,T5118LS,,
,12820.0,2.3,780.03,,6.37e+04,A,40437.32,41217.35,1s2.6d,2D,5/2,1s2.7p,2P*,3/2,6,4,,T5118LS,,
,13965.3,1.0,716.06,,2.34e+05,A,38299.50,39015.56,1s2.5s,2S,1/2,1s2.5p,2P*,1/2,2,2,,T5118LS,,
,13965.3,1.0,716.06,,2.34e+05,A,38299.50,39015.56,1s2.5s,2S,1/2,1s2.5p,2P*,3/2,2,4,,T5118LS,,
,17330,30,577.1,,1.25e+05,A,40390.84,40967.9,1s2.6p,2P*,1/2,1s2.7s,2S,1/2,2,2,,T5118LS,,
,17330,30,577.1,,2.49e+05,A,40390.84,40967.9,1s2.6p,2P*,3/2,1s2.7s,2S,1/2,4,2,,T5118LS,,
,18050,30,554.0,,5.33e+04,A,41217.35,41771.3,1s2.7p,2P*,1/2,1s2.8d,2D,3/2,2,4,,T5118LS,,
,18050,30,554.0,,1.07e+04,A,41217.35,41771.3,1s2.7p,2P*,3/2,1s2.8d,2D,3/2,4,4,,T5118LS,,
,18050,30,554.0,,6.37e+04,A,41217.35,41771.3,1s2.7p,2P*,3/2,1s2.8d,2D,5/2,4,6,,T5118LS,,
,19800,40,505.1,,3.93e+03,A,41246.5,41751.63,1s2.7d,2D,3/2,1s2.8p,2P*,3/2,4,4,,T5118LS,,
,19800,40,505.1,,3.93e+04,A,41246.5,41751.63,1s2.7d,2D,3/2,1s2.8p,2P*,1/2,4,2,,T5118LS,,
,19800,40,505.1,,3.54e+04,A,41246.5,41751.63,1s2.7d,2D,5/2,1s2.8p,2P*,3/2,6,4,,T5118LS,,
,24802,9,403.20,,8.90e+04,A,39987.64,40390.84,1s2.6s,2S,1/2,1s2.6p,2P*,1/2,2,2,,T5118LS,,
,24802,9,403.20,,8.87e+04,A,39987.64,40390.84,1s2.6s,2S,1/2,1s2.6p,2P*,3/2,2,4,,T5118LS,,
,27050,70,369.8,,6.15e+04,A,41217.35,41587.1,1s2.7p,2P*,1/2,1s2.8s,2S,1/2,2,2,,T5118LS,,
,27050,70,369.8,,1.23e+05,A,41217.35,41587.1,1s2.7p,2P*,3/2,1s2.8s,2S,1/2,4,2,,T5118LS,,
,27953.3,1.0,357.740,,3.77e+03,A,30925.38,31283.12,1s2.3p,2P*,3/2,1s2.3d,2D,5/2,4,6,,T7401LS,,
,27956.4,1.0,357.700,,3.13e+03,A,30925.38,31283.08,1s2.3p,2P*,1/2,1s2.3d,2D,3/2,2,4,,T7401LS,,
,27956.4,1.0,357.700,,6.28e+02,A,30925.38,31283.08,1s2.3p,2P*,3/2,1s2.3d,2D,3/2,4,4,,T7401LS,,
,40090,160,249.4,,3.96e+04,A,40967.9,41217.35,1s2.7s,2S,1/2,1s2.7p,2P*,1/2,2,2,,T5118LS,,
,40090,160,249.4,,3.96e+04,A,40967.9,41217.35,1s2.7s,2S,1/2,1s2.7p,2P*,3/2,2,4,,T5118LS,,
,60800,400,164.5,,1.96e+04,A,41587.1,41751.63,1s2.8s,2S,1/2,1s2.8p,2P*,1/2,2,2,,T5118LS,,
,60800,400,164.5,,1.96e+04,A,41587.1,41751.63,1s2.8s,2S,1/2,1s2.8p,2P*,3/2,2,4,,T5118LS,,
,64998,60,153.85,,1.273e+03,AA,36469.55,36623.40,1s2.4p,2P*,3/2,1s2.4d,2D,5/2,4,6,,T6620LS,,
,65007,60,153.83,,2.121e+02,AA,36469.55,36623.38,1s2.4p,2P*,3/2,1s2.4d,2D,3/2,4,4,,T6620LS,,
,65007,60,153.83,,1.060e+03,AA,36469.55,36623.38,1s2.4p,2P*,1/2,1s2.4d,2D,3/2,2,4,,T6620LS,,
,125976,224,79.38,,4.80e+02,A,39015.56,39094.94,1s2.5p,2P*,3/2,1s2.5d,2D,5/2,4,6,,T5118LS,,
,125992,224,79.37,,4.00e+02,A,39015.56,39094.93,1s2.5p,2P*,1/2,1s2.5d,2D,3/2,2,4,,T5118LS,,
,125992,224,79.37,,8.00e+01,A,39015.56,39094.93,1s2.5p,2P*,3/2,1s2.5d,2D,3/2,4,4,,T5118LS,,
,215100,700,46.48,,2.11e+02,B,40390.84,40437.32,1s2.6p,2P*,3/2,1s2.6d,2D,5/2,4,6,,T5118LS,,
,215200,700,46.47,,3.52e+01,B,40390.84,40437.31,1s2.6p,2P*,3/2,1s2.6d,2D,3/2,4,4,,T5118LS,,
,215200,700,46.47,,1.76e+02,B,40390.84,40437.31,1s2.6p,2P*,1/2,1s2.6d,2D,3/2,2,4,,T5118LS,,
,343000,12000,29.2,,8.32e+01,B,41217.35,41246.5,1s2.7p,2P*,1/2,1s2.7d,2D,3/2,2,4,,T5118LS,,
,343000,12000,29.2,,1.67e+01,B,41217.35,41246.5,1s2.7p,2P*,3/2,1s2.7d,2D,3/2,4,4,,T5118LS,,
,343000,12000,29.2,,9.95e+01,B,41217.35,41246.5,1s2.7p,2P*,3/2,1s2.7d,2D,5/2,4,6,,T5118LS,,
,510000,30000,19.7,,8.90e+00,B,41751.63,41771.3,1s2.8p,2P*,3/2,1s2.8d,2D,3/2,4,4,,T5118LS,,
,510000,30000,19.7,,5.32e+01,B,41751.63,41771.3,1s2.8p,2P*,3/2,1s2.8d,2D,5/2,4,6,,T5118LS,,
,510000,30000,19.7,,4.43e+01,B,41751.63,41771.3,1s2.8p,2P*,1/2,1s2.8d,2D,3/2,2,4,,T5118LS,,
,1045000,110000,9.6,,6.50e-01,B',39094.93,39104.5,1s2.5d,2D,3/2,1s2.5f,2F*,5/2,4,6,,T1115CA,,
,1046000,110000,9.6,,6.96e-01,B',39094.94,39104.5,1s2.5d,2D,5/2,1s2.5f,2F*,7/2,6,8,,T1115CA,,
,1046000,110000,9.6,,4.64e-02,B',39094.94,39104.5,1s2.5d,2D,5/2,1s2.5f,2F*,5/2,6,6,,T1115CA,,
,1466000,216000,6.8,,6.44e-02,B',36623.38,36630.2,1s2.4d,2D,3/2,1s2.4f,2F*,5/2,4,6,,T1115CA,,
,1470000,220000,6.8,,4.60e-03,B',36623.40,36630.2,1s2.4d,2D,5/2,1s2.4f,2F*,5/2,6,6,,T1115CA,,
,1470000,220000,6.8,,6.90e-02,B',36623.40,36630.2,1s2.4d,2D,5/2,1s2.4f,2F*,7/2,6,8,,T1115CA,,
