obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""4178.05""","=""0.40""","=""4178.890+""","=""1""","=""""",,"=""94737.121""","=""97130.101""","=""5p5.(2P*<3/2>).6f""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).15d""","=""2[1/2]*""","=""1""",,"=""""","=""L1975""",
"=""4183.13""","=""0.30""","=""4182.9+""","=""20""","=""""",,"=""94339.433""","=""96730.1""","=""5p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).10f""","=""2[5/2]""","=""2""",,"=""""","=""L1975""",
"=""4218.36""","=""0.40""","=""4218.6+""","=""1""","=""""",,"=""94110.15""","=""96480.62""","=""5p5.(2P*<3/2>).9p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).13s""","=""2[3/2]*""","=""1""",,"=""""","=""L1975""",
"=""4223.21""","=""0.30""","=""4223.24+""","=""30*""","=""""",,"=""94769.465""","=""97137.316""","=""5p5.(2P*<3/2>).6f""","=""2[7/2]""","=""3""","=""5p5.(2P*<3/2>).15d""","=""2[7/2]*""","=""3""",,"=""""","=""L1975""",
"=""4223.21""","=""0.30""","=""4223.34+""","=""30*""","=""""",,"=""94769.524""","=""97137.316""","=""5p5.(2P*<3/2>).6f""","=""2[7/2]""","=""4""","=""5p5.(2P*<3/2>).15d""","=""2[7/2]*""","=""3""",,"=""""","=""L1975""",
"=""4236.73""","=""0.40""","=""4236.79+""","=""1""","=""""",,"=""88549.775""","=""90910.052""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L1975""",
"=""4257.50""","=""0.30""","=""4257.57+""","=""15""","=""""",,"=""88491.020""","=""90839.777""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""0""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
"=""4282.09""","=""0.30""","=""4282.06+""","=""30""","=""""",,"=""88469.213""","=""90804.538""","=""5p5.(2P*<3/2>).7p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L1975""",
"=""4300.99""","=""0.40""","=""4301.82+""","=""1""","=""""",,"=""92444.927""","=""94769.524""","=""5p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""4""","=""5p5.(2P*<3/2>).6f""","=""2[7/2]""","=""4""",,"=""""","=""L1975""",
"=""4342.42""","=""0.40""","=""4341.7+""","=""1""","=""""",,"=""94168.86""","=""96472.13""","=""5p5.(2P*<3/2>).9p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).13s""","=""2[3/2]*""","=""2""",,"=""""","=""L1975""",
"=""4346.08""","=""0.40""","=""4346.10+""","=""1""","=""""",,"=""90032.155""","=""92333.066""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).8p""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
"=""4348.46""","=""0.30""","=""4348.46+""","=""25""","=""""",,"=""88549.775""","=""90849.440""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L1975""",
"=""4366.80""","=""0.40""","=""4366.81+""","=""6""","=""""",,"=""88549.775""","=""90839.777""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
"=""4408.68""","=""0.40""","=""4408.64+""","=""1*""","=""""",,"=""89860.015""","=""92128.287""","=""5p5.(2P*<1/2>).6p""","=""2[1/2]""","=""0""","=""5p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L1975""",
"=""4408.68""","=""0.40""","=""4408.87+""","=""1*""","=""""",,"=""91152.670""","=""93420.823""","=""5p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).5f""","=""2[7/2]""","=""3""",,"=""""","=""L1975""",
"=""4452.45""","=""0.40""","=""4452.49+""","=""9""","=""""",,"=""88686.500""","=""90932.432""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L1975""",
"=""4473.24""","=""0.40""","=""4473.10+""","=""3*""","=""""",,"=""88708.466""","=""90944.050""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[7/2]""","=""3""",,"=""""","=""L1975""",
"=""4473.24""","=""0.40""","=""4473.74+""","=""3*""","=""""",,"=""94228.004""","=""96463.27""","=""5p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).9f""","=""2[3/2]""","=""2""",,"=""""","=""L1975""",
"=""4478.46""","=""0.40""","=""4478.0+""","=""2""","=""""",,"=""94685.467""","=""96918.6""","=""5p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).11f""","=""2[3/2]""","=""2""",,"=""""","=""L1975""",
"=""4513.20""","=""0.40""","=""4513.37+""","=""1""","=""""",,"=""95216.46""","=""97432.098""","=""5p5.(2P*<3/2>).10p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).19d""","=""2[3/2]*""","=""2""",,"=""""","=""L1975""",
"=""4519.46""","=""0.40""","=""4519.7+""","=""1""","=""""",,"=""93618.24""","=""[95830.8]""","=""5p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).11p""","=""2[1/2]""","=""1""",,"=""""","=""L1975""",
"=""4525.13""","=""0.40""","=""4524.88+""","=""1""","=""""",,"=""91152.670""","=""93362.671""","=""5p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
"=""4539.32""","=""0.20""","=""4539.37+""","=""50""","=""""",,"=""78119.798""","=""80322.746""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",,"=""""","=""L1975""",
"=""4542.20""","=""0.40""","=""4542.18+""","=""2""","=""""",,"=""88708.466""","=""90910.052""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L1975""",
"=""4548.25""","=""0.30""","=""4548.30+""","=""30""","=""""",,"=""88708.466""","=""90907.090""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L1975""",
"=""4570.60""","=""0.40""","=""4570.65+""","=""7""","=""""",,"=""88744.559""","=""90932.432""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L1975""",
"=""4573.18""","=""0.40""","=""4572.4+""","=""1""","=""""",,"=""94134.53""","=""96321.55""","=""5p5.(2P*<3/2>).9p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).11d""","=""2[7/2]*""","=""4""",,"=""""","=""L1975""",
"=""4580.29""","=""0.40""","=""4581.01+""","=""1*""","=""""",,"=""94290.225""","=""96473.15""","=""5p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).9f""","=""2[7/2]""","=""3""",,"=""""","=""L1975""",
"=""4580.29""","=""0.40""","=""4579.79+""","=""1*""","=""""",,"=""95196.53""","=""97380.036""","=""5p5.(2P*<3/2>).10p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).18d""","=""2[7/2]*""","=""3""",,"=""""","=""L1975""",
"=""4580.29""","=""0.40""","=""4581.01+""","=""1*""","=""""",,"=""94290.225""","=""96473.15""","=""5p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).9f""","=""2[7/2]""","=""4""",,"=""""","=""L1975""",
"=""4588.79""","=""0.40""","=""4588.9+""","=""1""","=""""",,"=""94168.86""","=""96348.03""","=""5p5.(2P*<3/2>).9p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).11d""","=""2[5/2]*""","=""2""",,"=""""","=""L1975""",
"=""4593.85""","=""0.40""","=""4593.52+""","=""1""","=""""",,"=""94285.651""","=""96462.63""","=""5p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).9f""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
"=""4602.29""","=""0.40""","=""4601.84+""","=""1""","=""""",,"=""94290.225""","=""96463.27""","=""5p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).9f""","=""2[3/2]""","=""2""",,"=""""","=""L1975""",
"=""4610.87""","=""0.40""","=""4610.91+""","=""1""","=""2.7e+05""",C,"=""89278.706""","=""91447.474""","=""5p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""T796n,T7944""","=""L1975""",
"=""4620.93""","=""0.40""","=""4620.45+""","=""2""","=""""",,"=""93398.253""","=""95562.546""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).7f""","=""2[3/2]""","=""2""",,"=""""","=""L1975""",
"=""4622.95""","=""0.40""","=""4623.59+""","=""1""","=""""",,"=""93398.253""","=""95561.074""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
"=""4625.27""","=""0.40""","=""4624.77+""","=""1*""","=""""",,"=""95216.46""","=""97378.731""","=""5p5.(2P*<3/2>).10p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).18d""","=""2[3/2]*""","=""2""",,"=""""","=""L1975""",
"=""4625.27""","=""0.40""","=""4625.6+""","=""1*""","=""""",,"=""93421.22""","=""95583.08""","=""5p5.(2P*<3/2>).5g""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).7f""","=""2[7/2]""","=""3""",,"=""""","=""L1975""",
"=""4630.15""","=""0.40""","=""4630.1+""","=""1""","=""""",,"=""94168.86""","=""96328.62""","=""5p5.(2P*<3/2>).9p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).11d""","=""2[3/2]*""","=""2""",,"=""""","=""L1975""",
"=""4639.68""","=""0.40""","=""4640.17+""","=""1*""","=""""",,"=""93422.108""","=""95577.20""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).7f""","=""2[5/2]""","=""2""",,"=""""","=""L1975""",
"=""4639.68""","=""0.40""","=""4639.8+""","=""1*""","=""""",,"=""94124.342""","=""[96279.6]""","=""5p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""0""","=""5p5.(2P*<3/2>).12p""","=""2[1/2]""","=""1""",,"=""""","=""L1975""",
"=""4641.81""","=""0.40""","=""4641.60+""","=""1""","=""""",,"=""93421.53""","=""95575.960""","=""5p5.(2P*<3/2>).5g""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).7f""","=""2[5/2]""","=""3""",,"=""""","=""L1975""",
"=""4659.84""","=""0.40""","=""4659.2+""","=""2""","=""""",,"=""94168.86""","=""96315.16""","=""5p5.(2P*<3/2>).9p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).11d""","=""2[1/2]*""","=""1""",,"=""""","=""L1975""",
"=""4670.65""","=""0.40""","=""4670.77+""","=""8""","=""""",,"=""88708.466""","=""90849.440""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L1975""",
"=""4673.97""","=""0.40""","=""4673.22+""","=""1*""","=""""",,"=""93421.22""","=""95561.074""","=""5p5.(2P*<3/2>).5g""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
"=""4673.97""","=""0.40""","=""4673.4+""","=""1*""","=""""",,"=""93427.38""","=""95567.14""","=""5p5.(2P*<3/2>).5g""","=""2[11/2]*""","=""6""","=""5p5.(2P*<3/2>).7f""","=""2[9/2]""","=""5""",,"=""""","=""L1975""",
"=""4675.19""","=""0.40""","=""4675.16+""","=""1*""","=""""",,"=""93422.108""","=""95561.074""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
"=""4675.19""","=""0.40""","=""4675.5+""","=""1*""","=""""",,"=""95313.401""","=""97452.2""","=""5p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).17f""","=""2[3/2]""","=""2""",,"=""""","=""L1975""",
"=""4681.08""","=""0.40""","=""4681.21+""","=""1""","=""""",,"=""93439.76""","=""95575.960""","=""5p5.(2P*<3/2>).5g""","=""2[7/2]*""","=""4""","=""5p5.(2P*<3/2>).7f""","=""2[5/2]""","=""3""",,"=""""","=""L1975""",
"=""4683.06""","=""0.40""","=""4682.07+""","=""1""","=""""",,"=""93362.671""","=""95498.48""","=""5p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L1975""",
"=""4691.88""","=""0.40""","=""4691.95+""","=""2""","=""""",,"=""88708.466""","=""90839.777""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
"=""4695.74""","=""0.40""","=""4695.9+""","=""1""","=""""",,"=""96923.283""","=""99052.8""","=""5p5.(2P*<3/2>).15s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<1/2>).7p""","=""2[1/2]""","=""1""",,"=""""","=""L1975""",
"=""4705.32""","=""0.40""","=""4706.0+""","=""1*""","=""""",,"=""96927.863""","=""99052.8""","=""5p5.(2P*<3/2>).15s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<1/2>).7p""","=""2[1/2]""","=""1""",,"=""""","=""L1975""",
"=""4705.32""","=""0.40""","=""4706.1+""","=""1*""","=""""",,"=""94190.24""","=""96315.16""","=""5p5.(2P*<3/2>).9p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).11d""","=""2[1/2]*""","=""1""",,"=""""","=""L1975""",
"=""4708.67""","=""0.40""","=""4709.56+""","=""1""","=""""",,"=""92646.125""","=""94769.465""","=""5p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).6f""","=""2[7/2]""","=""3""",,"=""""","=""L1975""",
"=""4710.80""","=""0.40""","=""4710.79+""","=""2""","=""""",,"=""93439.76""","=""95562.546""","=""5p5.(2P*<3/2>).5g""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).7f""","=""2[3/2]""","=""2""",,"=""""","=""L1975""",
"=""4712.28""","=""0.40""","=""4713.12+""","=""1""","=""""",,"=""95196.53""","=""97318.266""","=""5p5.(2P*<3/2>).10p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).17d""","=""2[5/2]*""","=""2""",,"=""""","=""L1975""",
"=""4719.11""","=""0.40""","=""4719.16+""","=""1""","=""""",,"=""95196.53""","=""97315.551""","=""5p5.(2P*<3/2>).10p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).17d""","=""2[7/2]*""","=""3""",,"=""""","=""L1975""",
"=""4721.27""","=""0.40""","=""4721.35+""","=""6*""","=""""",,"=""88686.500""","=""90804.538""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L1975""",
"=""4721.27""","=""0.40""","=""4721.28+""","=""6*""","=""""",,"=""92221.362""","=""94339.433""","=""5p5.(2P*<3/2>).8p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L1975""",
"=""4726.28""","=""0.40""","=""4725.7+""","=""2""","=""""",,"=""95228.399""","=""97344.5""","=""5p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).15f""","=""2[5/2]""","=""2""",,"=""""","=""L1975""",
"=""4734.10""","=""0.40""","=""4734.87+""","=""1""","=""""",,"=""92646.125""","=""94758.116""","=""5p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).6f""","=""2[5/2]""","=""3""",,"=""""","=""L1975""",
"=""4735.80""","=""0.40""","=""4736.25+""","=""1""","=""""",,"=""94737.121""","=""96848.494""","=""5p5.(2P*<3/2>).6f""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).13d""","=""2[7/2]*""","=""3""",,"=""""","=""L1975""",
"=""4740.68""","=""0.40""","=""4739.75+""","=""1""","=""""",,"=""94228.004""","=""96337.82""","=""5p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).12p""","=""2[1/2]""","=""0""",,"=""""","=""L1975""",
"=""4745.13""","=""0.40""","=""4744.39+""","=""1""","=""""",,"=""94737.121""","=""96844.875""","=""5p5.(2P*<3/2>).6f""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).13d""","=""2[3/2]*""","=""2""",,"=""""","=""L1975""",
"=""4750.18""","=""0.40""","=""4750.49+""","=""2""","=""""",,"=""92264.950""","=""94369.995""","=""5p5.(2P*<3/2>).8p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""",,"=""""","=""L1975""",
"=""4754.47""","=""0.40""","=""4754.76+""","=""1""","=""""",,"=""94369.995""","=""96473.15""","=""5p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).9f""","=""2[7/2]""","=""4""",,"=""""","=""L1975""",
"=""4758.69""","=""0.40""","=""4757.73+""","=""2""","=""""",,"=""94734.882""","=""96836.723""","=""5p5.(2P*<3/2>).6f""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).13d""","=""2[1/2]*""","=""1""",,"=""""","=""L1975""",
"=""4763.02""","=""0.40""","=""4762.51+""","=""1*""","=""""",,"=""94369.995""","=""96469.73""","=""5p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).9f""","=""2[5/2]""","=""3""",,"=""""","=""L1975""",
"=""4763.02""","=""0.40""","=""4762.81+""","=""1*""","=""""",,"=""94737.121""","=""96836.723""","=""5p5.(2P*<3/2>).6f""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).13d""","=""2[1/2]*""","=""1""",,"=""""","=""L1975""",
"=""4767.73""","=""0.40""","=""4767.47+""","=""1*""","=""""",,"=""94758.116""","=""96855.664""","=""5p5.(2P*<3/2>).6f""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).13d""","=""2[5/2]*""","=""2""",,"=""""","=""L1975""",
"=""4767.73""","=""0.40""","=""4767.88+""","=""1*""","=""""",,"=""94744.718""","=""96842.085""","=""5p5.(2P*<3/2>).6f""","=""2[9/2]""","=""4""","=""5p5.(2P*<3/2>).13d""","=""2[7/2]*""","=""4""",,"=""""","=""L1975""",
"=""4770.72""","=""0.40""","=""4771.61+""","=""1*""","=""""",,"=""94759.935""","=""96855.664""","=""5p5.(2P*<3/2>).6f""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).13d""","=""2[5/2]*""","=""2""",,"=""""","=""L1975""",
"=""4770.72""","=""0.40""","=""4771.62+""","=""1*""","=""""",,"=""94369.995""","=""96465.72""","=""5p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).9f""","=""2[9/2]""","=""4""",,"=""""","=""L1975""",
"=""4770.72""","=""0.40""","=""4770.3+""","=""1*""","=""""",,"=""94734.882""","=""96831.2""","=""5p5.(2P*<3/2>).6f""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).13d""","=""2[1/2]*""","=""0""",,"=""""","=""L1975""",
"=""4773.53""","=""0.40""","=""4774.38+""","=""1""","=""""",,"=""93403.966""","=""95498.48""","=""5p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L1975""",
"=""4776.82""","=""0.40""","=""4777.20+""","=""1""","=""""",,"=""94369.995""","=""96463.27""","=""5p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).9f""","=""2[3/2]""","=""2""",,"=""""","=""L1975""",
"=""4778.52""","=""0.40""","=""4778.32+""","=""1""","=""""",,"=""95181.66""","=""97274.447""","=""5p5.(2P*<3/2>).10p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).18s""","=""2[3/2]*""","=""1""",,"=""""","=""L1975""",
"=""4779.66""","=""0.40""","=""4780.08+""","=""1""","=""""",,"=""94769.524""","=""96861.540""","=""5p5.(2P*<3/2>).6f""","=""2[7/2]""","=""4""","=""5p5.(2P*<3/2>).13d""","=""2[5/2]*""","=""3""",,"=""""","=""L1975""",
"=""4784.22""","=""0.40""","=""4784.29+""","=""3""","=""""",,"=""88842.256""","=""90932.432""","=""5p5.(2P*<3/2>).7p""","=""2[1/2]""","=""0""","=""5p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L1975""",
"=""4786.20""","=""0.40""","=""4786+""","=""2""","=""""",,"=""95179.580""","=""97269.""","=""5p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""0""","=""5p5.(2P*<3/2>).14f""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
"=""4786.84""","=""0.40""","=""4787.4+""","=""1*""","=""""",,"=""95313.401""","=""97402.2""","=""5p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).16f""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
"=""4786.84""","=""0.40""","=""4787.72+""","=""1*""","=""""",,"=""95229.59""","=""97318.266""","=""5p5.(2P*<3/2>).10p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).17d""","=""2[5/2]*""","=""2""",,"=""""","=""L1975""",
"=""4794.23""","=""0.40""","=""4793.41+""","=""2""","=""""",,"=""94769.465""","=""96855.664""","=""5p5.(2P*<3/2>).6f""","=""2[7/2]""","=""3""","=""5p5.(2P*<3/2>).13d""","=""2[5/2]*""","=""2""",,"=""""","=""L1975""",
"=""4795.29""","=""0.40""","=""4795.54+""","=""1""","=""""",,"=""95154.37""","=""97239.641""","=""5p5.(2P*<3/2>).10p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).16d""","=""2[5/2]*""","=""2""",,"=""""","=""L1975""",
"=""4804.73""","=""0.40""","=""4804.41+""","=""1""","=""""",,"=""92678.516""","=""94759.935""","=""5p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).6f""","=""2[5/2]""","=""2""",,"=""""","=""L1975""",
"=""4808.89""","=""0.40""","=""4808.62+""","=""1""","=""""",,"=""92678.516""","=""94758.116""","=""5p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).6f""","=""2[5/2]""","=""3""",,"=""""","=""L1975""",
"=""4810.76""","=""0.40""","=""4810.34+""","=""1*""","=""""",,"=""94228.004""","=""96306.86""","=""5p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).12p""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
"=""4810.76""","=""0.40""","=""4809.94+""","=""1*""","=""""",,"=""94769.465""","=""96848.494""","=""5p5.(2P*<3/2>).6f""","=""2[7/2]""","=""3""","=""5p5.(2P*<3/2>).13d""","=""2[7/2]*""","=""3""",,"=""""","=""L1975""",
"=""4810.76""","=""0.40""","=""4810.07+""","=""1*""","=""""",,"=""94769.524""","=""96848.494""","=""5p5.(2P*<3/2>).6f""","=""2[7/2]""","=""4""","=""5p5.(2P*<3/2>).13d""","=""2[7/2]*""","=""3""",,"=""""","=""L1975""",
"=""4814.23""","=""0.40""","=""4814.14+""","=""1*""","=""""",,"=""94759.927""","=""96837.14""","=""5p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).14p""","=""2[3/2]""","=""2""",,"=""""","=""L1975""",
"=""4814.23""","=""0.40""","=""4815.13+""","=""1*""","=""""",,"=""94759.935""","=""96836.723""","=""5p5.(2P*<3/2>).6f""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).13d""","=""2[1/2]*""","=""1""",,"=""""","=""L1975""",
"=""4819.14""","=""0.40""","=""4819.92+""","=""1""","=""""",,"=""92153.279""","=""94228.004""","=""5p5.(2P*<3/2>).8p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""""","=""L1975""",
"=""4824.09""","=""0.40""","=""4824.79+""","=""2""","=""""",,"=""94226.320""","=""96298.95""","=""5p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""4""","=""5p5.(2P*<3/2>).12p""","=""2[5/2]""","=""3""",,"=""""","=""L1975""",
"=""4833.60""","=""0.40""","=""4833.57+""","=""2""","=""""",,"=""92221.362""","=""94290.225""","=""5p5.(2P*<3/2>).8p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""",,"=""""","=""L1975""",
"=""4837.43""","=""0.40""","=""4837.8+""","=""1""","=""""",,"=""94759.927""","=""96827.0""","=""5p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).14p""","=""2[5/2]""","=""2""",,"=""""","=""L1975""",
"=""4843.67""","=""0.40""","=""4844.28+""","=""1""","=""""",,"=""92221.362""","=""94285.651""","=""5p5.(2P*<3/2>).8p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L1975""",
"=""4848.86""","=""0.40""","=""4849.77+""","=""1""","=""""",,"=""92128.287""","=""94190.24""","=""5p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).9p""","=""2[3/2]""","=""2""",,"=""""","=""L1975""",
"=""4853.60""","=""0.40""","=""4854.42+""","=""1""","=""""",,"=""88744.559""","=""90804.538""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L1975""",
"=""4863.72""","=""0.40""","=""4862.95+""","=""1""","=""""",,"=""92678.516""","=""94734.882""","=""5p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
"=""4864.39""","=""0.40""","=""4864.2+""","=""1""","=""""",,"=""94066.95""","=""96122.77""","=""5p5.(2P*<3/2>).9p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).12s""","=""2[3/2]*""","=""1""",,"=""""","=""L1975""",
