obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
215.148,215.1472,46479.7,2,6.1e+06,C,0.000,46479.813,3p6.4s2,1S,0,3p6.4s.8p,1P*,1,1,3,,T793n,L6097,
220.142,220.1414,45425.3,5,1.53e+07,C,0.000,45425.358,3p6.4s2,1S,0,3p6.4s.7p,1P*,1,1,3,,T793n,L6097,
227.616,227.6169,43933.6,6,3.01e+07,C+,0.000,43933.477,3p6.4s2,1S,0,3p6.4s.np,w 1P*,1,1,3,,"T134n,T654n",L6097,
239.929,239.9289,41679.0,8,1.67e+07,C+,0.000,41679.008,3p6.4s2,1S,0,3p6.4s.6p,1P*,1,1,3,,"T134n,T654n",L6097,
,254.2244,39335.32,,1.7e+04,D,0.000,39335.322,3p6.4s2,1S,0,3p6.3d.4p,3P*,1,1,3,,T654,,
,261.8323,38192.39,,1.6e+04,D,0.000,38192.392,3p6.4s2,1S,0,3p6.3d.4p,3D*,1,1,3,,T654,,
272.246,272.2450,36731.5,7,2.7e+05,D,0.000,36731.615,3p6.4s2,1S,0,3p6.4s.5p,1P*,1,1,3,,T134n,L6097,
299.583,299.5831,33379.7,9,3.67e+07,C,15157.901,48537.623,3p6.4s.4p,3P*,0,3p6.3d2,3P,1,1,3,,"T539n,LS",L6097,
299.818,299.8190,33353.5,8,2.41e+07,C,15210.063,48563.522,3p6.4s.4p,3P*,1,3p6.3d2,3P,2,3,5,,"T539n,LS",L6097,
300.051,300.0520,33327.6,8,2.79e+07,C,15210.063,48537.623,3p6.4s.4p,3P*,1,3p6.3d2,3P,1,3,3,,"T539n,LS",L6097,
300.173,300.1738,33314.1,9,1.58e+08,C,15210.063,48524.093,3p6.4s.4p,3P*,1,3p6.3d2,3P,0,3,1,,"T539n,LS",L6097,
300.774,300.7738,33247.6,10,7.5e+07,C,15315.943,48563.522,3p6.4s.4p,3P*,2,3p6.3d2,3P,2,5,5,,"T539n,LS",L6097,
301.009,301.0083,33221.6,9,4.30e+07,C,15315.943,48537.623,3p6.4s.4p,3P*,2,3p6.3d2,3P,1,5,3,,"T539n,LS",L6097,
302.582,,33048.9,2,,,,,,,,,,,1,1,,,L6097,
303.542,,32944.3,2,,,,,,,,,,,1,1,,,L6097,
304.663,,32823.2,2,,,,,,,,,,,1,1,,,L6097,
305.621,,32720.3,3,,,,,,,,,,,1,1,,,L6097,
307.246,,32547.2,2,,,,,,,,,,,1,1,,,L6097,
307.784,,32490.3,2,,,,,,,,,,,1,1,,,L6097,
308.168,,32449.8,2,,,,,,,,,,,1,1,,,L6097,
310.020,,32256.0,2,,,,,,,,,,,1,1,,,L6097,
,310.3263,32224.15,,6.2e+05,D,15157.901,47382.048,3p6.4s.4p,3P*,0,3p6.4s.10s,3S,1,1,3,,T539n,,
,310.8294,32171.99,,1.0e+06,D,15210.063,47382.048,3p6.4s.4p,3P*,1,3p6.4s.10s,3S,1,3,3,,T539n,,
,311.8558,32066.11,,1.7e+06,D,15315.943,47382.048,3p6.4s.4p,3P*,2,3p6.4s.10s,3S,1,5,3,,T539n,,
313.693,313.6928,31878.3,5,4.1e+06,D,15157.901,47036.225,3p6.4s.4p,3P*,0,3p6.4s.8d,3D,1,1,3,,T539n,L6097,
314.170,314.1696,31829.9,6,4.9e+06,D,15210.063,47040.007,3p6.4s.4p,3P*,1,3p6.4s.8d,3D,2,3,5,,T539n,L6097,
,314.2069,31826.16,,3.0e+06,D,15210.063,47036.225,3p6.4s.4p,3P*,1,3p6.4s.8d,3D,1,3,3,,T539n,,
315.166,315.1661,31729.3,7,8.6e+06,D,15315.943,47045.241,3p6.4s.4p,3P*,2,3p6.4s.8d,3D,3,5,7,,T539n,L6097,
,315.2181,31724.06,,1.8e+06,D,15315.943,47040.007,3p6.4s.4p,3P*,2,3p6.4s.8d,3D,2,5,5,,T539n,,
,315.2557,31720.28,,2.2e+05,E,15315.943,47036.225,3p6.4s.4p,3P*,2,3p6.4s.8d,3D,1,5,3,,"T539n,LS",,
,316.5520,31590.38,,5.3e+05,D,15157.901,46748.283,3p6.4s.4p,3P*,0,3p6.4s.9s,3S,1,1,3,,T539n,,
,317.0756,31538.22,,2.0e+06,D,15210.063,46748.283,3p6.4s.4p,3P*,1,3p6.4s.9s,3S,1,3,3,,T539n,,
318.144,318.1437,31432.3,5,2.9e+06,D,15315.943,46748.283,3p6.4s.4p,3P*,2,3p6.4s.9s,3S,1,5,3,,T539n,L6097,
321.089,321.0884,31144.0,7,7.3e+06,D,15157.901,46301.973,3p6.4s.4p,3P*,0,3p6.4s.7d,3D,1,1,3,,T539n,L6097,
321.610,321.6097,31093.6,8,1.1e+07,D,15210.063,46303.649,3p6.4s.4p,3P*,1,3p6.4s.7d,3D,2,3,5,,T539n,L6097,
321.627,321.6271,31091.9,6,5.1e+06,D,15210.063,46301.973,3p6.4s.4p,3P*,1,3p6.4s.7d,3D,1,3,3,,T539n,L6097,
322.683,322.6835,30990.2,9,1.6e+07,D,15315.943,46306.059,3p6.4s.4p,3P*,2,3p6.4s.7d,3D,3,5,7,,T539n,L6097,
322.708,322.7086,30987.8,6,4.0e+06,D,15315.943,46303.649,3p6.4s.4p,3P*,2,3p6.4s.7d,3D,2,5,5,,T539n,L6097,
,322.7261,30986.03,,4.2e+05,E,15315.943,46301.973,3p6.4s.4p,3P*,2,3p6.4s.7d,3D,1,5,3,,"T539n,LS",,
,327.0027,30580.78,,9.4e+05,D,15157.901,45738.684,3p6.4s.4p,3P*,0,3p6.4s.8s,3S,1,1,3,,T539n,,
327.561,327.5615,30528.6,5,3.0e+06,D,15210.063,45738.684,3p6.4s.4p,3P*,1,3p6.4s.8s,3S,1,3,3,,T539n,L6097,
328.702,328.7015,30422.7,6,5.3e+06,D,15315.943,45738.684,3p6.4s.4p,3P*,2,3p6.4s.8s,3S,1,5,3,,T539n,L6097,
334.547,334.5469,29891.2,10,1.51e+07,C,15157.901,45049.073,3p6.4s.4p,3P*,0,3p6.4s.6d,3D,1,1,3,,"T539n,T654n",L6097,
335.117,335.1166,29840.3,11,1.78e+07,C,15210.063,45050.419,3p6.4s.4p,3P*,1,3p6.4s.6d,3D,2,3,5,,"T539n,T654n",L6097,
335.132,335.1318,29839.0,9,1.11e+07,C,15210.063,45049.073,3p6.4s.4p,3P*,1,3p6.4s.6d,3D,1,3,3,,"T539n,T654n",L6097,
