obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),Type,tp_ref,line_ref,Unnamed: 11
649.489,,15396.71,22,,,,,,,L3475,
650.506,,15372.66,50,,,,,,,L3475,
650.816,,15365.33,50,,,,,,,L3475,
655.235,,15261.70,35,,,,,,,L3475,
657.124,,15217.82,30,,,,,,,L3475,
657.838,,15201.32,20,,,,,,,L3475,
659.381,,15165.74,50,,,,,,,L3475,
659.853,,15154.89,10,,,,,,,L3475,
660.066,,15149.99,10,,,,,,,L3475,
660.509,,15139.83,50,,,,,,,L3475,
662.239,,15100.29,15,,,,,,,L3475,
669.003,,14947.62,22,,,,,,,L3475,
670.397,,14916.53,11,,,,,,,L3475,
671.146,,14899.88,17,,,,,,,L3475,
671.973,,14881.54,27,,,,,,,L3475,
675.459,,14804.74,40,,,,,,,L3475,
676.425,,14783.61,75,,,,,,,L3475,
677.103,,14768.81,85,,,,,,,L3475,
677.476,,14760.67,27,,,,,,,L3475,
679.272,,14721.63,35,,,,,,,L3475,
683.066,,14639.86,45,,,,,,,L3475,
683.478,,14631.06,45,,,,,,,L3475,
684.722,,14604.47,13,,,,,,,L3475,
684.823,,14602.32,17,,,,,,,L3475,
684.886,,14600.97,100,,,,,,,L3475,
685.115,,14596.09,27,,,,,,,L3475,
685.445,,14589.06,13,,,,,,,L3475,
689.019,,14513.39,120,,,,,,,L3475,
690.249,,14487.52,29,,,,,,,L3475,
690.626,,14479.61,20,,,,,,,L3475,
690.928,,14473.30,29,,,,,,,L3475,
691.878,,14453.42,20,,,,,,,L3475,
693.429,,14421.08,16,,,,,,,L3475,
695.038,,14387.71,29,,,,,,,L3475,
695.576,,14376.58,150,,,,,,,L3475,
696.836,,14350.58,60,,,,,,,L3475,
697.783,,14331.09,10,,,,,,,L3475,
699.277,,14300.49,150,,,,,,,L3475,
699.625,,14293.37,80,,,,,,,L3475,
700.739,,14270.64,10,,,,,,,L3475,
702.934,,14226.09,100,,,,,,,L3475,
705.931,,14165.70,25,,,,,,,L3475,
705.991,,14164.49,14,,,,,,,L3475,
708.925,,14105.86,140,,,,,,,L3475,
709.138,,14101.62,25,,,,,,,L3475,
709.642,,14091.62,35,,,,,,,L3475,
709.755,,14089.38,50,,,,,,,L3475,
709.966,,14085.19,540,,,,,,,L3475,
710.487,,14074.86,280,,,,,,,L3475,
710.568,,14073.25,170,,,,,,,L3475,
711.364,,14057.50,140,,,,,,,L3475,
711.478,,14055.25,40,,,,,,,L3475,
711.548,,14053.86,18,,,,,,,L3475,
713.492,,14015.58,12,,,,,,,L3475,
714.271,,14000.29,16,,,,,,,L3475,
714.644,,13992.98,12,,,,,,,L3475,
717.107,,13944.93,590,,,,,,,L3475,
720.360,,13881.94,50,,,,,,,L3475,
726.017,,13773.78,12,,,,,,,L3475,
726.676,,13761.29,35,,,,,,,L3475,
730.822,,13683.22,20,,,,,,,L3475,
731.363,,13673.09,25,,,,,,,L3475,
731.574,,13669.17,35,,,,,,,L3475,
732.010,,13661.02,90,,,,,,,L3475,
732.984,,13642.86,10,,,,,,,L3475,
733.799,,13627.71,50,,,,,,,L3475,
734.598,,13612.88,50,,,,,,,L3475,
737.553,,13558.35,20,,,,,,,L3475,
738.566,,13539.74,25,,,,,,,L3475,
740.294,,13508.15,14,,,,,,,L3475,
741.343,,13489.03,10,,,,,,,L3475,
742.479,,13468.39,10,,,,,,,L3475,
743.515,,13449.63,10,,,,,,,L3475,
744.191,,13437.41,110,,,,,,,L3475,
746.963,,13387.55,18,,,,,,,L3475,
748.164,,13366.05,16,,,,,,,L3475,
751.777,,13301.82,14w,,,,,,,L3475,
752.002,,13297.84,12,,,,,,,L3475,
754.270,,13257.86,20w,,,,,,,L3475,
754.667,,13250.88,20,,,,,,,L3475,
755.354,,13238.83,29,,,,,,,L3475,
755.678,,13233.15,40,,,,,,,L3475,
756.053,,13226.58,25,,,,,,,L3475,
756.217,,13223.71,12,,,,,,,L3475,
756.420,,13220.17,12,,,,,,,L3475,
760.924,,13141.91,80,,,,,,,L3475,
761.418,,13133.40,14,,,,,,,L3475,
762.327,,13117.73,20,,,,,,,L3475,
766.071,,13053.62,29,,,,,,,L3475,
769.295,,12998.92,18,,,,,,,L3475,
770.639,,12976.24,14,,,,,,,L3475,
771.054,,12969.26,10,,,,,,,L3475,
776.869,,12872.19,10,,,,,,,L3475,
781.847,,12790.23,12,,,,,,,L3475,
782.150,,12785.27,110,,,,,,,L3475,
782.509,,12779.40,35,,,,,,,L3475,
782.887,,12773.23,40,,,,,,,L3475,
785.151,,12736.40,90,,,,,,,L3475,
787.216,,12703.00,35,,,,,,,L3475,
787.842,,12692.91,14,,,,,,,L3475,
788.435,,12683.36,16,,,,,,,L3475,
790.015,,12657.98,10,,,,,,,L3475,
791.064,,12641.21,16,,,,,,,L3475,
794.265,,12590.25,20,,,,,,,L3475,
794.680,,12583.69,160,,,,,,,L3475,
795.885,,12564.63,80,,,,,,,L3475,
796.217,,12559.39,80,,,,,,,L3475,
796.582,,12553.63,20,,,,,,,L3475,
800.747,,12488.34,160,,,,,,,L3475,
804.826,,12425.04,25,,,,,,,L3475,
805.527,,12414.23,16,,,,,,,L3475,
805.751,,12410.79,20,,,,,,,L3475,
805.798,,12410.07,20,,,,,,,L3475,
806.030,,12406.49,60,,,,,,,L3475,
806.531,,12398.78,150,,,,,,,L3475,
807.230,,12388.04,790,,,,,,,L3475,
811.651,,12320.56,10,,,,,,,L3475,
812.240,,12311.63,20,,,,,,,L3475,
813.523,,12292.22,390,,,,,,,L3475,
815.482,,12262.68,20,,,,,,,L3475,
819.102,,12208.49,12,,,,,,,L3475,
819.698,,12199.61,40,,,,,,,L3475,
820.398,,12189.20,60,,,,,,,L3475,
821.479,,12173.17,280,,,,,,,L3475,
824.264,,12132.04,20,,,,,,,L3475,
828.609,,12068.42,40,,,,,,,L3475,
830.818,,12036.33,140,,,,,,,L3475,
833.473,,11997.99,14,,,,,,,L3475,
837.253,,11943.82,50,,,,,,,L3475,
839.172,,11916.51,120,,,,,,,L3475,
841.631,,11881.69,70,,,,,,,L3475,
845.549,,11826.63,50,,,,,,,L3475,
846.698,,11810.59,50,,,,,,,L3475,
850.077,,11763.63,40,,,,,,,L3475,
858.657,,11646.10,18,,,,,,,L3475,
873.726,,11445.24,10,,,,,,,L3475,
875.188,,11426.11,12,,,,,,,L3475,
878.864,,11378.32,10,,,,,,,L3475,
880.740,,11354.09,16,,,,,,,L3475,
883.852,,11314.12,70,,,,,,,L3475,
890.196,,11233.48,60,,,,,,,L3475,
