obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),Type,tp_ref,line_ref,Unnamed: 11
237.514,,42102.7,60,,,,,,,L3475,
238.490,,41930.5,60,,,,,,,L3475,
238.874,,41863.1,50,,,,,,,L3475,
238.994,,41842.1,50,,,,,,,L3475,
240.625,,41558.4,45,,,,,,,L3475,
254.041,,39363.7,90,,,,,,,L3475,
255.128,,39196.1,45,,,,,,,L3475,
255.720,,39105.3,45,,,,,,,L3475,
256.822,,38937.5,60,,,,,,,L3475,
259.042,,38603.7,22,,,,,,,L3475,
261.021,,38311.1,45,,,,,,,L3475,
263.621,,37933.3,80,,,,,,,L3475,
264.857,,37756.2,55,,,,,,,L3475,
265.948,,37601.3,70,,,,,,,L3475,
268.855,,37194.8,90,,,,,,,L3475,
269.372,,37123.4,22,,,,,,,L3475,
272.628,,36680.1,140,,,,,,,L3475,
277.486,,36037.9,170bl,,,,,,,L3475,
279.096,,35829.9,200,,,,,,,L3475,
279.286,,35805.5,120,,,,,,,L3475,
281.573,,35514.8,620,,,,,,,L3475,
283.806,,35235.3,710,,,,,,,L3475,
284.936,,35095.6,350,,,,,,,L3475,
287.682,,34760.6,490,,,,,,,L3475,
289.311,,34564.9,120,,,,,,,L3475,
296.173,,33764.0,320,,,,,,,L3475,
297.006,,33669.4,120,,,,,,,L3475,
298.626,,33486.7,820,,,,,,,L3475,
300.625,,33264.1,100,,,,,,,L3475,
300.638,,33262.6,160,,,,,,,L3475,
301.263,,33193.6,820,,,,,,,L3475,
303.040,,32998.9,880,,,,,,,L3475,
304.672,,32822.2,100,,,,,,,L3475,
308.624,,32401.9,110,,,,,,,L3475,
309.570,,32302.9,110,,,,,,,L3475,
309.672,,32292.2,110,,,,,,,L3475,
310.927,,32161.9,110,,,,,,,L3475,
312.164,,32034.4,350,,,,,,,L3475,
313.202,,31928.3,140,,,,,,,L3475,
313.298,,31918.5,350,,,,,,,L3475,
313.414,,31906.7,110,,,,,,,L3475,
313.787,,31868.8,180,,,,,,,L3475,
314.071,,31839.9,140,,,,,,,L3475,
314.973,,31748.7,180,,,,,,,L3475,
315.873,,31658.3,320,,,,,,,L3475,
319.213,,31327.0,540,,,,,,,L3475,
321.294,,31124.2,540,,,,,,,L3475,
323.505,,30911.4,630,,,,,,,L3475,
325.133,,30756.7,320,,,,,,,L3475,
325.522,,30719.9,200,,,,,,,L3475,
326.105,,30665.0,200,,,,,,,L3475,
327.060,,30575.4,190,,,,,,,L3475,
328.368,,30453.7,320bl,,,,,,,L3475,
335.462,,29809.6,130,,,,,,,L3475,
336.143,,29749.3,150,,,,,,,L3475,
337.156,,29659.9,150,,,,,,,L3475,
341.564,,29277.1,380,,,,,,,L3475,
344.835,,28999.4,600,,,,,,,L3475,
345.690,,28927.7,200,,,,,,,L3475,
347.218,,28800.3,600,,,,,,,L3475,
347.979,,28737.4,200,,,,,,,L3475,
351.032,,28487.4,1000,,,,,,,L3475,
352.061,,28404.2,2000,,,,,,,L3475,
353.423,,28294.7,440,,,,,,,L3475,
353.617,,28279.2,210,,,,,,,L3475,
354.869,,28179.4,1800,,,,,,,L3475,
355.075,,28163.0,210,,,,,,,L3475,
355.147,,28157.3,630,,,,,,,L3475,
356.712,,28033.8,1100,,,,,,,L3475,
356.990,,28012.0,210,,,,,,,L3475,
357.681,,27957.9,1100,,,,,,,L3475,
358.731,,27876.0,880,,,,,,,L3475,
360.222,,27760.7,3500,,,,,,,L3475,
362.489,,27587.0,1100,,,,,,,L3475,
363.519,,27508.9,320,,,,,,,L3475,
366.224,,27305.7,260,,,,,,,L3475,
366.469,,27287.4,1100,,,,,,,L3475,
376.546,,26557.2,480,,,,,,,L3475,
376.779,,26540.8,480,,,,,,,L3475,
378.161,,26443.7,720,,,,,,,L3475,
379.248,,26368.0,560,,,,,,,L3475,
382.349,,26154.1,560,,,,,,,L3475,
383.705,,26061.7,2200,,,,,,,L3475,
384.810,,25986.8,550,,,,,,,L3475,
385.034,,25971.7,550,,,,,,,L3475,
386.497,,25873.5,2900,,,,,,,L3475,
386.544,,25870.3,770,,,,,,,L3475,
387.870,,25781.8,990,,,,,,,L3475,
388.015,,25772.2,200,,,,,,,L3475,
388.652,,25730.0,1500,,,,,,,L3475,
389.142,,25697.5,2900,,,,,,,L3475,
389.248,,25690.5,2000,,,,,,,L3475,
390.163,,25630.3,400,,,,,,,L3475,
392.290,,25491.3,610,,,,,,,L3475,
393.064,,25441.1,1200,,,,,,,L3475,
396.778,,25203.0,490,,,,,,,L3475,
396.938,,25192.8,990,,,,,,,L3475,
397.462,,25159.6,660,,,,,,,L3475,
397.641,,25148.3,200,,,,,,,L3475,
398.273,,25108.4,200w,,,,,,,L3475,
400.873,,24945.5,200,,,,,,,L3475,
401.338,,24916.6,200,,,,,,,L3475,
402.512,,24844.0,400,,,,,,,L3475,
402.606,,24838.2,770,,,,,,,L3475,
402.834,,24824.1,990,,,,,,,L3475,
403.009,,24813.4,240,,,,,,,L3475,
403.118,,24806.6,490,,,,,,,L3475,
403.703,,24770.7,400,,,,,,,L3475,
404.336,,24731.9,240,,,,,,,L3475,
404.472,,24723.6,610,,,,,,,L3475,
404.570,,24717.6,490,,,,,,,L3475,
405.162,,24681.5,200,,,,,,,L3475,
405.618,,24653.8,770,,,,,,,L3475,
405.686,,24649.6,600,,,,,,,L3475,
406.268,,24614.3,330,,,,,,,L3475,
406.531,,24598.4,1500,,,,,,,L3475,
407.385,,24546.8,2000,,,,,,,L3475,
407.608,,24533.4,310,,,,,,,L3475,
407.768,,24523.7,200,,,,,,,L3475,
407.946,,24513.0,240,,,,,,,L3475,
408.237,,24495.6,2000,,,,,,,L3475,
410.956,,24333.5,200,,,,,,,L3475,
412.262,,24256.4,400,,,,,,,L3475,
415.381,,24074.3,200,,,,,,,L3475,
416.753,,23995.0,400,,,,,,,L3475,
418.450,,23897.7,200,,,,,,,L3475,
418.874,,23873.5,660,,,,,,,L3475,
419.594,,23832.6,400,,,,,,,L3475,
420.027,,23808.0,610,,,,,,,L3475,
420.264,,23794.5,610,,,,,,,L3475,
421.505,,23724.5,400,,,,,,,L3475,
422.895,,23646.5,2000,,,,,,,L3475,
423.725,,23600.2,200,,,,,,,L3475,
424.050,,23582.1,2000,,,,,,,L3475,
424.153,,23576.4,770,,,,,,,L3475,
424.239,,23571.6,770,,,,,,,L3475,
424.288,,23568.9,1200,,,,,,,L3475,
426.922,,23423.5,310,,,,,,,L3475,
428.340,,23345.9,550,,,,,,,L3475,
429.600,,23277.5,550,,,,,,,L3475,
430.410,,23233.7,310,,,,,,,L3475,
434.235,,23029.0,550,,,,,,,L3475,
434.911,,22993.2,1000,,,,,,,L3475,
436.204,,22925.1,310,,,,,,,L3475,
436.768,,22895.5,350,,,,,,,L3475,
441.428,,22653.8,190,,,,,,,L3475,
442.170,,22615.7,240,,,,,,,L3475,
442.848,,22581.1,120,,,,,,,L3475,
443.273,,22559.4,160,,,,,,,L3475,
445.868,,22428.2,110,,,,,,,L3475,
446.816,,22380.6,110,,,,,,,L3475,
447.156,,22363.5,110,,,,,,,L3475,
447.181,,22362.3,190,,,,,,,L3475,
450.838,,22180.9,550,,,,,,,L3475,
453.702,,22040.9,610,,,,,,,L3475,
454.349,,22009.5,490,,,,,,,L3475,
455.429,,21957.3,200,,,,,,,L3475,
455.641,,21947.1,200,,,,,,,L3475,
455.680,,21945.2,140,,,,,,,L3475,
457.680,,21849.3,490,,,,,,,L3475,
458.357,,21817.0,100,,,,,,,L3475,
459.184,,21777.8,140,,,,,,,L3475,
460.386,,21720.9,350,,,,,,,L3475,
460.571,,21712.2,140,,,,,,,L3475,
462.771,,21609.0,210,,,,,,,L3475,
463.528,,21573.7,700,,,,,,,L3475,
464.613,,21523.3,210,,,,,,,L3475,
468.473,,21345.9,260,,,,,,,L3475,
468.911,,21326.0,2300,,,,,,,L3475,
468.976,,21323.0,510,,,,,,,L3475,
470.911,,21235.4,110,,,,,,,L3475,
471.140,,21225.1,1900,,,,,,,L3475,
471.324,,21216.8,160,,,,,,,L3475,
471.894,,21191.2,120,,,,,,,L3475,
472.044,,21184.5,210,,,,,,,L3475,
473.365,,21125.3,300,,,,,,,L3475,
474.081,,21093.5,1400,,,,,,,L3475,
476.411,,20990.3,190,,,,,,,L3475,
477.364,,20948.4,870,,,,,,,L3475,
478.626,,20893.2,210,,,,,,,L3475,
479.001,,20876.8,160,,,,,,,L3475,
480.721,,20802.1,260,,,,,,,L3475,
481.081,,20786.5,140,,,,,,,L3475,
481.639,,20762.5,190,,,,,,,L3475,
481.698,,20759.9,700,,,,,,,L3475,
482.564,,20722.6,280,,,,,,,L3475,
482.939,,20706.6,190,,,,,,,L3475,
484.013,,20660.6,110,,,,,,,L3475,
485.272,,20607.0,210,,,,,,,L3475,
486.742,,20544.8,160,,,,,,,L3475,
488.260,,20480.9,110,,,,,,,L3475,
488.496,,20471.0,110,,,,,,,L3475,
499.615,,20015.4,100,,,,,,,L3475,
501.286,,19948.7,30,,,,,,,L3475,
504.799,,19809.9,250,,,,,,,L3475,
506.180,,19755.8,85,,,,,,,L3475,
506.632,,19738.2,360,,,,,,,L3475,
506.663,,19737.0,110,,,,,,,L3475,
507.167,,19717.4,100,,,,,,,L3475,
507.539,,19702.9,75,,,,,,,L3475,
507.967,,19686.3,470,,,,,,,L3475,
508.668,,19659.2,85,,,,,,,L3475,
511.667,,19544.0,140,,,,,,,L3475,
512.185,,19524.2,50,,,,,,,L3475,
513.483,,19474.8,85,,,,,,,L3475,
515.689,,19391.5,300,,,,,,,L3475,
515.944,,19382.0,200,,,,,,,L3475,
516.011,,19379.4,35,,,,,,,L3475,
516.243,,19370.7,75,,,,,,,L3475,
516.740,,19352.1,85,,,,,,,L3475,
518.043,,19303.4,17,,,,,,,L3475,
518.514,,19285.9,100,,,,,,,L3475,
518.847,,19273.5,30,,,,,,,L3475,
520.260,,19221.2,100,,,,,,,L3475,
521.075,,19191.1,85,,,,,,,L3475,
522.638,,19133.7,85,,,,,,,L3475,
524.493,,19066.0,30,,,,,,,L3475,
527.888,,18943.4,120,,,,,,,L3475,
528.152,,18933.9,75,,,,,,,L3475,
529.629,,18881.1,60,,,,,,,L3475,
529.826,,18874.1,120,,,,,,,L3475,
530.345,,18855.7,60,,,,,,,L3475,
531.288,,18822.2,110,,,,,,,L3475,
532.274,,18787.3,25,,,,,,,L3475,
533.232,,18753.6,22,,,,,,,L3475,
533.991,,18726.9,12,,,,,,,L3475,
535.239,,18683.2,25,,,,,,,L3475,
535.341,,18679.7,25,,,,,,,L3475,
536.405,,18642.6,75,,,,,,,L3475,
536.484,,18639.9,12,,,,,,,L3475,
537.088,,18618.9,17,,,,,,,L3475,
538.387,,18574.0,20,,,,,,,L3475,
538.664,,18564.5,270,,,,,,,L3475,
538.815,,18559.3,30,,,,,,,L3475,
539.268,,18543.7,17,,,,,,,L3475,
539.738,,18527.5,17,,,,,,,L3475,
540.663,,18495.8,25,,,,,,,L3475,
540.912,,18487.3,85,,,,,,,L3475,
541.544,,18465.7,17,,,,,,,L3475,
542.337,,18438.7,20,,,,,,,L3475,
542.787,,18423.4,15,,,,,,,L3475,
542.993,,18416.4,25,,,,,,,L3475,
543.927,,18384.8,25,,,,,,,L3475,
544.192,,18375.9,15,,,,,,,L3475,
545.008,,18348.3,35,,,,,,,L3475,
547.644,,18260.0,10,,,,,,,L3475,
547.892,,18251.8,10,,,,,,,L3475,
547.985,,18248.7,35,,,,,,,L3475,
548.235,,18240.3,35,,,,,,,L3475,
548.268,,18239.2,10,,,,,,,L3475,
548.761,,18222.9,30,,,,,,,L3475,
550.365,,18169.8,140,,,,,,,L3475,
550.940,,18150.8,25,,,,,,,L3475,
551.864,,18120.4,30,,,,,,,L3475,
551.958,,18117.3,10,,,,,,,L3475,
552.995,,18083.4,75,,,,,,,L3475,
553.384,,18070.6,20,,,,,,,L3475,
553.900,,18053.8,45,,,,,,,L3475,
554.686,,18028.2,50,,,,,,,L3475,
561.367,,17813.7,12,,,,,,,L3475,
562.170,,17788.2,120,,,,,,,L3475,
562.509,,17777.5,35,,,,,,,L3475,
566.608,,17648.9,160,,,,,,,L3475,
566.785,,17643.4,20,,,,,,,L3475,
568.248,,17598.0,120,,,,,,,L3475,
568.700,,17584.0,15,,,,,,,L3475,
571.047,,17511.7,30,,,,,,,L3475,
573.729,,17429.8,120,,,,,,,L3475,
579.935,,17243.3,160,,,,,,,L3475,
584.894,,17097.1,30,,,,,,,L3475,
586.990,,17036.1,50,,,,,,,L3475,
587.113,,17032.5,110,,,,,,,L3475,
588.143,,17002.7,340,,,,,,,L3475,
588.725,,16985.9,85,,,,,,,L3475,
590.273,,16941.3,50,,,,,,,L3475,
592.677,,16872.6,140,,,,,,,L3475,
593.684,,16844.0,100,,,,,,,L3475,
595.700,,16787.0,110,,,,,,,L3475,
598.589,,16706.0,100,,,,,,,L3475,
599.703,,16674.9,17,,,,,,,L3475,
600.271,,16659.1,50,,,,,,,L3475,
602.703,,16591.9,30,,,,,,,L3475,
603.428,,16572.0,85,,,,,,,L3475,
604.752,,16535.7,170,,,,,,,L3475,
605.091,,16526.4,100,,,,,,,L3475,
606.452,,16489.4,140,,,,,,,L3475,
612.252,,16333.1,50,,,,,,,L3475,
612.360,,16330.3,170,,,,,,,L3475,
612.654,,16322.4,85,,,,,,,L3475,
612.914,,16315.5,680,,,,,,,L3475,
613.625,,16296.6,340,,,,,,,L3475,
614.216,,16280.9,100,,,,,,,L3475,
614.490,,16273.7,440,,,,,,,L3475,
615.731,,16240.8,30,,,,,,,L3475,
615.941,,16235.3,75,,,,,,,L3475,
616.190,,16228.7,25,,,,,,,L3475,
619.111,,16152.2,35,,,,,,,L3475,
619.467,,16142.9,60,,,,,,,L3475,
621.477,,16090.7,85,,,,,,,L3475,
621.641,,16086.5,100,,,,,,,L3475,
625.899,,15977.0,100,,,,,,,L3475,
626.879,,15952.0,35,,,,,,,L3475,
630.140,,15869.5,120,,,,,,,L3475,
630.608,,15857.7,15,,,,,,,L3475,
631.477,,15835.9,300,,,,,,,L3475,
631.646,,15831.7,30,,,,,,,L3475,
632.310,,15815.0,50,,,,,,,L3475,
634.211,,15767.62,22,,,,,,,L3475,
634.697,,15755.54,75,,,,,,,L3475,
640.877,,15603.62,35,,,,,,,L3475,
642.795,,15557.07,12,,,,,,,L3475,
643.611,,15537.34,35,,,,,,,L3475,
644.752,,15509.84,60,,,,,,,L3475,
645.340,,15495.70,20,,,,,,,L3475,
645.941,,15481.28,20,,,,,,,L3475,
647.200,,15451.18,110,,,,,,,L3475,
648.614,,15417.49,11,,,,,,,L3475,
649.143,,15404.92,110,,,,,,,L3475,
