obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
173.361,0.004,173.363,0.008,57683.0,500w,,,1691.806,59374.2,5s2.5p2,3P,1,5s2.5p.9s,3P*,2,3,5,,,"L3936,L3149,L7378",
173.72436,0.00015,173.72439,0.00015,57562.45,710r,,,0.000,57562.44,5s2.5p2,3P,0,5s2.5p.10d,3D*,1,1,3,,,"L3936,L3149,L7378",
175.14880,0.00015,175.14874,0.00016,57094.31,880r,,,0.000,57094.33,5s2.5p2,3P,0,5s2.5p.9d,3D*,1,1,3,,,"L3936,L3149,L7378",
175.352,0.008,175.363,0.008,57028,690w,,,3427.673,60452.1,5s2.5p2,3P,2,5s2.5p.8d,3D*,3,5,7,,,"L3936,L3149,L7378",
176.49391,0.00016,176.49391,0.00003,56659.18,1500r,,,0.000,56659.180,5s2.5p2,3P,0,5s2.5p.6d,1P*,1,1,3,,,"L3936,L3149,L7378",
177.33603,0.00016,177.33605,0.00004,56390.12,960,,,0.000,56390.113,5s2.5p2,3P,0,5s2.5p.10s,3P*,1,1,3,,,"L3936,L3149,L7378",
179.07835,0.00016,179.07830,0.00016,55841.48,1900r,,,1691.806,57533.30,5s2.5p2,3P,1,5s2.5p.10d,a 3P*,2,3,5,,,"L3936,L3149,L7378",
180.46343,0.00016,180.46332,0.00016,55412.89,5000r,,,1691.806,57104.73,5s2.5p2,3P,1,5s2.5p.9d,b 3P*,2,3,5,,,"L3936,L3149,L7378",
180.49717,0.00016,180.49719,0.00016,55402.53,630,,,1691.806,57094.33,5s2.5p2,3P,1,5s2.5p.9d,3D*,1,3,3,,,"L3936,L3149,L7378",
181.30157,0.00016,181.30154,0.00004,55156.72,1400,,,0.000,55156.731,5s2.5p2,3P,0,5s2.5p.9s,3P*,1,1,3,,,"L3936,L3149,L7378",
181.57659,0.00016,181.57654,0.00004,55073.18,2200r,,,0.000,55073.194,5s2.5p2,3P,0,5s2.5p.7d,b 3D*,1,1,3,,,"L3936,L3149,L7378",
181.92611,0.00017,181.926100,0.000023,54967.37,2200,,,1691.806,56659.180,5s2.5p2,3P,1,5s2.5p.6d,1P*,1,3,3,,,"L3936,L3149,L7378",
182.30095,0.00017,182.30101,0.00003,54854.35,6400r,,,1691.806,56546.137,5s2.5p2,3P,1,5s2.5p.9d,a 3P*,2,3,5,,,"L3936,L3149,L7378",
184.87692,0.00017,184.87655,0.00014,54090.04,3100r,,,3427.673,57517.82,5s2.5p2,3P,2,5s2.5p.10d,a 3F*,3,5,7,,,"L3936,L3149,L7378",
185.19695,0.00017,185.196945,0.000024,53996.57,1400,,,1691.806,55688.377,5s2.5p2,3P,1,5s2.5p.6d,3P*,1,3,3,,,"L3936,L3149,L7378",
185.42531,0.00017,185.42523,0.00024,53930.07,600,,,1691.806,55621.90,5s2.5p2,3P,1,5s2.5p.6d,3P*,0,3,1,,,"L3936,L3149,L7378",
186.03253,0.00017,186.03254,0.00017,53754.04,8600r,,,3427.673,57181.71,5s2.5p2,3P,2,5s2.5p.6d,3D*,3,5,7,,,"L3936,L3149,L7378",
186.14175,0.00017,186.141733,0.000020,53722.50,1000,,,3427.673,57150.177,5s2.5p2,3P,2,5s2.5p.8s,3P*,2,5,5,,,"L3936,L3149,L7378",
186.55164,0.00017,186.551690,0.000022,53604.46,1500,,,1691.806,55296.252,5s2.5p2,3P,1,5s2.5p.6d,3P*,2,3,5,,,"L3936,L3149,L7378",
186.59233,0.00017,186.59232,0.00004,53592.77,1500,,,0.000,53592.774,5s2.5p2,3P,0,5s2.5p.7d,a 3D*,1,1,3,,,"L3936,L3149,L7378",
187.12680,0.00018,187.126715,0.000025,53439.70,550,,,1691.806,55131.530,5s2.5p2,3P,1,5s2.5p.9s,3P*,0,3,1,,,"L3936,L3149,L7378",
187.22732,0.00018,187.22733,0.00018,53411.01,670,,,3427.673,56838.68,5s2.5p2,3P,2,5s2.5p.9d,a 3F*,3,5,7,,,"L3936,L3149,L7378",
187.33124,0.00018,187.331210,0.000022,53381.38,860,,,1691.806,55073.194,5s2.5p2,3P,1,5s2.5p.7d,b 3D*,1,3,3,,,"L3936,L3149,L7378",
188.25847,0.00018,188.25846,0.00003,53118.46,2000,,,3427.673,56546.137,5s2.5p2,3P,2,5s2.5p.9d,a 3P*,2,5,5,,,"L3936,L3149,L7378",
188.603,0.005,188.602722,0.000023,53021.3,3700bl*,,,1691.806,54713.310,5s2.5p2,3P,1,5s2.5p.6d,1D*,2,3,5,,,"L3936,L3149,L7378",
188.603,0.005,188.60469,0.00004,53021.3,3700bl*,,,0.000,53020.952,5s2.5p2,3P,0,5s2.5p.8s,3P*,1,1,3,,,"L3936,L3149,L7378",
189.14207,0.00018,189.14199,0.00003,52870.31,4900,,,3427.673,56298.005,5s2.5p2,3P,2,5s2.5p.6d,1F*,3,5,7,,,"L3936,L3149,L7378",
189.72880,0.00018,189.72872,0.00004,52706.81,780,,,0.000,52706.832,5s2.5p2,3P,0,5s2.5p.7s,1P*,1,1,3,,,"L3936,L3149,L7378",
190.92102,0.00018,190.920985,0.000023,52377.68,4200,,,3427.673,55805.362,5s2.5p2,3P,2,5s2.5p.8d,3P*,2,5,5,,,"L3936,L3149,L7378",
191.15525,0.00018,191.15528,0.00003,52313.50,2900,,,3427.673,55741.165,5s2.5p2,3P,2,5s2.5p.8d,a 3F*,3,5,7,,,"L3936,L3149,L7378",
191.34837,0.00018,191.348360,0.000023,52260.70,1400,,,3427.673,55688.377,5s2.5p2,3P,2,5s2.5p.6d,3P*,1,5,3,,,"L3936,L3149,L7378",
192.52966,0.00019,192.529842,0.000022,51940.05,4800,,,1691.806,53631.806,5s2.5p2,3P,1,5s.5p3,3D*,2,3,5,,,"L3936,L3149,L7378",
192.67459,0.00019,192.674634,0.000024,51900.98,1100,,,1691.806,53592.774,5s2.5p2,3P,1,5s2.5p.7d,a 3D*,1,3,3,,,"L3936,L3149,L7378",
192.79483,0.00019,192.794948,0.000021,51868.61,630,,,3427.673,55296.252,5s2.5p2,3P,2,5s2.5p.6d,3P*,2,5,5,,,"L3936,L3149,L7378",
192.905,0.010,192.904,0.009,51839,2300w,,,8612.955,60452.1,5s2.5p2,1D,2,5s2.5p.8d,3D*,3,5,7,,,"L3936,L3149,L7378",
193.31486,0.00019,193.314945,0.000021,51729.08,1000,,,3427.673,55156.731,5s2.5p2,3P,2,5s2.5p.9s,3P*,1,5,3,,,"L3936,L3149,L7378",
194.27004,0.00019,194.27013,0.00005,51474.74,660,,,0.000,51474.718,5s2.5p2,3P,0,5s2.5p.6d,3D*,1,1,3,,,"L3936,L7378",
195.21264,0.00019,195.212770,0.000022,51226.19,7000,,,3427.673,54653.830,5s2.5p2,3P,2,5s2.5p.7d,3F*,3,5,7,,,"L3936,L3149,L7378",
196.02066,0.00019,196.02068,0.00003,51015.03,780,,,1691.806,52706.832,5s2.5p2,3P,1,5s2.5p.7s,1P*,1,3,3,,,"L3936,L3149,L7378",
197.14499,0.00019,197.14506,0.00005,50724.09,1100,,,1691.806,52415.877,5s2.5p2,3P,1,5s2.5p.7s,3P*,2,3,5,,,"L3936,L3149,L7378",
197.782,0.003,,,50560.7,2300w,,,,,,,,,,,1,1,,,"L3149,L7378",
198.41711,0.00020,198.41691,0.00003,50398.88,2400,,,3427.673,53826.604,5s2.5p2,3P,2,5s.5p3,3D*,3,5,7,,,"L3936,L3149,L7378",
199.18680,0.00020,199.186788,0.000020,50204.13,490,,,3427.673,53631.806,5s2.5p2,3P,2,5s.5p3,3D*,2,5,5,,,"L3936,L7378",
199.49751,0.00020,199.49738,0.00004,50125.94,510,,,0.000,50125.971,5s2.5p2,3P,0,5s2.5p.5d,1P*,1,1,3,,,"L3936,L3149,L7378",
200.87211,0.00020,200.87214,0.00003,49782.92,780,,,1691.806,51474.718,5s2.5p2,3P,1,5s2.5p.6d,3D*,1,3,3,,,"L3936,L3149,L7378",
201.64014,0.00020,201.640226,0.000020,49593.30,900,,,3427.673,53020.952,5s2.5p2,3P,2,5s2.5p.8s,3P*,1,5,3,,,"L3936,L3149,L7378",
202.14811,0.00020,202.14797,0.00003,49468.68,850,,,1691.806,51160.520,5s2.5p2,3P,1,5s2.5p.6d,3F*,2,3,5,,,"L3936,L3149,L7378",
202.76120,0.00021,202.76107,0.00004,49319.10,1400,,,1691.806,51010.937,5s2.5p2,3P,1,5s2.5p.6d,3D*,2,3,5,,,"L3936,L3149,L7378",
204.13121,0.00021,204.13077,0.00005,48988.10,2100,,,3427.673,52415.877,5s2.5p2,3P,2,5s2.5p.7s,3P*,2,5,5,,,"L3936,L3149,L7378",
204.15730,0.00021,204.15690,0.00005,48981.84,1400,,,0.000,48981.934,5s2.5p2,3P,0,5s2.5p.5d,3P*,1,1,3,,,"L3936,L3149,L7378",
205.469,0.004,205.462432,0.000025,48669.2,1500,,,8612.955,57283.653,5s2.5p2,1D,2,5s2.5p.8s,1P*,1,5,3,,,L7378,
205.897,0.004,205.89369,0.00021,48568.0,1800,,,8612.955,57181.71,5s2.5p2,1D,2,5s2.5p.6d,3D*,3,5,7,,,L7378,
206.4662,0.0003,206.46583,0.00003,48434.09,1300,,,1691.806,50125.971,5s2.5p2,3P,1,5s2.5p.5d,1P*,1,3,3,,,"L3149,L7378",
206.92360,0.00018,206.92367,0.00003,48327.02,2500,,,3427.673,51754.671,5s2.5p2,3P,2,5s2.5p.6d,3F*,3,5,7,,,"L3149,L7378",
207.355,0.004,207.35821,0.00022,48226.4,2600,,,8612.955,56838.68,5s2.5p2,1D,2,5s2.5p.9d,a 3F*,3,5,7,,,L7378,
207.37360,0.00015,207.37354,0.00005,48222.15,3000,3.6e+06,D,0.000,48222.159,5s2.5p2,3P,0,5s2.5p.7s,3P*,1,1,3,,T4515,"L3149,L7378",
208.12934,0.00013,208.12934,0.00003,48047.05,1200,,,3427.673,51474.718,5s2.5p2,3P,2,5s2.5p.6d,3D*,1,5,3,,,"L3149,L7378",
209.22550,0.00009,209.22550,0.00009,47795.322,1700,,,1691.806,49487.127,5s2.5p2,3P,1,5s2.5p.5d,3P*,0,3,1,,,"L3149,L7378",
209.49931,0.00010,209.499341,0.000025,47732.856,1600,,,3427.673,51160.520,5s2.5p2,3P,2,5s2.5p.6d,3F*,2,5,5,,,"L3149,L7378",
209.70943,0.00018,209.70933,0.00003,47685.03,4600,,,8612.955,56298.005,5s2.5p2,1D,2,5s2.5p.6d,1F*,3,5,7,,,"L3149,L7378",
210.15790,0.00009,210.15792,0.00004,47583.270,2900,,,3427.673,51010.937,5s2.5p2,3P,2,5s2.5p.6d,3D*,2,5,5,,,"L3149,L7378",
211.46063,0.00017,211.46062,0.00003,47290.13,2900r,,,1691.806,48981.934,5s2.5p2,3P,1,5s2.5p.5d,3P*,1,3,3,,,"L3149,L7378",
211.905,0.004,211.89849,0.00003,47191.0,490,,,8612.955,55805.362,5s2.5p2,1D,2,5s2.5p.8d,3P*,2,5,5,,,L7378,
