obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
145.156,145.1561+,68891,,,,0.0,68891.34,6p6,1S,0,6p5.(2P*<3/2>).6d,2[1/2]*,1,1,3,,,L16181,
178.607,178.606+,55989,,,,0.0,55989.03,6p6,1S,0,6p5.(2P*<3/2>).7s,2[3/2]*,1,1,3,,,L16181,
351.561,,28444.6,5,,,,,,,,,,,1,1,,,L7432,
374.095,,26731.2,10,,,,,,,,,,,1,1,,,L7432,
375.472,,26633.2,20,,,,,,,,,,,1,1,,,L7432,
391.831,,25521.2,10,,,,,,,,,,,1,1,,,L7432,
394.284,,25362.5,10,,,,,,,,,,,1,1,,,L7432,
395.348,,25294.2,10,,,,,,,,,,,1,1,,,L7432,
422.725,,23656.0,10,,,,,,,,,,,1,1,,,L7432,
430.897,,23207.4,80,,,,,,,,,,,1,1,,,L7432,
433.700,,23057.4,7,,,,,,,,,,,1,1,,,L7432,
435.082,435.082+,22984.2,100,,,54620.35,77604.53,6p5.(2P*<3/2>).7s,2[3/2]*,2,6p5.(2P*<3/2>).8p,2[5/2],3,5,7,,,L7432,
443.630,,22541.3,40,,,,,,,,,,,1,1,,,L7432,
446.050,,22419.0,50,,,,,,,,,,,1,1,,,L7432,
450.974,,22174.2,50,,,,,,,,,,,1,1,,,L7432,
457.900,,21838.8,50,,,,,,,,,,,1,1,,,L7432,
461.067,,21688.8,50,,,,,,,,,,,1,1,,,L7432,
472.308,,21172.6,30,,,,,,,,,,,1,1,,,L7432,
572.417,,17469.8,6,,,,,,,,,,,1,1,,,L7432,
606.360,,16491.9,10,,,,,,,,,,,1,1,,,L7432,
620.247,,16122.6,6,,,,,,,,,,,1,1,,,L7432,
638.221,,15668.54,6,,,,,,,,,,,1,1,,,L7432,
655.930,,15245.53,10,,,,,,,,,,,1,1,,,L7432,
660.825,,15132.59,10,,,,,,,,,,,1,1,,,L7432,
