obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
285.5005,0.0005,285.5004+,35026.21,2000,2.42e+07,B,0.000,35026.22,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,5/2,8,6,,T6708,"L2006,L3475",
291.5692,0.0005,291.5692+,34297.17,1700,9.4e+06,C+,0.000,34297.17,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<5/2>).6s.6p.(1P*<1>),"(5/2,1)",7/2,8,8,,T6708,"L2006,L3475",
293.3824,0.0005,293.3825+,34085.21,800,1.13e+07,B,0.000,34085.20,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<5/2>).6s.6p.(1P*<1>),"(5/2,1)",5/2,8,6,,T6708,"L2006,L3475",
297.4086,0.0005,297.4086+,33623.78,4900,2.17e+07,B+,0.000,33623.78,4f13.(2F*).6s2,2F*,7/2,4f12.(3F<2>).5d<5/2>.6s2,,7/2,8,8,,T6708,"L2006,L3475",
304.7756,0.0005,304.7757+,32811.02,3400D,1.61e+07,B+,0.000,32811.02,4f13.(2F*).6s2,2F*,7/2,4f12.(3F<3>).5d<5/2>.6s2,"(3,5/2)",7/2,8,8,,T3042n,"L2006,L3475",
308.2016,0.0005,308.2019+,32446.30,3600,1.75e+07,B+,0.000,32446.26,4f13.(2F*).6s2,2F*,7/2,4f12.(3F<2>).5d<3/2>.6s2,,7/2,8,8,,T6708,"L2006,L3475",
310.8053,0.0005,310.8052+,32174.48,490,1.50e+06,B,0.000,32174.49,4f13.(2F*).6s2,2F*,7/2,4f12.(3F<3>).5d<5/2>.6s2,"(3,5/2)",5/2,8,6,,T6708,L2006,
312.3438,0.0005,312.3439+,32016.00,1500,6.1e+07,B+,8771.243,40787.24,4f13.(2F*).6s2,2F*,5/2,4f12.(1G<4>).5d<3/2>.6s2,,5/2,6,6,,T6708,"L2006,L3475",
314.3343,0.0005,314.3342+,31813.26,1500,2.06e+06,B,8771.243,40584.52,4f13.(2F*).6s2,2F*,5/2,,,5/2,6,6,,T6708,"L2006,L3475",
317.3572,0.0005,317.3572+,31510.24,4500,1.59e+07,B,0.000,31510.24,4f13.(2F*).6s2,2F*,7/2,4f12.(3F<3>).5d<5/2>.6s2,,7/2,8,8,,T6708,"L2006,L3475",
318.0607,0.0005,318.0607+,31440.54,260,1.04e+06,B+,0.000,31440.54,4f13.(2F*).6s2,2F*,7/2,4f12.(3F<3>).5d<3/2>.6s2,,9/2,8,10,,T6708,L2006,
318.1485,0.0005,318.1483+,31431.86,1500,3.82e+06,B+,0.000,31431.88,4f13.(2F*).6s2,2F*,7/2,4f12.(3F<3>).5d<3/2>.6s2,,5/2,8,6,,T6708,"L2006,L3475",
323.4674,0.0005,323.4674+,30915.01,750,4.29e+06,B+,0.000,30915.02,4f13.(2F*).6s2,2F*,7/2,4f12.(3F<3>).5d<3/2>.6s2,,9/2,8,10,,T6708,"L2006,L3475",
324.7900,0.0005,324.7896+,30789.13,3200,2.5e+07,D+,8771.243,39560.41,4f13.(2F*).6s2,2F*,5/2,4f12.(1G<4>).5d<3/2>.6s2,,7/2,6,8,,T3338n,"L2006,L3475",
325.2720,0.0005,325.2720+,30743.50,1400,2.14e+07,B+,8771.243,39514.74,4f13.(2F*).6s2,2F*,5/2,4f12.(1G<4>).5d<5/2>.6s2,"(4,5/2)",3/2,6,4,,T6708,"L2006,L3475",
327.2724,0.0005,327.27174+,30555.59,460,1.5e+07,D,13119.610,43675.258,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,9/2,10,10,,T2890n,L2006,
329.7252,0.0005,329.72539+,30328.28,580,1.7e+07,C,13119.610,43447.878,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,11/2,10,12,,T2890n,L2006,
330.0065,0.0005,330.0066+,30302.43,570,1.61e+06,B+,0.000,30302.42,4f13.(2F*).6s2,2F*,7/2,4f12.(3H<4>).5d<5/2>.6s2,,5/2,8,6,,T6708,L2006,
331.960,0.003,331.9610+,30124.1,2100bl(Tm II),6.2e+05,B,0.000,30124.02,4f13.(2F*).6s2,2F*,7/2,4f12.(3H<4>).5d<5/2>.6s2,,7/2,8,8,,T6708,L3475,
332.4229,0.0005,332.4227+,30082.16,170,8.9e+04,C+,0.000,30082.18,4f13.(2F*).6s2,2F*,7/2,4f12.(3F<2>).5d<3/2>.6s2,,5/2,8,6,,T6708,L2006,
332.5937,0.0005,332.59359+,30066.72,470,9.e+06,D,13119.610,43186.335,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,11/2,10,12,,T2890n,L2006,
335.0950,0.0005,335.09511+,29842.28,2300,6.6e+07,B,13119.610,42961.884,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,11/2,10,12,,T2890n,"L2006,L3475",
336.4747,0.0005,336.47508+,29719.91,250,1.0e+07,D,13119.610,42839.493,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,9/2,10,10,,T2890n,L2006,
338.1505,0.0005,338.1505+,29572.63,1700,,,17454.818,47027.45,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",13/2,4f12.5d.6s.6p,*,13/2,14,14,,,"L2006,L3475",
338.1659,0.0005,338.1654+,29571.29,1200,1.31e+07,B,8771.243,38342.57,4f13.(2F*).6s2,2F*,5/2,4f12.(1G<4>).5d<5/2>.6s2,,7/2,6,8,,T6708,L2006,
339.4160,0.0005,339.41608+,29462.37,1700,3.3e+07,C,13119.610,42581.974,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,11/2,10,12,,T2890n,"L2006,L3475",
339.8842,0.0005,339.88453+,29421.78,650,3.4e+07,C,13119.610,42541.367,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,11/2,10,12,,T2890n,"L2006,L3475",
340.6944,0.0005,340.6949+,29351.82,3600,1.22e+07,B,8771.243,38123.02,4f13.(2F*).6s2,2F*,5/2,4f13.(2F*<7/2>).6s.7p,,7/2,6,8,,T6708,"L2006,L3475",
341.1026,0.0005,341.10263+,29316.69,8500,9.8e+06,B+,0.000,29316.690,4f13.(2F*).6s2,2F*,7/2,4f12.(3H<4>).5d<3/2>.6s2,"(4,3/2)",9/2,8,10,,T6708,"L2006,L3475",
341.2872,0.0005,341.2874+,29300.84,300,6.6e+06,C+,15271.002,44571.82,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",15/2,4f12.5d.6s.6p,*,17/2,16,18,,T6708,L2006,
341.3569,0.0005,341.3570+,29294.85,3400,1.2e+08,D+,15271.002,44565.85,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",15/2,4f12.5d.6s.6p,*,15/2,16,16,,T2890n,"L2006,L3475",
341.7568,0.0005,341.7566+,29260.57,3400,5.3e+06,B+,0.000,29260.59,4f13.(2F*).6s2,2F*,7/2,4f12.(3F<3>).5d<3/2>.6s2,,7/2,8,8,,T6708,"L2006,L3475",
341.8672,0.0005,341.86739+,29251.12,430,2.1e+07,C,13119.610,42370.718,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,7/2,10,8,,T2890n,L2006,
341.9605,0.0005,341.9607+,29243.14,1000,3.48e+06,B+,8771.243,38014.37,4f13.(2F*).6s2,2F*,5/2,4f12.(1G<4>).5d<5/2>.6s2,,5/2,6,6,,T6708,"L2006,L3475",
343.0315,0.0005,343.0312+,29151.84,3400,1.13e+08,C,16456.913,45608.78,4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",17/2,4f12.(3H<5>).5d.6s.6p.(4D*<5/2>),*,15/2,18,16,,T2890n,"L2006,L3475",
344.6655,0.0005,344.66532+,29013.63,990,1.66e+07,B+,13119.610,42133.263,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,7/2,10,8,,T6708,L2006,
344.8341,0.0005,344.83389+,28999.45,1700D,2.42e+07,B+,13119.610,42119.080,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,11/2,10,12,,T6708,"L2006,L3475",
346.8506,0.0005,346.85027+,28830.86,2100,5.5e+07,D+,15587.811,44418.695,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,4f12.5d.6s.6p,*,13/2,12,14,,T2890n,"L2006,L3475",
347.7687,0.0005,347.76852+,28754.74,3400,6.7e+07,B+,13119.610,41874.369,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,11/2,10,12,,T6708,"L2006,L3475",
348.1971,0.0005,348.19697+,28719.36,3400,5.3e+07,D+,15587.811,44307.188,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,4f12.5d.6s.6p,*,13/2,12,14,,T2890n,"L2006,L3475",
348.8377,0.0005,348.83755+,28666.63,4200,1.60e+08,B+,13119.610,41786.249,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,9/2,10,10,,T6708,"L2006,L3475",
350.0447,0.0005,350.04453+,28567.78,870,1.14e+07,B,13119.610,41687.404,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,11/2,10,12,,T6708,L2006,
350.0949,0.0005,,28563.68,3400,,,,,,,,,,,1,1,,,"L2006,L3475",
350.1920,0.0005,350.19157+,28555.77,1000,6.7e+05,B+,0.000,28555.799,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",7/2,8,8,,T6708,L2006,
351.4133,0.0005,351.41312+,28456.52,400,9.2e+06,B,13119.610,41576.146,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,9/2,10,10,,T6708,L2006,
351.5002,0.0005,351.49998+,28449.49,530,1.30e+07,B,13119.610,41569.114,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,11/2,10,12,,T6708,L2006,
351.5117,0.0005,351.51133+,28448.56,850,1.42e+06,B+,0.000,28448.585,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",5/2,8,6,,T6708,"L2006,L3475",
351.8604,0.0005,,28420.36,2500,,,,,,,,,,,1,1,,,"L2006,L3475",
352.0434,0.0005,352.0434+,28405.59,780,1.74e+07,B+,13119.610,41525.20,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,7/2,10,8,,T6708,L2006,
353.8921,0.0005,,28257.20,4200,,,,,,,,,,,1,1,,,"L2006,L3475",
355.6834,0.0005,355.6832+,28114.89,2100,6.5e+07,B+,16456.913,44571.82,4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",17/2,4f12.5d.6s.6p,*,17/2,18,18,,T6708,"L2006,L3475",
356.1933,0.0005,356.1934+,28074.64,3400,,,18693.074,46767.71,4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",15/2,4f12.(3H<6>) .5d.(2D).6s.6p.(?)(2F*<7/2>),"(6,7/2)*",17/2,16,18,,,"L2006,L3475",
356.4894,0.0005,356.4888+,28051.33,4200,9.0e+06,B+,0.000,28051.37,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<5/2>).6s.6p.(3P*<2>),,5/2,8,6,,T6708,"L2006,L3475",
356.8375,0.0005,356.8369+,28023.96,4200,3.80e+06,B+,0.000,28024.01,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",9/2,8,10,,T6708,"L2006,L3475",
357.0824,0.0005,357.08261+,28004.74,1300,2.84e+07,B+,13119.610,41124.334,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,,*,9/2,10,10,,T6708,"L2006,L3475",
357.2743,0.0005,357.27359+,27989.70,80,8.3e+05,C,13119.610,41109.364,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,9/2,10,10,,T6708,L2006,
357.6312,0.0005,357.63110+,27961.77,850,1.50e+07,B+,13119.610,41081.384,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,11/2,10,12,,T6708,"L2006,L3475",
357.6683,0.0005,357.66752+,27958.87,290,5.1e+06,B,13119.610,41078.537,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f13.(2F*<7/2>).6s.8s.(3S<1>),"(7/2,1)*",9/2,10,10,,T6708,L2006,
358.7090,0.0005,358.7090+,27877.75,2800,7.1e+07,B+,16456.913,44334.66,4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",17/2,4f12.(3H<5>).5d.6s.6p.(4F*<9/2>),"(5,9/2)*",19/2,18,20,,T6708,"L2006,L3475",
360.5429,0.0005,360.54265+,27735.95,85,2.14e+06,B,13119.610,40855.580,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,9/2,10,10,,T6708,L2006,
363.9445,0.0005,363.94483+,27476.72,3800,1.09e+08,B+,13119.610,40596.302,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,7/2,10,8,,T6708,"L2006,L3475",
364.7742,0.0005,364.77426+,27414.22,1800,5.9e+07,B+,13119.610,40533.825,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,7/2,10,8,,T6708,"L2006,L3475",
364.9893,0.0005,364.98947+,27398.07,350,7.2e+06,B+,13119.610,40517.661,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,9/2,10,10,,T6708,L2006,
367.6075,0.0005,367.60751+,27202.92,190,4.5e+06,B+,13119.610,40322.536,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,9/2,10,10,,T6708,L2006,
369.1554,0.0005,369.15504+,27088.86,60,6.5e+05,C+,13119.610,40208.499,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.(3F<3>).6s2.6p<3/2>,"(3,3/2)*",9/2,10,10,,T6708,L2006,
371.8972,0.0005,371.89756+,26889.15,77000,1.44e+08,B+,0.000,26889.125,4f13.(2F*).6s2,2F*,7/2,4f12.(3H<5>).5d<5/2>.6s2,"(5,5/2)",9/2,8,10,,T6708,"L2006,L3475",
374.5128,0.0005,374.51325+,26701.35,50000,9.9e+07,B+,0.000,26701.325,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<7/2>).6s.6p.(1P*<1>),,7/2,8,8,,T6708,"L2006,L3475",
375.2872,0.0005,375.28784+,26646.26,17000,1.74e+07,B,0.000,26646.214,4f13.(2F*).6s2,2F*,7/2,4f12.(3H<5>).5d<3/2>.6s2,,9/2,8,10,,T6708,"L2006,L3475",
376.0888,0.0005,376.08932+,26589.46,190,3.34e+06,B+,13119.610,39709.038,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,11/2,10,12,,T6708,L2006,
376.9136,0.0005,376.91375+,26531.28,200,6.1e+06,B,15587.811,42119.080,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,4f12.5d.6s.6p,*,11/2,12,12,,T6708,L2006,
378.2222,0.0005,378.22211+,26439.48,850,8.1e+05,B+,0.000,26439.491,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<5/2>).6s.6p.(3P*<1>),"(5/2,1)",7/2,8,8,,T6708,"L2006,L3475",
379.2384,0.0005,379.23857+,26368.64,340,4.4e+06,D,13119.610,39488.236,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,9/2,10,10,,T2890n,L2006,
379.9619,0.0005,379.9619+,26318.42,7700,1.23e+08,B+,8771.243,35089.67,4f13.(2F*).6s2,2F*,5/2,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,3/2,6,4,,T6708,"L2006,L3475",
380.3153,0.0005,380.31594+,26293.97,700,2.08e+07,B+,15587.811,41881.739,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,4f12.5d.6s.6p,*,9/2,12,10,,T6708,"L2006,L3475",
380.4224,0.0005,380.42257+,26286.57,130,4.3e+06,C+,15587.811,41874.369,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,4f12.5d.6s.6p,*,11/2,12,12,,T6708,L2006,
380.8800,0.0005,380.8802+,26254.99,6000,4.8e+07,B+,8771.243,35026.22,4f13.(2F*).6s2,2F*,5/2,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,5/2,6,6,,T6708,"L2006,L3475",
382.7472,0.0005,382.74718+,26126.91,2900,2.94e+06,B+,0.000,26126.907,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<5/2>).6s.6p.(3P*<1>),"(5/2,1)",5/2,8,6,,T6708,"L2006,L3475",
382.7753,0.0005,382.77550+,26124.99,120,1.08e+06,C,13119.610,39244.584,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,9/2,10,10,,T6708,L2006,
383.1354,0.0005,383.13552+,26100.44,120,1.05e+06,C+,13119.610,39220.035,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f13.(2F*<7/2>).6s.6d.(3D),3[11/2]*,9/2,10,10,,T6708,L2006,
383.1481,0.0005,383.14774+,26099.57,120,1.6e+06,C,15587.811,41687.404,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,4f12.5d.6s.6p,*,11/2,12,12,,T6708,L2006,
384.1958,0.0005,384.1962+,26028.39,2900,4.04e+07,B+,15271.002,41299.37,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",15/2,,*,17/2,16,18,,T6708,"L2006,L3475",
384.8927,0.0005,384.89217+,25981.26,79,1.67e+06,C+,15587.811,41569.114,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,4f12.5d.6s.6p,*,11/2,12,12,,T6708,L2006,
386.4176,0.0005,386.4175+,25878.74,120,3.3e+06,D+,18693.074,44571.82,4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",15/2,4f12.5d.6s.6p,*,17/2,16,18,,T6708,L2006,
388.2349,0.0005,388.23491+,25757.60,170,1.97e+06,B,13119.610,38877.211,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,11/2,10,12,,T6708,L2006,
388.4232,0.0005,388.42317+,25745.11,68000,1.06e+08,B+,0.000,25745.117,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<7/2>).6s.6p.(1P*<1>),,5/2,8,6,,T6708,"L2006,L3475",
388.8450,0.0005,388.84487+,25717.19,54000,3.72e+07,B+,0.000,25717.197,4f13.(2F*).6s2,2F*,7/2,4f12.(3H<5>).5d<5/2>.6s2,"(5,5/2)",7/2,8,8,,T6708,"L2006,L3475",
389.7721,0.0005,389.77208+,25656.02,4400,2.95e+06,B+,0.000,25656.019,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<5/2>).6s.6p.(3P*<0>),"(5/2,0)",5/2,8,6,,T6708,"L2006,L3475",
391.7586,0.0005,391.7585+,25525.92,35000,1.98e+08,B+,8771.243,34297.17,4f13.(2F*).6s2,2F*,5/2,4f13.(2F*<5/2>).6s.6p.(1P*<1>),"(5/2,1)",7/2,6,8,,T6708,"L2006,L3475",
391.8253,0.0005,391.82569+,25521.58,130,5.8e+06,B,15587.811,41109.364,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,4f12.5d.6s.6p,*,9/2,12,10,,T6708,L2006,
392.2556,0.0005,392.25573+,25493.58,200,3.1e+06,B,15587.811,41081.384,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,4f12.5d.6s.6p,*,11/2,12,12,,T6708,L2006,
393.8397,0.0005,393.83993+,25391.04,330,9.0e+06,B+,16742.237,42133.263,4f13.(2F*<7/2>).6s.6p.(3P*<0>),"(7/2,0)",7/2,4f12.5d.6s.6p,*,7/2,8,8,,T6708,L2006,
394.0204,0.0005,394.02025+,25379.40,240,1.48e+06,B,13119.610,38499.016,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,9/2,10,10,,T6708,L2006,
395.0388,0.0005,395.0390+,25313.97,15000,1.37e+08,B+,8771.243,34085.20,4f13.(2F*).6s2,2F*,5/2,4f13.(2F*<5/2>).6s.6p.(1P*<1>),"(5/2,1)",5/2,6,6,,T6708,"L2006,L3475",
395.7612,0.0005,395.76110+,25267.76,62,7.7e+05,B,15587.811,40855.580,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,4f12.5d.6s.6p,*,9/2,12,10,,T6708,L2006,
397.7804,0.0005,397.78035+,25139.50,950,1.12e+07,B+,16742.237,41881.739,4f13.(2F*<7/2>).6s.6p.(3P*<0>),"(7/2,0)",7/2,4f12.5d.6s.6p,*,9/2,8,10,,T6708,"L2006,L3475",
401.1258,0.0005,401.12556+,24929.84,85,7.2e+05,C+,15587.811,40517.661,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,4f12.5d.6s.6p,*,9/2,12,10,,T6708,L2006,
402.3732,0.0005,402.3734+,24852.55,250,4.5e+05,C+,8771.243,33623.78,4f13.(2F*).6s2,2F*,5/2,4f12.(3F<2>).5d<5/2>.6s2,,7/2,6,8,,T6708,"L2006,L3475",
402.5367,0.0005,402.5367+,24842.45,2200,1.78e+07,B+,16456.913,41299.37,4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",17/2,,*,17/2,18,18,,T6708,"L2006,L3475",
402.6753,0.0005,402.67523+,24833.91,570,1.25e+07,B+,16742.237,41576.146,4f13.(2F*<7/2>).6s.6p.(3P*<0>),"(7/2,0)",7/2,4f12.5d.6s.6p,*,9/2,8,10,,T6708,L2006,
402.7508,0.0005,402.75090+,24829.25,230,6.4e+06,C+,16957.006,41786.249,4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",7/2,4f12.5d.6s.6p,*,9/2,8,10,,T6708,L2006,
403.5034,0.0005,403.5030+,24782.94,56,1.5e+06,C+,16742.237,41525.20,4f13.(2F*<7/2>).6s.6p.(3P*<0>),"(7/2,0)",7/2,4f12.5d.6s.6p,*,7/2,8,8,,T6708,L2006,
404.2904,0.0005,404.28992+,24734.70,81,7.3e+05,C+,15587.811,40322.536,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,4f12.5d.6s.6p,*,9/2,12,10,,T6708,L2006,
404.5617,0.0005,404.5616+,24718.11,3800,2.63e+07,B+,8771.243,33489.36,4f13.(2F*).6s2,2F*,5/2,4f12.(3F<2>).5d<5/2>.6s2,"(5/2,2)",3/2,6,4,,T6708,"L2006,L3475",
405.6955,0.0005,405.69512+,24649.03,800,7.5e+06,B+,13119.610,37768.662,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,9/2,10,10,,T6708,"L2006,L3475",
406.1625,0.0005,406.16249+,24620.69,79,5.2e+05,C+,15587.811,40208.499,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,4f12.(3F<3>).6s2.6p<3/2>,"(3,3/2)*",9/2,12,10,,T6708,L2006,
406.1884,0.0005,406.18803+,24619.12,82,1.6e+06,C,16957.006,41576.146,4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",7/2,4f12.5d.6s.6p,*,9/2,8,10,,T6708,L2006,
407.5261,0.0005,407.52589+,24538.30,120,1.13e+06,B,13119.610,37657.928,4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,4f12.5d.6s.6p,*,11/2,10,12,,T6708,L2006,
407.8372,0.0005,407.83693+,24519.59,270,9.5e+06,B+,17613.659,42133.263,4f13.(2F*<7/2>).6s.6p.(3P*<1>),"(7/2,1)",9/2,4f12.5d.6s.6p,*,7/2,10,8,,T6708,L2006,
