obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
96.992,,103101,30,,,,,,,,,,,1,1,,,L298,
97.8284,,102219.8,40,,,,,,,,,,,1,1,,,L298,
99.8372,,100163.1,25,,,,,,,,,,,1,1,,,L298,
99.8432,,100157.0,25,,,,,,,,,,,1,1,,,L298,
100.2346,,99765.9,75,,,,,,,,,,,1,1,,,L298,
101.3664,,98652.0,150,,,,,,,,,,,1,1,,,L298,
102.5553,,97508.4,90,,,,,,,,,,,1,1,,,L298,
108.4667,,92194.2,200,,,,,,,,,,,1,1,,,L298,
108.5171,,92151.4,200,,,,,,,,,,,1,1,,,L298,
108.5304,,92140.1,250,,,,,,,,,,,1,1,,,L298,
108.806,,91907,400,,,,,,,,,,,1,1,,,L298,
109.0271,,91720.3,350,,,,,,,,,,,1,1,,,L298,
109.0982,,91660.5,250,,,,,,,,,,,1,1,,,L298,
109.2437,,91538.5,250,,,,,,,,,,,1,1,,,L298,
109.4769,,91343.5,400,,,,,,,,,,,1,1,,,L298,
109.5148,,91311.9,350,,,,,,,,,,,1,1,,,L298,
109.5662,,91269.0,350,,,,,,,,,,,1,1,,,L298,
109.5797,,91257.8,400,,,,,,,,,,,1,1,,,L298,
109.6810,,91173.5,250,,,,,,,,,,,1,1,,,L298,
109.7369,,91127.1,300,,,,,,,,,,,1,1,,,L298,
109.8068,,91069.0,200,,,,,,,,,,,1,1,,,L298,
109.9523,,90948.5,200,,,,,,,,,,,1,1,,,L298,
110.7528,,90291.2,500,,,,,,,,,,,1,1,,,L298,
116.7148,,85678.9,800,,,,,,,,,,,1,1,,,L298,
117.9293,,84796.6,3000,,,,,,,,,,,1,1,,,L298,
,118.8751,84121.9,,2.71e+07,C,0.0000,84121.872,3s2.3p5,2P*,3/2,3s2.3p4.(1D).4s,2D,3/2,4,4,,"T1220,T1195n",,
118.8774,118.8774,84120.3,1200,2.33e+08,C,0.0000,84120.263,3s2.3p5,2P*,3/2,3s2.3p4.(1D).4s,2D,5/2,4,6,,"T1220,T1195n",L298,
120.1353,120.1352,83239.5,900,2.39e+08,C,882.3515,84121.872,3s2.3p5,2P*,1/2,3s2.3p4.(1D).4s,2D,3/2,2,4,,"T1220,T1195n",L298,
133.5726,133.5726,74865.7,3000,1.74e+08,C,0.0000,74865.667,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,2P,1/2,4,2,,T1220,L298,
134.7240,134.7240,74225.8,10000,4.19e+08,C+,0.0000,74225.846,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,2P,3/2,4,4,,"T1220,T1195n",L298,
135.1657,135.1656,73983.3,5000,3.23e+08,C+,882.3515,74865.667,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,2P,1/2,2,2,,"T1220,T1195n",L298,
136.3447,136.3447,73343.5,12000,7.5e+07,C+,882.3515,74225.846,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,2P,3/2,2,4,,"T1220,T1195n",L298,
137.3116,137.3116,72827.1,2500,2.9e+05,D,0.0000,72827.038,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,4P,1/2,4,2,,T1195n,L298,
137.9528,137.9528,72488.6,20000,1.1e+07,D,0.0000,72488.568,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,4P,3/2,4,4,,T1195n,L298,
138.9693,138.9693,71958.3,25000,2.3e+05,D,0.0000,71958.363,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,4P,5/2,4,6,,T1220,L298,
138.9957,138.9957,71944.7,20000,1.7e+06,D,882.3515,72827.038,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,4P,1/2,2,2,,T1220,L298,
139.6527,139.6527,71606.2,12000,1.5e+06,D,882.3515,72488.568,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,4P,3/2,2,4,,T1195n,L298,
372.760,,26826.9,20,,,,,,,,,,,1,1,,,L298,
394.594,,25342.5,20,,,,,,,,,,,1,1,,,L298,
410.595,410.5939,24354.9,20,2.0e+05,D,71958.363,96313.330,3s2.3p4.(3P).4s,4P,5/2,3s2.3p4.(3P).5p,2P*,3/2,6,4,,T694,L298,
,414.8426,24105.53,,3.8e+05,D,72488.568,96594.096,3s2.3p4.(3P).4s,4P,3/2,3s2.3p4.(3P).5p,2P*,1/2,4,2,,T694,,
421.086,421.0851,23748.1,65,4.1e+05,D+,71958.363,95706.534,3s2.3p4.(3P).4s,4P,5/2,3s2.3p4.(3P).5p,2D*,3/2,6,4,,"T1277,T694",L298,
422.761,422.7616,23654.0,50,5.5e+05,D+,71958.363,95612.357,3s2.3p4.(3P).4s,4P,5/2,3s2.3p4.(3P).5p,4S*,3/2,6,4,,"T1277,T694",L298,
426.578,426.5781,23442.4,60,1.7e+05,D+,71958.363,95400.731,3s2.3p4.(3P).4s,4P,5/2,3s2.3p4.(3P).5p,4D*,5/2,6,6,,"T1277,T694",L298,
,428.1668,23355.39,,1.6e+05,D,71958.363,95313.749,3s2.3p4.(3P).4s,4P,5/2,3s2.3p4.(3P).5p,4D*,3/2,6,4,,T694,,
,432.4551,23123.79,,1.1e+06,D+,72488.568,95612.357,3s2.3p4.(3P).4s,4P,3/2,3s2.3p4.(3P).5p,4S*,3/2,4,4,,"T1277,T694",,
,433.9081,23046.35,,2.6e+05,D,72488.568,95534.923,3s2.3p4.(3P).4s,4P,3/2,3s2.3p4.(3P).5p,2S*,1/2,4,2,,T694,,
436.450,436.4494,22912.2,100,6.8e+05,D,72488.568,95400.731,3s2.3p4.(3P).4s,4P,3/2,3s2.3p4.(3P).5p,4D*,5/2,4,6,,T8043,L298,
437.073,437.0726,22879.5,100,7.0e+05,D+,72827.038,95706.534,3s2.3p4.(3P).4s,4P,1/2,3s2.3p4.(3P).5p,2D*,3/2,2,4,,"T1277,T694",L298,
,437.2772,22868.79,,1.5e+05,D+,71958.363,94827.150,3s2.3p4.(3P).4s,4P,5/2,3s2.3p4.(3P).5p,2D*,5/2,6,6,,"T1277,T694",,
438.113,438.1126,22825.2,100,1.4e+06,D,72488.568,95313.749,3s2.3p4.(3P).4s,4P,3/2,3s2.3p4.(3P).5p,4D*,3/2,4,4,,T8043,L298,
,438.8791,22785.32,,3.6e+05,D+,72827.038,95612.357,3s2.3p4.(3P).4s,4P,1/2,3s2.3p4.(3P).5p,4S*,3/2,2,4,,"T1277,T694",,
439.098,439.0984,22773.9,100,1.4e+06,D,71958.363,94732.30,3s2.3p4.(3P).4s,4P,5/2,3s2.3p4.(3P).5p,4D*,7/2,6,8,,T8043,L298,
439.163,439.1636,22770.6,90,7.9e+05,D+,72827.038,95597.593,3s2.3p4.(3P).4s,4P,1/2,3s2.3p4.(3P).5p,4D*,1/2,2,2,,"T1277,T694",L298,
,440.3757,22707.88,,5.8e+05,D+,72827.038,95534.923,3s2.3p4.(3P).4s,4P,1/2,3s2.3p4.(3P).5p,2S*,1/2,2,2,,"T1277,T694",,
440.427,440.4257,22705.3,90,7.4e+05,D,71958.363,94663.670,3s2.3p4.(3P).4s,4P,5/2,3s2.3p4.(3P).5p,4P*,3/2,6,4,,"T1277,T694",L298,
443.974,443.9734,22523.9,100,1.4e+06,D,71958.363,94482.236,3s2.3p4.(3P).4s,4P,5/2,3s2.3p4.(3P).5p,4P*,5/2,6,6,,"T1277,T694",L298,
,444.7071,22486.71,,2.3e+05,D,72827.038,95313.749,3s2.3p4.(3P).4s,4P,1/2,3s2.3p4.(3P).5p,4D*,3/2,2,4,,T694,,
,444.7387,22485.12,,4.4e+05,D,72488.568,94973.683,3s2.3p4.(3P).4s,4P,3/2,3s2.3p4.(3P).5p,4P*,1/2,4,2,,T694,,
,447.0622,22368.25,,1.6e+06,D,74225.846,96594.096,3s2.3p4.(3P).4s,2P,3/2,3s2.3p4.(3P).5p,2P*,1/2,4,2,,"T1277,T694",,
447.656,447.6560,22338.6,90,4.3e+05,D+,72488.568,94827.150,3s2.3p4.(3P).4s,4P,3/2,3s2.3p4.(3P).5p,2D*,5/2,4,6,,"T1277,T694",L298,
,449.2292,22260.35,,4.8e+05,D+,74225.846,96486.198,3s2.3p4.(3P).4s,2P,3/2,3s2.3p4.(1D).4p,2D*,3/2,4,4,,"T1277,T694",,
452.746,452.7451,22087.4,100,5.1e+06,C,74225.846,96313.330,3s2.3p4.(3P).4s,2P,3/2,3s2.3p4.(3P).5p,2P*,3/2,4,4,,T8043,L298,
