obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
596.693,0.003,596.692+,16759.03,70,,,117164.01,133923.07,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).4d,4F,7/2,6,8,,,L7481,
599.6085,0.0010,599.607+,16677.55,50,,,115917.91,132595.50,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).5s,4P,5/2,6,6,,,L7481,
601.7494,0.0002,601.749+,16618.213,150,,,116987.39,133605.61,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).4d,4F,9/2,8,10,,,L7481,
603.971,0.003,603.969+,16557.08,80,,,116987.39,133544.54,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).4d,4D,7/2,8,8,,,L7481,
604.921,0.003,604.921+,16531.07,900,2.36e+05,C,102405.71,118936.80,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,2P*,3/2,6,4,,T7043,L7481,
608.1796,0.0002,608.180+,16442.511,100,,,117164.01,133606.51,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).4d,2F,7/2,6,8,,,L7481,
615.146,0.003,615.144+,16256.30,800,1.90e+05,C,102680.44,118936.80,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,2P*,3/2,4,4,,T7043,L7481,
621.259,0.003,621.256+,16096.35,400,9.2e+04,C,102840.38,118936.80,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,2P*,3/2,2,4,,T7043,L7481,
624.1377,0.0002,624.138+,16022.105,13000,2.90e+07,C+,102405.71,118427.82,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,4S*,3/2,6,4,,T7043,L7481,
635.0263,0.0002,635.026+,15747.379,10000,2.32e+07,C+,102680.44,118427.82,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4S*,3/2,4,4,,T7043,L7481,
641.5424,0.0002,641.542+,15587.435,8000,1.36e+07,C+,102840.38,118427.82,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,4S*,3/2,2,4,,T7043,L7481,
646.529,0.003,646.529+,15467.22,700,3.97e+04,C,102405.71,117872.92,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,2D*,3/2,6,4,,T7043,L7481,
657.1509,0.0002,657.151+,15217.206,450,3.86e+05,C+,102405.71,117622.92,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,2D*,5/2,6,6,,T7043,L7481,
658.2207,0.0002,658.220+,15192.474,300,2.51e+05,C+,102680.44,117872.92,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,2D*,3/2,4,4,,T7043,L7481,
665.2241,0.0002,665.224+,15032.527,400,3.49e+05,C+,102840.38,117872.92,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,2D*,3/2,2,4,,T7043,L7481,
669.2328,0.0002,669.233+,14942.483,1800,1.46e+06,C,102680.44,117622.92,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,2D*,5/2,4,6,,T7043,L7481,
671.0134,0.0002,671.013+,14902.832,400,1.09e+06,C+,102405.71,117308.56,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,4D*,3/2,6,4,,T7043,L7481,
677.5854,0.0002,677.585+,14758.288,7000,9.6e+06,C+,102405.71,117164.01,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,4D*,5/2,6,6,,T7043,L7481,
679.7403,0.0002,679.740+,14711.500,1500,5.89e+06,C+,102680.44,117391.95,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4D*,1/2,4,2,,T7043,L7481,
683.6150,0.0002,683.615+,14628.117,9000,2.18e+07,C+,102680.44,117308.56,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4D*,3/2,4,4,,T7043,L7481,
685.7922,0.0002,685.792+,14581.677,50000,4.87e+07,C+,102405.71,116987.39,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,4D*,7/2,6,8,,T7043,L7481,
687.2111,0.0002,687.211+,14551.570,8000,4.01e+07,C+,102840.38,117391.95,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,4D*,1/2,2,2,,T7043,L7481,
690.4379,0.0002,690.438+,14483.561,15000,3.51e+07,C+,102680.44,117164.01,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4D*,5/2,4,6,,T7043,L7481,
691.1722,0.0002,691.172+,14468.174,6000,2.07e+07,C+,102840.38,117308.56,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,4D*,3/2,2,4,,T7043,L7481,
696.8270,0.0002,696.827+,14350.763,4000,6.6e+06,C,104731.05,119081.82,2s2.2p4.(3P).3s,2P,3/2,2s2.2p4.(3P).3p,2P*,1/2,4,2,,T7043,L7481,
703.9410,0.0002,703.940+,14205.737,45000,4.23e+07,C,104731.05,118936.80,2s2.2p4.(3P).3s,2P,3/2,2s2.2p4.(3P).3p,2P*,3/2,4,4,,T7043,L7481,
712.9855,0.0002,712.985+,14025.531,30000,5.03e+07,C+,105056.28,119081.82,2s2.2p4.(3P).3s,2P,1/2,2s2.2p4.(3P).3p,2P*,1/2,2,2,,T7043,L7481,
720.4345,0.0002,720.434+,13880.512,15000,1.49e+07,C+,105056.28,118936.80,2s2.2p4.(3P).3s,2P,1/2,2s2.2p4.(3P).3p,2P*,3/2,2,4,,T7043,L7481,
730.099,0.003,730.099+,13696.77,1500,2.74e+05,C,104731.05,118427.82,2s2.2p4.(3P).3s,2P,3/2,2s2.2p4.(3P).3p,4S*,3/2,4,4,,T7043,L7481,
731.1047,0.0002,731.1046+,13677.932,1000,5.23e+07,C+,123920.265,137598.198,2s2.2p4.(1D).3s,2D,5/2,2s2.2p4.(1D).3p,2F*,7/2,6,8,,T5121n,L7481,
731.3033,0.0002,731.303+,13674.216,15000,4.50e+07,C+,104731.05,118405.27,2s2.2p4.(3P).3s,2P,3/2,2s2.2p4.(3P).3p,2S*,1/2,4,2,,T7043,L7481,
731.6318,0.0002,731.6318+,13668.077,700,5.27e+07,C+,123921.152,137589.229,2s2.2p4.(1D).3s,2D,3/2,2s2.2p4.(1D).3p,2F*,5/2,4,6,,T5121n,L7481,
733.3977,0.0002,733.398+,13635.167,5000,2.42e+07,C,102405.71,116040.88,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,4P*,3/2,6,4,,T7043,L7481,
740.0726,0.0002,740.072+,13512.188,10000,3.53e+07,C,102405.71,115917.91,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,4P*,5/2,6,6,,T7043,L7481,
742.7690,0.0002,742.769+,13463.135,4000,3.93e+07,C,102680.44,116143.58,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4P*,1/2,4,2,,T7043,L7481,
747.860,0.003,747.857+,13371.49,700,5.15e+05,C,105056.28,118427.82,2s2.2p4.(3P).3s,2P,1/2,2s2.2p4.(3P).3p,4S*,3/2,2,4,,T7043,L7481,
748.4784,0.0002,748.478+,13360.440,2200,6.49e+06,C+,102680.44,116040.88,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4P*,3/2,4,4,,T7043,L7481,
749.1217,0.0002,749.120+,13348.965,2500,5.48e+06,C+,105056.28,118405.27,2s2.2p4.(3P).3s,2P,1/2,2s2.2p4.(3P).3p,2S*,1/2,2,2,,T7043,L7481,
751.6988,0.0002,751.699+,13303.200,900,6.54e+06,C,102840.38,116143.58,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,4P*,1/2,2,2,,T7043,L7481,
755.4314,0.0002,755.431+,13237.469,5000,8.9e+06,C+,102680.44,115917.91,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4P*,5/2,4,6,,T7043,L7481,
757.5469,0.0002,757.547+,13200.503,5000,1.32e+07,C,102840.38,116040.88,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,4P*,3/2,2,4,,T7043,L7481,
760.9264,0.0002,760.927+,13141.875,7000,9.0e+06,C+,104731.05,117872.92,2s2.2p4.(3P).3s,2P,3/2,2s2.2p4.(3P).3p,2D*,3/2,4,4,,T7043,L7481,
775.6830,0.0002,775.683+,12891.864,18000,3.23e+07,C+,104731.05,117622.92,2s2.2p4.(3P).3s,2P,3/2,2s2.2p4.(3P).3p,2D*,5/2,4,6,,T7043,L7481,
780.236631,0.000018,780.236+,12816.6246,15000,2.52e+07,C+,105056.28,117872.92,2s2.2p4.(3P).3s,2P,1/2,2s2.2p4.(3P).3p,2D*,3/2,2,4,,T7043,"L9692,L7481",
782.474,0.003,782.474+,12779.97,800,1.92e+06,C+,115917.91,128697.89,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,2F,5/2,6,6,,T7043,L7481,
788.135,0.003,788.135+,12688.19,300,3.56e+06,C+,115917.91,128606.09,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,4P,5/2,6,6,,T7043,L7481,
790.0761,0.0002,790.076+,12657.009,500,1.22e+07,C,116040.88,128697.89,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).3d,2F,5/2,4,6,,T7043,L7481,
793.311,0.003,793.313+,12605.39,2200,2.90e+06,C+,115917.91,128523.28,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,4P,3/2,6,4,,T7043,L7481,
793.8497,0.0002,793.850+,12596.843,350,2.76e+06,C+,115917.91,128514.75,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,4F,7/2,6,8,,T7043,L7481,
795.628,0.003,795.626+,12568.69,600,2.20e+06,C+,116143.58,128712.30,2s2.2p4.(3P).3p,4P*,1/2,2s2.2p4.(3P).3d,2P,3/2,2,4,,T7043,L7481,
795.851,0.003,795.848+,12565.17,300,3.29e+06,C+,116040.88,128606.09,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).3d,4P,5/2,4,6,,T7043,L7481,
804.3142,0.0002,804.314+,12432.952,1000,1.43e+06,C+,104731.05,117164.01,2s2.2p4.(3P).3s,2P,3/2,2s2.2p4.(3P).3p,4D*,5/2,4,6,,T7043,L7481,
807.7740,0.0002,807.774+,12379.701,900,1.41e+07,C+,116143.58,128523.28,2s2.2p4.(3P).3p,4P*,1/2,2s2.2p4.(3P).3d,4P,3/2,2,4,,T7043,L7481,
807.9742,0.0002,807.974+,12376.633,350,1.14e+07,C+,116143.58,128520.22,2s2.2p4.(3P).3p,4P*,1/2,2s2.2p4.(3P).3d,2P,1/2,2,2,,T7043,L7481,
812.879,0.003,812.881+,12301.95,350,3.92e+06,C+,115917.91,128219.83,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,2D,3/2,6,4,,T7043,L7481,
813.150,0.003,813.151+,12297.86,600,1.29e+07,C,116040.88,128338.72,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).3d,4P,1/2,4,2,,T7043,L7481,
816.175,0.003,816.175+,12252.27,300,3.29e+05,C+,105056.28,117308.56,2s2.2p4.(3P).3s,2P,1/2,2s2.2p4.(3P).3p,4D*,3/2,2,4,,T7043,L7481,
818.1588,0.0002,818.159+,12222.567,600,6.0e+06,C,115917.91,128140.48,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,2D,5/2,6,6,,T7043,L7481,
819.3493,0.0002,819.349+,12204.807,300,4.26e+06,C,115917.91,128122.72,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,4D,3/2,6,4,,T7043,L7481,
819.9988,0.0002,819.999+,12195.140,600,3.32e+06,C+,116143.58,128338.72,2s2.2p4.(3P).3p,4P*,1/2,2s2.2p4.(3P).3d,4P,1/2,2,2,,T7043,L7481,
821.0891,0.0002,821.089+,12178.947,350,5.49e+06,C,116040.88,128219.83,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).3d,2D,3/2,4,4,,T7043,L7481,
821.6984,0.0002,821.698+,12169.915,2500,1.48e+07,C+,115917.91,128087.83,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,4D,5/2,6,6,,T7043,L7481,
823.3036,0.0002,823.303+,12146.188,3000,3.79e+07,C+,115917.91,128064.10,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,4D,7/2,6,8,,T7043,L7481,
823.445,0.003,823.444+,12144.10,500,1.08e+07,C+,116040.88,128184.99,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).3d,4D,1/2,4,2,,T7043,L7481,
827.6889,0.0002,827.688+,12081.833,1500,1.95e+07,C,116040.88,128122.72,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).3d,4D,3/2,4,4,,T7043,L7481,
830.0862,0.0002,830.086+,12046.942,2000,1.60e+07,C+,116040.88,128087.83,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).3d,4D,5/2,4,6,,T7043,L7481,
830.468,0.003,830.468+,12041.40,600,1.94e+07,C,116143.58,128184.99,2s2.2p4.(3P).3p,4P*,1/2,2s2.2p4.(3P).3d,4D,1/2,2,2,,T7043,L7481,
834.7850,0.0002,834.784+,11979.133,1200,6.06e+06,C+,116143.58,128122.72,2s2.2p4.(3P).3p,4P*,1/2,2s2.2p4.(3P).3d,4D,3/2,2,4,,T7043,L7481,
860.683,0.003,860.681+,11618.67,14,8.5e+04,C,116987.39,128606.09,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).3d,4P,5/2,8,6,,T7043,L7481,
867.500,0.003,867.501+,11527.37,350,5.61e+05,C+,116987.39,128514.75,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).3d,4F,7/2,8,8,,T7043,L7481,
873.9670,0.0002,873.967+,11442.080,1400,2.74e+06,C,117164.01,128606.09,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).3d,4P,5/2,6,6,,T7043,L7481,
876.902,0.003,876.905+,11403.79,100,1.00e+06,C,117308.56,128712.30,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).3d,2P,3/2,4,4,,T7043,L7481,
878.014,0.003,878.015+,11389.34,1200,6.02e+06,C+,117308.56,128697.89,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).3d,2F,5/2,4,6,,T7043,L7481,
880.178,0.003,880.178+,11361.34,700,4.06e+06,C+,117164.01,128525.35,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).3d,4F,5/2,6,6,,T7043,L7481,
881.0001,0.0002,881.000+,11350.737,900,2.05e+07,C+,117164.01,128514.75,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).3d,4F,7/2,6,8,,T7043,L7481,
883.3657,0.0002,883.365+,11320.34,1000,8.6e+06,C+,117391.95,128712.30,2s2.2p4.(3P).3p,4D*,1/2,2s2.2p4.(3P).3d,2P,3/2,2,4,,T7043,L7481,
884.6931,0.0002,884.693+,11303.355,1200,7.3e+06,C+,117308.56,128611.92,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).3d,4F,3/2,4,4,,T7043,L7481,
885.149,0.003,885.149+,11297.53,700,3.05e+06,C+,117308.56,128606.09,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).3d,4P,5/2,4,6,,T7043,L7481,
890.336,0.003,890.334+,11231.71,1000,4.64e+07,C+,116987.39,128219.13,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).3d,4F,9/2,8,10,,T7043,L7481,
891.272,0.003,891.268+,11219.92,1400,1.98e+07,C+,117391.95,128611.92,2s2.2p4.(3P).3p,4D*,1/2,2s2.2p4.(3P).3d,4F,3/2,2,4,,T7043,L7481,
891.523,0.003,891.521+,11216.76,300,2.19e+07,C+,117308.56,128525.35,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).3d,4F,5/2,4,6,,T7043,L7481,
891.688,0.003,891.685+,11214.69,70,5.4e+05,C,117308.56,128523.28,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).3d,4P,3/2,4,4,,T7043,L7481,
891.934,0.003,891.929+,11211.59,20,3.78e+05,C,117308.56,128520.22,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).3d,2P,1/2,4,2,,T7043,L7481,
896.612,0.003,896.613+,11153.10,40,3.6e+05,D+,116987.39,128140.48,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).3d,2D,5/2,8,6,,T7043,L7481,
898.365,0.003,898.365+,11131.34,125,1.23e+06,C+,117391.95,128523.28,2s2.2p4.(3P).3p,4D*,1/2,2s2.2p4.(3P).3d,4P,3/2,2,4,,T7043,L7481,
898.612,0.003,898.612+,11128.28,35,1.30e+06,C,117391.95,128520.22,2s2.2p4.(3P).3p,4D*,1/2,2s2.2p4.(3P).3d,2P,1/2,2,2,,T7043,L7481,
900.866,0.003,900.865+,11100.43,500,2.85e+06,C,116987.39,128087.83,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).3d,4D,5/2,8,6,,T7043,L7481,
901.933,,901.933+,11087.30,300:,2.33e+06,C,105056.28,116143.58,2s2.2p4.(3P).3s,2P,1/2,2s2.2p4.(3P).3p,4P*,1/2,2,2,,T7043,L20603,
902.797,0.003,902.795+,11076.69,350,1.43e+07,C+,116987.39,128064.10,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).3d,4D,7/2,8,8,,T7043,L7481,
904.458,0.003,904.458+,11056.34,400,2.18e+07,C+,117164.01,128220.36,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).3d,2F,7/2,6,8,,T7043,L7481,
910.483,0.003,910.484+,10983.18,500,2.46e+06,C+,117622.92,128606.09,2s2.2p4.(3P).3p,2D*,5/2,2s2.2p4.(3P).3d,4P,5/2,6,6,,T7043,L7481,
915.429,0.003,915.431+,10923.84,1800,1.04e+07,C+,117164.01,128087.83,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).3d,4D,5/2,6,6,,T7043,L7481,
918.120,0.003,918.119+,10891.82,350,1.93e+07,C+,117622.92,128514.75,2s2.2p4.(3P).3p,2D*,5/2,2s2.2p4.(3P).3d,4F,7/2,6,8,,T7043,L7481,
923.538,0.003,923.542+,10827.92,60,1.49e+06,C,117391.95,128219.83,2s2.2p4.(3P).3p,4D*,1/2,2s2.2p4.(3P).3d,2D,3/2,2,4,,T7043,L7481,
923.791,0.003,923.790+,10824.95,500,1.04e+07,C+,117872.92,128697.89,2s2.2p4.(3P).3p,2D*,3/2,2s2.2p4.(3P).3d,2F,5/2,4,6,,T7043,L7481,
924.711,0.003,924.714+,10814.19,150,5.26e+06,C+,117308.56,128122.72,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).3d,4D,3/2,4,4,,T7043,L7481,
931.690,0.003,931.691+,10733.19,600,1.42e+07,C+,117872.92,128606.09,2s2.2p4.(3P).3p,2D*,3/2,2s2.2p4.(3P).3d,4P,5/2,4,6,,T7043,L7481,
938.753,0.003,938.753+,10652.42,400,5.97e+06,C+,117872.92,128525.35,2s2.2p4.(3P).3p,2D*,3/2,2s2.2p4.(3P).3d,4F,5/2,4,6,,T7043,L7481,
943.626,0.003,943.624+,10597.42,200,2.35e+07,C+,117622.92,128220.36,2s2.2p4.(3P).3p,2D*,5/2,2s2.2p4.(3P).3d,2F,7/2,6,8,,T7043,L7481,
