obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
458.30550,458.30539,0.00007,21819.507,30,8.7e+06,B+,15328.865,37148.377,4d2.(3P).5s,a 4P,3/2,4d2.(3P).5p,y 4P*,3/2,4,4,,T9421,"L7610,L3475",
458.3444,458.3445,0.0003,21817.65,25,1.79e+07,C+,15221.633,37039.285,4d2.(3P).5s,a 4P,1/2,4d2.(3P).5p,y 4P*,1/2,2,2,,T9421,L7610,
459.7816,459.78149,0.00003,21749.46,130,1.9e+07,D+,17116.156,38865.618,4d.5s.(3D).5p,z 4D*,7/2,4d.5s.(3D).5d,f 4D,7/2,8,8,,T4373,"L7610,L3475",
460.6083,460.6083,0.0003,21710.42,95,7.1e+07,B,15328.865,37039.285,4d2.(3P).5s,a 4P,3/2,4d2.(3P).5p,y 4P*,1/2,4,2,,T9421,"L7610,L3475",
461.42830,461.42820,0.00007,21671.840,40,1.66e+07,B+,15476.533,37148.377,4d2.(3P).5s,a 4P,5/2,4d2.(3P).5p,y 4P*,3/2,6,4,,T9421,"L7610,L3475",
464.4998,464.49884,0.00022,21528.53,2000,1.8e+07,C+,0.000,21528.579,4d.5s2,a 2D,3/2,4d.5s.(3D).5p,z 2F*,5/2,4,6,,T4373,"L7610,L3475",
465.50873,465.50867,0.00009,21481.874,140,1.56e+07,A,15994.045,37475.922,4d2.(1D).5s,b 2D,3/2,4d2.(3P).5p,y 4P*,5/2,4,6,,T4373,L7610,
465.96228,465.96229,0.00005,21460.965,200h,5.2e+07,B+,16158.865,37619.829,4d2.(1D).5s,b 2D,5/2,4d2.(1D).5p,w 2F*,7/2,6,8,,T9421,"L7610,L3475",
466.0186,466.01847,0.00018,21458.37,70,,,16066.064,37524.441,4d.5s.(3D).5p,z 2D*,5/2,4d3 <2>,2D,5/2,6,6,,,"L7610,L3475",
466.87796,466.8784+,0.0022,21418.874,85,,,15994.045,37412.90,4d2.(1D).5s,b 2D,3/2,,,5/2,4,6,,,"L7610,L3475",
467.2159,467.21584,0.00011,21403.38,60,,,16146.138,37549.522,4d.5s.(3D).5p,z 2D*,3/2,4d3 <2>,2D,3/2,4,4,,,"L7610,L3475",
467.6157,467.61572,0.00003,21385.08,2000,1.33e+07,C+,530.351,21915.432,4d.5s2,a 2D,5/2,4d.5s.(3D).5p,z 2F*,7/2,6,8,,T4373,"L7610,L3475",
467.96661,467.96659,0.00009,21369.046,60,,,19147.983,40517.030,4d.5s.(3D).5p,z 4P*,5/2,4d.5s.(3D).5d,f 4P,5/2,6,6,,,"L7610,L3475",
469.1079,469.10791,0.00009,21317.06,85,3.39e+07,A,16158.865,37475.922,4d2.(1D).5s,b 2D,5/2,4d2.(3P).5p,y 4P*,5/2,6,6,,T4373,"L7610,L3475",
,469.58661,0.00010,21295.326,,5.0e+06,C+,24698.850,45994.176,4d.5s.(3D).5p,y 2P*,1/2,5p2.(3P).4d?,f 2P,3/2,2,4,,T9421,,
469.8113,469.81138,0.00018,21285.14,180,,,15994.045,37279.183,4d2.(1D).5s,b 2D,3/2,4d2.(1D).5p,w 2F*,5/2,4,6,,,"L7610,L3475",
471.01688,471.01687,0.00006,21230.661,35,9.2e+06,B+,15221.633,36452.295,4d2.(3P).5s,a 4P,1/2,4d2.(1D).5p,w 2D*,3/2,2,4,,T9421,"L7610,L3475",
472.71637,472.71642,0.00007,21154.334,60,1.38e+07,B+,15994.045,37148.377,4d2.(1D).5s,b 2D,3/2,4d2.(3P).5p,y 4P*,3/2,4,4,,T9421,"L7610,L3475",
472.98367,472.98387,0.00007,21142.379,170,,,10529.169,31671.539,5s2.5p,z 2P*,1/2,5s2.6s,e 2S,1/2,2,2,,,"L7610,L3475",
473.36033,473.36037,0.00005,21125.555,51,2.28e+07,B+,15326.741,36452.295,4d2.(3F).5s,a 2F,5/2,4d2.(1D).5p,w 2D*,3/2,6,4,,T9421,L7610,
473.37227,473.37231,0.00005,21125.023,60h,,,16158.865,37283.886,4d2.(1D).5s,b 2D,5/2,5s2.(1S).6p,2P*,3/2,6,4,,,"L7610,L3475",
473.40781,473.40796,0.00005,21123.437,1,1.47e+06,B+,15328.865,36452.295,4d2.(3P).5s,a 4P,3/2,4d2.(1D).5p,w 2D*,3/2,4,4,,T9421,L7610,
474.2727,474.27268,0.00007,21084.92,85,,,16158.865,37243.782,4d2.(1D).5s,b 2D,5/2,4d2.(1D).5p,w 2P*,3/2,6,4,,,"L7610,L3475",
475.41192,475.41162,0.00007,21034.391,160,3.31e+07,B+,15326.741,36361.145,4d2.(3F).5s,a 2F,5/2,4d2.(3P).5p,x 4D*,7/2,6,8,,T9421,"L7610,L3475",
476.2309,476.23066,0.00003,20998.22,410,3.5e+06,C+,530.351,21528.579,4d.5s2,a 2D,5/2,4d.5s.(3D).5p,z 2F*,5/2,6,6,,T4373,"L7610,L3475",
476.4287,476.42842,0.00007,20989.50,4,3.8e+06,B,16158.865,37148.377,4d2.(1D).5s,b 2D,5/2,4d2.(3P).5p,y 4P*,3/2,6,4,,T9421,L7610,
476.74105,476.74073,0.00005,20975.748,3,2.28e+06,B,15476.533,36452.295,4d2.(3P).5s,a 4P,5/2,4d2.(1D).5p,w 2D*,3/2,6,4,,T9421,L7610,
478.1499,478.15012,0.00006,20913.94,17,7.6e+06,B+,15221.633,36135.567,4d2.(3P).5s,a 4P,1/2,4d2.(3P).5p,z 4S*,3/2,2,4,,T9421,"L7610,L3475",
478.23697,478.23671,0.00009,20910.136,120,1.01e+07,B,11277.928,32188.075,4d2.(3F).5s,a 4F,7/2,4d2.(3F).5p,y 4F*,9/2,8,10,,T4373,"L7610,L3475",
478.82135,478.82144,0.00007,20884.616,170,4.4e+07,B+,15476.533,36361.145,4d2.(3P).5s,a 4P,5/2,4d2.(3P).5p,x 4D*,7/2,6,8,,T9421,"L7610,L3475",
480.06423,480.06414,0.00012,20830.546,180,1.57e+07,B+,11078.614,31909.164,4d2.(3F).5s,a 4F,5/2,4d2.(3F).5p,y 4F*,7/2,6,8,,T9421,"L7610,L3475",
480.5656,480.56531,0.00005,20808.81,50,2.26e+07,B+,15326.741,36135.567,4d2.(3F).5s,a 2F,5/2,4d2.(3P).5p,z 4S*,3/2,6,4,,T9421,"L7610,L3475",
480.6146,480.61437,0.00005,20806.69,70,3.47e+07,B+,15328.865,36135.567,4d2.(3P).5s,a 4P,3/2,4d2.(3P).5p,z 4S*,3/2,4,4,,T9421,"L7610,L3475",
482.09855,482.09841,0.00010,20742.647,140,1.58e+07,B,10937.390,31680.043,4d2.(3F).5s,a 4F,3/2,4d2.(3F).5p,y 4F*,5/2,4,6,,T4373,"L7610,L3475",
482.29753,482.29726,0.00007,20734.089,22,1.03e+07,B+,15326.741,36060.842,4d2.(3F).5s,a 2F,5/2,4d2.(3P).5p,x 4D*,5/2,6,6,,T4373,L7610,
482.3469,482.34667,0.00007,20731.97,120,5.06e+07,B+,15328.865,36060.842,4d2.(3P).5s,a 4P,3/2,4d2.(3P).5p,x 4D*,5/2,4,6,,T4373,"L7610,L3475",
484.04991,484.04974,0.00005,20659.027,60,3.05e+07,B+,15476.533,36135.567,4d2.(3P).5s,a 4P,5/2,4d2.(3P).5p,z 4S*,3/2,6,4,,T9421,"L7610,L3475",
484.1218,484.12133,0.00010,20655.96,770,8.6e+07,B,11532.096,32188.075,4d2.(3F).5s,a 4F,9/2,4d2.(3F).5p,y 4F*,9/2,10,10,,T4373,"L7610,L3475",
484.7022,484.70193,0.00012,20631.23,550,6.8e+07,B+,11277.928,31909.164,4d2.(3F).5s,a 4F,7/2,4d2.(3F).5p,y 4F*,7/2,8,8,,T9421,"L7610,L3475",
485.4038,485.40322,0.00010,20601.41,410,6.3e+07,B,11078.614,31680.043,4d2.(3F).5s,a 4F,5/2,4d2.(3F).5p,y 4F*,5/2,6,6,,T4373,"L7610,L3475",
485.5599,485.56007,0.00009,20594.78,120,,,15221.633,35816.407,4d2.(3P).5s,a 4P,1/2,4d2.(3P).5p,x 4D*,3/2,2,4,,,"L7610,L3475",
485.8071,485.80693,0.00007,20584.30,50,2.01e+07,B+,15476.533,36060.842,4d2.(3P).5s,a 4P,5/2,4d2.(3P).5p,x 4D*,5/2,6,6,,T4373,"L7610,L3475",
486.11989,486.12003,0.00012,20571.057,330,7.3e+07,B,10937.390,31508.441,4d2.(3F).5s,a 4F,3/2,4d2.(3F).5p,y 4F*,3/2,4,4,,T4373,"L7610,L3475",
,487.88427,0.00008,20496.664,,1.94e+05,B,15864.481,36361.145,4d2.(3F).5s,a 2F,7/2,4d2.(3P).5p,x 4D*,7/2,8,8,,T9421,,
488.1015,488.10150,0.00008,20487.54,50,,,15328.865,35816.407,4d2.(3P).5s,a 4P,3/2,4d2.(3P).5p,x 4D*,3/2,4,4,,,"L7610,L3475",
488.7656,488.76560,0.00013,20459.71,50,,,15221.633,35681.338,4d2.(3P).5s,a 4P,1/2,4d2.(3P).5p,x 4D*,1/2,2,2,,,"L7610,L3475",
488.8005,488.80036,0.00005,20458.25,40,2.43e+07,B+,15994.045,36452.295,4d2.(1D).5s,b 2D,3/2,4d2.(1D).5p,w 2D*,3/2,4,4,,T9421,"L7610,L3475",
489.4802,489.48041,0.00012,20429.83,95,2.22e+07,C+,11078.614,31508.441,4d2.(3F).5s,a 4F,5/2,4d2.(3F).5p,y 4F*,3/2,6,4,,T4373,"L7610,L3475",
,490.14526,0.00010,20402.115,m(Y II),1.98e+07,B,11277.928,31680.043,4d2.(3F).5s,a 4F,7/2,4d2.(3F).5p,y 4F*,5/2,8,6,,T4373,L3475,
490.7478,490.74774,0.00013,20377.07,100,1.20e+07,B,11532.096,31909.164,4d2.(3F).5s,a 4F,9/2,4d2.(3F).5p,y 4F*,7/2,10,8,,T9421,"L7610,L3475",
491.03603,491.03611,0.00003,20365.104,45,,,16066.064,36431.165,4d.5s.(3D).5p,z 2D*,5/2,4d.5s.(3D).6s,f 2D,5/2,6,6,,,"L7610,L3475",
492.3251,492.32509,0.00008,20311.78,150,,,11359.757,31671.539,5s2.5p,z 2P*,3/2,5s2.6s,e 2S,1/2,4,2,,,"L7610,L3475",
492.77032,492.77032,0.00005,20293.430,10,8.4e+06,B+,16158.865,36452.295,4d2.(1D).5s,b 2D,5/2,4d2.(1D).5p,w 2D*,3/2,6,4,,T9421,L7610,
493.2311,493.23107,0.00005,20274.47,35,,,16146.138,36420.611,4d.5s.(3D).5p,z 2D*,3/2,4d.5s.(3D).6s,f 2D,3/2,4,4,,,"L7610,L3475",
494.99364,494.99363,0.00008,20202.280,6,3.8e+06,B+,16158.865,36361.145,4d2.(1D).5s,b 2D,5/2,4d2.(3P).5p,x 4D*,7/2,6,8,,T9421,L7610,
495.1386,495.13870,0.00008,20196.36,3,1.98e+06,B+,15864.481,36060.842,4d2.(3F).5s,a 2F,7/2,4d2.(3P).5p,x 4D*,5/2,8,6,,T4373,L7610,
495.20425,,,20193.688,45,,,,,,,,,,,1,1,,,"L7610,L3475",
496.4874,496.48681,0.00006,20141.50,1,1.43e+06,B,15994.045,36135.567,4d2.(1D).5s,b 2D,3/2,4d2.(3P).5p,z 4S*,3/2,4,4,,T9421,L7610,
497.56915,497.56915,0.00008,20097.709,120,,,18499.315,38597.024,4d2.(1G).5s,a 2G,9/2,4d2.(1G).5p,y 2G*,9/2,10,10,,,"L7610,L3475",
498.33546,498.33563,0.00008,20066.804,1,4.6e+05,C+,15994.045,36060.842,4d2.(1D).5s,b 2D,3/2,4d2.(3P).5p,x 4D*,5/2,4,6,,T4373,L7610,
500.58310,500.58313,0.00006,19976.703,1,8.6e+05,B,16158.865,36135.567,4d2.(1D).5s,b 2D,5/2,4d2.(3P).5p,z 4S*,3/2,6,4,,T9421,L7610,
500.83589,500.83602,0.00006,19966.620,100,,,18512.402,38479.017,4d2.(1G).5s,a 2G,7/2,4d2.(1G).5p,y 2G*,7/2,8,8,,,"L7610,L3475",
507.1600,507.16021,0.00004,19717.64,75,1.3e+07,D+,19147.983,38865.618,4d.5s.(3D).5p,z 4P*,5/2,4d.5s.(3D).5d,f 4D,7/2,6,8,,T4373,"L7610,L3475",
507.36083,,,19709.839,75,,,,,,,,,,,1,1,,,"L7610,L3475",
508.96193,508.96203,0.00006,19647.835,30,,,19027.593,38675.424,4d.5s.(3D).5p,z 4P*,3/2,4d.5s.(3D).5d,f 4D,5/2,4,6,,,"L7610,L3475",
513.66300,513.66300,0.00011,19468.017,180,,,18499.315,37967.332,4d2.(1G).5s,a 2G,9/2,4d2.(1G).5p,z 2H*,11/2,10,12,,,"L7610,L3475",
520.64598,520.64574,0.00004,19206.909,2,8.e+05,D+,14948.994,34155.912,4d.5s.(3D).5p,z 4F*,3/2,5p2.(3P).5s,e 4P,3/2,4,4,,T4373,L7610,
522.99847,522.99849,0.00006,19120.515,8,4.2e+06,B+,18499.315,37619.829,4d2.(1G).5s,a 2G,9/2,4d2.(1D).5p,w 2F*,7/2,10,8,,T9421,L7610,
523.35668,523.35670,0.00006,19107.428,2,1.30e+06,B+,18512.402,37619.829,4d2.(1G).5s,a 2G,7/2,4d2.(1D).5p,w 2F*,7/2,8,8,,T9421,L7610,
524.22589,524.22589,0.00011,19075.746,181,,,18512.402,37588.148,4d2.(1G).5s,a 2G,7/2,4d2.(1G).5p,z 2H*,9/2,8,10,,,"L7610,L3475",
525.9938,525.99344,0.00004,19011.63,1,2.8e+05,D+,15245.803,34257.447,4d.5s.(3D).5p,z 4F*,5/2,5s2.(2D).5d,e 2D,5/2,6,6,,T4373,L7610,
,527.32826,0.00011,18963.520,,1.1e+06,D+,18512.402,37475.922,4d2.(1G).5s,a 2G,7/2,4d2.(3P).5p,y 4P*,5/2,8,6,,T4373,,
538.21255,538.21255,0.00004,18580.020,75,3.20e+07,B+,15326.741,33906.761,4d2.(3F).5s,a 2F,5/2,4d2.(3F).5p,x 2D*,3/2,6,4,,T4373,"L7610,L3475",
538.2740,538.27409,0.00004,18577.90,2,9.7e+05,C,15328.865,33906.761,4d2.(3P).5s,a 4P,3/2,4d2.(3F).5p,x 2D*,3/2,4,4,,T4373,L7610,
538.98860,538.98857,0.00006,18553.268,5,1.12e+06,C+,15476.533,34029.802,4d2.(3P).5s,a 4P,5/2,4d2.(3F).5p,x 2F*,7/2,6,8,,T4373,L7610,
539.23118,539.23108,0.00004,18544.922,11,2.9e+06,C+,15712.522,34257.447,4d.5s.(3D).5p,z 4F*,7/2,5s2.(2D).5d,e 2D,5/2,8,6,,T4373,L7610,
540.33788,540.33784,0.00004,18506.939,2,6.e+05,D,15245.803,33752.743,4d.5s.(3D).5p,z 4F*,5/2,4d.5s.(3D).6s,e 4D,7/2,6,8,,T4373,L7610,
541.85389,541.85397,0.00004,18455.160,24,,,16066.064,34521.221,4d.5s.(3D).5p,z 2D*,5/2,5p2.(3P).5s,e 4P,5/2,6,6,,,"L7610,L3475",
542.58697,542.58688,0.00004,18430.225,90,3.49e+07,B+,15476.533,33906.761,4d2.(3P).5s,a 4P,5/2,4d2.(3F).5p,x 2D*,3/2,6,4,,T4373,"L7610,L3475",
543.97372,543.97357,0.00004,18383.241,190,,,15864.481,34247.727,4d2.(3F).5s,a 2F,7/2,4d2.(3F).5p,x 2D*,5/2,8,6,,,"L7610,L3475",
546.77607,546.77624,0.00004,18289.023,190,1.05e+07,C,14948.994,33238.011,4d.5s.(3D).5p,z 4F*,3/2,4d.5s.(3D).6s,e 4D,3/2,4,4,,T4373,"L7610,L3475",
546.7986,546.7983,0.0004,18288.27,710,6.4e+07,B+,11532.096,29820.374,4d2.(3F).5s,a 4F,9/2,4d2.(3F).5p,z 4G*,11/2,10,12,,T4373,"L7610,L3475",
546.9990,546.99894,0.00004,18281.57,100,3.78e+07,B+,15326.741,33608.312,4d2.(3F).5s,a 2F,5/2,4d2.(3F).5p,x 2F*,5/2,6,6,,T4373,"L7610,L3475",
547.0624,547.06250,0.00004,18279.45,1,3.6e+05,D+,15328.865,33608.312,4d2.(3P).5s,a 4P,3/2,4d2.(3F).5p,x 2F*,5/2,4,6,,T4373,L7610,
549.4674,549.46752,0.00007,18199.44,60,3.6e+07,C,14948.994,33148.432,4d.5s.(3D).5p,z 4F*,3/2,4d.5s.(3D).6s,e 4D,1/2,4,2,,T4373,"L7610,L3475",
549.7107,549.71082,0.00004,18191.39,35,1.37e+07,C+,16066.064,34257.447,4d.5s.(3D).5p,z 2D*,5/2,5s2.(2D).5d,e 2D,5/2,6,6,,T4373,"L7610,L3475",
550.49928,550.49949,0.00007,18165.328,300,6.39e+07,A,15864.481,34029.802,4d2.(3F).5s,a 2F,7/2,4d2.(3F).5p,x 2F*,7/2,8,8,,T4373,"L7610,L3475",
551.51792,551.51786,0.00004,18131.777,60,2.38e+07,B+,15476.533,33608.312,4d2.(3P).5s,a 4P,5/2,4d2.(3F).5p,x 2F*,5/2,6,6,,T4373,"L7610,L3475",
552.14136,552.14121,0.00004,18111.304,3,1.17e+06,C,16146.138,34257.447,4d.5s.(3D).5p,z 2D*,3/2,5s2.(2D).5d,e 2D,5/2,4,6,,T4373,L7610,
552.32284,552.32290,0.00004,18105.353,120,1.61e+07,B+,15326.741,33432.092,4d2.(3F).5s,a 2F,5/2,4d2.(3F).5p,z 2G*,7/2,6,8,,T9421,"L7610,L3475",
,552.79624,0.00004,18089.8480,,4.0e+05,D+,16066.064,34155.912,4d.5s.(3D).5p,z 2D*,5/2,5p2.(3P).5s,e 4P,3/2,6,4,,T4373,,
552.8338,,,18088.62,24,,,,,,,,,,,1,1,,,"L7593,L3475",
552.9096,552.90826,0.00013,18086.14,740,5.4e+07,B+,11277.928,29364.111,4d2.(3F).5s,a 4F,7/2,4d2.(3F).5p,z 4G*,9/2,8,10,,T4373,"L7610,L3475",
,553.41029,0.00013,18069.776,,1.4e+06,C,19406.146,37475.922,4d2.(3P).5s,a 2P,3/2,4d2.(3P).5p,y 4P*,5/2,4,6,,T4373,,
554.31681,554.31693,0.00004,18040.225,35,5.2e+06,C,15712.522,33752.743,4d.5s.(3D).5p,z 4F*,7/2,4d.5s.(3D).6s,e 4D,7/2,8,8,,T4373,"L7610,L3475",
554.60440,554.60450,0.00004,18030.870,120,1.29e+07,B+,15326.741,33357.608,4d2.(3F).5s,a 2F,5/2,4d2.(3F).5p,y 4D*,5/2,6,6,,T4373,"L7610,L3475",
555.25393,555.25405,0.00004,18009.778,11,6.9e+06,D+,16146.138,34155.912,4d.5s.(3D).5p,z 2D*,3/2,5p2.(3P).5s,e 4P,3/2,4,4,,T4373,L7610,
555.79600,555.79615,0.00004,17992.213,75,2.2e+07,C,15245.803,33238.011,4d.5s.(3D).5p,z 4F*,5/2,4d.5s.(3D).6s,e 4D,3/2,6,4,,T4373,"L7610,L3475",
556.93044,556.93059,0.00004,17955.564,60,1.38e+07,B+,15476.533,33432.092,4d2.(3P).5s,a 4P,5/2,4d2.(3F).5p,z 2G*,7/2,6,8,,T9421,"L7610,L3475",
557.45801,557.45844,0.00004,17938.571,4,1.63e+06,B+,15326.741,33265.298,4d2.(3F).5s,a 2F,5/2,4d2.(3F).5p,y 4D*,3/2,6,4,,T9421,L7610,
557.89643,557.89640,0.00007,17924.474,180,3.2e+07,B,15864.481,33788.956,4d2.(3F).5s,a 2F,7/2,4d2.(3F).5p,z 2G*,9/2,8,10,,T4373,"L7610,L3475",
558.26264,558.26263,0.00004,17912.716,24,1.11e+07,B+,15994.045,33906.761,4d2.(1D).5s,b 2D,3/2,4d2.(3F).5p,x 2D*,3/2,4,4,,T4373,"L7610,L3475",
558.3424,558.34193,0.00007,17910.16,620,,,11078.614,28988.786,4d2.(3F).5s,a 4F,5/2,4d2.(3F).5p,z 4G*,7/2,6,8,,,"L7610,L3475",
559.25042,559.25049,0.00004,17881.077,21,4.9e+06,B+,15476.533,33357.608,4d2.(3P).5s,a 4P,5/2,4d2.(3F).5p,y 4D*,5/2,6,6,,T4373,"L7610,L3475",
559.56772,559.56775,0.00007,17870.938,21,5.0e+06,B+,16158.865,34029.802,4d2.(1D).5s,b 2D,5/2,4d2.(3F).5p,x 2F*,7/2,6,8,,T4373,"L7610,L3475",
560.78910,560.78912,0.00014,17832.016,120,5.8e+06,B+,11532.096,29364.111,4d2.(3F).5s,a 4F,9/2,4d2.(3F).5p,z 4G*,9/2,10,10,,T4373,"L7610,L3475",
562.1522,562.15257,0.00004,17788.78,4,1.96e+06,B,15476.533,33265.298,4d2.(3P).5s,a 4P,5/2,4d2.(3F).5p,y 4D*,3/2,6,4,,T9421,L7610,
562.54507,562.54508,0.00004,17776.353,15,,,16066.064,33842.417,4d.5s.(3D).5p,z 2D*,5/2,4d3,2P,3/2,6,4,,,"L7610,L3475",
563.1701,563.16929,0.00007,17756.63,560,4.5e+07,B+,10937.390,28694.040,4d2.(3F).5s,a 4F,3/2,4d2.(3F).5p,z 4G*,5/2,4,6,,T9421,"L7610,L3475",
563.38143,563.38142,0.00007,17749.964,24,,,15864.481,33614.445,4d2.(3F).5s,a 2F,7/2,4d2.(3F).5p,y 4D*,7/2,8,8,,,"L7610,L3475",
563.44702,563.44707,0.00004,17747.897,21,7.4e+06,B+,16158.865,33906.761,4d2.(1D).5s,b 2D,5/2,4d2.(3F).5p,x 2D*,3/2,6,4,,T4373,"L7610,L3475",
563.57619,563.57615,0.00004,17743.830,1,2.2e+05,D,15864.481,33608.312,4d2.(3F).5s,a 2F,7/2,4d2.(3F).5p,x 2F*,5/2,8,6,,T4373,L7610,
564.33394,564.33393,0.00005,17720.005,3,1.8e+06,D+,16435.907,34155.912,4d.5s.(3D).5p,z 4D*,1/2,5p2.(3P).5s,e 4P,3/2,2,4,,T4373,L7610,
564.62538,564.62538,0.00007,17710.858,120,,,11277.928,28988.786,4d2.(3F).5s,a 4F,7/2,4d2.(3F).5p,z 4G*,7/2,8,8,,,"L7610,L3475",
565.00223,565.00227,0.00005,17699.045,120,,,15712.522,33411.566,4d.5s.(3D).5p,z 4F*,7/2,4d.5s.(3D).6s,e 4D,5/2,8,6,,,"L7610,L3475",
567.68421,567.68426,0.00007,17615.428,90,8.5e+06,B+,11078.614,28694.040,4d2.(3F).5s,a 4F,5/2,4d2.(3F).5p,z 4G*,5/2,6,6,,T9421,"L7610,L3475",
567.72157,567.72161,0.00005,17614.268,17,4.2e+06,B+,15994.045,33608.312,4d2.(1D).5s,b 2D,3/2,4d2.(3F).5p,x 2F*,5/2,4,6,,T4373,L7610,
569.52131,569.52123,0.00005,17558.606,18,1.1e+07,D+,16597.304,34155.912,4d.5s.(3D).5p,z 4D*,3/2,5p2.(3P).5s,e 4P,3/2,4,4,,T4373,"L7610,L3475",
570.8296,570.82966,0.00007,17518.36,160,3.0e+07,C,16234.382,33752.743,4d.5s.(3D).5p,z 4F*,9/2,4d.5s.(3D).6s,e 4D,7/2,10,8,,T4373,"L7610,L3475",
571.6529,571.65308,0.00005,17493.13,7,2.04e+06,B+,15864.481,33357.608,4d2.(3F).5s,a 2F,7/2,4d2.(3F).5p,y 4D*,5/2,8,6,,T4373,L7610,
572.22017,572.22036,0.00007,17475.791,24,,,16435.907,33911.692,4d.5s.(3D).5p,z 4D*,1/2,5p2.(3P).5s,e 4P,1/2,2,2,,,"L7610,L3475",
573.08425,573.08406,0.00005,17449.441,1,2.3e+05,D,16158.865,33608.312,4d2.(1D).5s,b 2D,5/2,4d2.(3F).5p,x 2F*,5/2,6,6,,T4373,L7610,
573.36797,573.36800,0.00005,17440.807,21,7.6e+06,C+,16816.641,34257.447,4d.5s.(3D).5p,z 4D*,5/2,5s2.(2D).5d,e 2D,5/2,6,6,,T4373,"L7610,L3475",
574.18097,574.18097,0.00007,17416.112,12,3.6e+05,B+,11277.928,28694.040,4d2.(3F).5s,a 4F,7/2,4d2.(3F).5p,z 4G*,5/2,8,6,,T9421,L7610,
574.54540,574.54540,0.00005,17405.065,90,,,17116.156,34521.221,4d.5s.(3D).5p,z 4D*,7/2,5p2.(3P).5s,e 4P,5/2,8,6,,,"L7610,L3475",
575.91856,575.91866,0.00005,17363.566,2,7.7e+05,B,15994.045,33357.608,4d2.(1D).5s,b 2D,3/2,4d2.(3F).5p,y 4D*,5/2,4,6,,T4373,L7610,
576.72546,576.72552,0.00005,17339.273,75,3.7e+07,D+,16816.641,34155.912,4d.5s.(3D).5p,z 4D*,5/2,5p2.(3P).5s,e 4P,3/2,6,4,,T4373,"L7610,L3475",
577.55436,577.55434,0.00007,17314.388,35,,,16597.304,33911.692,4d.5s.(3D).5p,z 4D*,3/2,5p2.(3P).5s,e 4P,1/2,4,2,,,"L7610,L3475",
578.93069,578.93062,0.00005,17273.225,15,1.56e+06,B+,16158.865,33432.092,4d2.(1D).5s,b 2D,5/2,4d2.(3F).5p,z 2G*,7/2,6,8,,T9421,L7610,
578.9966,578.99679,0.00005,17271.26,1,6.3e+05,C+,15994.045,33265.298,4d2.(1D).5s,b 2D,3/2,4d2.(3F).5p,y 4D*,3/2,4,4,,T9421,L7610,
582.34523,582.34515,0.00005,17171.945,30,6.5e+06,C,16066.064,33238.011,4d.5s.(3D).5p,z 2D*,5/2,4d.5s.(3D).6s,e 4D,3/2,6,4,,T4373,"L7610,L3475",
583.38666,583.38663,0.00005,17141.290,21,4.2e+06,C+,17116.156,34257.447,4d.5s.(3D).5p,z 4D*,7/2,5s2.(2D).5d,e 2D,5/2,8,6,,T4373,"L7610,L3475",
584.57506,584.57541,0.00005,17106.443,1,4.7e+05,C+,16158.865,33265.298,4d2.(1D).5s,b 2D,5/2,4d2.(3F).5p,y 4D*,3/2,6,4,,T9421,L7610,
587.34478,587.34474,0.00005,17025.775,15,,,16816.641,33842.417,4d.5s.(3D).5p,z 4D*,5/2,4d3,2P,3/2,6,4,,,"L7610,L3475",
588.1559,588.15593,0.00008,17002.30,24,8.5e+06,C,16146.138,33148.432,4d.5s.(3D).5p,z 2D*,3/2,4d.5s.(3D).6s,e 4D,1/2,4,2,,T4373,"L7610,L3475",
590.45475,590.45464,0.00005,16936.099,35,4.1e+06,C,16816.641,33752.743,4d.5s.(3D).5p,z 4D*,5/2,4d.5s.(3D).6s,e 4D,7/2,6,8,,T4373,"L7610,L3475",
594.73335,594.73321,0.00005,16814.258,45,,,16597.304,33411.566,4d.5s.(3D).5p,z 4D*,3/2,4d.5s.(3D).6s,e 4D,5/2,4,6,,,"L7610,L3475",
595.16358,595.16356,0.00005,16802.103,24,5.7e+06,C,16435.907,33238.011,4d.5s.(3D).5p,z 4D*,1/2,4d.5s.(3D).6s,e 4D,3/2,2,4,,T4373,"L7610,L3475",
598.3538,598.35363,0.00008,16712.52,50,1.4e+07,D+,16435.907,33148.432,4d.5s.(3D).5p,z 4D*,1/2,4d.5s.(3D).6s,e 4D,1/2,2,2,,T4373,"L7610,L3475",
601.08477,601.08483,0.00005,16636.589,120,1.9e+07,C,17116.156,33752.743,4d.5s.(3D).5p,z 4D*,7/2,4d.5s.(3D).6s,e 4D,7/2,8,8,,T4373,"L7610,L3475",
602.5076,602.5075,0.0004,16597.30,120,,,0.000,16597.304,4d.5s2,a 2D,3/2,4d.5s.(3D).5p,z 4D*,3/2,4,4,,,"L7610,L3475",
608.96198,608.96259,0.00005,16421.387,50,1.09e+07,C,16816.641,33238.011,4d.5s.(3D).5p,z 4D*,5/2,4d.5s.(3D).6s,e 4D,3/2,6,4,,T4373,"L7610,L3475",
613.6698,613.66974,0.00005,16295.41,120,,,17116.156,33411.566,4d.5s.(3D).5p,z 4D*,7/2,4d.5s.(3D).6s,e 4D,5/2,8,6,,,"L7610,L3475",
