obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
311.2700,311.26991,0.00003,32126.45,45,,,10529.169,42655.628,5s2.5p,z 2P*,1/2,4d.5s.(1D).5d,2P,1/2,2,2,,,"L7610,L3475",
311.5186,,,32100.81,22,,,,,,,,,,,1,1,,,"L7593,L3475",
315.65609,315.65614,0.00011,31680.048,13,2.7e+05,C+,0.000,31680.043,4d.5s2,a 2D,3/2,4d2.(3F).5p,y 4F*,5/2,4,6,,T4373,L7610,
317.37532,317.37527,0.00011,31508.436,3,1.01e+06,C+,0.000,31508.441,4d.5s2,a 2D,3/2,4d2.(3F).5p,y 4F*,3/2,4,4,,T4373,L7610,
318.6865,318.68637,0.00005,31378.80,1,1.92e+05,C+,530.351,31909.164,4d.5s2,a 2D,5/2,4d2.(3F).5p,y 4F*,7/2,6,8,,T9421,L7610,
319.22226,319.222497,0.000023,31326.136,70,,,11359.757,42685.870,5s2.5p,z 2P*,3/2,4d.5s.(1D).5d,2P,3/2,4,4,,,"L7610,L3475",
321.0304,321.03046,0.00004,31149.70,1,3.0e+05,C+,530.351,31680.043,4d.5s2,a 2D,5/2,4d2.(3F).5p,y 4F*,5/2,6,6,,T4373,L7610,
322.801,322.80880,0.00005,30978.8,,1.09e+05,C+,530.351,31508.441,4d.5s2,a 2D,5/2,4d2.(3F).5p,y 4F*,3/2,6,4,,T4373,L7621,
334.1338,334.13401,0.00005,29928.13,55,9.3e+05,C+,16066.064,45994.176,4d.5s.(3D).5p,z 2D*,5/2,5p2.(3P).4d?,f 2P,3/2,6,4,,T9421,"L7610,L3475",
,335.03040,0.00005,29848.038,,1.21e+06,C+,16146.138,45994.176,4d.5s.(3D).5p,z 2D*,3/2,5p2.(3P).4d?,f 2P,3/2,4,4,,T9421,,
338.95551,338.95557,0.00003,29502.397,85,,,15245.803,44748.195,4d.5s.(3D).5p,z 4F*,5/2,5p2.(3P).4d,h 4D,3/2,6,4,,,"L7610,L3475",
339.8007,339.80058,0.00003,29429.02,45,,,16234.382,45663.408,4d.5s.(3D).5p,z 4F*,9/2,,3,7/2,10,8,,,"L7610,L3475",
341.34425,341.34425,0.00004,29295.938,85,,,15712.522,45008.460,4d.5s.(3D).5p,z 4F*,7/2,5p2.(3P).4d,h 4D,5/2,8,6,,,"L7610,L3475",
345.19292,345.19286,0.00003,28969.308,70,,,16234.382,45203.695,4d.5s.(3D).5p,z 4F*,9/2,5p2.(3P).4d,h 4D,7/2,10,8,,,"L7610,L3475",
348.50448,348.50443,0.00012,28694.036,600,6.7e+05,B+,0.000,28694.040,4d.5s2,a 2D,3/2,4d2.(3F).5p,z 4G*,5/2,4,6,,T9421,L7610,
348.67200,348.67196,0.00003,28680.250,170,,,10529.169,39209.422,5s2.5p,z 2P*,1/2,4d.5s.(3D).5d,2P,3/2,2,4,,,"L7610,L3475",
351.15209,351.15216,0.00006,28477.689,4,1.24e+06,C+,15712.522,44190.205,4d.5s.(3D).5p,z 4F*,7/2,5p2.(3P).4d,4F,9/2,8,10,,T9421,L7610,
352.25399,352.25399,0.00004,28388.607,80,,,14948.994,43337.601,4d.5s.(3D).5p,z 4F*,3/2,5p2.(3P).4d,4F,5/2,4,6,,,"L7610,L3475",
355.06727,355.06712,0.00003,28163.677,3,8.2e+04,C+,530.351,28694.040,4d.5s2,a 2D,5/2,4d2.(3F).5p,z 4G*,5/2,6,6,,T9421,L7610,
355.28033,355.28035,0.00008,28146.788,130,,,14948.994,43095.780,4d.5s.(3D).5p,z 4F*,3/2,5p2.(3P).4d,4F,3/2,4,4,,,"L7610,L3475",
355.37054,355.37051,0.00013,28139.643,540,2.28e+07,B+,0.000,28139.645,4d.5s2,a 2D,3/2,4d.5s.(1D).5p,x 2P*,3/2,4,4,,T4373,"L7610,L3475",
355.97579,355.97579,0.00004,28091.798,170,,,15245.803,43337.601,4d.5s.(3D).5p,z 4F*,5/2,5p2.(3P).4d,4F,5/2,6,6,,,"L7610,L3475",
357.24503,357.24507,0.00004,27991.992,190,,,15712.522,43704.511,4d.5s.(3D).5p,z 4F*,7/2,5p2.(3P).4d,4F,7/2,8,8,,,"L7610,L3475",
357.70735,357.70723,0.00007,27955.813,260,9.0e+06,B,16234.382,44190.205,4d.5s.(3D).5p,z 4F*,9/2,5p2.(3P).4d,4F,9/2,10,10,,T9421,"L7610,L3475",
358.8767,,,27864.72,300,,,,,,,,,,,1,1,,,"L7610,L3475",
359.07074,359.07075,0.00003,27849.665,100,,,11359.757,39209.422,5s2.5p,z 2P*,3/2,4d.5s.(3D).5d,2P,3/2,4,4,,,"L7610,L3475",
359.3940,359.39360,0.00013,27824.61,2800,,,0.000,27824.647,4d.5s2,a 2D,3/2,4d.5s.(1D).5p,x 2P*,1/2,4,2,,,"L7610,L3475",
362.1972,362.19687,0.00003,27609.27,4300,2.34e+08,B+,530.351,28139.645,4d.5s2,a 2D,5/2,4d.5s.(1D).5p,x 2P*,3/2,6,4,,T4373,"L7610,L3475",
369.35744,369.35739,0.00007,27074.045,170,4.2e+06,B,17116.156,44190.205,4d.5s.(3D).5p,z 4D*,7/2,5p2.(3P).4d,4F,9/2,8,10,,T9421,"L7610,L3475",
371.91491,371.91492,0.00004,26887.871,60,,,16816.641,43704.511,4d.5s.(3D).5p,z 4D*,5/2,5p2.(3P).4d,4F,7/2,6,8,,,"L7610,L3475",
373.96736,373.96742,0.00004,26740.301,60,,,16597.304,43337.601,4d.5s.(3D).5p,z 4D*,3/2,5p2.(3P).4d,4F,5/2,4,6,,,"L7610,L3475",
375.0957,375.09556,0.00009,26659.86,50,,,16435.907,43095.780,4d.5s.(3D).5p,z 4D*,1/2,5p2.(3P).4d,4F,3/2,2,4,,,"L7610,L3475",
387.78813,387.78801,0.00005,25787.277,80,,,16066.064,41853.349,4d.5s.(3D).5p,z 2D*,5/2,,1.4,3/2,6,4,,,"L7610,L3475",
388.88665,388.88666,0.00003,25714.434,30,,,11359.757,37074.190,5s2.5p,z 2P*,3/2,4d.5s.(1D).6s,f 2D,5/2,4,6,,,"L7610,L3475",
390.57022,390.57018,0.00003,25603.591,60h,,,16066.064,41669.657,4d.5s.(3D).5p,z 2D*,5/2,4d.5s.(1D).5d,2D,5/2,6,6,,,"L7610,L3475",
,391.92778,0.00003,25514.9050,,4.4e+06,B+,10937.390,36452.295,4d2.(3F).5s,a 4F,3/2,4d2.(1D).5p,w 2D*,3/2,4,4,,T9421,,
391.9358,391.93580,0.00005,25514.39,50h,,,16146.138,41660.521,4d.5s.(3D).5p,z 2D*,3/2,4d.5s.(1D).5d,2D,3/2,4,4,,,"L7610,L3475",
393.1211,393.12079,0.00005,25437.46,60h,,,16066.064,41503.538,4d.5s.(3D).5p,z 2D*,5/2,4d.5s.(3D).5d,2D,5/2,6,6,,,"L7610,L3475",
395.62042,395.62047,0.00003,25276.754,60h,,,16146.138,41422.889,4d.5s.(3D).5p,z 2D*,3/2,4d.5s.(3D).5d,2D,3/2,4,4,,,"L7610,L3475",
398.86081,398.860726,0.000022,25071.403,40,,,11359.757,36431.165,5s2.5p,z 2P*,3/2,4d.5s.(3D).6s,f 2D,5/2,4,6,,,"L7610,L3475",
,399.09082,0.00004,25056.9530,,7.1e+06,B,11078.614,36135.567,4d2.(3F).5s,a 4F,5/2,4d2.(3P).5p,z 4S*,3/2,6,4,,T9421,,
404.0967,404.09636,0.00016,24746.55,940,1.12e+07,B+,0.000,24746.573,4d.5s2,a 2D,3/2,4d.5s.(1D).5p,y 2D*,5/2,4,6,,T4373,"L7610,L3475",
404.87718,404.87715,0.00017,24698.848,2400,,,0.000,24698.850,4d.5s2,a 2D,3/2,4d.5s.(3D).5p,y 2P*,1/2,4,2,,,"L7610,L3475",
407.8510,407.85112,0.00017,24518.76,9400,1.11e+08,C+,0.000,24518.751,4d.5s2,a 2D,3/2,4d.5s.(1D).5p,y 2F*,5/2,4,6,,T4373,"L7610,L3475",
408.23374,408.23375,0.00004,24495.770,90h,,,18499.315,42995.085,4d2.(1G).5s,a 2G,9/2,4d2.(1G).5p,v 2F*,7/2,10,8,,,"L7610,L3475",
408.4858,408.48562,0.00017,24480.66,2000,2.5e+07,C+,0.000,24480.666,4d.5s2,a 2D,3/2,4d.5s.(3D).5p,y 2P*,3/2,4,4,,T4373,"L7610,L3475",
,408.73722,0.00007,24465.597,,3.8e+06,C+,21528.579,45994.176,4d.5s.(3D).5p,z 2F*,5/2,5p2.(3P).4d?,f 2P,3/2,6,4,,T9421,,
410.3522,410.35269,0.00004,24369.31,9900,1.27e+08,C+,530.351,24899.632,4d.5s2,a 2D,5/2,4d.5s.(1D).5p,y 2F*,7/2,6,8,,T4373,"L7610,L3475",
410.75430,410.75432,0.00015,24345.454,60h,,,18512.402,42857.855,4d2.(1G).5s,a 2G,7/2,4d2.(1G).5p,v 2F*,5/2,8,6,,,"L7610,L3475",
411.1965,411.19635,0.00007,24319.27,80,,,15245.803,39565.085,4d.5s.(3D).5p,z 4F*,5/2,4d.5s.(3D).5d,e 4F,5/2,6,6,,,"L7610,L3475",
412.9469,412.946330,0.000024,24216.19,8900,1.56e+08,A,530.351,24746.573,4d.5s2,a 2D,5/2,4d.5s.(1D).5p,y 2D*,5/2,6,6,,T4373,"L7611,L3475",
