obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 18
100.85859,0.00006,100.858622,0.000004,10000,2.1e+08,D+,46049.0620,145197.750,4d9.(2D<3/2>).5s,2[3/2],2,4d9.(2D<5/2>).4f,2[3/2]*,2,,T9142,L11881c113,
101.02435,0.00005,101.024336,0.000007,36000,6.1e+08,D+,46049.0620,145035.112,4d9.(2D<3/2>).5s,2[3/2],2,4d8.(3F).5s.5p.(3P*),1D*,2,,T9142,L11881c113,
101.41648,0.00005,101.41646,0.00005,27000,3.0e+08,D+,43742.7348,142346.06,4d9.(2D<3/2>).5s,2[3/2],1,4d8.(3F).5s.5p.(3P*),3D*,1,,T9142,L11881c113,
101.53869,0.00005,101.53867,0.00005,15000,1.5e+08,D+,40745.3671,139230.01,4d9.(2D<5/2>).5s,2[5/2],2,4d8.(3F).5s.5p.(3P*),3D*,2,,T9142,L11881c113,
101.72918,0.00006,101.729154,0.000010,1900,,,39168.0177,137468.255,4d9.(2D<5/2>).5s,2[5/2],3,4d9.(2D<3/2>).6p,2[3/2]*,2,,,L11881c113,
102.03195,0.00005,102.031964,0.000025,3300,,,39168.0177,137176.52,4d9.(2D<5/2>).5s,2[5/2],3,4d9.(2D<3/2>).6p,2[5/2]*,3,,,L11881c113,
102.15493,0.00005,102.15491,0.00005,12000,1.2e+08,D+,40745.3671,138635.91,4d9.(2D<5/2>).5s,2[5/2],2,4d8.(3F).5s.5p.(3P*),3D*,3,,T9142,L11881c113,
102.83243,0.00005,102.83239,0.00005,14000,,,43742.7348,140988.36,4d9.(2D<3/2>).5s,2[3/2],1,4d8.(3P).5s.5p.(3P*),5P*,1,,,L11881c113,
102.85770,0.00005,102.85769,0.00005,6300,,,43742.7348,140964.44,4d9.(2D<3/2>).5s,2[3/2],1,4d8.(3P).5s.5p.(3P*),5P*,2,,,L11881c113,
103.15741,0.00005,103.157619,0.000010,4500,,,39168.0177,136107.052,4d9.(2D<5/2>).5s,2[5/2],3,4d8.(3F).5s.5p.(3P*),5F*,4,,,L11881c113,
103.38811,0.00005,103.388145,0.000011,4600,,,40745.3671,137468.255,4d9.(2D<5/2>).5s,2[5/2],2,4d9.(2D<3/2>).6p,2[3/2]*,2,,,L11881c113,
103.42345,0.00005,103.423469,0.000013,8800,,,40745.3671,137435.220,4d9.(2D<5/2>).5s,2[5/2],2,4d8.(3F).5s.5p.(3P*),5F*,3,,,L11881c113,
103.64837,0.00005,103.648380,0.000008,1600,,,40745.3671,137225.409,4d9.(2D<5/2>).5s,2[5/2],2,4d9.(2D<3/2>).6p,2[3/2]*,1,,,L11881c113,
103.70110,0.00005,103.70093,0.00003,6300,,,40745.3671,137176.52,4d9.(2D<5/2>).5s,2[5/2],2,4d9.(2D<3/2>).6p,2[5/2]*,3,,,L11881c113,
103.84537,0.00012,103.84540,0.00006,600,,,46049.0620,142346.06,4d9.(2D<3/2>).5s,2[3/2],2,4d8.(3F).5s.5p.(3P*),3D*,1,,,L11881c113,
103.89900,0.00005,103.899013,0.000010,910,,,39168.0177,135415.323,4d9.(2D<5/2>).5s,2[5/2],3,4d8.(3F).5s.5p.(3P*),5G*,2,,,L11881c113,
104.07217,0.00005,104.072178,0.000015,3100,,,40745.3671,136832.527,4d9.(2D<5/2>).5s,2[5/2],2,4d9.(2D<3/2>).6p,2[1/2]*,1,,,L11881c113,
104.30659,0.00005,104.30655,0.00005,3400,,,46049.0620,141920.32,4d9.(2D<3/2>).5s,2[3/2],2,4d8.(3F).5s.5p.(3P*),3F*,3,,,L11881c113,
104.41292,0.00008,104.412986,0.000019,340,,,40745.3671,136518.895,4d9.(2D<5/2>).5s,2[5/2],2,4d9.(2D<3/2>).6p,2[5/2]*,2,,,L11881c113,
104.72603,0.00005,104.72600,0.00005,2900,,,43742.7348,139230.01,4d9.(2D<3/2>).5s,2[3/2],1,4d8.(3F).5s.5p.(3P*),3D*,2,,,L11881c113,
105.06948,0.00006,105.069479,0.000008,2300,,,39168.0177,134343.135,4d9.(2D<5/2>).5s,2[5/2],3,4d8.(3F).5s.5p.(3P*),5G*,3,,,L11881c113,
105.63027,0.00006,105.630133,0.000010,2500,,,40745.3671,135415.323,4d9.(2D<5/2>).5s,2[5/2],2,4d8.(3F).5s.5p.(3P*),5G*,2,,,L11881c113,
105.76448,0.00007,105.76457,0.00007,920,,,46049.0620,140598.68,4d9.(2D<3/2>).5s,2[3/2],2,4d8.(3F).5s.5p.(3P*),3G*,3,,,L11881c113,
106.3224,0.0011,106.322130,0.000005,1100,,,40745.3671,134799.164,4d9.(2D<5/2>).5s,2[5/2],2,4d8.(3F).5s.5p.(3P*),5D*,1,,,L647c114,
106.54841,0.00007,106.548406,0.000003,2100,,,39168.0177,133022.073,4d9.(2D<5/2>).5s,2[5/2],3,4d9.(2D<5/2>).6p,2[5/2]*,3,,,L11881c113,
106.66403,0.00007,106.664026,0.000006,210,,,39168.0177,132920.339,4d9.(2D<5/2>).5s,2[5/2],3,4d9.(2D<5/2>).6p,2[5/2]*,2,,,L11881c113,
106.69452,0.00007,106.694527,0.000011,580,,,43742.7348,137468.255,4d9.(2D<3/2>).5s,2[3/2],1,4d9.(2D<3/2>).6p,2[3/2]*,2,,,L11881c113,
106.84019,0.00007,106.840155,0.000008,1300,,,40745.3671,134343.135,4d9.(2D<5/2>).5s,2[5/2],2,4d8.(3F).5s.5p.(3P*),5G*,3,,,L11881c113,
106.92823,0.00007,106.928243,0.000008,1000,,,39168.0177,132688.679,4d9.(2D<5/2>).5s,2[5/2],3,4d8.(3F).5s.5p.(3P*),5G*,4,,,L11881c113,
106.97171,0.00007,106.971694,0.000008,1700,,,43742.7348,137225.409,4d9.(2D<3/2>).5s,2[3/2],1,4d9.(2D<3/2>).6p,2[3/2]*,1,,,L11881c113,
107.22519,0.00007,107.225210,0.000003,1700,,,39168.0177,132429.668,4d9.(2D<5/2>).5s,2[5/2],3,4d9.(2D<5/2>).6p,2[7/2]*,4,,,L11881c113,
107.70106,0.00007,107.701091,0.000017,740,,,39168.0177,132017.588,4d9.(2D<5/2>).5s,2[5/2],3,4d9.(2D<5/2>).6p,2[7/2]*,3,,,L11881c113,
107.78631,0.00007,107.786310,0.000020,1200,,,43742.7348,136518.895,4d9.(2D<3/2>).5s,2[3/2],1,4d9.(2D<3/2>).6p,2[5/2]*,2,,,L11881c113,
108.009,0.005,108.00670,0.00007,110,,,46049.0620,138635.91,4d9.(2D<3/2>).5s,2[3/2],2,4d8.(3F).5s.5p.(3P*),3D*,3,,,L647c114,
108.21458,0.00007,108.21457,0.00007,820,,,39168.0177,131577.02,4d9.(2D<5/2>).5s,2[5/2],3,4d9.(2D<5/2>).6p,2[3/2]*,2,,,L11881c113,
108.22921,0.00007,108.22923,0.00004,610,,,40745.3671,133141.85,4d9.(2D<5/2>).5s,2[5/2],2,4d8.(3F).5s.5p.(3P*),5D*,2,,,L11881c113,
108.36971,0.00007,108.369712,0.000004,550,,,40745.3671,133022.073,4d9.(2D<5/2>).5s,2[5/2],2,4d9.(2D<5/2>).6p,2[5/2]*,3,,,L11881c113,
108.48911,0.00007,108.489320,0.000005,670,,,40745.3671,132920.339,4d9.(2D<5/2>).5s,2[5/2],2,4d9.(2D<5/2>).6p,2[5/2]*,2,,,L11881c113,
