obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
522.657,522.661+,20hl,,,123254.60,142382.13,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<1>).7s,2[1],3/2,,,L6925,
522.690,522.684+,10hl,,,129248.39,148375.10,5s2.5p4.(1S<0>).6s,2[0],1/2,5s2.5p4.(3P<1>).4f,2[2]*,3/2,,,L6925,
524.775,524.775+,20h,,,120853.16,139903.63,5s2.5p4.(1D<2>).5d,2[3],7/2,5s2.5p4.(3P<2>).4f,2[5]*,9/2,,,L6925,
525.989,525.991+,30,,,113512.36,132518.82,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(3P<2>).7s,2[2],5/2,,,L6925,
526.044,526.044+,200,2.2e+07,,104250.06,123254.60,5s2.5p4.(3P<1>).5d,2[1],1/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,T8043,L6925,
526.195,526.198+,200,8.5e+07,,112924.84,131923.79,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,T8043,L6925,
526.831,526.827+,50*,,,129248.39,148224.69,5s2.5p4.(1S<0>).6s,2[0],1/2,5s2.5p4.(1S<0>).6p,2[1]*,1/2,,,L6925,
526.831,526.831+,50*,,,105313.33,124289.45,5s2.5p4.(3P<2>).5d,2[1],3/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
528.246,528.248+,2h,,,116783.09,135708.32,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).6d,2[2],3/2,,,L6925,
529.13,529.127+,2h,,,136569.63,155463.41,5s2.5p4.(1S<0>).5d,2[2],5/2,5s2.5p4.(1D<2>).4f,2[1]*,3/2,,,L6925,
529.222,529.221+,1000,8.9e+07,,93068.44,111958.89,5s2.5p4.(3P<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).6p,2[2]*,5/2,,T8043,L6925,
530.927,530.927+,200,,,102799.07,121628.82,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
531.387,531.388+,800,,,113705.40,132518.82,5s2.5p4.(3P<2>).6p,2[3]*,7/2,5s2.5p4.(3P<2>).7s,2[2],5/2,,,L6925,
531.983,531.970+,3^,,,120853.16,139645.98,5s2.5p4.(1D<2>).5d,2[3],7/2,5s2.5p4.(3P<2>).7p,2[3]*,5/2,,,L6925,
532.783,532.786+,3,,,116783.09,135547.13,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).6d,2[2],5/2,,,L6925,
533.933,533.933+,1000,,,93068.44,111792.17,5s2.5p4.(3P<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).6p,2[2]*,3/2,,,L6925,
536.320,536.319+,150,,,124289.45,142929.90,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).7s,2[1],1/2,,,L6925,
536.807,536.806+,100,,,105947.55,124571.09,5s2.5p4.(3P<2>).5d,2[0],1/2,5s2.5p4.(3P<1>).6p,2[1]*,1/2,,,L6925,
537.239,537.239+,300,7.1e+07,,95064.38,113672.89,5s2.5p4.(3P<2>).6s,2[2],3/2,5s2.5p4.(3P<2>).6p,2[1]*,1/2,,T8043,L6925,
541.536,541.543+,50H^,,,121179.80,139640.43,5s2.5p4.(3P<1>).6p,2[0]*,1/2,5s2.5p4.(3P<2>).6d,2[1],3/2,,,L6925,
541.915,541.914+,2000,6.2e+07,,95064.38,113512.36,5s2.5p4.(3P<2>).6s,2[2],3/2,5s2.5p4.(3P<2>).6p,2[3]*,5/2,,T8043,L6925,
542.807,542.801+,2hs^,,,129667.35,148085.19,5s2.5p4.(1D<2>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[1],3/2,,,L6925,
543.896,543.897+,400,7.4e+07,,102799.07,121179.80,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(3P<1>).6p,2[0]*,1/2,,T8043,L6925,
544.545,544.546+,150,,,124571.09,142929.90,5s2.5p4.(3P<1>).6p,2[1]*,1/2,5s2.5p4.(3P<1>).7s,2[1],1/2,,,L6925,
545.045,545.048+,100,,,105947.55,124289.45,5s2.5p4.(3P<2>).5d,2[0],1/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
545.090,545.093+,20,,,111326.96,129667.35,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
546.039,546.038+,300,,,95396.74,113705.40,5s2.5p4.(3P<2>).5d,2[2],5/2,5s2.5p4.(3P<2>).6p,2[3]*,7/2,,,L6925,
546.954,546.957+,20h,,,116783.09,135060.97,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).5d,2[0],1/2,,,L6925,
547.261,547.261+,500,9.9e+06,,95437.67,113705.40,5s2.5p4.(3P<2>).5d,2[3],7/2,5s2.5p4.(3P<2>).6p,2[3]*,7/2,,T8043,L6925,
548.113,548.107+,1h,,,138062.59,156302.13,5s2.5p4.(1S<0>).5d,2[2],3/2,5s2.5p4.(1D<2>).4f,2[2]*,3/2,,,L6925,
550.746,550.747+,2h,,,120853.16,139005.27,5s2.5p4.(1D<2>).5d,2[3],7/2,5s2.5p4.(3P<2>).4f,2[3]*,7/2,,,L6925,
551.856,551.857+,1,,,95396.74,113512.36,5s2.5p4.(3P<2>).5d,2[2],5/2,5s2.5p4.(3P<2>).6p,2[3]*,5/2,,,L6925,
551.877,551.884+,1,,,120853.16,138967.87,5s2.5p4.(1D<2>).5d,2[3],7/2,5s2.5p4.(3P<2>).4f,2[4]*,9/2,,,L6925,
552.553,552.556+,50,,,124289.45,142382.13,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).7s,2[1],3/2,,,L6925,
553.107,553.106+,400,8.8e+06,,95437.67,113512.36,5s2.5p4.(3P<2>).5d,2[3],7/2,5s2.5p4.(3P<2>).6p,2[3]*,5/2,,T8043,L6925,
555.150,555.146+,4Hs^,,,139094.28,157102.56,5s2.5p4.(3P<2>).6d,2[3],5/2,5s2.5p4.(1D<2>).4f,2[3]*,7/2,,,L6925,
557.091,557.078+,1,,,138967.87,156913.68,5s2.5p4.(3P<2>).4f,2[4]*,9/2,5s2.5p4.(3P<2>).6g,2[6],11/2,,,L6991,
557.219,557.219+,50,,,105313.33,123254.60,5s2.5p4.(3P<2>).5d,2[1],3/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
558.35,558.35+,2H,,,138967.87,156872.9,5s2.5p4.(3P<2>).4f,2[4]*,9/2,5s2.5p4.(3P<2>).6g,2[5],11/2,,,L6925,
559.161,559.160+,2H,,,131923.79,149802.80,5s2.5p4.(1D<2>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).7s,2[2],3/2,,,L6925,
559.487,559.487+,15Hw,,,139005.27,156873.84,5s2.5p4.(3P<2>).4f,2[3]*,7/2,5s2.5p4.(3P<2>).6g,2[5],9/2,,,L6925,
561.289,561.294+,1h-,,,124571.09,142382.13,5s2.5p4.(3P<1>).6p,2[1]*,1/2,5s2.5p4.(3P<1>).7s,2[1],3/2,,,L6925,
561.667,561.667+,150,,,105313.33,123112.54,5s2.5p4.(3P<2>).5d,2[1],3/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,,L6925,
562.478,562.47+,1Hl*,,,139128.78,156902.5,5s2.5p4.(3P<2>).7p,2[2]*,5/2,5s2.5p4.(3P<2>).6g,2[3],5/2,,,L6925,
562.478,562.481+,1Hl*,,,131923.79,149697.24,5s2.5p4.(1D<2>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).7s,2[2],5/2,,,L6925,
563.324,563.327+,3H,,,139128.78,156875.52,5s2.5p4.(3P<2>).7p,2[2]*,5/2,5s2.5p4.(3P<2>).6g,2[4],7/2,,,L6925,
565.053,565.040+,1h,,,139182.58,156875.52,5s2.5p4.(3P<2>).4f,2[3]*,5/2,5s2.5p4.(3P<2>).6g,2[4],7/2,,,L6925,
565.938,565.935+,150,,,106906.12,124571.09,5s2.5p4.(3P<1>).6s,2[1],1/2,5s2.5p4.(3P<1>).6p,2[1]*,1/2,,,L6925,
566.756,566.755+,300,,,96033.48,113672.89,5s2.5p4.(3P<2>).5d,2[2],3/2,5s2.5p4.(3P<2>).6p,2[1]*,1/2,,,L6925,
567.091,567.096+,50,,,123254.60,140883.42,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<0>).7s,2[0],1/2,,,L6925,
567.515,567.515+,1,,,102799.07,120414.87,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(3P<0>).6p,2[1]*,1/2,,,L6925,
568.187,568.184+,1h,,,132207.76,149802.80,5s2.5p4.(1D<2>).6p,2[2]*,5/2,5s2.5p4.(1D<2>).7s,2[2],3/2,,,L6925,
568.649,568.651+,2h,,,139640.43,157221.03,5s2.5p4.(3P<2>).6d,2[1],3/2,5s2.5p4.(1D<2>).4f,2[3]*,5/2,,,L6925,
568.820,568.815+,2^,,,138726.59,156302.13,5s2.5p4.(3P<2>).6d,2[0],1/2,5s2.5p4.(1D<2>).4f,2[2]*,3/2,,,L6925,
569.961,569.959+,100,,,111326.96,128867.20,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
571.610,571.614+,100H,,,132207.76,149697.24,5s2.5p4.(1D<2>).6p,2[2]*,5/2,5s2.5p4.(1D<2>).7s,2[2],5/2,,,L6925,
571.961,571.960+,200,6.1e+06,,96033.48,113512.36,5s2.5p4.(3P<2>).5d,2[2],3/2,5s2.5p4.(3P<2>).6p,2[3]*,5/2,,T8043,L6925,
572.691,572.688+,200,,,114751.08,132207.76,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
573.056,573.04+,0,,,139645.98,157091.9,5s2.5p4.(3P<2>).7p,2[3]*,5/2,5s2.5p4.(3P<1>).8s,2[1],3/2,,,L6991,
574.42,574.42+,1^,,,139498.46,156902.5,5s2.5p4.(3P<2>).4f,2[2]*,3/2,5s2.5p4.(3P<2>).6g,2[3],5/2,,,L6925,
575.103,575.104+,200,,,106906.12,124289.45,5s2.5p4.(3P<1>).6s,2[1],1/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
575.256,575.255+,10,,,104250.06,121628.82,5s2.5p4.(3P<1>).5d,2[1],1/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
575.865,575.867+,100,,,112703.64,130063.96,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(1D<2>).6p,2[3]*,7/2,,,L6925,
577.639,577.639+,100,,,105947.55,123254.60,5s2.5p4.(3P<2>).5d,2[0],1/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
578.083,578.082+,1-,,,114913.98,132207.76,5s2.5p4.(1D<2>).5d,2[4],7/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
579.188,579.197+,1hl,,,129667.35,146927.86,5s2.5p4.(1D<2>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[3],5/2,,,L6925,
580.95,580.969+,1Hw,,,139094.28,156302.13,5s2.5p4.(3P<2>).6d,2[3],5/2,5s2.5p4.(1D<2>).4f,2[2]*,3/2,,,L6925,
581.596,581.594+,50,,,107381.74,124571.09,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<1>).6p,2[1]*,1/2,,,L6925,
582.157,582.158+,1-,,,114751.08,131923.79,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,,L6925,
582.479,582.459+,1-,,,132518.82,149682.65,5s2.5p4.(3P<2>).7s,2[2],5/2,5s2.5p4.(3P<1>).4f,2[3]*,7/2,,,L6925,
583.55,583.55+,5Hw,,,139782.0,156913.8,5s2.5p4.(3P<2>).4f,2[5]*,11/2,5s2.5p4.(3P<2>).6g,2[6],13/2,,,L6925,
584.928,584.94+,0,,,139782.0,156872.9,5s2.5p4.(3P<2>).4f,2[5]*,11/2,5s2.5p4.(3P<2>).6g,2[5],11/2,,,L6991,
585.547,585.553+,1,,,128867.20,145940.34,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(3P<1>).6d,2[2],3/2,,,L6925,
585.947,585.947+,2H,,,132741.15,149802.80,5s2.5p4.(1D<2>).6p,2[1]*,1/2,5s2.5p4.(1D<2>).7s,2[2],3/2,,,L6925,
587.725,587.725+,1-,,,139903.63,156913.68,5s2.5p4.(3P<2>).4f,2[5]*,9/2,5s2.5p4.(3P<2>).6g,2[6],11/2,,,L6925,
588.982,588.996+,4,,,139903.63,156876.96,5s2.5p4.(3P<2>).4f,2[5]*,9/2,5s2.5p4.(3P<2>).6g,2[4],9/2,,,L6991,
589.026,589.046+,0,,,139903.63,156875.52,5s2.5p4.(3P<2>).4f,2[5]*,9/2,5s2.5p4.(3P<2>).6g,2[4],7/2,,,L7270,
589.170,589.14+,4,,,139903.63,156872.9,5s2.5p4.(3P<2>).4f,2[5]*,9/2,5s2.5p4.(3P<2>).6g,2[5],11/2,,,L6991,
589.329,589.330+,150,,,112703.64,129667.35,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
590.513,590.513+,200,,,104250.06,121179.80,5s2.5p4.(3P<1>).5d,2[1],1/2,5s2.5p4.(3P<1>).6p,2[0]*,1/2,,,L6925,
590.967,590.964+,30h,,,124070.06,140986.89,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(3P<2>).7p,2[2]*,3/2,,,L6925,
591.280,591.282+,5h,,,107381.74,124289.45,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
591.332,591.33+,1,,,140185.67,157091.9,5s2.5p4.(3P<2>).4f,2[1]*,1/2,5s2.5p4.(3P<1>).8s,2[1],3/2,,,L7270,
591.744,591.744+,50,,,95064.38,111958.89,5s2.5p4.(3P<2>).6s,2[2],3/2,5s2.5p4.(3P<2>).6p,2[2]*,5/2,,,L6925,
592.150,592.155+,1,,,121179.80,138062.59,5s2.5p4.(3P<1>).6p,2[0]*,1/2,5s2.5p4.(1S<0>).5d,2[2],3/2,,,L6925,
592.815,592.818+,3H^,,,130063.96,146927.86,5s2.5p4.(1D<2>).6p,2[3]*,7/2,5s2.5p4.(3P<1>).6d,2[3],5/2,,,L6925,
593.414,593.414+,2,,,140029.99,156876.96,5s2.5p4.(3P<2>).4f,2[4]*,7/2,5s2.5p4.(3P<2>).6g,2[4],9/2,,,L6925,
593.455,593.465+,1H,,,140029.99,156875.52,5s2.5p4.(3P<2>).4f,2[4]*,7/2,5s2.5p4.(3P<2>).6g,2[4],7/2,,,L6925,
593.499,593.524+,0,,,140029.99,156873.84,5s2.5p4.(3P<2>).4f,2[4]*,7/2,5s2.5p4.(3P<2>).6g,2[5],9/2,,,L7270,
594.553,594.553+,300,,,96858.18,113672.89,5s2.5p4.(3P<2>).5d,2[1],1/2,5s2.5p4.(3P<2>).6p,2[1]*,1/2,,,L6925,
595.803,595.804+,50,,,106475.21,123254.60,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
596.452,596.437+,1-,,,132518.82,149280.40,5s2.5p4.(3P<2>).7s,2[2],5/2,5s2.5p4.(3P<1>).4f,2[4]*,7/2,,,L6925,
597.113,597.117+,200,,,112924.84,129667.35,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
597.30,597.320+,1h,,,138726.59,155463.41,5s2.5p4.(3P<2>).6d,2[0],1/2,5s2.5p4.(1D<2>).4f,2[1]*,3/2,,,L6925,
597.646,597.642+,1000,2.8e+07,,95064.38,111792.17,5s2.5p4.(3P<2>).6s,2[2],3/2,5s2.5p4.(3P<2>).6p,2[2]*,3/2,,T8043,L6925,
597.92,597.906+,1H,,,128867.20,145587.61,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(3P<1>).6d,2[3],7/2,,,L6925,
598.844,598.844+,1,,,140209.99,156904.21,5s2.5p4.(3P<2>).4f,2[2]*,5/2,5s2.5p4.(3P<2>).6g,2[3],7/2,,,L6925,
599.186,599.177+,1H,,,124301.96,140986.89,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(3P<2>).7p,2[2]*,3/2,,,L6925,
599.83,599.837+,1^,,,107904.50,124571.09,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(3P<1>).6p,2[1]*,1/2,,,L6925,
599.867,599.875+,0bl,,,140209.99,156875.52,5s2.5p4.(3P<2>).4f,2[2]*,5/2,5s2.5p4.(3P<2>).6g,2[4],7/2,,,L7270,
600.03,600.013+,1-,,,139640.43,156302.13,5s2.5p4.(3P<2>).6d,2[1],3/2,5s2.5p4.(1D<2>).4f,2[2]*,3/2,,,L6925,
600.892,600.892+,100,,,106475.21,123112.54,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,,L6925,
602.414,602.411+,2^,,,139640.43,156235.80,5s2.5p4.(3P<2>).6d,2[1],3/2,5s2.5p4.(1D<2>).4f,2[2]*,5/2,,,L6925,
602.458,602.462+,3H,,,124289.45,140883.42,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<0>).7s,2[0],1/2,,,L6925,
603.620,603.619+,500,7.5e+06,,95396.74,111958.89,5s2.5p4.(3P<2>).5d,2[2],5/2,5s2.5p4.(3P<2>).6p,2[2]*,5/2,,T8043,L6925,
604.853,604.870+,5h^,,,123112.54,139640.43,5s2.5p4.(3P<1>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).6d,2[1],3/2,,,L6925,
605.115,605.115+,1000,1.7e+07,,95437.67,111958.89,5s2.5p4.(3P<2>).5d,2[3],7/2,5s2.5p4.(3P<2>).6p,2[2]*,5/2,,T8043,L6925,
608.321,608.335+,1h-,,,121628.82,138062.59,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(1S<0>).5d,2[2],3/2,,,L6925,
609.350,609.352+,300,,,116783.09,133189.42,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).7s,2[2],3/2,,,L6925,
609.759,609.757+,1000,2.6e+07,,95396.74,111792.17,5s2.5p4.(3P<2>).5d,2[2],5/2,5s2.5p4.(3P<2>).6p,2[2]*,3/2,,T8043,L6925,
610.143,610.147+,200,,,107904.50,124289.45,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
610.764,610.737+,0,,,139094.28,155463.41,5s2.5p4.(3P<2>).6d,2[3],5/2,5s2.5p4.(1D<2>).4f,2[1]*,3/2,,,L7270,
611.508,611.508+,50,,,106906.12,123254.60,5s2.5p4.(3P<1>).6s,2[1],1/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
612.744,612.745+,2,,,105313.33,121628.82,5s2.5p4.(3P<2>).5d,2[1],3/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
614.340,614.345+,1h,,,129667.35,145940.34,5s2.5p4.(1D<2>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[2],3/2,,,L6925,
614.645,614.646+,50,,,124070.06,140335.09,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(3P<2>).4f,2[1]*,3/2,,,L6925,
615.528,615.533+,1Hw-,,,130063.96,146305.54,5s2.5p4.(1D<2>).6p,2[3]*,7/2,5s2.5p4.(3P<1>).6d,2[2],5/2,,,L6925,
618.457,618.457+,20,,,104250.06,120414.87,5s2.5p4.(3P<1>).5d,2[1],1/2,5s2.5p4.(3P<0>).6p,2[1]*,1/2,,,L6925,
618.503,618.504+,15,,,112703.64,128867.20,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
618.579,618.587+,1H^,,,131923.79,148085.19,5s2.5p4.(1D<2>).6p,2[2]*,3/2,5s2.5p4.(3P<1>).6d,2[1],3/2,,,L6925,
619.407,619.410+,300,,,124070.06,140209.99,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
620.345,620.345+,1h^,,,124070.06,140185.67,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(3P<2>).4f,2[1]*,1/2,,,L6925,
623.540,623.536+,1h,,,124301.96,140335.09,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[1]*,3/2,,,L6925,
625.532,625.541+,2Hl^,,,123112.54,139094.28,5s2.5p4.(3P<1>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).6d,2[3],5/2,,,L6925,
627.082,627.086+,400,1.8e+07,,112924.84,128867.20,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,T8043,L6925,
627.754,627.754+,300,3.6e+06,,96033.48,111958.89,5s2.5p4.(3P<2>).5d,2[2],3/2,5s2.5p4.(3P<2>).6p,2[2]*,5/2,,T8043,L6925,
628.441,628.440+,50,,,124301.96,140209.99,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
629.639,629.651+,10H^,,,132207.76,148085.19,5s2.5p4.(1D<2>).6p,2[2]*,5/2,5s2.5p4.(3P<1>).6d,2[1],3/2,,,L6925,
629.831,629.832+,20,,,107381.74,123254.60,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
630.086,630.086+,100,,,105313.33,121179.80,5s2.5p4.(3P<2>).5d,2[1],3/2,5s2.5p4.(3P<1>).6p,2[0]*,1/2,,,L6925,
630.501,630.491+,1h,,,132518.82,148375.10,5s2.5p4.(3P<2>).7s,2[2],5/2,5s2.5p4.(3P<1>).4f,2[2]*,3/2,,,L6925,
631.146,631.151+,5Hw,,,123254.60,139094.28,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<2>).6d,2[3],5/2,,,L6925,
631.803,631.817+,5,,,139640.43,155463.41,5s2.5p4.(3P<2>).6d,2[1],3/2,5s2.5p4.(1D<2>).4f,2[1]*,3/2,,,L6925,
634.396,634.395+,300,,,96033.48,111792.17,5s2.5p4.(3P<2>).5d,2[2],3/2,5s2.5p4.(3P<2>).6p,2[2]*,3/2,,,L6925,
635.320,635.321+,50Hl,,,116783.09,132518.82,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).7s,2[2],5/2,,,L6925,
635.635,635.632+,500,,,124301.96,140029.99,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[4]*,7/2,,,L6925,
637.528,637.527+,100,,,105947.55,121628.82,5s2.5p4.(3P<2>).5d,2[0],1/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
639.799,639.798+,60,,,101157.48,116783.09,5s2.5p4.(3P<0>).6s,2[0],1/2,5s2.5p4.(3P<2>).6p,2[1]*,3/2,,,L6925,
641.858,641.857+,20,,,113672.89,129248.39,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(1S<0>).6s,2[0],1/2,,,L6925,
642.147,642.149+,1^,,,111958.89,127527.30,5s2.5p4.(3P<2>).6p,2[2]*,5/2,5s2.5p4.(1D<2>).5d,2[2],3/2,,,L6925,
642.673,642.687+,2H^,,,129667.35,145222.72,5s2.5p4.(1D<2>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[1],1/2,,,L6925,
644.018,644.000+,2H^,,,130063.96,145587.61,5s2.5p4.(1D<2>).6p,2[3]*,7/2,5s2.5p4.(3P<1>).6d,2[3],7/2,,,L6925,
644.23,644.247+,1H^,,,128867.20,144384.90,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(3P<0>).6d,2[2],5/2,,,L6925,
646.148,646.151+,10H^,,,123254.60,138726.59,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<2>).6d,2[0],1/2,,,L6925,
647.969,647.976+,2H,,,124070.06,139498.46,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(3P<2>).4f,2[2]*,3/2,,,L6925,
648.397,648.384+,0,,,140883.42,156302.13,5s2.5p4.(3P<0>).7s,2[0],1/2,5s2.5p4.(1D<2>).4f,2[2]*,3/2,,,L7270,
650.247,650.256+,0,,,121179.80,136554.11,5s2.5p4.(3P<1>).6p,2[0]*,1/2,5s2.5p4.(3P<2>).6d,2[1],1/2,,,L6991,
651.006,651.005+,0,,,132207.76,147564.38,5s2.5p4.(1D<2>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).8s,2[2],3/2,,,L6991,
651.228,651.244+,0,,,124289.45,139640.43,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).6d,2[1],3/2,,,L6991,
651.283,651.282+,300h,,,107904.50,123254.60,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
651.548,651.539+,1H*,,,132741.15,148085.19,5s2.5p4.(1D<2>).6p,2[1]*,1/2,5s2.5p4.(3P<1>).6d,2[1],3/2,,,L6925,
651.548,651.540+,1H*,,,124301.96,139645.98,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(3P<2>).7p,2[3]*,5/2,,,L6925,
652.865,652.865+,200h,,,114751.08,130063.96,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[3]*,7/2,,,L6925,
654.558,654.571+,4w,,,128867.20,144140.16,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(3P<0>).6d,2[2],3/2,,,L7270,
655.670,655.672+,4,,,108007.28,123254.60,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
656.319,656.321+,15,,,105947.55,121179.80,5s2.5p4.(3P<2>).5d,2[0],1/2,5s2.5p4.(3P<1>).6p,2[0]*,1/2,,,L6925,
656.913,656.908+,5,,,111792.17,127010.80,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).5d,2[1],1/2,,,L6925,
657.368,657.365+,30,,,107904.50,123112.54,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,,L6925,
659.501,659.500+,800,,,114905.15,130063.96,5s2.5p4.(1D<2>).5d,2[4],9/2,5s2.5p4.(1D<2>).6p,2[3]*,7/2,,,L6925,
659.725,659.727+,300,,,106475.21,121628.82,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
659.884,659.885+,80,,,114913.98,130063.96,5s2.5p4.(1D<2>).5d,2[4],7/2,5s2.5p4.(1D<2>).6p,2[3]*,7/2,,,L6925,
661.496,661.520+,10H,,,124070.06,139182.58,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(3P<2>).4f,2[3]*,5/2,,,L6925,
