obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 18
235.04877,0.00001,235.048770,0.000004,107,,,170401.0170,212932.3602,3s2.3p4.(1D).4p,2F*,5/2,3s2.3p4.(1D).6s,2D,3/2,,,L11520,
235.34241,0.00002,235.342370,0.000003,32,,,157673.4134,200151.7014,3s2.3p4.(3P).4p,4D*,5/2,3s2.3p4.(3P).5d,4D,3/2,,,L11520,
235.41315,0.00001,235.413150,0.000003,89,,,157673.4134,200138.9307,3s2.3p4.(3P).4p,4D*,5/2,3s2.3p4.(1D).4d,2F,7/2,,,L11520,
235.4793,0.0006,235.47902,0.00011,1,,,172213.8798,214667.52,3s2.3p4.(1D).4p,2P*,3/2,3s2.3p4.(1D).5d,2D,5/2,,,L14821,
235.75892,0.00001,235.758929,0.000003,158,,,170530.4040,212933.6439,3s2.3p4.(1D).4p,2F*,7/2,3s2.3p4.(1D).6s,2D,5/2,,,L11520,
235.819,0.002,235.819868,0.000003,0.5?,,,148620.1414,191012.4246,3s2.3p4.(1D).4s,2D,3/2,3s2.3p4.(3P).5p,2D*,3/2,,,L14821,
235.8408,0.0006,235.841065,0.000003,2,,,159393.3850,201781.8583,3s2.3p4.(3P).4p,2D*,3/2,3s2.3p4.(3P).5d,4P,5/2,,,L14821,
236.00586,0.00001,236.005882,0.000003,35,,,157673.4134,200032.2867,3s2.3p4.(3P).4p,4D*,5/2,3s2.3p4.(3P).6s,2P,3/2,,,L11520,
236.1820,0.0006,236.181673,0.000003,1*,,,159393.3850,201720.7331,3s2.3p4.(3P).4p,2D*,3/2,3s2.3p4.(3P).5d,4F,3/2,,,L14821,
236.1820,0.0006,236.182905,0.000003,1*,,,148842.4674,191169.5946,3s2.3p4.(1D).4s,2D,5/2,3s2.3p4.(3P).5p,4S*,3/2,,,L14821,
236.2083,0.0006,236.208280,0.000003,1,,,148620.1414,190942.7220,3s2.3p4.(1D).4s,2D,3/2,3s2.3p4.(3P).5p,2S*,1/2,,,L14821,
