obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
376.298,376.29726+,300,,,7341.007,33908.193,4f2.(3H).6s,2H,11/2,4f2.(3F<4>).6p<1/2>,*,9/2,,,L3475,
376.412,376.41152+,680,2.14e+07,B+,2879.695,29438.817,4f.(2F*).5d2.(3F),4H*,11/2,4f.5d.(3H*).6p,,11/2,,T8629,L3475,
376.504,376.50440+,200,,,4523.033,31075.603,4f.5d.(3H*).6s,4H*,9/2,4f.5d.(3G*).6p,,9/2,,,L3475,
376.876,376.87726+,300,,,8402.668,34928.969,4f.5d.(3D*).6s,4D*,7/2,4f.5d.(3D*).6p,,9/2,,,L3475,
377.076,377.07619+,210,,,7061.838,33574.145,4f.5d.(3D*).6s,4D*,1/2,4f.6s.(3F*).6p,,3/2,,,L3475,
377.160,377.16000+,300,1.67e+07,B+,4322.708,30829.124,4f.5d.(3G*).6s,*,5/2,4f.5d.(3G*).6p,,7/2,,T8629,L3475,
377.661,377.66060+,250,1.00e+07,B+,3593.882,30065.164,4f.5d.(1G*).6s,*,9/2,4f.5d.(3F*).6p,,7/2,,T8629,L3475,
378.162,378.16160+,620,2.56e+07,B+,4266.397,30702.610,4f.5d.(3G*).6s,*,7/2,4f.5d.(3G*).6p,,9/2,,T8629,L3475,
378.252,378.25208+,440,,,3995.460,30425.349,4f.5d.(3H*).6s,4H*,7/2,4f.5d.(3H*).6p,,5/2,,,L3475,
378.358,378.35812+,200,,,5716.216,32138.698,4f.(2F*).5d2.(3F),*,7/2,4f.6s.(3F*).6p,,5/2,,,L3475,
378.663,378.66324+,860,2.51e+07,B+,1410.304,27811.496,4f.(2F*).5d2.(3F),4I*,9/2,4f2.(3P).5d,,7/2,,T8629,L3475,
378.875,378.87463+,520,1.65e+07,B+,3793.634,30180.096,4f.(2F*).5d2.(3F),4I*,13/2,4f.5d.(3H*).6p,4I,13/2,,T8629,L3475,
379.232,379.23239+,300,1.81e+07,B+,3703.594,30065.164,4f.(2F*).5d2.(3F),*,7/2,4f.5d.(3F*).6p,,7/2,,T8629,L3475,
380.152,380.15258+,2500,1.39e+08,B+,7233.627,33531.388,4f.5d.(3G*).6s,4G*,11/2,4f.5d.(3G*).6p,4H,13/2,,T8629,L3475,
380.309,380.30963+,800,2.49e+07,B+,2879.695,29166.597,4f.(2F*).5d2.(3F),4H*,11/2,4f.5d.(3F*).6p,4G,9/2,,T8629,L3475,
380.811,380.81134+,1000,2.77e+07,B+,2382.246,28634.516,4f.5d.(1G*).6s,*,9/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
380.921,380.92177+,490,2.03e+07,B+,4910.963,31155.623,4f.5d.(3H*).6s,*,11/2,4f.5d.(3H*).6p,4H,13/2,,T8629,L3475,
381.220,381.21977+,250,,,4737.373,30961.518,4f.(2F*).5d2.(3F),*,5/2,4f.5d.(1D*).6p,,3/2,,,L3475,
381.585,381.57931+,490*,1.51e+07,B,987.611,27187.047,4f.(2F*).5d2.(3F),*,9/2,4f.5d.(3F*).6p,4G,7/2,,T8629,L3475,
381.585,381.58525+,490*,,,6517.619,32716.647,4f.5d.(3F*).6s,*,5/2,4f2.(3P).5d,,5/2,,,L3475,
381.746,381.74643+,470,,,4844.644,31032.611,4f.(2F*).5d2.(3F),*,3/2,4f.5d.(1D*).6p,,1/2,,,L3475,
381.902,381.90221+,300,2.72e+07,B,4459.872,30637.157,4f.5d.(3F*).6s,4F*,7/2,4f.5d.(3F*).6p,,5/2,,T8629,L3475,
382.390,382.39003+,470,1.51e+07,B,2581.257,28725.148,4f.(2F*).5d2.(3F),4H*,9/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
383.055,383.05543+,470,,,7713.089,33811.567,4f.(2F*).5d2.(1G),*,9/2,4f.5d.(3G*).6p,2H,9/2,,,L3475,
383.108,383.10792+,490,,,3854.012,29948.914,4f2.(3H).6s,4H,7/2,4f2.(3F<2>).6p<1/2>,"(2,1/2)*",5/2,,,L3475,
383.455,383.45500+,490,1.24e+07,B+,2563.233,28634.516,4f.(2F*).5d2.(3F),4I*,11/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
383.610,383.61066+,270,8.5e+06,B+,1873.934,27934.638,4f.(2F*).5d2.(3F),*,7/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
383.854,383.85377+,1100,5.50e+07,B+,2641.559,28685.758,4f.5d.(1G*).6s,*,7/2,4f.5d.(1G*).6p,,5/2,,T8629,L3475,
384.376,384.37673+,200,1.40e+07,B,7522.622,33531.388,4f.(2F*).5d2.(3F),4G*,11/2,4f.5d.(3G*).6p,4H,13/2,,T8629,L3475,
384.652,384.65167+,220,,,8175.863,34166.039,4f.5d.(3D*).6s,4D*,5/2,4f.6s.(3F*).6p,,3/2,,,L3475,
384.810,384.81002+,250,1.31e+07,B+,4266.397,30245.878,4f.5d.(3G*).6s,*,7/2,4f.5d.(3F*).6p,,9/2,,T8629,L3475,
384.859,384.85919+,860,2.74e+07,B+,4203.934,30180.096,4f.(2F*).5d2.(3F),4H*,13/2,4f.5d.(3H*).6p,4I,13/2,,T8629,L3475,
385.315,385.31557+,860,1.75e+07,B+,0.000,25945.396,4f.(2F*).5d2.(3F),4H*,7/2,4f.5d.(1G*).6p,,7/2,,T8629,L3475,
385.418,385.41854+,1200,4.31e+07,B+,1873.934,27812.398,4f.(2F*).5d2.(3F),*,7/2,4f.5d.(3F*).6p,,5/2,,T8629,L3475,
385.431,385.43195+,1200,3.97e+07,B+,1873.934,27811.496,4f.(2F*).5d2.(3F),*,7/2,4f2.(3P).5d,,7/2,,T8629,L3475,
385.529,385.52984+,620,1.95e+07,B+,4203.934,30134.910,4f.(2F*).5d2.(3F),4H*,13/2,4f.5d.(3H*).6p,4H,11/2,,T8629,L3475,
385.702,385.70246+,390,2.10e+07,B,5819.113,31738.484,4f.5d.(3G*).6s,*,9/2,4f.5d.(3G*).6p,4H,11/2,,T8629,L3475,
385.764,385.76414+,370,1.30e+07,B+,2382.246,28297.473,4f.5d.(1G*).6s,*,9/2,4f.5d.(3G*).6p,4H,7/2,,T8629,L3475,
386.246,386.24651+,200,,,5675.763,31558.626,4f.5d.(3F*).6s,4F*,9/2,4f.5d.(3G*).6p,,7/2,,,L3475,
386.813,386.81335+,200,5.7e+06,B+,3593.882,29438.817,4f.5d.(1G*).6s,*,9/2,4f.5d.(3H*).6p,,11/2,,T8629,L3475,
387.468,387.46789+,270,,,8175.863,33977.140,4f.5d.(3D*).6s,4D*,5/2,4f.5d.(3D*).6p,,7/2,,,L3475,
387.697,387.69736+,620,,,4459.872,30245.878,4f.5d.(3F*).6s,4F*,7/2,4f.5d.(3F*).6p,,9/2,,,L3475,
387.836,387.83668+,1100,2.49e+07,B+,1410.304,27187.047,4f.(2F*).5d2.(3F),4I*,9/2,4f.5d.(3F*).6p,4G,7/2,,T8629,L3475,
388.245,388.24448+,1500,1.44e+08,B+,2595.644,28345.313,4f.5d.(3F*).6s,4F*,3/2,4f.5d.(1D*).6p,,1/2,,T8629,L3475,
388.998,388.99819+,1000,4.19e+07,B+,5455.845,31155.623,4f.(2F*).5d2.(3F),4I*,15/2,4f.5d.(3H*).6p,4H,13/2,,T8629,L3475,
389.075,389.07445+,210,1.84e+07,B,2140.492,27835.233,4f.(2F*).5d2.(3F),*,1/2,4f.5d.(3F*).6p,,3/2,,T8629,L3475,
389.098,389.09783+,210,7.3e+06,B+,2641.559,28334.756,4f.5d.(1G*).6s,*,7/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
389.511,389.51127+,620,,,3363.427,29029.353,4f.5d.(3F*).6s,4F*,5/2,4f.5d.(3F*).6p,,3/2,,,L3475,
389.680,389.68020+,590,2.95e+07,B+,4511.257,30166.057,4f.5d.(3G*).6s,4G*,5/2,4f.5d.(3G*).6p,,7/2,,T8629,L3475,
389.827,389.82633+,490,1.67e+07,B+,3793.634,29438.817,4f.(2F*).5d2.(3F),4I*,13/2,4f.5d.(3H*).6p,,11/2,,T8629,L3475,
389.894,389.89410+,270,,,1873.934,27514.660,4f.(2F*).5d2.(3F),*,7/2,4f2.(3P).5d,4D,7/2,,,L3475,
390.334,390.33328+,200,6.7e+06,B+,4523.033,30134.910,4f.5d.(3H*).6s,4H*,9/2,4f.5d.(3H*).6p,4H,11/2,,T8629,L3475,
390.434,390.43367+,250,1.47e+07,B,4459.872,30065.164,4f.5d.(3F*).6s,4F*,7/2,4f.5d.(3F*).6p,,7/2,,T8629,L3475,
390.692,390.69177+,200,,,4201.893,29790.270,4f.(2F*).5d2.(3F),4F*,3/2,4f.5d.(3D*).6p,,1/2,,,L3475,
390.729,390.72876+,770,,,8927.514,34513.468,4f.5d.(3H*).6s,*,11/2,4f.5d.(3H*).6p,2I,13/2,,,L3475,
390.841,390.84040+,560,4.24e+07,B+,6913.392,32492.038,4f.5d.(3H*).6s,4H*,13/2,4f.5d.(3G*).6p,,11/2,,T8629,L3475,
390.854,390.85363+,390,2.39e+07,B+,3703.594,29281.374,4f.(2F*).5d2.(3F),*,7/2,4f.5d.(3F*).6p,,5/2,,T8629,L3475,
390.931,390.93105+,270,1.00e+07,B+,3593.882,29166.597,4f.5d.(1G*).6s,*,9/2,4f.5d.(3F*).6p,4G,9/2,,T8629,L3475,
391.219,391.21879+,230,1.51e+07,B+,4511.257,30065.164,4f.5d.(3G*).6s,4G*,5/2,4f.5d.(3F*).6p,,7/2,,T8629,L3475,
391.244,391.24198+,980,2.47e+07,B+,2382.246,27934.638,4f.5d.(1G*).6s,*,9/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
391.552,391.55195+,390,,,5675.763,31207.927,4f.5d.(3F*).6s,4F*,9/2,4f.5d.(3F*).6p,,7/2,,,L3475,
391.614,391.61398+,390,1.19e+07,B+,4266.397,29794.517,4f.5d.(3G*).6s,*,7/2,4f.5d.(3F*).6p,,7/2,,T8629,L3475,
391.764,391.76390+,230,1.99e+07,B+,5118.806,30637.157,4f.5d.(1D*).6s,*,5/2,4f.5d.(3F*).6p,,5/2,,T8629,L3475,
391.828,391.82697+,770,,,5616.739,31130.983,4f2.(3H).6s,2H,9/2,4f2.(3H<5>).6p<3/2>,*,7/2,,,L3475,
391.981,391.98026+,480,2.24e+07,B+,5651.357,31155.623,4f.5d.(3H*).6s,4H*,11/2,4f.5d.(3H*).6p,4H,13/2,,T8629,L3475,
392.173,392.17332+,590,,,5716.216,31207.927,4f.(2F*).5d2.(3F),*,7/2,4f.5d.(3F*).6p,,7/2,,,L3475,
392.311,392.31071+,560,4.42e+07,B+,4511.257,29994.041,4f.5d.(3G*).6s,4G*,5/2,4f.5d.(3G*).6p,,5/2,,T8629,L3475,
392.464,392.46456+,450,,,4511.257,29984.052,4f.5d.(3G*).6s,4G*,5/2,4f.5d.(3F*).6p,,3/2,,,L3475,
393.109,393.10834+,770,1.46e+07,B+,1410.304,26841.384,4f.(2F*).5d2.(3F),4I*,9/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
393.137,393.13663+,310,1.54e+07,B+,2382.246,27811.496,4f.5d.(1G*).6s,*,9/2,4f2.(3P).5d,,7/2,,T8629,L3475,
393.183,393.18232+,230,,,5942.798,31369.093,4f.(2F*).5d2.(3F),*,7/2,4f.5d.(3D*).6p,,5/2,,,L3475,
393.373,393.37303+,310,,,5675.763,31089.731,4f.5d.(3F*).6s,4F*,9/2,4f.5d.(3F*).6p,4G,11/2,,,L3475,
393.809,393.80843+,560,,,4523.033,29908.904,4f.5d.(3H*).6s,4H*,9/2,4f.5d.(3G*).6p,4H,9/2,,,L3475,
394.034,394.03297+,770,2.33e+07,B+,2563.233,27934.638,4f.(2F*).5d2.(3F),4I*,11/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
394.097,394.09697+,310,1.46e+07,B+,3363.427,28730.712,4f.5d.(3F*).6s,4F*,5/2,4f.5d.(3F*).6p,4F,7/2,,T8629,L3475,
394.215,394.21506+,2000,4.31e+07,B+,0.000,25359.686,4f.(2F*).5d2.(3F),4H*,7/2,4f.5d.(3F*).6p,4G,5/2,,T8629,L3475,
394.275,394.27455+,2700,1.32e+08,B+,6913.392,32269.252,4f.5d.(3H*).6s,4H*,13/2,4f.5d.(3H*).6p,4I,15/2,,T8629,L3475,
394.389,394.38838+,770,5.5e+07,B+,6389.942,31738.484,4f.(2F*).5d2.(3F),4G*,9/2,4f.5d.(3G*).6p,4H,11/2,,T8629,L3475,
394.797,394.79661+,310,1.29e+07,B+,3363.427,28685.758,4f.5d.(3F*).6s,4F*,5/2,4f.5d.(1G*).6p,,5/2,,T8629,L3475,
395.254,395.25321+,3100,3.35e+07,B+,2641.559,27934.638,4f.5d.(1G*).6s,*,7/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
395.366,395.36522+,340,1.64e+07,B+,3995.460,29281.374,4f.5d.(3H*).6s,4H*,7/2,4f.5d.(3F*).6p,,5/2,,T8629,L3475,
395.536,395.53575+,310,,,7341.007,32616.019,4f2.(3H).6s,2H,11/2,4f2.(3F<3>).6p<3/2>,"(3,3/2)*",9/2,,,L3475,
395.606,395.60453+,230,,,5819.113,31089.731,4f.5d.(3G*).6s,*,9/2,4f.5d.(3F*).6p,4G,11/2,,,L3475,
395.628,395.62778+,980,3.98e+07,B+,4910.963,30180.096,4f.5d.(3H*).6s,*,11/2,4f.5d.(3H*).6p,4I,13/2,,T8629,L3475,
395.827,395.82583+,230,,,5819.113,31075.603,4f.5d.(3G*).6s,*,9/2,4f.5d.(3G*).6p,,9/2,,,L3475,
395.887,395.88637+,230,,,7061.838,32314.466,4f.5d.(3D*).6s,4D*,1/2,4f.5d.(3D*).6p,4P,1/2,,,L3475,
396.091,396.09089+,770,4.59e+07,B+,2595.644,27835.233,4f.5d.(3F*).6s,4F*,3/2,4f.5d.(3F*).6p,,3/2,,T8629,L3475,
396.450,396.44958+,390,1.57e+07,B+,2595.644,27812.398,4f.5d.(3F*).6s,4F*,3/2,4f.5d.(3F*).6p,,5/2,,T8629,L3475,
396.705,396.70423+,770,4.74e+07,B+,2634.666,27835.233,4f.5d.(3F*).6s,*,5/2,4f.5d.(3F*).6p,,3/2,,T8629,L3475,
397.168,397.16807+,450,1.64e+07,B+,3995.460,29166.597,4f.5d.(3H*).6s,4H*,7/2,4f.5d.(3F*).6p,4G,9/2,,T8629,L3475,
397.207,397.20678+,270,,,6389.942,31558.626,4f.(2F*).5d2.(3F),4G*,9/2,4f.5d.(3G*).6p,,7/2,,,L3475,
397.507,397.50696+,270,,,7713.089,32862.767,4f.(2F*).5d2.(1G),*,9/2,4f.5d.(3F*).6p,,7/2,,,L3475,
397.865,397.86462+,770,6.0e+07,B+,4322.708,29449.778,4f.5d.(3G*).6s,*,5/2,4f.5d.(3G*).6p,,3/2,,T8629,L3475,
398.088,398.08900+,560,3.22e+07,B+,5716.216,30829.124,4f.(2F*).5d2.(3F),*,7/2,4f.5d.(3G*).6p,,7/2,,T8629,L3475,
398.289,398.29014+,560,1.81e+07,C+,6638.258,31738.484,4f.(2F*).5d2.(3F),*,9/2,4f.5d.(3G*).6p,4H,11/2,,T8629,L3475,
398.329,398.32883+,310,8.9e+06,B+,4165.550,29263.338,4f2.(3H).6s,4H,9/2,4f2.(3H<6>).6p<1/2>,"(6,1/2)*",11/2,,T8629,L3475,
398.468,398.46715+,770,3.47e+07,B,7713.089,32802.165,4f.(2F*).5d2.(1G),*,9/2,4f.5d.(3H*).6p,2I,11/2,,T8629,L3475,
398.944,398.94381+,370,,,7259.075,32318.175,4f.5d.(3F*).6s,*,7/2,4f.5d.(3F*).6p,,7/2,,,L3475,
399.239,399.23801+,700,2.08e+07,B+,3593.882,28634.516,4f.5d.(1G*).6s,*,9/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
399.291,399.29095+,370,,,5924.204,30961.518,4f.(2F*).5d2.(3F),*,3/2,4f.5d.(1D*).6p,,3/2,,,L3475,
399.382,399.38188+,910,8.1e+07,B+,7341.007,32372.621,4f2.(3H).6s,2H,11/2,4f2.(3H<6>).6p<3/2>,"(6,3/2)*",9/2,,T8629,L3475,
399.924,399.92368+,2800,3.96e+07,B+,2382.246,27379.949,4f.5d.(1G*).6s,*,9/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
400.156,400.15631+,230,1.79e+07,B,5010.870,29994.041,4f.(2F*).5d2.(3F),4F*,5/2,4f.5d.(3G*).6p,,5/2,,T8629,L3475,
400.377,400.37675+,910,6.8e+07,B+,7522.622,32492.038,4f.(2F*).5d2.(3F),4G*,11/2,4f.5d.(3G*).6p,,11/2,,T8629,L3475,
400.564,400.56334+,370,9.8e+06,B+,987.611,25945.396,4f.(2F*).5d2.(3F),*,9/2,4f.5d.(1G*).6p,,7/2,,T8629,L3475,
400.759,400.75859+,210,,,4844.644,29790.270,4f.(2F*).5d2.(3F),*,3/2,4f.5d.(3D*).6p,,1/2,,,L3475,
401.239,401.23859+,2700,6.7e+07,B+,4523.033,29438.817,4f.5d.(3H*).6s,4H*,9/2,4f.5d.(3H*).6p,,11/2,,T8629,L3475,
401.490,401.48971+,910,2.59e+07,B+,4266.397,29166.597,4f.5d.(3G*).6s,*,7/2,4f.5d.(3F*).6p,4G,9/2,,T8629,L3475,
401.588,401.58750+,250,,,8402.668,33296.805,4f.5d.(3D*).6s,4D*,7/2,4f.5d.(1F*).6p,,9/2,,,L3475,
401.904,401.90570+,200,,,8175.863,33050.291,4f.5d.(3D*).6s,4D*,5/2,4f.5d.(3D*).6p,4P,3/2,,,L3475,
402.227,402.22691+,240,,,9053.629,33908.193,4f2.(3F).6s,2F,7/2,4f2.(3F<4>).6p<1/2>,*,9/2,,,L3475,
402.449,402.44846+,840,1.86e+07,B+,3793.634,28634.516,4f.(2F*).5d2.(3F),4I*,13/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
402.515,402.51391+,240,3.45e+07,B+,3508.470,28345.313,4f.(2F*).5d2.(3F),2S*,1/2,4f.5d.(1D*).6p,,1/2,,T8629,L3475,
402.841,402.84036+,840,1.85e+07,B+,2563.233,27379.949,4f.(2F*).5d2.(3F),4I*,11/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
403.034,403.03387+,250,,,2382.246,27187.047,4f.5d.(1G*).6s,*,9/2,4f.5d.(3F*).6p,4G,7/2,,,L3475,
403.134,403.13316+,840,1.97e+07,B+,2581.257,27379.949,4f.(2F*).5d2.(3F),4H*,9/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
403.767,403.76621+,340,1.43e+07,B+,5942.798,30702.610,4f.(2F*).5d2.(3F),*,7/2,4f.5d.(3G*).6p,,9/2,,T8629,L3475,
404.076,404.07528+,2100,6.6e+07,B+,3593.882,28334.756,4f.5d.(1G*).6s,*,9/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
404.258,404.25806+,910,4.11e+07,B+,3995.460,28725.148,4f.5d.(3H*).6s,4H*,7/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
404.521,404.52211+,230,,,6521.332,31234.878,4f.5d.(3D*).6s,*,3/2,4f.5d.(1D*).6p,,5/2,,,L3475,
404.634,404.63379+,620,2.85e+07,B+,4459.872,29166.597,4f.5d.(3F*).6s,4F*,7/2,4f.5d.(3F*).6p,4G,9/2,,T8629,L3475,
405.143,405.14237+,210,9.5e+06,B,5118.806,29794.517,4f.5d.(1D*).6s,*,5/2,4f.5d.(3F*).6p,,7/2,,T8629,L3475,
405.199,405.19903+,210,1.19e+07,B,5964.896,30637.157,4f.(2F*).5d2.(3F),4F*,7/2,4f.5d.(3F*).6p,,5/2,,T8629,L3475,
405.351,405.35031+,700,1.00e+07,B+,0.000,24663.053,4f.(2F*).5d2.(3F),4H*,7/2,4f.5d.(1G*).6p,,9/2,,T8629,L3475,
405.499,405.49875+,450,,,2595.644,27249.669,4f.5d.(3F*).6s,4F*,3/2,4f.5d.(3F*).6p,4F,5/2,,,L3475,
406.222,406.22217+,280,,,11015.579,35625.700,4f2.(1G).6s,2G,7/2,4f2.(3F<4>).6p<3/2>,*,7/2,,,L3475,
406.294,406.29367+,230,8.4e+06,B+,2581.257,27187.047,4f.(2F*).5d2.(3F),4H*,9/2,4f.5d.(3F*).6p,4G,7/2,,T8629,L3475,
406.728,406.72849+,280,,,8531.678,33111.163,4f2.(3F).6s,4F,7/2,4f2.(3F<4>).6p<3/2>,*,7/2,,,L3475,
406.884,406.88361+,420,2.73e+07,B+,5675.763,30245.878,4f.5d.(3F*).6s,4F*,9/2,4f.5d.(3F*).6p,,9/2,,T8629,L3475,
407.181,407.17750+,1100,3.15e+07,B+,2634.666,27187.047,4f.5d.(3F*).6s,*,5/2,4f.5d.(3F*).6p,4G,7/2,,T8629,L3475,
407.292,407.29185+,270,1.15e+07,B+,2641.559,27187.047,4f.5d.(1G*).6s,*,7/2,4f.5d.(3F*).6p,4G,7/2,,T8629,L3475,
407.348,407.34744+,1800,1.09e+08,B+,3854.012,28396.150,4f2.(3H).6s,4H,7/2,4f2.(3H<4>).6p<3/2>,"(4,3/2)*",5/2,,T8629,L3475,
407.374,407.37336+,210,,,8448.641,32989.218,4f2.(3H).5d,4G,5/2,4f2.(3F<3>).6p<3/2>,"(3,3/2)*",7/2,,,L3475,
407.571,407.56997+,1500,4.87e+07,B+,5651.357,30180.096,4f.5d.(3H*).6s,4H*,11/2,4f.5d.(3H*).6p,4I,13/2,,T8629,L3475,
407.585,407.58467+,1500,4.86e+07,B+,4910.963,29438.817,4f.5d.(3H*).6s,*,11/2,4f.5d.(3H*).6p,,11/2,,T8629,L3475,
407.624,407.62394+,210,,,6517.619,31043.110,4f.5d.(3F*).6s,*,5/2,4f.5d.(3F*).6p,,5/2,,,L3475,
407.747,407.74669+,420,,,2382.246,26900.354,4f.5d.(1G*).6s,*,9/2,4f.5d.(3H*).6p,,7/2,,,L3475,
407.832,407.83242+,530,,,7722.285,32235.239,4f2.(3F).6s,4F,5/2,4f2.(3F<2>).6p<3/2>,"(2,3/2)*",7/2,,,L3475,
407.852,407.85168+,270,,,7454.951,31966.748,4f2.(3F).6s,4F,3/2,4f2.(3F<2>).6p<3/2>,"(2,3/2)*",5/2,,,L3475,
408.044,408.04383+,270,6.7e+06,B+,2879.695,27379.949,4f.(2F*).5d2.(3F),4H*,11/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
408.122,408.12186+,670,,,3854.012,28349.582,4f2.(3H).6s,4H,7/2,4f2.(3H<4>).6p<3/2>,"(4,3/2)*",7/2,,,L3475,
408.323,408.32218+,910,6.2e+07,B+,5651.357,30134.910,4f.5d.(3H*).6s,4H*,11/2,4f.5d.(3H*).6p,4H,11/2,,T8629,L3475,
408.523,408.52360+,450,2.81e+07,B+,5437.422,29908.904,4f.(2F*).5d2.(3F),4G*,7/2,4f.5d.(3G*).6p,4H,9/2,,T8629,L3475,
408.736,408.73624+,250,7.5e+06,B+,4266.397,28725.148,4f.5d.(3G*).6s,*,7/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
408.885,408.88519+,230,1.75e+07,B+,5716.216,30166.057,4f.(2F*).5d2.(3F),*,7/2,4f.5d.(3G*).6p,,7/2,,T8629,L3475,
410.177,410.17691+,450,3.14e+07,B+,6967.547,31340.393,4f2.(3H).6s,4H,13/2,4f2.(3H<6>).6p<3/2>,"(6,3/2)*",13/2,,T8629,L3475,
410.500,410.49957+,250,,,8531.678,32885.367,4f2.(3F).6s,4F,7/2,4f2.(3F<3>).6p<3/2>,"(3,3/2)*",5/2,,,L3475,
410.742,410.74232+,510,2.89e+07,B+,3995.460,28334.756,4f.5d.(3H*).6s,4H*,7/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
411.038,411.03808+,200,,,8789.380,33111.163,4f2.(3F).6s,2F,5/2,4f2.(3F<4>).6p<3/2>,*,7/2,,,L3475,
411.139,411.13927+,250,1.46e+07,B+,5819.113,30134.910,4f.5d.(3G*).6s,*,9/2,4f.5d.(3H*).6p,4H,11/2,,T8629,L3475,
411.537,411.53710+,420,,,7454.951,31747.243,4f2.(3F).6s,4F,3/2,4f2.(3F<2>).6p<3/2>,"(2,3/2)*",3/2,,,L3475,
411.701,411.70117+,250,,,11015.579,35298.190,4f2.(1G).6s,2G,7/2,4f2.(1G<4>).6p<3/2>,"(4,3/2)*",5/2,,,L3475,
411.729,411.72879+,200,1.39e+07,B,5964.896,30245.878,4f.(2F*).5d2.(3F),4F*,7/2,4f.5d.(3F*).6p,,9/2,,T8629,L3475,
411.759,411.75654+,200,,,10641.442,34920.788,4f.5d.(3P*).6s,4P*,5/2,4f.5d.(1F*).6p,,7/2,,,L3475,
411.814,411.81434+,770,6.6e+07,B+,5616.739,29892.677,4f2.(3H).6s,2H,9/2,4f2.(3H<5>).6p<3/2>,"(5,3/2)*",7/2,,T8629,L3475,
411.902,411.90084+,250,1.47e+07,B+,4459.872,28730.712,4f.5d.(3F*).6s,4F*,7/2,4f.5d.(3F*).6p,4F,7/2,,T8629,L3475,
411.979,411.97809+,310,,,8774.064,33040.353,4f2.(3F).6s,4F,9/2,4f2.(3F<4>).6p<3/2>,*,9/2,,,L3475,
411.988,411.98830+,310*,1.87e+07,B+,2634.666,26900.354,4f.5d.(3F*).6s,*,5/2,4f.5d.(3H*).6p,,7/2,,T8629,L3475,
411.988,411.99529+,310*,2.30e+06,B,4459.872,28725.148,4f.5d.(3F*).6s,4F*,7/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
412.083,412.08274+,450,1.66e+07,B+,2581.257,26841.384,4f.(2F*).5d2.(3F),4H*,9/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
412.324,412.32198+,510,1.58e+07,B,5819.113,30065.164,4f.5d.(3G*).6s,*,9/2,4f.5d.(3F*).6p,,7/2,,T8629,L3475,
412.349,412.34898+,510,,,7722.285,31966.748,4f2.(3F).6s,4F,5/2,4f2.(3F<2>).6p<3/2>,"(2,3/2)*",5/2,,,L3475,
412.387,412.38695+,980,6.8e+07,B+,6913.392,31155.623,4f.5d.(3H*).6s,4H*,13/2,4f.5d.(3H*).6p,4H,13/2,,T8629,L3475,
412.479,412.47871+,510,2.57e+07,B+,5513.709,29750.547,4f2.(3H).6s,4H,11/2,4f2.(3H<5>).6p<3/2>,"(5,3/2)*",11/2,,T8629,L3475,
412.737,412.73644+,980,7.9e+07,B+,5513.709,29735.413,4f2.(3H).6s,4H,11/2,4f2.(3H<5>).6p<3/2>,"(5,3/2)*",9/2,,T8629,L3475,
412.774,412.77477+,250,2.24e+07,B+,4511.257,28730.712,4f.5d.(3G*).6s,4G*,5/2,4f.5d.(3F*).6p,4F,7/2,,T8629,L3475,
412.807,412.80615+,200,1.18e+07,B,3593.882,27811.496,4f.5d.(1G*).6s,*,9/2,4f2.(3P).5d,,7/2,,T8629,L3475,
413.071,413.07051+,530,2.49e+07,B+,4523.033,28725.148,4f.5d.(3H*).6s,4H*,9/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
413.110,413.10960+,480,,,2641.559,26841.384,4f.5d.(1G*).6s,*,7/2,4f.5d.(3H*).6p,,9/2,,,L3475,
413.380,413.38015+,2700,,,6967.547,31151.534,4f2.(3H).6s,4H,13/2,4f2.(3H<6>).6p<3/2>,"(6,3/2)*",11/2,,,L3475,
413.544,413.54236+,270,2.12e+07,B+,4511.257,28685.758,4f.5d.(3G*).6s,4G*,5/2,4f.5d.(1G*).6p,,5/2,,T8629,L3475,
413.747,413.74660+,270,2.11e+07,B+,5118.806,29281.374,4f.5d.(1D*).6s,*,5/2,4f.5d.(3F*).6p,,5/2,,T8629,L3475,
