obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
327.225,327.22507+,990,,,5651.357,36202.557,4f.5d.(3H*).6s,4H*,11/2,4f.6s.(3F*).6p,4G,9/2,,,L3475,
327.486,327.48669+,330,,,5675.763,36202.557,4f.5d.(3F*).6s,4F*,9/2,4f.6s.(3F*).6p,4G,9/2,,,L3475,
327.984,327.98387+,200,,,2382.246,32862.767,4f.5d.(1G*).6s,*,9/2,4f.5d.(3F*).6p,,7/2,,,L3475,
328.522,328.52219+,330,,,3995.460,34426.037,4f.5d.(3H*).6s,4H*,7/2,4f.5d.(1F*).6p,,5/2,,,L3475,
329.528,329.52867+,240,,,3995.460,34333.096,4f.5d.(3H*).6s,4H*,7/2,4f.6s.(3F*).6p,,5/2,,,L3475,
329.688,329.68803+,200,,,6521.332,36844.305,4f.5d.(3D*).6s,*,3/2,4f.5d.(3D*).6p,,5/2,,,L3475,
330.015,330.01524+,220,,,5819.113,36112.021,4f.5d.(3G*).6s,*,9/2,4f.6s.(3F*).6p,,7/2,,,L3475,
330.484,330.48425+,240,,,5675.763,35925.682,4f.5d.(3F*).6s,4F*,9/2,4f.6s.(3F*).6p,,7/2,,,L3475,
331.222,331.22173+,200,,,8896.729,39079.298,4f2.(3H).5d,4I,11/2,4f3,4I*,11/2,,,L3475,
331.472,331.47123+,240,,,3995.460,34155.311,4f.5d.(3H*).6s,4H*,7/2,5d3,,7/2,,,L3475,
331.780,331.77977+,200,,,5675.763,35807.568,4f.5d.(3F*).6s,4F*,9/2,4f.6s.(1F*).6p,,9/2,,,L3475,
333.446,333.44536+,200,,,10058.226,40039.524,4f2.(3H).5d,4I,13/2,4f3,4I*,13/2,,,L3475,
334.187,334.18683+,240,,,4511.257,34426.037,4f.5d.(3G*).6s,4G*,5/2,4f.5d.(1F*).6p,,5/2,,,L3475,
334.386,334.38592+,330,,,5819.113,35716.083,4f.5d.(3G*).6s,*,9/2,4f.5d.(3G*).6p,2H,11/2,,,L3475,
334.476,334.47605+,440,,,4266.397,34155.311,4f.5d.(3G*).6s,*,7/2,5d3,,7/2,,,L3475,
335.502,335.50082+,200,,,1410.304,31207.927,4f.(2F*).5d2.(3F),4I*,9/2,4f.5d.(3F*).6p,,7/2,,,L3475,
