obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
309.864,,460,,,,,,,,,,,,,L3475,
309.890,,190,,,,,,,,,,,,,L3475,
310.050,,3500,,,,,,,,,,,,,L3475,
310.118,,120,,,,,,,,,,,,,L3475,
310.191,,230,,,,,,,,,,,,,L3475,
310.255,,580,,,,,,,,,,,,,L3475,
310.836,,130,,,,,,,,,,,,,L3475,
311.317,,160,,,,,,,,,,,,,L3475,
311.860,,120,,,,,,,,,,,,,L3475,
311.994,,510,,,,,,,,,,,,,L3475,
312.018,,100,,,,,,,,,,,,,L3475,
312.399,,370,,,,,,,,,,,,,L3475,
312.425,,120,,,,,,,,,,,,,L3475,
312.856,,130,,,,,,,,,,,,,L3475,
313.081,,130,,,,,,,,,,,,,L3475,
313.309,,100,,,,,,,,,,,,,L3475,
313.385,,460,,,,,,,,,,,,,L3475,
313.503,,210,,,,,,,,,,,,,L3475,
314.313,,230,,,,,,,,,,,,,L3475,
314.500,,930,,,,,,,,,,,,,L3475,
314.552,,370,,,,,,,,,,,,,L3475,
314.688,,230,,,,,,,,,,,,,L3475,
315.653,,980,,,,,,,,,,,,,L3475,
316.069,,140,,,,,,,,,,,,,L3475,
316.137,,980,,,,,,,,,,,,,L3475,
322.374,,690,,,,,,,,,,,,,L3475,
322.546,,110,,,,,,,,,,,,,L3475,
322.632,,160,,,,,,,,,,,,,L3475,
325.019,,100,,,,,,,,,,,,,L3475,
325.925,,110,,,,,,,,,,,,,L3475,
326.834,,140,,,,,,,,,,,,,L3475,
327.418,,110,,,,,,,,,,,,,L3475,
327.953,,110,,,,,,,,,,,,,L3475,
328.161,,100,,,,,,,,,,,,,L3475,
328.230,,,,,,,,,,,,,,,L3475,
329.221,,370,,,,,,,,,,,,,L3475,
331.373,,330,,,,,,,,,,,,,L3475,
331.559,,200,,,,,,,,,,,,,L3475,
333.034,,430,,,,,,,,,,,,,L3475,
333.138,,1400,,,,,,,,,,,,,L3475,
333.213,,830,,,,,,,,,,,,,L3475,
333.618,,1100,,,,,,,,,,,,,L3475,
334.598,,590,,,,,,,,,,,,,L3475,
335.010,,200,,,,,,,,,,,,,L3475,
335.047,335.04783+,5400,,,1158.943,30996.851,4f7.(8S*).5d (9D*).6s,10D*,11/2,4f7.(8S*).5d (9D*).6p,10D,13/2,,,L3475,
335.843,,270,,,,,,,,,,,,,L3475,
335.862,335.86248+,4300,,,261.841,30027.378,4f7.(8S*).5d (9D*).6s,10D*,7/2,4f7.(8S*).5d (9D*).6p,8D,9/2,,,L3475,
336.071,,780,,,,,,,,,,,,,L3475,
336.223,336.22387+,5400,,,633.273,30366.818,4f7.(8S*).5d (9D*).6s,10D*,9/2,4f7.(8S*).5d (9D*).6p,10D,11/2,,,L3475,
336.424,,270,,,,,,,,,,,,,L3475,
336.559,,200,,,,,,,,,,,,,L3475,
337.469,,220,,,,,,,,,,,,,L3475,
337.976,,220,,,,,,,,,,,,,L3475,
338.052,,220,,,,,,,,,,,,,L3475,
339.253,,1100,,,,,,,,,,,,,L3475,
339.512,,540,,,,,,,,,,,,,L3475,
339.941,,200,,,,,,,,,,,,,L3475,
339.999,,540,,,,,,,,,,,,,L3475,
340.207,,540,,,,,,,,,,,,,L3475,
340.756,,1100bl,,,,,,,,,,,,,L3475,
340.761,,,,,,,,,,,,,,,L3475,
340.930,,250,,,,,,,,,,,,,L3475,
341.327,,220,,,,,,,,,,,,,L3475,
341.695,,1400,,,,,,,,,,,,,L3475,
341.873,,1400,,,,,,,,,,,,,L3475,
342.247,342.24637+,6900,,,1935.310,31145.651,4f7.(8S*).5d (9D*).6s,10D*,13/2,4f7.(8S*).5d (9D*).6p,10F,15/2,,,L3475,
342.275,,390,,,,,,,,,,,,,L3475,
342.392,,,,,,,,,,,,,,,L3475,
342.459,,830,,,,,,,,,,,,,L3475,
342.593,,390,,,,,,,,,,,,,L3475,
342.847,,220,,,,,,,,,,,,,L3475,
343.299,,690,,,,,,,,,,,,,L3475,
343.921,,1700,,,,,,,,,,,,,L3475,
343.978,,830,,,,,,,,,,,,,L3475,
343.999,,2700,,,,,,,,,,,,,L3475,
344.962,,390,,,,,,,,,,,,,L3475,
345.038,,1400,,,,,,,,,,,,,L3475,
345.123,,1100,,,,,,,,,,,,,L3475,
345.414,,540,,,,,,,,,,,,,L3475,
345.490,,880,,,,,,,,,,,,,L3475,
345.705,,200,,,,,,,,,,,,,L3475,
346.195,,220,,,,,,,,,,,,,L3475,
346.300,,220,,,,,,,,,,,,,L3475,
346.398,,2700,,,,,,,,,,,,,L3475,
346.695,,330,,,,,,,,,,,,,L3475,
346.727,,1700,,,,,,,,,,,,,L3475,
346.899,,1700,,,,,,,,,,,,,L3475,
347.322,,1400,,,,,,,,,,,,,L3475,
348.128,,2200,,,,,,,,,,,,,L3475,
348.180,,1700,,,,,,,,,,,,,L3475,
348.260,,490,,,,,,,,,,,,,L3475,
349.195,,980,,,,,,,,,,,,,L3475,
349.440,,1700,,,,,,,,,,,,,L3475,
350.551,,1400,,,,,,,,,,,,,L3475,
351.222,,780,,,,,,,,,,,,,L3475,
351.250,,1100,,,,,,,,,,,,,L3475,
352.420,,980,,,,,,,,,,,,,L3475,
352.854,,430,,,,,,,,,,,,,L3475,
354.277,,540,,,,,,,,,,,,,L3475,
354.580,354.57904+,4300,,,1158.943,29353.344,4f7.(8S*).5d (9D*).6s,10D*,11/2,4f7.(8S*).5d (9D*).6p,10F,13/2,,,L3475,
354.936,,3900,,,,,,,,,,,,,L3475,
355.705,,1400,,,,,,,,,,,,,L3475,
355.819,,540,,,,,,,,,,,,,L3475,
355.847,,430,,,,,,,,,,,,,L3475,
356.405,,200,,,,,,,,,,,,,L3475,
357.193,,690,,,,,,,,,,,,,L3475,
357.474,,330,,,,,,,,,,,,,L3475,
357.836,,390,,,,,,,,,,,,,L3475,
358.191,,980,,,,,,,,,,,,,L3475,
358.496,358.49609+,5400,,,1158.943,29045.291,4f7.(8S*).5d (9D*).6s,10D*,11/2,4f7.(8S*).5d (9D*).6p,10D,9/2,,,L3475,
359.047,,540,,,,,,,,,,,,,L3475,
359.271,,1100,,,,,,,,,,,,,L3475,
359.344,,200,,,,,,,,,,,,,L3475,
360.096,,540,,,,,,,,,,,,,L3475,
360.526,,270,,,,,,,,,,,,,L3475,
360.566,,250,,,,,,,,,,,,,L3475,
360.875,,830,,,,,,,,,,,,,L3475,
361.076,,830,,,,,,,,,,,,,L3475,
361.091,,220,,,,,,,,,,,,,L3475,
361.339,,540,,,,,,,,,,,,,L3475,
361.421,,270bl,,,,,,,,,,,,,L3475,
361.716,,430,,,,,,,,,,,,,L3475,
362.046,,390,,,,,,,,,,,,,L3475,
362.489,,270,,,,,,,,,,,,,L3475,
362.951,,250,,,,,,,,,,,,,L3475,
363.476,,330,,,,,,,,,,,,,L3475,
363.905,,220,,,,,,,,,,,,,L3475,
364.018,,250,,,,,,,,,,,,,L3475,
364.139,,330,,,,,,,,,,,,,L3475,
364.562,,870,,,,,,,,,,,,,L3475,
364.619,364.61955+,6100,,,1935.310,29353.344,4f7.(8S*).5d (9D*).6s,10D*,13/2,4f7.(8S*).5d (9D*).6p,10F,13/2,,,L3475,
364.944,,310,,,,,,,,,,,,,L3475,
365.095,,450,,,,,,,,,,,,,L3475,
365.254,,620,,,,,,,,,,,,,L3475,
365.462,,3900,,,,,,,,,,,,,L3475,
365.615,,3100,,,,,,,,,,,,,L3475,
366.226,,1400,,,,,,,,,,,,,L3475,
366.460,,2700,,,,,,,,,,,,,L3475,
367.120,,2000,,,,,,,,,,,,,L3475,
368.633,,720,,,,,,,,,,,,,L3475,
368.774,,3100,,,,,,,,,,,,,L3475,
369.403,,210,,,,,,,,,,,,,L3475,
369.773,,2000,,,,,,,,,,,,,L3475,
369.973,,1300,,,,,,,,,,,,,L3475,
371.270,,2700,,,,,,,,,,,,,L3475,
371.636,,1400,,,,,,,,,,,,,L3475,
371.945,,1800bl,,,,,,,,,,,,,L3475,
371.953,,,,,,,,,,,,,,,L3475,
372.207,,250,,,,,,,,,,,,,L3475,
372.547,,430,,,,,,,,,,,,,L3475,
373.084,,1500,,,,,,,,,,,,,L3475,
373.245,,230,,,,,,,,,,,,,L3475,
373.308,,510,,,,,,,,,,,,,L3475,
374.002,,330,,,,,,,,,,,,,L3475,
374.347,374.34700+,4500,,,1158.943,27864.534,4f7.(8S*).5d (9D*).6s,10D*,11/2,4f7.(8S*).5d (9D*).6p,10F,11/2,,,L3475,
375.774,,230,,,,,,,,,,,,,L3475,
375.831,,1400,,,,,,,,,,,,,L3475,
375.900,,820,,,,,,,,,,,,,L3475,
376.071,,620,,,,,,,,,,,,,L3475,
376.092,,290,,,,,,,,,,,,,L3475,
376.333,,210,,,,,,,,,,,,,L3475,
376.420,,370,,,,,,,,,,,,,L3475,
376.704,,870,,,,,,,,,,,,,L3475,
376.839,376.83961+,8700,,,633.273,27162.224,4f7.(8S*).5d (9D*).6s,10D*,9/2,4f7.(8S*).5d (9D*).6p,10F,9/2,,,L3475,
376.945,,620,,,,,,,,,,,,,L3475,
377.069,,1400,,,,,,,,,,,,,L3475,
378.234,,1000,,,,,,,,,,,,,L3475,
378.756,,1100,,,,,,,,,,,,,L3475,
379.117,,770,,,,,,,,,,,,,L3475,
379.239,,490,,,,,,,,,,,,,L3475,
379.637,379.63836+,5100,,,261.841,26595.222,4f7.(8S*).5d (9D*).6s,10D*,7/2,4f7.(8S*).5d (9D*).6p,10F,7/2,,,L3475,
380.129,,720,,,,,,,,,,,,,L3475,
380.509,,210,,,,,,,,,,,,,L3475,
380.552,,560,,,,,,,,,,,,,L3475,
381.397,,3700,,,,,,,,,,,,,L3475,
381.474,,430,,,,,,,,,,,,,L3475,
381.664,,770,,,,,,,,,,,,,L3475,
381.875,,430,,,,,,,,,,,,,L3475,
382.605,,350,,,,,,,,,,,,,L3475,
382.733,,230,,,,,,,,,,,,,L3475,
382.946,,230,,,,,,,,,,,,,L3475,
383.180,,370,,,,,,,,,,,,,L3475,
383.499,,330,,,,,,,,,,,,,L3475,
383.691,,970,,,,,,,,,,,,,L3475,
383.964,,1000,,,,,,,,,,,,,L3475,
384.220,,1200,,,,,,,,,,,,,L3475,
384.458,,1400,,,,,,,,,,,,,L3475,
385.069,,3300,,,,,,,,,,,,,L3475,
385.097,385.09772+,5100,,,0.000,25960.073,4f7.(8S*).5d (9D*).6s,10D*,5/2,4f7.(8S*).5d (9D*).6p,10F,3/2,,,L3475,
385.245,385.24615+,4300,,,261.841,26211.912,4f7.(8S*).5d (9D*).6s,10D*,7/2,4f7.(8S*).5d (9D*).6p,10F,5/2,,,L3475,
385.556,,470,,,,,,,,,,,,,L3475,
386.305,,250,,,,,,,,,,,,,L3475,
387.546,,220,,,,,,,,,,,,,L3475,
389.470,,1500,,,,,,,,,,,,,L3475,
389.579,,450,,,,,,,,,,,,,L3475,
390.240,,750,,,,,,,,,,,,,L3475,
391.651,391.65093+,2200,,,4841.106,30366.818,4f7.(8S*).5d (9D*).6s,8D*,11/2,4f7.(8S*).5d (9D*).6p,10D,11/2,,,L3475,
392.325,,450,,,,,,,,,,,,,L3475,
393.482,,,,,,,,,,,,,,,L3475,
395.200,,300,,,,,,,,,,,,,L3475,
395.767,,1200,,,,,,,,,,,,,L3475,
395.944,,750,,,,,,,,,,,,,L3475,
395.952,,,,,,,,,,,,,,,L3475,
396.366,,220,,,,,,,,,,,,,L3475,
396.826,,590,,,,,,,,,,,,,L3475,
396.929,,270,,,,,,,,,,,,,L3475,
397.175,,450,,,,,,,,,,,,,L3475,
397.398,,590,,,,,,,,,,,,,L3475,
398.721,,450,,,,,,,,,,,,,L3475,
399.321,,220,,,,,,,,,,,,,L3475,
399.416,,650,,,,,,,,,,,,,L3475,
399.632,,700,,,,,,,,,,,,,L3475,
399.776,,320,,,,,,,,,,,,,L3475,
400.126,,470,,,,,,,,,,,,,L3475,
400.494,,260,,,,,,,,,,,,,L3475,
400.891,,300,,,,,,,,,,,,,L3475,
401.380,,300,,,,,,,,,,,,,L3475,
402.233,,300,,,,,,,,,,,,,L3475,
403.733,,1400,,,,,,,,,,,,,L3475,
403.790,,700,,,,,,,,,,,,,L3475,
404.684,,270,,,,,,,,,,,,,L3475,
404.943,,1300,,,,,,,,,,,,,L3475,
404.986,404.98545+,2200,,,7992.268,32677.540,4f8.(7F).6s,8F,13/2,4f8.(7F<6>).6p<1/2>,"(6,1/2)*",13/2,,,L3475,
405.329,,810,,,,,,,,,,,,,L3475,
406.130,,270,,,,,,,,,,,,,L3475,
406.259,,650,,,,,,,,,,,,,L3475,
406.339,,1900,,,,,,,,,,,,,L3475,
406.359,,540,,,,,,,,,,,,,L3475,
407.029,,750,,,,,,,,,,,,,L3475,
407.039,,,,,,,,,,,,,,,L3475,
407.320,,650,,,,,,,,,,,,,L3475,
407.376,,300,,,,,,,,,,,,,L3475,
407.844,,1300,,,,,,,,,,,,,L3475,
408.556,,1500,,,,,,,,,,,,,L3475,
408.769,,260,,,,,,,,,,,,,L3475,
409.448,,260,,,,,,,,,,,,,L3475,
409.861,409.85990+,2600,,,6605.154,30996.851,4f7.(8S*).5d2.(3F),10F*,15/2,4f7.(8S*).5d (9D*).6p,10D,13/2,,,L3475,
409.890,,520,,,,,,,,,,,,,L3475,
411.144,,390,,,,,,,,,,,,,L3475,
413.037,413.03660+,2200,,,5897.264,30101.366,4f7.(8S*).5d2.(3F),10F*,13/2,4f7.(8S*).5d (9D*).6p,,11/2,,,L3475,
413.148,,270,,,,,,,,,,,,,L3475,
413.228,,1100,,,,,,,,,,,,,L3475,
413.710,,410,,,,,,,,,,,,,L3475,
416.273,,540,,,,,,,,,,,,,L3475,
416.309,,280,,,,,,,,,,,,,L3475,
416.716,,280,,,,,,,,,,,,,L3475,
418.425,418.42579+,2400,,,3972.167,27864.534,4f7.(8S*).5d (9D*).6s,8D*,9/2,4f7.(8S*).5d (9D*).6p,10F,11/2,,,L3475,
419.107,,750,,,,,,,,,,,,,L3475,
419.768,,450,,,,,,,,,,,,,L3475,
420.486,,590,,,,,,,,,,,,,L3475,
421.200,,1300,,,,,,,,,,,,,L3475,
421.502,,970,,,,,,,,,,,,,L3475,
421.720,,650,,,,,,,,,,,,,L3475,
422.714,,220,,,,,,,,,,,,,L3475,
422.980,,220,,,,,,,,,,,,,L3475,
423.878,,650,,,,,,,,,,,,,L3475,
424.657,,200,,,,,,,,,,,,,L3475,
425.173,,1700,,,,,,,,,,,,,L3475,
425.337,,860,,,,,,,,,,,,,L3475,
425.361,,650,,,,,,,,,,,,,L3475,
428.049,,910,,,,,,,,,,,,,L3475,
429.608,,540,,,,,,,,,,,,,L3475,
429.717,,220,,,,,,,,,,,,,L3475,
431.605,,520,,,,,,,,,,,,,L3475,
432.111,,750,,,,,,,,,,,,,L3475,
432.557,,2600bl,,,,,,,,,,,,,L3475,
433.061,,340,,,,,,,,,,,,,L3475,
434.128,,450,,,,,,,,,,,,,L3475,
434.218,,910,,,,,,,,,,,,,L3475,
434.430,,1000,,,,,,,,,,,,,L3475,
434.731,,220,,,,,,,,,,,,,L3475,
436.977,,300,,,,,,,,,,,,,L3475,
440.667,,260,,,,,,,,,,,,,L3475,
440.825,,260,,,,,,,,,,,,,L3475,
441.903,,340,,,,,,,,,,,,,L3475,
443.622,,,,,,,,,,,,,,,L3475,
446.655,,300,,,,,,,,,,,,,L3475,
447.880,,220,,,,,,,,,,,,,L3475,
448.106,,280,,,,,,,,,,,,,L3475,
448.333,,220,,,,,,,,,,,,,L3475,
450.633,,140,,,,,,,,,,,,,L3475,
451.450,,140,,,,,,,,,,,,,L3475,
452.282,,300,,,,,,,,,,,,,L3475,
454.002,,220,,,,,,,,,,,,,L3475,
455.808,,120,,,,,,,,,,,,,L3475,
458.253,,130,,,,,,,,,,,,,L3475,
459.698,,220,,,,,,,,,,,,,L3475,
459.791,,320,,,,,,,,,,,,,L3475,
460.105,,340,,,,,,,,,,,,,L3475,
463.900,,110,,,,,,,,,,,,,L3475,
472.847,,150,,,,,,,,,,,,,L3475,
473.260,,220,,,,,,,,,,,,,L3475,
480.105,,140,,,,,,,,,,,,,L3475,
486.502,,170,,,,,,,,,,,,,L3475,
501.082,,65,,,,,,,,,,,,,L3475,
502.313,,55,,,,,,,,,,,,,L3475,
503.129,,65,,,,,,,,,,,,,L3475,
505.088,,65,,,,,,,,,,,,,L3475,
509.225,,95,,,,,,,,,,,,,L3475,
509.606,,65,,,,,,,,,,,,,L3475,
509.838,,130,,,,,,,,,,,,,L3475,
510.094,,55,,,,,,,,,,,,,L3475,
510.891,,180,,,,,,,,,,,,,L3475,
512.556,,120,,,,,,,,,,,,,L3475,
513.028,,65,,,,,,,,,,,,,L3475,
514.084,,85,,,,,,,,,,,,,L3475,
515.676,,55,,,,,,,,,,,,,L3475,
516.454,,55,,,,,,,,,,,,,L3475,
517.628,,190,,,,,,,,,,,,,L3475,
518.724,,55,,,,,,,,,,,,,L3475,
519.108,,55,,,,,,,,,,,,,L3475,
521.049,,55,,,,,,,,,,,,,L3475,
522.030,,75,,,,,,,,,,,,,L3475,
525.214,,120,,,,,,,,,,,,,L3475,
558.368,,55,,,,,,,,,,,,,L3475,
573.386,,120,,,,,,,,,,,,,L3475,
581.585,,55,,,,,,,,,,,,,L3475,
584.047,,55,,,,,,,,,,,,,L3475,
585.524,,55,,,,,,,,,,,,,L3475,
586.073,,55,,,,,,,,,,,,,L3475,
587.726,,65,,,,,,,,,,,,,L3475,
590.407,,55,,,,,,,,,,,,,L3475,
591.145,,170,,,,,,,,,,,,,L3475,
591.355,,65,,,,,,,,,,,,,L3475,
595.160,,55,,,,,,,,,,,,,L3475,
595.648,,55,,,,,,,,,,,,,L3475,
600.457,,55,,,,,,,,,,,,,L3475,
608.065,,55,,,,,,,,,,,,,L3475,
618.042,,55,,,,,,,,,,,,,L3475,
628.973,,85,,,,,,,,,,,,,L3475,
630.515,,75,,,,,,,,,,,,,L3475,
630.911,,30,,,,,,,,,,,,,L3475,
634.665,,27,,,,,,,,,,,,,L3475,
638.095,,40,,,,,,,,,,,,,L3475,
638.219,,17,,,,,,,,,,,,,L3475,
642.242,,22,,,,,,,,,,,,,L3475,
648.011,,15,,,,,,,,,,,,,L3475,
656.800,,10,,,,,,,,,,,,,L3475,
661.004,,10,,,,,,,,,,,,,L3475,
663.436,,50,,,,,,,,,,,,,L3475,
667.956,,10,,,,,,,,,,,,,L3475,
668.123,,35,,,,,,,,,,,,,L3475,
670.418,,10,,,,,,,,,,,,,L3475,
671.814,,14,,,,,,,,,,,,,L3475,
672.783,,17,,,,,,,,,,,,,L3475,
675.267,,50,,,,,,,,,,,,,L3475,
675.391,,14,,,,,,,,,,,,,L3475,
678.633,,26,,,,,,,,,,,,,L3475,
684.660,,35,,,,,,,,,,,,,L3475,
685.713,,30,,,,,,,,,,,,,L3475,
688.763,,21,,,,,,,,,,,,,L3475,
690.073,,14,,,,,,,,,,,,,L3475,
692.062,,21,,,,,,,,,,,,,L3475,
692.499,,15,,,,,,,,,,,,,L3475,
694.598,,17,,,,,,,,,,,,,L3475,
695.774,,15,,,,,,,,,,,,,L3475,
695.924,,15,,,,,,,,,,,,,L3475,
697.166,,15,,,,,,,,,,,,,L3475,
697.635,,12,,,,,,,,,,,,,L3475,
697.827,,10,,,,,,,,,,,,,L3475,
698.589,,50,,,,,,,,,,,,,L3475,
698.875,,10,,,,,,,,,,,,,L3475,
699.676,,60,,,,,,,,,,,,,L3475,
700.075,,17,,,,,,,,,,,,,L3475,
700.616,,45,,,,,,,,,,,,,L3475,
703.726,,21,,,,,,,,,,,,,L3475,
705.100,,14,,,,,,,,,,,,,L3475,
705.462,,13,,,,,,,,,,,,,L3475,
705.802,,10,,,,,,,,,,,,,L3475,
706.809,,10,,,,,,,,,,,,,L3475,
711.677,,10w,,,,,,,,,,,,,L3475,
711.886,,21,,,,,,,,,,,,,L3475,
713.573,,13,,,,,,,,,,,,,L3475,
714.731,,18,,,,,,,,,,,,,L3475,
717.226,,21,,,,,,,,,,,,,L3475,
718.957,,28,,,,,,,,,,,,,L3475,
719.708,,13,,,,,,,,,,,,,L3475,
720.141,,13,,,,,,,,,,,,,L3475,
725.270,,14,,,,,,,,,,,,,L3475,
732.489,,18,,,,,,,,,,,,,L3475,
737.727,,13,,,,,,,,,,,,,L3475,
739.490,,13,,,,,,,,,,,,,L3475,
756.319,,10,,,,,,,,,,,,,L3475,
776.648,,10,,,,,,,,,,,,,L3475,
784.635,,35,,,,,,,,,,,,,L3475,
793.025,,25,,,,,,,,,,,,,L3475,
883.206,,21w,,,,,,,,,,,,,L3475,
