obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
301.247,,230,,,,,,,,,,,,,L3475,
301.684,,230,,,,,,,,,,,,,L3475,
302.595,,290,,,,,,,,,,,,,L3475,
302.827,,270,,,,,,,,,,,,,L3475,
303.131,,370,,,,,,,,,,,,,L3475,
303.622,,310,,,,,,,,,,,,,L3475,
305.442,,210,,,,,,,,,,,,,L3475,
306.622,,230,,,,,,,,,,,,,L3475,
307.074,,450,,,,,,,,,,,,,L3475,
307.253,,560,,,,,,,,,,,,,L3475,
307.334,,610,,,,,,,,,,,,,L3475,
307.887,,210,,,,,,,,,,,,,L3475,
308.208,,720,,,,,,,,,,,,,L3475,
308.402,,610,,,,,,,,,,,,,L3475,
309.919,,370,,,,,,,,,,,,,L3475,
310.678,,230,,,,,,,,,,,,,L3475,
311.343,,310bl,,,,,,,,,,,,,L3475,
311.354,,,,,,,,,,,,,,,L3475,
312.272,,770,,,,,,,,,,,,,L3475,
313.252,,290,,,,,,,,,,,,,L3475,
313.277,,470,,,,,,,,,,,,,L3475,
314.110,,410,,,,,,,,,,,,,L3475,
314.115,,,,,,,,,,,,,,,L3475,
314.433,,250,,,,,,,,,,,,,L3475,
315.429,,410,,,,,,,,,,,,,L3475,
318.192,,870,,,,,,,,,,,,,L3475,
318.342,,410,,,,,,,,,,,,,L3475,
318.525,,250,,,,,,,,,,,,,L3475,
320.058,,310,,,,,,,,,,,,,L3475,
320.515,,230,,,,,,,,,,,,,L3475,
321.444,,270,,,,,,,,,,,,,L3475,
322.073,,870,,,,,,,,,,,,,L3475,
322.331,,610,,,,,,,,,,,,,L3475,
322.716,,210,,,,,,,,,,,,,L3475,
323.058,323.05829+,2300,1.5e+08,,440.434,31385.667,4f12.(3H<6>).6s<1/2>,"(6,1/2)",11/2,,*,11/2,,T6288,L3475,
323.203,,250,,,,,,,,,,,,,L3475,
323.798,,330,,,,,,,,,,,,,L3475,
324.934,,330,,,,,,,,,,,,,L3475,
325.905,,560,,,,,,,,,,,,,L3475,
325.911,,,,,,,,,,,,,,,L3475,
326.478,326.47805+,2700,5.8e+07,,0.000,30621.102,4f12.(3H<6>).6s<1/2>,"(6,1/2)",13/2,4f12.(3H<6>).6p<3/2>?,"(6,3/2)*?",13/2,,T6288,L3475,
326.710,,430,,,,,,,,,,,,,L3475,
326.718,,,,,,,,,,,,,,,L3475,
326.941,,330,,,,,,,,,,,,,L3475,
327.822,,250,,,,,,,,,,,,,L3475,
327.933,,720,,,,,,,,,,,,,L3475,
328.022,,720,,,,,,,,,,,,,L3475,
328.677,,470,,,,,,,,,,,,,L3475,
330.388,,330bl,,,,,,,,,,,,,L3475,
330.395,,,,,,,,,,,,,,,L3475,
330.556,,370,,,,,,,,,,,,,L3475,
331.242,331.24259+,2300,3.7e+07,,440.434,30621.102,4f12.(3H<6>).6s<1/2>,"(6,1/2)",11/2,4f12.(3H<6>).6p<3/2>?,"(6,3/2)*?",13/2,,T6288,L3475,
331.639,,560,,,,,,,,,,,,,L3475,
332.319,,770,,,,,,,,,,,,,L3475,
332.966,,290,,,,,,,,,,,,,L3475,
333.270,,770,,,,,,,,,,,,,L3475,
333.725,,370,,,,,,,,,,,,,L3475,
333.779,,290,,,,,,,,,,,,,L3475,
334.003,,250,,,,,,,,,,,,,L3475,
334.184,,290,,,,,,,,,,,,,L3475,
334.604,,1300,,,,,,,,,,,,,L3475,
335.006,,470,,,,,,,,,,,,,L3475,
335.026,,350,,,,,,,,,,,,,L3475,
336.408,,1400,,,,,,,,,,,,,L3475,
336.802,,1400bl,,,,,,,,,,,,,L3475,
337.055,,450,,,,,,,,,,,,,L3475,
337.271,337.27522+,7700,1.3e+08,,0.000,29640.863,4f12.(3H<6>).6s<1/2>,"(6,1/2)",13/2,4f12.(3H<6>).6p<3/2>?,"(6,3/2)*?",15/2,,T6288,L3475,
337.417,,970,,,,,,,,,,,,,L3475,
338.132,,290,,,,,,,,,,,,,L3475,
338.508,,1700,,,,,,,,,,,,,L3475,
338.974,,450,,,,,,,,,,,,,L3475,
339.200,339.19865+,2300,2.35e+07,,0.000,29472.789,4f12.(3H<6>).6s<1/2>,"(6,1/2)",13/2,,*,15/2,,T6288,L3475,
339.607,,350,,,,,,,,,,,,,L3475,
339.684,,290,,,,,,,,,,,,,L3475,
340.183,,390,,,,,,,,,,,,,L3475,
341.763,,350,,,,,,,,,,,,,L3475,
342.839,,490,,,,,,,,,,,,,L3475,
344.113,,770,,,,,,,,,,,,,L3475,
347.171,,970,,,,,,,,,,,,,L3475,
347.941,,610,,,,,,,,,,,,,L3475,
348.585,,970,,,,,,,,,,,,,L3475,
348.682,,350,,,,,,,,,,,,,L3475,
349.686,,350,,,,,,,,,,,,,L3475,
349.910,349.91027+,6700,7.5e+07,,440.434,29011.015,4f12.(3H<6>).6s<1/2>,"(6,1/2)",11/2,4f12.(3H<6>).6p<3/2>?,"(6,3/2)*?",9/2,,T6288,L3475,
350.838,,390,,,,,,,,,,,,,L3475,
351.489,,490,,,,,,,,,,,,,L3475,
351.818,,390,,,,,,,,,,,,,L3475,
352.491,,610,,,,,,,,,,,,,L3475,
354.826,,310,,,,,,,,,,,,,L3475,
354.984,,820,,,,,,,,,,,,,L3475,
355.320,,310,,,,,,,,,,,,,L3475,
355.990,,1000,,,,,,,,,,,,,L3475,
357.075,,920,,,,,,,,,,,,,L3475,
358.052,,1000,,,,,,,,,,,,,L3475,
359.950,,610,,,,,,,,,,,,,L3475,
359.983,,1000,,,,,,,,,,,,,L3475,
360.490,,510,,,,,,,,,,,,,L3475,
361.656,361.65658+,3100,2.0e+07,,0.000,27642.658,4f12.(3H<6>).6s<1/2>,"(6,1/2)",13/2,,*,11/2,,T6288,L3475,
361.785,,510,,,,,,,,,,,,,L3475,
361.892,,510,,,,,,,,,,,,,L3475,
363.354,,1000,,,,,,,,,,,,,L3475,
364.594,,900,,,,,,,,,,,,,L3475,
365.041,,520,,,,,,,,,,,,,L3475,
365.258,,360,,,,,,,,,,,,,L3475,
365.287,,500,,,,,,,,,,,,,L3475,
366.902,,470,,,,,,,,,,,,,L3475,
368.270,,500,,,,,,,,,,,,,L3475,
368.428,,380,,,,,,,,,,,,,L3475,
369.265,369.26494+,7900,4.8e+07,,440.434,27513.555,4f12.(3H<6>).6s<1/2>,"(6,1/2)",11/2,,*,13/2,,T6288,L3475,
369.625,,450,,,,,,,,,,,,,L3475,
370.072,,540,,,,,,,,,,,,,L3475,
370.764,,520,,,,,,,,,,,,,L3475,
371.239,,520,,,,,,,,,,,,,L3475,
372.952,,1300,,,,,,,,,,,,,L3475,
373.126,,450,,,,,,,,,,,,,L3475,
373.816,,540,,,,,,,,,,,,,L3475,
374.110,,340,,,,,,,,,,,,,L3475,
374.264,,900,,,,,,,,,,,,,L3475,
378.101,,410,,,,,,,,,,,,,L3475,
378.684,,1800,,,,,,,,,,,,,L3475,
378.786,,560,,,,,,,,,,,,,L3475,
379.183,,560,,,,,,,,,,,,,L3475,
379.706,,560,,,,,,,,,,,,,L3475,
383.048,383.04818+,3600,1.4e+07,,0.000,26098.972,4f12.(3H<6>).6s<1/2>,"(6,1/2)",13/2,4f12.(3H<6>).6p<1/2>?,"(6,1/2)*?",13/2,,T6288,L3475,
385.160,,320,,,,,,,,,,,,,L3475,
385.839,,540,,,,,,,,,,,,,L3475,
388.061,,1500,,,,,,,,,,,,,L3475,
388.289,,1200,,,,,,,,,,,,,L3475,
389.061,,400,,,,,,,,,,,,,L3475,
389.623,389.62343+,5200,1.8e+07,,440.434,26098.972,4f12.(3H<6>).6s<1/2>,"(6,1/2)",11/2,4f12.(3H<6>).6p<1/2>?,"(6,1/2)*?",13/2,,T6288,L3475,
390.276,,810,,,,,,,,,,,,,L3475,
390.456,,250,,,,,,,,,,,,,L3475,
390.631,390.63122+,11000,3.23e+07,,0.000,25592.343,4f12.(3H<6>).6s<1/2>,"(6,1/2)",13/2,4f12.(3H<6>).6p<1/2>?,"(6,1/2)*?",11/2,,T6288,L3475,
391.835,,210,,,,,,,,,,,,,L3475,
392.188,,280,,,,,,,,,,,,,L3475,
393.225,,810,,,,,,,,,,,,,L3475,
393.863,393.86261+,2100,,,0.000,25382.379,4f12.(3H<6>).6s<1/2>,"(6,1/2)",13/2,,*,11/2,,,L3475,
397.472,,1400,,,,,,,,,,,,,L3475,
400.818,,230,,,,,,,,,,,,,L3475,
400.916,,280,,,,,,,,,,,,,L3475,
401.557,,350,,,,,,,,,,,,,L3475,
404.301,,230,,,,,,,,,,,,,L3475,
404.834,,280,,,,,,,,,,,,,L3475,
404.949,,200,,,,,,,,,,,,,L3475,
405.547,,940,,,,,,,,,,,,,L3475,
405.978,,690,,,,,,,,,,,,,L3475,
408.124,,550,,,,,,,,,,,,,L3475,
410.056,,350,,,,,,,,,,,,,L3475,
414.291,,550,,,,,,,,,,,,,L3475,
418.998,,280,,,,,,,,,,,,,L3475,
423.020,,320,,,,,,,,,,,,,L3475,
423.478,,140,,,,,,,,,,,,,L3475,
425.194,,200,,,,,,,,,,,,,L3475,
427.648,,140,,,,,,,,,,,,,L3475,
430.160,,320,,,,,,,,,,,,,L3475,
430.381,,140,,,,,,,,,,,,,L3475,
431.994,,110,,,,,,,,,,,,,L3475,
436.939,,110,,,,,,,,,,,,,L3475,
438.470,,300,,,,,,,,,,,,,L3475,
440.317,,100,,,,,,,,,,,,,L3475,
441.961,,570,,,,,,,,,,,,,L3475,
442.251,,110,,,,,,,,,,,,,L3475,
445.924,,100,,,,,,,,,,,,,L3475,
447.350,,100,,,,,,,,,,,,,L3475,
450.075,,200,,,,,,,,,,,,,L3475,
456.326,,160,,,,,,,,,,,,,L3475,
463.088,,160,,,,,,,,,,,,,L3475,
464.060,,110,,,,,,,,,,,,,L3475,
466.544,,110,,,,,,,,,,,,,L3475,
467.562,,570,,,,,,,,,,,,,L3475,
467.906,,150,,,,,,,,,,,,,L3475,
475.152,,130,,,,,,,,,,,,,L3475,
475.965,,170,,,,,,,,,,,,,L3475,
482.035,,190,,,,,,,,,,,,,L3475,
487.209,,150,,,,,,,,,,,,,L3475,
490.008,,210,,,,,,,,,,,,,L3475,
493.411,,210,,,,,,,,,,,,,L3475,
495.174,,180,,,,,,,,,,,,,L3475,
502.891,,120,,,,,,,,,,,,,L3475,
504.205,,210,,,,,,,,,,,,,L3475,
507.759,,130,,,,,,,,,,,,,L3475,
512.741,,130,,,,,,,,,,,,,L3475,
513.383,,130,,,,,,,,,,,,,L3475,
516.477,,170,,,,,,,,,,,,,L3475,
518.890,,160,,,,,,,,,,,,,L3475,
521.291,,60,,,,,,,,,,,,,L3475,
521.513,,30,,,,,,,,,,,,,L3475,
521.826,,30,,,,,,,,,,,,,L3475,
522.934,,45,,,,,,,,,,,,,L3475,
525.593,,140,,,,,,,,,,,,,L3475,
525.647,,22,,,,,,,,,,,,,L3475,
525.702,,27,,,,,,,,,,,,,L3475,
526.477,,35,,,,,,,,,,,,,L3475,
527.934,,27,,,,,,,,,,,,,L3475,
530.230,,45,,,,,,,,,,,,,L3475,
533.333,,27,,,,,,,,,,,,,L3475,
533.423,,27,,,,,,,,,,,,,L3475,
534.394,,22,,,,,,,,,,,,,L3475,
534.450,,30,,,,,,,,,,,,,L3475,
539.587,,35,,,,,,,,,,,,,L3475,
541.463,,60,,,,,,,,,,,,,L3475,
542.281,,18,,,,,,,,,,,,,L3475,
545.427,,35,,,,,,,,,,,,,L3475,
546.243,,35,,,,,,,,,,,,,L3475,
547.747,,18,,,,,,,,,,,,,L3475,
548.597,,80,,,,,,,,,,,,,L3475,
549.744,,27,,,,,,,,,,,,,L3475,
562.653,,80,,,,,,,,,,,,,L3475,
565.863,,22w,,,,,,,,,,,,,L3475,
566.544,,45,,,,,,,,,,,,,L3475,
569.553,,14,,,,,,,,,,,,,L3475,
571.087,,27,,,,,,,,,,,,,L3475,
573.343,,22,,,,,,,,,,,,,L3475,
575.763,,70,,,,,,,,,,,,,L3475,
579.115,,22,,,,,,,,,,,,,L3475,
588.630,,27,,,,,,,,,,,,,L3475,
590.208,,27,,,,,,,,,,,,,L3475,
600.679,,35,,,,,,,,,,,,,L3475,
600.875,,22,,,,,,,,,,,,,L3475,
601.574,,35,,,,,,,,,,,,,L3475,
603.212,,22,,,,,,,,,,,,,L3475,
604.563,,22,,,,,,,,,,,,,L3475,
604.814,,22,,,,,,,,,,,,,L3475,
607.645,,60,,,,,,,,,,,,,L3475,
617.006,,30,,,,,,,,,,,,,L3475,
618.321,,27,,,,,,,,,,,,,L3475,
634.716,,22,,,,,,,,,,,,,L3475,
707.099,,11,,,,,,,,,,,,,L3475,
715.540,,11,,,,,,,,,,,,,L3475,
726.482,,7w,,,,,,,,,,,,,L3475,
732.973,,14,,,,,,,,,,,,,L3475,
765.445,,22,,,,,,,,,,,,,L3475,
772.619,,8,,,,,,,,,,,,,L3475,
797.903,,8,,,,,,,,,,,,,L3475,
832.857,,18,,,,,,,,,,,,,L3475,
836.758,,5,,,,,,,,,,,,,L3475,
846.618,,11,,,,,,,,,,,,,L3475,
851.771,,14,,,,,,,,,,,,,L3475,
852.137,,18,,,,,,,,,,,,,L3475,
877.663,,11w,,,,,,,,,,,,,L3475,
886.684,,9,,,,,,,,,,,,,L3475,
