obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
,47.5803,,2.10e+09,C+,130.8,210301.68,2s2.2p2,3P,2,2s2.2p.4d,3D*,3,,T5520LS,,
,47.5884,,5.25e+08,C+,130.8,210266.04,2s2.2p2,3P,2,2s2.2p.4d,3D*,2,,T5520LS,,
,47.5943,,5.83e+07,C,130.8,210239.83,2s2.2p2,3P,2,2s2.2p.4d,3D*,1,,T5520LS,,
,48.5849,,9.79e+08,B,15316.2,221141.61,2s2.2p2,1D,2,2s2.2p.5d,1F*,3,,T5520,,
,48.7379,,6.32e+08,B,15316.2,220495.36,2s2.2p2,1D,2,2s2.2p.5d,1D*,2,,T5520,,
,50.5986,,4.51e+09,C+,46784.6,244418.52,2s.2p3,5S*,2,2s.2p2.(4P).3d,5P,1,,T5520LS,,
,50.6054,,4.51e+09,C+,46784.6,244391.88,2s.2p3,5S*,2,2s.2p2.(4P).3d,5P,2,,T5520LS,,
,50.6153,,4.51e+09,C+,46784.6,244353.31,2s.2p3,5S*,2,2s.2p2.(4P).3d,5P,3,,T5520LS,,
,50.8484,,6.47e+07,B,48.7,196711.54,2s2.2p2,3P,1,2s2.2p.4s,3P*,2,,T6385n,,
,50.8668,,8.45e+07,B,0.0,196592.07,2s2.2p2,3P,0,2s2.2p.4s,3P*,1,,T6385n,,
,50.8697,,1.91e+08,B,130.8,196711.54,2s2.2p2,3P,2,2s2.2p.4s,3P*,2,,T6385n,,
,50.8794,,6.26e+07,B,48.7,196592.07,2s2.2p2,3P,1,2s2.2p.4s,3P*,1,,T6385n,,
,50.8928,,2.51e+08,B,48.7,196540.23,2s2.2p2,3P,1,2s2.2p.4s,3P*,0,,T6385n,,
,50.9006,,1.05e+08,B,130.8,196592.07,2s2.2p2,3P,2,2s2.2p.4s,3P*,1,,T6385n,,
,51.0758,,1.87e+09,B,15316.2,211103.63,2s2.2p2,1D,2,2s2.2p.4d,1F*,3,,T5520,,
,51.3849,,1.24e+09,B,15316.2,209925.76,2s2.2p2,1D,2,2s2.2p.4d,1D*,2,,T5520,,
,52.5983,,3.94e+06,B+,0.0,190120.24,2s2.2p2,3P,0,2s2.2p.3d,1P*,1,,T7333,,
,52.6118,,8.74e+04,B+,48.7,190120.24,2s2.2p2,3P,1,2s2.2p.3d,1P*,1,,T7333,,
,52.6345,,5.91e+05,B+,130.8,190120.24,2s2.2p2,3P,2,2s2.2p.3d,1P*,1,,T7333,,
,52.8529,,1.86e+06,B,130.8,189335.16,2s2.2p2,3P,2,2s2.2p.3d,1F*,3,,T7333,,
,52.9355,,7.17e+08,B+,0.0,188909.17,2s2.2p2,3P,0,2s2.2p.3d,3P*,1,,T7333,,
,52.9413,,2.44e+09,B+,48.7,188937.24,2s2.2p2,3P,1,2s2.2p.3d,3P*,0,,T7333,,
,52.9491,,6.86e+08,B+,48.7,188909.17,2s2.2p2,3P,1,2s2.2p.3d,3P*,1,,T7333,,
,52.9637,,4.83e+08,B+,48.7,188857.37,2s2.2p2,3P,1,2s2.2p.3d,3P*,2,,T7333,,
,52.9722,,1.04e+09,B+,130.8,188909.17,2s2.2p2,3P,2,2s2.2p.3d,3P*,1,,T7333,,
,52.9867,,1.96e+09,B+,130.8,188857.37,2s2.2p2,3P,2,2s2.2p.3d,3P*,2,,T7333,,
,53.0343,,6.12e+08,B,32688.8,221246.17,2s2.2p2,1S,0,2s2.2p.5d,1P*,1,,T5520,,
,53.3511,,2.46e+09,B+,0.0,187437.56,2s2.2p2,3P,0,2s2.2p.3d,3D*,1,,T7333,,
,53.3581,,3.29e+09,B+,48.7,187461.56,2s2.2p2,3P,1,2s2.2p.3d,3D*,2,,T7333,,
,53.3650,,1.70e+09,B+,48.7,187437.56,2s2.2p2,3P,1,2s2.2p.3d,3D*,1,,T7333,,
,53.3729,,4.24e+09,B+,130.8,187491.90,2s2.2p2,3P,2,2s2.2p.3d,3D*,3,,T7333,,
,53.3815,,9.35e+08,B+,130.8,187461.56,2s2.2p2,3P,2,2s2.2p.3d,3D*,2,,T7333,,
,53.3884,,9.54e+07,B+,130.8,187437.56,2s2.2p2,3P,2,2s2.2p.3d,3D*,1,,T7333,,
,53.4637,,4.96e+06,B,48.7,187091.37,2s2.2p2,3P,1,2s2.2p.3d,1D*,2,,T7333,,
,53.4872,,7.14e+04,B,130.8,187091.37,2s2.2p2,3P,2,2s2.2p.3d,1D*,2,,T7333,,
,53.6300,,6.40e+06,B+,48.7,186511.58,2s2.2p2,3P,1,2s2.2p.3d,3F*,2,,T7333,,
,53.6365,,1.52e+07,B+,130.8,186570.98,2s2.2p2,3P,2,2s2.2p.3d,3F*,3,,T7333,,
,53.6536,,2.35e+06,B+,130.8,186511.58,2s2.2p2,3P,2,2s2.2p.3d,3F*,2,,T7333,,
,54.7818,,2.16e+08,C,15316.2,197858.69,2s2.2p2,1D,2,2s2.2p.4s,1P*,1,,T6385,,
,55.9762,,1.14e+09,B,32688.8,211336.16,2s2.2p2,1S,0,2s2.2p.4d,1P*,1,,T5520,,
,57.2069,,4.24e+05,D,15316.2,190120.24,2s2.2p2,1D,2,2s2.2p.3d,1P*,1,,T7333,,
,57.4650,,3.83e+09,A,15316.2,189335.16,2s2.2p2,1D,2,2s2.2p.3d,1F*,3,,T7333,,
,57.6060,,4.22e+04,C,15316.2,188909.17,2s2.2p2,1D,2,2s2.2p.3d,3P*,1,,T7333,,
,57.6232,,3.23e+06,B+,15316.2,188857.37,2s2.2p2,1D,2,2s2.2p.3d,3P*,2,,T7333,,
,58.0802,,1.39e+06,B+,15316.2,187491.90,2s2.2p2,1D,2,2s2.2p.3d,3D*,3,,T7333,,
,58.0904,,1.38e+07,B+,15316.2,187461.56,2s2.2p2,1D,2,2s2.2p.3d,3D*,2,,T7333,,
,58.2156,,2.74e+09,A,15316.2,187091.37,2s2.2p2,1D,2,2s2.2p.3d,1D*,2,,T7333,,
,58.3925,,2.32e+06,A,15316.2,186570.98,2s2.2p2,1D,2,2s2.2p.3d,3F*,3,,T7333,,
,58.4128,,2.35e+07,A,15316.2,186511.58,2s2.2p2,1D,2,2s2.2p.3d,3F*,2,,T7333,,
,59.9644,,1.02e+04,B,0.0,166765.66,2s2.2p2,3P,0,2s.2p3,1P*,1,,T7333,,
,59.9819,,1.69e+05,B,48.7,166765.66,2s2.2p2,3P,1,2s.2p3,1P*,1,,T7333,,
,60.0115,,3.15e+04,B,130.8,166765.66,2s2.2p2,3P,2,2s.2p3,1P*,1,,T7333,,
,60.5437,,3.77e+08,C+,32688.8,197858.69,2s2.2p2,1S,0,2s2.2p.4s,1P*,1,,"T5520,T6385",,
,61.0116,,1.34e+06,D,32688.8,196592.07,2s2.2p2,1S,0,2s2.2p.4s,3P*,1,,T6385,,
,62.9167,,1.08e+09,C+,46784.6,205724.81,2s.2p3,5S*,2,2s.2p2.(4P).3s,5P,3,,T6385n,,
,62.9447,,1.07e+09,C+,46784.6,205654.22,2s.2p3,5S*,2,2s.2p2.(4P).3s,5P,2,,T6385n,,
,62.9670,,1.07e+09,C+,46784.6,205597.97,2s.2p3,5S*,2,2s.2p2.(4P).3s,5P,1,,T6385n,,
,63.5197,,2.58e+09,B+,32688.8,190120.24,2s2.2p2,1S,0,2s2.2p.3d,1P*,1,,T7333,,
,64.0121,,2.30e+06,B,32688.8,188909.17,2s2.2p2,1S,0,2s2.2p.3d,3P*,1,,T7333,,
64.4634,64.4634,285,1.19e+09,A,0.0,155126.73,2s2.2p2,3P,0,2s.2p3,3S*,1,,T7333,L3513,
64.4837,64.4837,360,3.56e+09,A,48.7,155126.73,2s2.2p2,3P,1,2s.2p3,3S*,1,,T7333,L3513,
64.5178,64.5178,450,5.94e+09,A,130.8,155126.73,2s2.2p2,3P,2,2s.2p3,3S*,1,,T7333,L3513,
,64.6209,,1.43e+06,B,32688.8,187437.56,2s2.2p2,1S,0,2s2.2p.3d,3D*,1,,T7333,,
66.0286,66.0286,360,3.17e+09,B+,15316.2,166765.66,2s2.2p2,1D,2,2s.2p3,1P*,1,,T7333,L3513,
,67.0296,,3.80e+07,B+,0.0,149187.80,2s2.2p2,3P,0,2s2.2p.3s,1P*,1,,T7333,,
,67.0515,,3.02e+07,B+,48.7,149187.80,2s2.2p2,3P,1,2s2.2p.3s,1P*,1,,T7333,,
,67.0884,,3.68e+07,B+,130.8,149187.80,2s2.2p2,3P,2,2s2.2p.3s,1P*,1,,T7333,,
67.1016,67.1016,170,2.84e+08,B+,48.7,149076.52,2s2.2p2,3P,1,2s2.2p.3s,3P*,2,,T7333,L3513,
67.1386,67.1386,285,8.52e+08,B+,130.8,149076.52,2s2.2p2,3P,2,2s2.2p.3s,3P*,2,,T7333,L3513,
,67.1411,,3.40e+08,B+,0.0,148940.17,2s2.2p2,3P,0,2s2.2p.3s,3P*,1,,T7333,,
67.1630,67.1630,150,2.53e+08,B+,48.7,148940.17,2s2.2p2,3P,1,2s2.2p.3s,3P*,1,,T7333,L3513,
67.1773,67.1773,160,1.13e+09,B+,48.7,148908.59,2s2.2p2,3P,1,2s2.2p.3s,3P*,0,,T7333,L3513,
67.2001,67.2001,170,4.38e+08,B+,130.8,148940.17,2s2.2p2,3P,2,2s2.2p.3s,3P*,1,,T7333,L3513,
,69.3774,,5.66e+03,C+,48.7,144187.94,2s2.2p2,3P,1,2s.2p3,1D*,2,,T7333,,
,69.4169,,4.14e+04,C+,130.8,144187.94,2s2.2p2,3P,2,2s.2p3,1D*,2,,T7333,,
,71.5254,,1.06e+05,B+,15316.2,155126.73,2s2.2p2,1D,2,2s.2p3,3S*,1,,T7333,,
,74.5841,,1.35e+09,B+,32688.8,166765.66,2s2.2p2,1S,0,2s.2p3,1P*,1,,T7333,,
74.6984,74.6984,285,3.69e+09,A,15316.2,149187.80,2s2.2p2,1D,2,2s2.2p.3s,1P*,1,,T7333,L3513,
,74.7606,,7.17e+03,C+,15316.2,149076.52,2s2.2p2,1D,2,2s2.2p.3s,3P*,2,,T7333,,
,74.8369,,3.81e+08,A,15316.2,148940.17,2s2.2p2,1D,2,2s2.2p.3s,3P*,1,,T7333,,
77.5965,77.5965,650,3.14e+09,A,15316.2,144187.94,2s2.2p2,1D,2,2s.2p3,1D*,2,,T7333,L3513,
,81.6740,,1.85e+04,B+,32688.8,155126.73,2s2.2p2,1S,0,2s.2p3,3S*,1,,T7333,,
,83.4070,,8.13e+01,D,46784.6,166678.64,2s.2p3,5S*,2,2s2.2p.3p,3D,3,,T7333,,
,83.4740,,2.42e+01,D,46784.6,166582.45,2s.2p3,5S*,2,2s2.2p.3p,3D,2,,T7333,,
,83.5163,,3.04e+00,D,46784.6,166521.69,2s.2p3,5S*,2,2s2.2p.3p,3D,1,,T7333,,
,83.6187,,1.23e+09,D+,92237.2,211827.67,2s.2p3,3D*,3,2s.2p2.(4P).3s,3P,2,,T6385n,,
,83.6279,,2.17e+08,D+,92250.3,211827.67,2s.2p3,3D*,2,2s.2p2.(4P).3s,3P,2,,T6385n,,
,83.6289,,1.44e+07,D,92251.8,211827.67,2s.2p3,3D*,1,2s.2p2.(4P).3s,3P,2,,T6385n,,
,83.6616,,1.09e+09,D+,92250.3,211779.45,2s.2p3,3D*,2,2s.2p2.(4P).3s,3P,1,,T6385n,,
,83.6627,,3.61e+08,D+,92251.8,211779.45,2s.2p3,3D*,1,2s.2p2.(4P).3s,3P,1,,T6385n,,
,83.6837,,1.45e+09,D+,92251.8,211749.35,2s.2p3,3D*,1,2s.2p2.(4P).3s,3P,0,,T6385n,,
,85.8376,,2.56e+07,C+,32688.8,149187.80,2s2.2p2,1S,0,2s2.2p.3s,1P*,1,,T7333,,
,86.0205,,2.65e+06,C+,32688.8,148940.17,2s2.2p2,1S,0,2s2.2p.3s,3P*,1,,T7333,,
,89.8575,,1.16e+07,D,92250.3,203537.66,2s.2p3,3D*,2,2s2.2p.4p,3S,1,,T6385,,
,89.8587,,3.91e+06,D,92251.8,203537.66,2s.2p3,3D*,1,2s2.2p.4p,3S,1,,T6385,,
,90.0724,,3.54e+08,D,92237.2,203258.98,2s.2p3,3D*,3,2s2.2p.4p,3P,2,,T6385n,,
,90.0830,,6.72e+07,D,92250.3,203258.98,2s.2p3,3D*,2,2s2.2p.4p,3P,2,,T6385n,,
,90.0843,,4.66e+06,D,92251.8,203258.98,2s.2p3,3D*,1,2s2.2p.4p,3P,2,,T6385n,,
,90.1398,,3.07e+08,D,92250.3,203189.03,2s.2p3,3D*,2,2s2.2p.4p,3P,1,,T6385n,,
,90.1411,,1.07e+08,D,92251.8,203189.03,2s.2p3,3D*,1,2s2.2p.4p,3P,1,,T6385n,,
,90.1626,,4.29e+08,D,92251.8,203162.48,2s.2p3,3D*,1,2s2.2p.4p,3P,0,,T6385n,,
,90.3962,,1.35e+07,D,92237.2,202861.36,2s.2p3,3D*,3,2s2.2p.4p,3D,3,,T6385,,
,90.4069,,1.65e+06,D,92250.3,202861.36,2s.2p3,3D*,2,2s2.2p.4p,3D,3,,T6385,,
,90.4748,,9.78e+06,D,92237.2,202765.26,2s.2p3,3D*,3,2s2.2p.4p,3D,2,,T6385,,
,90.4855,,6.62e+06,D,92250.3,202765.26,2s.2p3,3D*,2,2s2.2p.4p,3D,2,,T6385,,
,90.4867,,1.75e+06,D,92251.8,202765.26,2s.2p3,3D*,1,2s2.2p.4p,3D,2,,T6385,,
,90.5274,,1.01e+07,D,92250.3,202714.12,2s.2p3,3D*,2,2s2.2p.4p,3D,1,,T6385,,
,90.5286,,7.00e+06,D,92251.8,202714.12,2s.2p3,3D*,1,2s2.2p.4p,3D,1,,T6385,,
,90.9762,,3.82e+05,D,92251.8,202170.63,2s.2p3,3D*,1,2s2.2p.4p,1P,1,,T6385,,
91.5612,91.5612,450,4.23e+08,A,0.0,109216.6,2s2.2p2,3P,0,2s.2p3,3P*,1,,T7333,L3513,
91.5962,91.5962,450,1.27e+09,A,48.7,109223.5,2s2.2p2,3P,1,2s.2p3,3P*,0,,T7333,L3513,
91.6012,91.6012,550,3.14e+08,A,48.7,109217.6,2s2.2p2,3P,1,2s.2p3,3P*,2,,T7333,L3513,
,91.6020,,3.21e+08,A,48.7,109216.6,2s2.2p2,3P,1,2s.2p3,3P*,1,,T7333,,
91.6701,91.6701,650,9.55e+08,A,130.8,109217.6,2s2.2p2,3P,2,2s.2p3,3P*,2,,T7333,L3513,
,91.6710,,5.27e+08,A,130.8,109216.6,2s2.2p2,3P,2,2s.2p3,3P*,1,,T7333,,
,97.4554,,4.41e+07,C,109216.6,211827.67,2s.2p3,3P*,1,2s.2p2.(4P).3s,3P,2,,T6385n,,
,97.4563,,1.33e+08,C,109217.6,211827.67,2s.2p3,3P*,2,2s.2p2.(4P).3s,3P,2,,T6385n,,
,97.5012,,4.50e+07,C,109216.6,211779.45,2s.2p3,3P*,1,2s.2p2.(4P).3s,3P,1,,T6385n,,
,97.5021,,7.27e+07,C,109217.6,211779.45,2s.2p3,3P*,2,2s.2p2.(4P).3s,3P,1,,T6385n,,
,97.5078,,5.92e+07,C,109223.5,211779.45,2s.2p3,3P*,0,2s.2p2.(4P).3s,3P,1,,T6385n,,
,97.5298,,1.77e+08,C,109216.6,211749.35,2s.2p3,3P*,1,2s.2p2.(4P).3s,3P,0,,T6385n,,
,106.0209,,3.82e+07,C,109216.6,203537.66,2s.2p3,3P*,1,2s2.2p.4p,3S,1,,T6385,,
,106.0220,,3.95e+07,C,109217.6,203537.66,2s.2p3,3P*,2,2s2.2p.4p,3S,1,,T6385,,
,106.0286,,1.57e+07,C,109223.5,203537.66,2s.2p3,3P*,0,2s2.2p.4p,3S,1,,T6385,,
,106.3350,,1.22e+07,D+,109216.6,203258.98,2s.2p3,3P*,1,2s2.2p.4p,3P,2,,T6385n,,
,106.3362,,3.24e+07,D+,109217.6,203258.98,2s.2p3,3P*,2,2s2.2p.4p,3P,2,,T6385n,,
,106.4142,,5.64e+06,D+,109216.6,203189.03,2s.2p3,3P*,1,2s2.2p.4p,3P,1,,T6385n,,
,106.4153,,2.74e+07,D+,109217.6,203189.03,2s.2p3,3P*,2,2s2.2p.4p,3P,1,,T6385n,,
,106.4220,,1.17e+07,D+,109223.5,203189.03,2s.2p3,3P*,0,2s2.2p.4p,3P,1,,T6385n,,
,106.4443,,4.40e+07,D+,109216.6,203162.48,2s.2p3,3P*,1,2s2.2p.4p,3P,0,,T6385n,,
,106.4947,,2.30e+03,C,15316.2,109217.6,2s2.2p2,1D,2,2s.2p3,3P*,2,,T7333,,
,106.4958,,5.16e+03,C,15316.2,109216.6,2s2.2p2,1D,2,2s.2p3,3P*,1,,T7333,,
,106.7877,,7.46e+06,C,109217.6,202861.36,2s.2p3,3P*,2,2s2.2p.4p,3D,3,,T6385,,
,106.8962,,4.28e+06,C,109216.6,202765.26,2s.2p3,3P*,1,2s2.2p.4p,3D,2,,T6385,,
,106.8974,,3.38e+06,C,109217.6,202765.26,2s.2p3,3P*,2,2s2.2p.4p,3D,2,,T6385,,
,106.9547,,3.69e+06,C,109216.6,202714.12,2s.2p3,3P*,1,2s2.2p.4p,3D,1,,T6385,,
,106.9559,,6.53e+05,D+,109217.6,202714.12,2s.2p3,3P*,2,2s2.2p.4p,3D,1,,T6385,,
,106.9626,,3.14e+06,C,109223.5,202714.12,2s.2p3,3P*,0,2s2.2p.4p,3D,1,,T6385,,
108.3990,108.3990,450,2.10e+08,A,0.0,92251.8,2s2.2p2,3P,0,2s.2p3,3D*,1,,T7333,L3513,
,108.4562,,1.54e+08,A,48.7,92251.8,2s2.2p2,3P,1,2s.2p3,3D*,1,,T7333,,
108.4580,108.4580,600,2.82e+08,A,48.7,92250.3,2s2.2p2,3P,1,2s.2p3,3D*,2,,T7333,L3513,
,108.5529,,9.96e+06,A,130.8,92251.8,2s2.2p2,3P,2,2s.2p3,3D*,1,,T7333,,
108.5546,108.5546,430,9.10e+07,A,130.8,92250.3,2s2.2p2,3P,2,2s.2p3,3D*,2,,T7333,L3513,
108.5701,108.5701,650,3.72e+08,A,130.8,92237.2,2s2.2p2,3P,2,2s.2p3,3D*,3,,T7333,L3513,
,116.250,,8.42e+03,B,92251.8,178273.38,2s.2p3,3D*,1,2s2.2p.3p,1S,0,,T7333,,
,127.5038,,5.10e+07,B+,92237.2,170666.23,2s.2p3,3D*,3,2s2.2p.3p,3P,2,,T7333,,
,127.5251,,9.34e+06,B+,92250.3,170666.23,2s.2p3,3D*,2,2s2.2p.3p,3P,2,,T7333,,
,127.5275,,6.32e+05,B+,92251.8,170666.23,2s.2p3,3D*,1,2s2.2p.3p,3P,2,,T7333,,
,127.6201,,4.54e+07,B+,92250.3,170607.89,2s.2p3,3D*,2,2s2.2p.3p,3P,1,,T7333,,
,127.6225,,1.54e+07,B+,92251.8,170607.89,2s.2p3,3D*,1,2s2.2p.3p,3P,1,,T7333,,
,127.6800,,6.08e+07,B+,92251.8,170572.61,2s.2p3,3D*,1,2s2.2p.3p,3P,0,,T7333,,
,129.9788,,5.20e+02,C,15316.2,92251.8,2s2.2p2,1D,2,2s.2p3,3D*,1,,T4899,,
,129.9814,,7.33e+02,D,15316.2,92250.3,2s2.2p2,1D,2,2s.2p3,3D*,2,,T7333,,
,130.0035,,4.14e+03,D,15316.2,92237.2,2s2.2p2,1D,2,2s.2p3,3D*,3,,T7333,,
,130.477,,6.74e+04,B,92250.3,168892.21,2s.2p3,3D*,2,2s2.2p.3p,3S,1,,T7333,,
,130.479,,2.32e+04,B,92251.8,168892.21,2s.2p3,3D*,1,2s2.2p.3p,3S,1,,T7333,,
,130.6715,,2.06e+03,C,32688.8,109216.6,2s2.2p2,1S,0,2s.2p3,3P*,1,,T7333,,
,134.201,,1.94e-02,C,92250.3,166765.66,2s.2p3,3D*,2,2s.2p3,1P*,1,M1,T7333,,
,134.203,,6.46e-03,C,92251.8,166765.66,2s.2p3,3D*,1,2s.2p3,1P*,1,M1,T7333,,
,134.3338,,6.40e+06,C+,92237.2,166678.64,2s.2p3,3D*,3,2s2.2p.3p,3D,3,,T7333,,
,134.3574,,7.55e+05,C+,92250.3,166678.64,2s.2p3,3D*,2,2s2.2p.3p,3D,3,,T7333,,
,134.5076,,1.27e+06,C+,92237.2,166582.45,2s.2p3,3D*,3,2s2.2p.3p,3D,2,,T7333,,
,134.5313,,4.90e+06,C+,92250.3,166582.45,2s.2p3,3D*,2,2s2.2p.3p,3D,2,,T7333,,
,134.5340,,1.03e+06,C+,92251.8,166582.45,2s.2p3,3D*,1,2s2.2p.3p,3D,2,,T7333,,
,134.6413,,1.94e+06,C+,92250.3,166521.69,2s.2p3,3D*,2,2s2.2p.3p,3D,1,,T7333,,
,134.6441,,5.28e+06,C+,92251.8,166521.69,2s.2p3,3D*,1,2s2.2p.3p,3D,1,,T7333,,
,138.197,,1.30e+01,D,92250.3,164610.76,2s.2p3,3D*,2,2s2.2p.3p,1P,1,,T7333,,
,138.200,,7.07e+03,C+,92251.8,164610.76,2s.2p3,3D*,1,2s2.2p.3p,1P,1,,T7333,,
,153.857,,1.59e+03,C,109216.6,174212.03,2s.2p3,3P*,1,2s2.2p.3p,1D,2,,T7333,,
,159.009,,1.79e-01,C,92237.2,155126.73,2s.2p3,3D*,3,2s.2p3,3S*,1,E2,T7333,,
,159.0141,,3.89e+06,B,148940.17,211827.67,2s2.2p.3s,3P*,1,2s.2p2.(4P).3s,3P,2,,T6385n,,
,159.042,,1.11e-01,C,92250.3,155126.73,2s.2p3,3D*,2,2s.2p3,3S*,1,E2,T7333,,
,159.046,,6.05e-02,C,92251.8,155126.73,2s.2p3,3D*,1,2s.2p3,3S*,1,E2,T7333,,
,159.0562,,5.39e+06,B,148908.59,211779.45,2s2.2p.3s,3P*,0,2s.2p2.(4P).3s,3P,1,,T6385n,,
,159.1361,,3.78e+06,B,148940.17,211779.45,2s2.2p.3s,3P*,1,2s.2p2.(4P).3s,3P,1,,T6385n,,
,159.2124,,1.49e+07,B,148940.17,211749.35,2s2.2p.3s,3P*,1,2s.2p2.(4P).3s,3P,0,,T6385n,,
,159.3596,,1.19e+07,B,149076.52,211827.67,2s2.2p.3s,3P*,2,2s.2p2.(4P).3s,3P,2,,T6385n,,
,159.4822,,6.52e+06,B,149076.52,211779.45,2s2.2p.3s,3P*,2,2s.2p2.(4P).3s,3P,1,,T6385n,,
,159.6427,,1.78e+05,D,149187.80,211827.67,2s2.2p.3s,1P*,1,2s.2p2.(4P).3s,3P,2,,T6385,,
,159.7657,,2.25e+05,D,149187.80,211779.45,2s2.2p.3s,1P*,1,2s.2p2.(4P).3s,3P,1,,T6385,,
,159.8426,,1.02e+06,D,149187.80,211749.35,2s2.2p.3s,1P*,1,2s.2p2.(4P).3s,3P,0,,T6385,,
,160.172,,2.08e-02,C,46784.6,109217.6,2s.2p3,5S*,2,2s.2p3,3P*,2,M1,T7333,,
,160.174,,1.15e-02,C,46784.6,109216.6,2s.2p3,5S*,2,2s.2p3,3P*,1,M1,T7333,,
,162.7349,,7.03e+05,D,109216.6,170666.23,2s.2p3,3P*,1,2s2.2p.3p,3P,2,,T7333,,
,162.7376,,2.39e+06,D,109217.6,170666.23,2s.2p3,3P*,2,2s2.2p.3p,3P,2,,T7333,,
,162.8896,,5.17e+05,D,109216.6,170607.89,2s.2p3,3P*,1,2s2.2p.3p,3P,1,,T7333,,
,162.8922,,1.98e+06,D,109217.6,170607.89,2s.2p3,3P*,2,2s2.2p.3p,3P,1,,T7333,,
,162.9079,,7.93e+05,D,109223.5,170607.89,2s.2p3,3P*,0,2s2.2p.3p,3P,1,,T7333,,
,162.9832,,3.21e+06,D,109216.6,170572.61,2s.2p3,3P*,1,2s2.2p.3p,3P,0,,T7333,,
,163.4996,,1.57e+07,B,144187.94,205350.18,2s.2p3,1D*,2,2s2.2p.4p,1D,2,,T6385,,
,167.5726,,2.70e+07,B,109216.6,168892.21,2s.2p3,3P*,1,2s2.2p.3p,3S,1,,T7333,,
,167.5755,,4.39e+07,B,109217.6,168892.21,2s.2p3,3P*,2,2s2.2p.3p,3S,1,,T7333,,
,167.5920,,9.09e+06,B,109223.5,168892.21,2s.2p3,3P*,0,2s2.2p.3p,3S,1,,T7333,,
,167.8895,,3.62e+02,B+,32688.8,92251.8,2s2.2p2,1S,0,2s.2p3,3D*,1,,T7333,,
,170.8637,,2.24e+05,D,144187.94,202714.12,2s.2p3,1D*,2,2s2.2p.4p,3D,1,,T6385,,
,170.9663,,1.86e+07,B,164610.76,223101.82,2s2.2p.3p,1P,1,2s2.2p.6s,1P*,1,,T5520,,
,172.0412,,5.24e+07,C+,170666.23,228791.83,2s2.2p.3p,3P,2,2s.2p2.(4P).3p,3D*,3,,T5520LS,,
,172.0462,,3.93e+07,C+,170607.89,228731.81,2s2.2p.3p,3P,1,2s.2p2.(4P).3p,3D*,2,,T5520LS,,
,172.0528,,2.91e+07,C+,170572.61,228694.30,2s2.2p.3p,3P,0,2s.2p2.(4P).3p,3D*,1,,T5520LS,,
,172.1573,,2.18e+07,C+,170607.89,228694.30,2s2.2p.3p,3P,1,2s.2p2.(4P).3p,3D*,1,,T5520LS,,
,172.2191,,1.31e+07,C+,170666.23,228731.81,2s2.2p.3p,3P,2,2s.2p2.(4P).3p,3D*,2,,T5520LS,,
,172.3304,,1.45e+06,C,170666.23,228694.30,2s2.2p.3p,3P,2,2s.2p2.(4P).3p,3D*,1,,T5520LS,,
,172.4653,,2.88e+07,B,144187.94,202170.63,2s.2p3,1D*,2,2s2.2p.4p,1P,1,,T6385,,
