obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
259.632,,28,,,,,,,,,,,,,L3475,
261.526,,21,,,,,,,,,,,,,L3475,
261.701,,100,,,,,,,,,,,,,L3475,
263.431,,55,,,,,,,,,,,,,L3475,
263.945,,45,,,,,,,,,,,,,L3475,
264.189,,85,,,,,,,,,,,,,L3475,
264.431,,110,,,,,,,,,,,,,L3475,
264.644,,28,,,,,,,,,,,,,L3475,
264.746,,28,,,,,,,,,,,,,L3475,
264.880,,28,,,,,,,,,,,,,L3475,
264.979,,50,,,,,,,,,,,,,L3475,
265.073,,28,,,,,,,,,,,,,L3475,
265.375,265.3745+,990,3.90e+08,,21418.75,59090.13,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<7/2>).6s.6p.(1P*<1>),,7/2,,T6917,L3475,
265.612,,35,,,,,,,,,,,,,L3475,
265.927,,21,,,,,,,,,,,,,L3475,
266.504,,200,,,,,,,,,,,,,L3475,
266.875,,55,,,,,,,,,,,,,L3475,
267.266,,390,,,,,,,,,,,,,L3475,
268.040,,21,,,,,,,,,,,,,L3475,
268.342,,14,,,,,,,,,,,,,L3475,
268.475,,70,,,,,,,,,,,,,L3475,
268.798,,25,,,,,,,,,,,,,L3475,
269.543,,28,,,,,,,,,,,,,L3475,
269.662,,14,,,,,,,,,,,,,L3475,
270.080,,18,,,,,,,,,,,,,L3475,
270.884,,21,,,,,,,,,,,,,L3475,
271.054,,65,,,,,,,,,,,,,L3475,
271.178,,25,,,,,,,,,,,,,L3475,
271.266,,55,,,,,,,,,,,,,L3475,
271.835,,170,,,,,,,,,,,,,L3475,
272.220,,21,,,,,,,,,,,,,L3475,
273.274,,110,,,,,,,,,,,,,L3475,
273.409,,21,,,,,,,,,,,,,L3475,
274.171,,55,,,,,,,,,,,,,L3475,
274.758,,55,,,,,,,,,,,,,L3475,
274.804,,18,,,,,,,,,,,,,L3475,
274.866,,230,,,,,,,,,,,,,L3475,
275.048,275.0478+,1300,3.20e+08,,21418.75,57765.32,4f13.(2F*).6s2,2F*,7/2,4f13.(2F*<7/2>).6s.6p.(1P*<1>),"(7/2,1)",9/2,,T6917,L3475,
275.145,,85,,,,,,,,,,,,,L3475,
275.900,,21,,,,,,,,,,,,,L3475,
276.078,,65,,,,,,,,,,,,,L3475,
276.137,,65,,,,,,,,,,,,,L3475,
276.441,,35,,,,,,,,,,,,,L3475,
277.132,,85,,,,,,,,,,,,,L3475,
277.628,,170,,,,,,,,,,,,,L3475,
278.466,,100,,,,,,,,,,,,,L3475,
278.796,,18,,,,,,,,,,,,,L3475,
279.328,,45,,,,,,,,,,,,,L3475,
279.444,,25,,,,,,,,,,,,,L3475,
279.507,,21,,,,,,,,,,,,,L3475,
279.529,,18,,,,,,,,,,,,,L3475,
279.780,,35,,,,,,,,,,,,,L3475,
279.821,,100,,,,,,,,,,,,,L3475,
279.938,,45,,,,,,,,,,,,,L3475,
280.000,,50,,,,,,,,,,,,,L3475,
280.006,,35,,,,,,,,,,,,,L3475,
281.072,,14,,,,,,,,,,,,,L3475,
281.453,,65,,,,,,,,,,,,,L3475,
281.632,,28,,,,,,,,,,,,,L3475,
282.115,,140,,,,,,,,,,,,,L3475,
282.497,,100,,,,,,,,,,,,,L3475,
283.099,,190,,,,,,,,,,,,,L3475,
283.220,,18,,,,,,,,,,,,,L3475,
283.497,,28,,,,,,,,,,,,,L3475,
284.259,,14,,,,,,,,,,,,,L3475,
284.718,,230w,,,,,,,,,,,,,L3475,
284.844,,100,,,,,,,,,,,,,L3475,
284.934,,21,,,,,,,,,,,,,L3475,
285.113,,360,,,,,,,,,,,,,L3475,
285.186,,55,,,,,,,,,,,,,L3475,
285.341,,21,,,,,,,,,,,,,L3475,
285.368,,18,,,,,,,,,,,,,L3475,
285.414,,55,,,,,,,,,,,,,L3475,
285.449,,45,,,,,,,,,,,,,L3475,
285.833,,45,,,,,,,,,,,,,L3475,
285.846,,45,,,,,,,,,,,,,L3475,
285.939,,100,,,,,,,,,,,,,L3475,
285.980,,430,,,,,,,,,,,,,L3475,
286.039,,55,,,,,,,,,,,,,L3475,
286.121,,140,,,,,,,,,,,,,L3475,
286.134,,100,,,,,,,,,,,,,L3475,
286.706,,200,,,,,,,,,,,,,L3475,
287.006,,25,,,,,,,,,,,,,L3475,
288.597,,28,,,,,,,,,,,,,L3475,
288.626,,70,,,,,,,,,,,,,L3475,
288.804,,200,,,,,,,,,,,,,L3475,
289.138,289.1385+,3600,3.42e+07,,0.00,34575.37,4f14.6s,2S,1/2,4f13.(2F*<7/2>).5d.6s.(1D),1[3/2]*,3/2,,T7227,L3475,
289.362,,45,,,,,,,,,,,,,L3475,
289.690,,28,,,,,,,,,,,,,L3475,
289.970,,85,,,,,,,,,,,,,L3475,
290.241,,18,,,,,,,,,,,,,L3475,
290.292,,21,,,,,,,,,,,,,L3475,
290.688,,21,,,,,,,,,,,,,L3475,
290.833,,28,,,,,,,,,,,,,L3475,
290.919,,35,,,,,,,,,,,,,L3475,
290.948,,55,,,,,,,,,,,,,L3475,
291.152,,85,,,,,,,,,,,,,L3475,
291.286,,18,,,,,,,,,,,,,L3475,
291.421,,170,,,,,,,,,,,,,L3475,
291.528,,140,,,,,,,,,,,,,L3475,
291.643,,18,,,,,,,,,,,,,L3475,
291.935,,280,,,,,,,,,,,,,L3475,
292.112,,55,,,,,,,,,,,,,L3475,
292.424,,45,,,,,,,,,,,,,L3475,
292.785,,25,,,,,,,,,,,,,L3475,
293.511,,55,,,,,,,,,,,,,L3475,
293.719,,21,,,,,,,,,,,,,L3475,
293.953,,45,,,,,,,,,,,,,L3475,
294.052,,45,,,,,,,,,,,,,L3475,
294.204,,28,,,,,,,,,,,,,L3475,
294.591,,140,,,,,,,,,,,,,L3475,
294.630,,45,,,,,,,,,,,,,L3475,
294.676,,18,,,,,,,,,,,,,L3475,
295.033,,28,,,,,,,,,,,,,L3475,
295.532,,45,,,,,,,,,,,,,L3475,
295.763,,18,,,,,,,,,,,,,L3475,
296.252,,65,,,,,,,,,,,,,L3475,
296.326,,21,,,,,,,,,,,,,L3475,
296.346,,45,,,,,,,,,,,,,L3475,
296.476,,130,,,,,,,,,,,,,L3475,
297.056,297.0560+,2000,2.61e+07,,0.00,33653.86,4f14.6s,2S,1/2,4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,1/2,,T7227,L3475,
298.249,,45,,,,,,,,,,,,,L3475,
298.266,,21,,,,,,,,,,,,,L3475,
298.370,,28,,,,,,,,,,,,,L3475,
298.399,,200,,,,,,,,,,,,,L3475,
298.508,,90,,,,,,,,,,,,,L3475,
298.588,,35,,,,,,,,,,,,,L3475,
299.037,,45,,,,,,,,,,,,,L3475,
299.187,,65,,,,,,,,,,,,,L3475,
299.394,,28,,,,,,,,,,,,,L3475,
299.480,,170,,,,,,,,,,,,,L3475,
299.586,,28,,,,,,,,,,,,,L3475,
300.046,,70,,,,,,,,,,,,,L3475,
300.261,,25,,,,,,,,,,,,,L3475,
300.577,,310,,,,,,,,,,,,,L3475,
300.939,,100,,,,,,,,,,,,,L3475,
301.062,,65,,,,,,,,,,,,,L3475,
301.443,,55,,,,,,,,,,,,,L3475,
301.756,,160,,,,,,,,,,,,,L3475,
302.667,,160,,,,,,,,,,,,,L3475,
303.111,,920,,,,,,,,,,,,,L3475,
303.464,,55,,,,,,,,,,,,,L3475,
303.799,,25,,,,,,,,,,,,,L3475,
303.967,,55,,,,,,,,,,,,,L3475,
304.265,,80,,,,,,,,,,,,,L3475,
304.400,,21,,,,,,,,,,,,,L3475,
304.648,,45,,,,,,,,,,,,,L3475,
304.705,,35,,,,,,,,,,,,,L3475,
306.312,,45,,,,,,,,,,,,,L3475,
306.367,,21,,,,,,,,,,,,,L3475,
306.504,,110,,,,,,,,,,,,,L3475,
307.601,,18,,,,,,,,,,,,,L3475,
308.910,,100,,,,,,,,,,,,,L3475,
309.387,,70,,,,,,,,,,,,,L3475,
310.136,,45,,,,,,,,,,,,,L3475,
310.207,,28,,,,,,,,,,,,,L3475,
310.776,,55,,,,,,,,,,,,,L3475,
310.790,,170,,,,,,,,,,,,,L3475,
311.534,,85,,,,,,,,,,,,,L3475,
311.670,,55,,,,,,,,,,,,,L3475,
311.781,,190,,,,,,,,,,,,,L3475,
313.676,,50,,,,,,,,,,,,,L3475,
314.094,,230,,,,,,,,,,,,,L3475,
314.173,,80,,,,,,,,,,,,,L3475,
314.506,,80,,,,,,,,,,,,,L3475,
314.554,,28,,,,,,,,,,,,,L3475,
315.318,,28,,,,,,,,,,,,,L3475,
315.388,,90,,,,,,,,,,,,,L3475,
315.518,,50,,,,,,,,,,,,,L3475,
316.380,,70,,,,,,,,,,,,,L3475,
316.521,,50,,,,,,,,,,,,,L3475,
316.906,,120,,,,,,,,,,,,,L3475,
318.092,,120,,,,,,,,,,,,,L3475,
319.288,,390,,,,,,,,,,,,,L3475,
319.865,,70,,,,,,,,,,,,,L3475,
320.116,,240,,,,,,,,,,,,,L3475,
321.718,,80,,,,,,,,,,,,,L3475,
321.832,,50,,,,,,,,,,,,,L3475,
322.588,,50,,,,,,,,,,,,,L3475,
323.920,,45,,,,,,,,,,,,,L3475,
324.606,,35,,,,,,,,,,,,,L3475,
326.151,,130,,,,,,,,,,,,,L3475,
328.937,328.9367+,18000,1.62e+08,,0.00,30392.23,4f14.6s,2S,1/2,4f14.6p,2P*,3/2,,T7227,L3475,
330.573,,140,,,,,,,,,,,,,L3475,
331.510,,50,,,,,,,,,,,,,L3475,
333.306,,50,,,,,,,,,,,,,L3475,
333.717,,240,,,,,,,,,,,,,L3475,
334.293,,280bl,,,,,,,,,,,,,L3475,
334.307,,,,,,,,,,,,,,,L3475,
334.754,,50,,,,,,,,,,,,,L3475,
335.109,,35,,,,,,,,,,,,,L3475,
335.249,,100,,,,,,,,,,,,,L3475,
336.244,,100,,,,,,,,,,,,,L3475,
336.364,,50,,,,,,,,,,,,,L3475,
337.548,,240,,,,,,,,,,,,,L3475,
337.662,,50,,,,,,,,,,,,,L3475,
339.025,,50,,,,,,,,,,,,,L3475,
339.042,,28,,,,,,,,,,,,,L3475,
339.110,,50,,,,,,,,,,,,,L3475,
339.444,,50w,,,,,,,,,,,,,L3475,
340.101,,50,,,,,,,,,,,,,L3475,
340.410,,35,,,,,,,,,,,,,L3475,
342.846,,80,,,,,,,,,,,,,L3475,
343.461,,45,,,,,,,,,,,,,L3475,
343.871,,50,,,,,,,,,,,,,L3475,
343.885,,100,,,,,,,,,,,,,L3475,
344.689,,35,,,,,,,,,,,,,L3475,
345.408,,500,,,,,,,,,,,,,L3475,
345.829,,190bl,,,,,,,,,,,,,L3475,
346.234,,35,,,,,,,,,,,,,L3475,
347.630,,500,,,,,,,,,,,,,L3475,
347.884,,500,,,,,,,,,,,,,L3475,
348.256,,50,,,,,,,,,,,,,L3475,
348.576,,85,,,,,,,,,,,,,L3475,
348.843,,85,,,,,,,,,,,,,L3475,
349.590,,"100w,w",,,,,,,,,,,,,L3475,
350.783,,85,,,,,,,,,,,,,L3475,
352.029,,230,,,,,,,,,,,,,L3475,
354.572,,50,,,,,,,,,,,,,L3475,
354.982,,100,,,,,,,,,,,,,L3475,
356.033,,200,,,,,,,,,,,,,L3475,
356.070,,170,,,,,,,,,,,,,L3475,
356.394,,50w,,,,,,,,,,,,,L3475,
357.057,,85,,,,,,,,,,,,,L3475,
357.250,,50,,,,,,,,,,,,,L3475,
357.458,,50,,,,,,,,,,,,,L3475,
358.547,,360,,,,,,,,,,,,,L3475,
360.648,,130,,,,,,,,,,,,,L3475,
361.023,,50,,,,,,,,,,,,,L3475,
361.130,,70,,,,,,,,,,,,,L3475,
361.980,,200,,,,,,,,,,,,,L3475,
363.776,,240,,,,,,,,,,,,,L3475,
366.969,,240,,,,,,,,,,,,,L3475,
367.069,,50,,,,,,,,,,,,,L3475,
367.508,,140,,,,,,,,,,,,,L3475,
369.056,,50,,,,,,,,,,,,,L3475,
369.419,369.4192+,32000,1.23e+08,,0.00,27061.82,4f14.6s,2S,1/2,4f14.6p,2P*,1/2,,T7227,L3475,
369.860,,70,,,,,,,,,,,,,L3475,
371.034,,50,,,,,,,,,,,,,L3475,
372.421,,60,,,,,,,,,,,,,L3475,
390.481,,50,,,,,,,,,,,,,L3475,
407.728,,85,,,,,,,,,,,,,L3475,
411.925,,120w,,,,,,,,,,,,,L3475,
413.509,,70,,,,,,,,,,,,,L3475,
418.081,,340,,,,,,,,,,,,,L3475,
421.856,,150bl,,,,,,,,,,,,,L3475,
431.695,,70,,,,,,,,,,,,,L3475,
451.516,,85,,,,,,,,,,,,,L3475,
455.358,,35,,,,,,,,,,,,,L3475,
459.836,,40,,,,,,,,,,,,,L3475,
468.381,,35,,,,,,,,,,,,,L3475,
472.608,,190,,,,,,,,,,,,,L3475,
478.661,,170,,,,,,,,,,,,,L3475,
482.024,,40,,,,,,,,,,,,,L3475,
483.696,,35,,,,,,,,,,,,,L3475,
485.115,,17,,,,,,,,,,,,,L3475,
493.722,,24,,,,,,,,,,,,,L3475,
500.952,,24,,,,,,,,,,,,,L3475,
506.730,,17,,,,,,,,,,,,,L3475,
513.598,,20,,,,,,,,,,,,,L3475,
514.702,,14,,,,,,,,,,,,,L3475,
518.415,,20,,,,,,,,,,,,,L3475,
524.051,,35,,,,,,,,,,,,,L3475,
525.749,,40,,,,,,,,,,,,,L3475,
527.953,,35,,,,,,,,,,,,,L3475,
530.094,,17,,,,,,,,,,,,,L3475,
533.515,,170,,,,,,,,,,,,,L3475,
534.566,,30bl,,,,,,,,,,,,,L3475,
534.583,,,,,,,,,,,,,,,L3475,
534.722,,60,,,,,,,,,,,,,L3475,
535.295,,150,,,,,,,,,,,,,L3475,
535.864,,30,,,,,,,,,,,,,L3475,
538.984,,17,,,,,,,,,,,,,L3475,
543.271,,14,,,,,,,,,,,,,L3475,
544.927,,40,,,,,,,,,,,,,L3475,
547.850,,14,,,,,,,,,,,,,L3475,
558.845,,40,,,,,,,,,,,,,L3475,
565.198,,60,,,,,,,,,,,,,L3475,
568.653,,7,,,,,,,,,,,,,L3475,
574.991,,10,,,,,,,,,,,,,L3475,
577.166,,27,,,,,,,,,,,,,L3475,
581.941,,10,,,,,,,,,,,,,L3475,
583.399,,35,,,,,,,,,,,,,L3475,
583.714,,35,,,,,,,,,,,,,L3475,
589.721,,8,,,,,,,,,,,,,L3475,
590.836,,20,,,,,,,,,,,,,L3475,
599.151,,40,,,,,,,,,,,,,L3475,
605.288,,10,,,,,,,,,,,,,L3475,
615.257,,60,,,,,,,,,,,,,L3475,
624.697,,30,,,,,,,,,,,,,L3475,
627.478,,60,,,,,,,,,,,,,L3475,
630.815,,14,,,,,,,,,,,,,L3475,
643.273,,20,,,,,,,,,,,,,L3475,
646.315,,17w,,,,,,,,,,,,,L3475,
672.761,,25,,,,,,,,,,,,,L3475,
693.405,,18,,,,,,,,,,,,,L3475,
699.988,,20,,,,,,,,,,,,,L3475,
704.378,,10,,,,,,,,,,,,,L3475,
892.256,,70w,,,,,,,,,,,,,L3475,
