obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
339.980,339.9793+,2300,3.1e+07,,0.00,29405.12,5d.6s2,a 2D,3/2,5d.6s.(3D).6p,z 4F*,5/2,,T7227,L3475,
340.776,,140,,,,,,,,,,,,,L3475,
341.017,,230,,,,,,,,,,,,,L3475,
342.837,,200,,,,,,,,,,,,,L3475,
343.824,,250,,,,,,,,,,,,,L3475,
346.264,,140,,,,,,,,,,,,,L3475,
347.899,,200,,,,,,,,,,,,,L3475,
347.928,,480,,,,,,,,,,,,,L3475,
349.575,,250,,,,,,,,,,,,,L3475,
350.523,,1200,,,,,,,,,,,,,L3475,
351.875,,130,,,,,,,,,,,,,L3475,
353.554,,980,,,,,,,,,,,,,L3475,
355.270,,540,,,,,,,,,,,,,L3475,
356.166,,1300,,,,,,,,,,,,,L3475,
356.904,,1100,,,,,,,,,,,,,L3475,
359.742,,210,,,,,,,,,,,,,L3475,
362.400,,110,,,,,,,,,,,,,L3475,
363.087,,320,,,,,,,,,,,,,L3475,
364.436,,800,,,,,,,,,,,,,L3475,
366.105,,140,,,,,,,,,,,,,L3475,
366.535,,220,,,,,,,,,,,,,L3475,
369.840,,100,,,,,,,,,,,,,L3475,
369.972,,240,,,,,,,,,,,,,L3475,
370.115,,340,,,,,,,,,,,,,L3475,
370.540,,120,,,,,,,,,,,,,L3475,
371.928,,650,,,,,,,,,,,,,L3475,
373.788,,160,,,,,,,,,,,,,L3475,
374.498,,100,,,,,,,,,,,,,L3475,
376.692,,170,,,,,,,,,,,,,L3475,
379.337,,650,,,,,,,,,,,,,L3475,
380.607,,140,,,,,,,,,,,,,L3475,
381.720,,100,,,,,,,,,,,,,L3475,
384.952,,140,,,,,,,,,,,,,L3475,
387.255,,200,,,,,,,,,,,,,L3475,
387.710,,160,,,,,,,,,,,,,L3475,
388.082,,380,,,,,,,,,,,,,L3475,
388.377,,150,,,,,,,,,,,,,L3475,
391.809,,620,,,,,,,,,,,,,L3475,
392.390,,200,,,,,,,,,,,,,L3475,
392.954,,110,,,,,,,,,,,,,L3475,
393.565,,120,,,,,,,,,,,,,L3475,
404.796,,100,,,,,,,,,,,,,L3475,
409.316,409.3155+,540,,,3644.65,28068.79,5d2.(3F).6s,a 4F,3/2,5d.6s.(3D).6p,z 4F*,3/2,,,L3475,
411.353,,110,,,,,,,,,,,,,L3475,
412.780,,150,,,,,,,,,,,,,L3475,
416.236,,150,,,,,,,,,,,,,L3475,
420.658,,160,,,,,,,,,,,,,L3475,
423.244,,170,,,,,,,,,,,,,L3475,
427.285,,170,,,,,,,,,,,,,L3475,
433.666,,180,,,,,,,,,,,,,L3475,
435.051,,150,,,,,,,,,,,,,L3475,
436.790,,110,,,,,,,,,,,,,L3475,
437.097,,180,,,,,,,,,,,,,L3475,
441.735,,120,,,,,,,,,,,,,L3475,
504.082,,55,,,,,,,,,,,,,L3475,
507.965,,30,,,,,,,,,,,,,L3475,
512.853,,19,,,,,,,,,,,,,L3475,
518.775,,30,,,,,,,,,,,,,L3475,
524.710,,55,,,,,,,,,,,,,L3475,
526.044,,25,,,,,,,,,,,,,L3475,
526.495,,30,,,,,,,,,,,,,L3475,
529.806,,45,,,,,,,,,,,,,L3475,
531.160,,55,,,,,,,,,,,,,L3475,
532.426,,12,,,,,,,,,,,,,L3475,
534.630,,9,,,,,,,,,,,,,L3475,
539.136,,19,,,,,,,,,,,,,L3475,
544.407,,14,,,,,,,,,,,,,L3475,
546.338,,30,,,,,,,,,,,,,L3475,
552.435,,19,,,,,,,,,,,,,L3475,
576.718,,14,,,,,,,,,,,,,L3475,
580.950,,12,,,,,,,,,,,,,L3475,
584.223,,25,,,,,,,,,,,,,L3475,
624.895,,60,,,,,,,,,,,,,L3475,
664.460,,45,,,,,,,,,,,,,L3475,
664.706,,19,,,,,,,,,,,,,L3475,
675.461,,17,,,,,,,,,,,,,L3475,
698.091,,21,,,,,,,,,,,,,L3475,
703.033,,7,,,,,,,,,,,,,L3475,
775.789,,5,,,,,,,,,,,,,L3475,
830.591,,13,,,,,,,,,,,,,L3475,
