obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 18
358.23511,0.00014,358.23511,0.00013,440,8.3e+06,D+,72377.4484,100284.111,5s2.6p,2P*,3/2,5s2.7d,2D,3/2,,T9352,L3149,
361.268,0.022,361.271,0.003,110,,,86280.318,113952.44,5s2.7s,2S,1/2,5s.5p.(3P*).6s,2P*,1/2,,,"L17864,L18891",
361.996,0.013,361.97860,0.00012,240,6.2e+06,D,72048.260,99666.327,5s2.5d,2D,5/2,5s2.5f,2F*,5/2,,T7306,L3368,
362.04854,0.00015,362.04872,0.00010,530,2.0e+06,E,72048.260,99660.978,5s2.5d,2D,5/2,5s2.5f,2F*,7/2,,T3675,L3149,
371.51524,0.00011,371.51527,0.00010,500,1.6e+07,D+,71493.273,98402.412,5s2.6p,2P*,1/2,5s2.8s,2S,1/2,,T9352,L3149,
384.13756,0.00014,384.13749,0.00009,440,2.9e+07,D+,72377.4484,98402.412,5s2.6p,2P*,3/2,5s2.8s,2S,1/2,,T9352,L3149,
398.46,0.04,398.45,0.05,190*,2.4e+06,D+,89288.255,114378.1,5s2.4f,2F*,7/2,5s2.11g,2G,9/2,,T9352,L3368,
398.46,0.04,398.45,0.05,190*,8.e+04,E,89288.255,114378.1,5s2.4f,2F*,7/2,5s2.11g,2G,7/2,,T9352,L3368,
399.43,0.04,399.4239,0.0003,17,,,46464.290,71493.273,5s.5p2,4P,1/2,5s2.6p,2P*,1/2,,,L3368,
411.03,0.04,411.03,0.03,180*,3.4e+06,D+,89288.255,113610.5,5s2.4f,2F*,7/2,5s2.10g,2G,9/2,,T9352,L3368,
411.03,0.04,411.03,0.03,180*,1.2e+05,E,89288.255,113610.5,5s2.4f,2F*,7/2,5s2.10g,2G,7/2,,T9352,L3368,
411.13,0.04,411.13,0.03,180,3.3e+06,D+,89294.055,113610.5,5s2.4f,2F*,5/2,5s2.10g,2G,7/2,,T9352,L3368,
416.48,0.03,416.476,0.004,28,,,90241.554,114245.75,5s2.6d,2D,3/2,5s.5p.(3P*).6s,4P*,5/2,,,L17864,
417.22,0.03,417.218,0.003,31,,,100284.111,124245.66,5s2.7d,2D,3/2,5s.5p.(3P*).5d,4P*,3/2,,,L17864,
421.62,0.06,421.628,0.004,36bl(Sn IV),,,90241.554,113952.44,5s2.6d,2D,3/2,5s.5p.(3P*).6s,2P*,1/2,,,"L17864,L18891",
429.33,0.04,429.327,0.015,170*,1.8e+05,E,89288.255,112574.0,5s2.4f,2F*,7/2,5s2.9g,2G,7/2,,T9352,L3368,
429.33,0.04,429.327,0.015,170*,5.1e+06,D+,89288.255,112574.0,5s2.4f,2F*,7/2,5s2.9g,2G,9/2,,T9352,L3368,
429.433,0.015,429.433,0.015,340,4.9e+06,D+,89294.055,112574.0,5s2.4f,2F*,5/2,5s2.9g,2G,7/2,,T9352,L3368,
432.30925,0.00013,432.30922,0.00013,6,7.0e+04,D+,48368.185,71493.273,5s.5p2,4P,3/2,5s2.6p,2P*,1/2,,T8718,L3149,
457.37,0.04,457.432,0.023,120,,,89288.255,111143.3,5s2.4f,2F*,7/2,5s2.10d,2D,5/2,,,L17864,
457.50,0.04,457.553,0.023,91,,,89294.055,111143.3,5s2.4f,2F*,5/2,5s2.10d,2D,5/2,,,L17864,
457.906,0.013,457.903,0.008,150*,8.0e+06,D+,89288.255,111120.8,5s2.4f,2F*,7/2,5s2.8g,2G,9/2,,T9352,L3368,
457.906,0.013,457.903,0.008,150*,2.9e+05,E,89288.255,111120.8,5s2.4f,2F*,7/2,5s2.8g,2G,7/2,,T9352,L3368,
,,457.99,0.03,m,,,89294.055,111122.6,5s2.4f,2F*,5/2,5s2.10d,2D,3/2,,,L17864,
458.022,0.013,458.025,0.008,140,7.7e+06,D+,89294.055,111120.8,5s2.4f,2F*,5/2,5s2.8g,2G,7/2,,T9352,L3368,
