obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
538.192,538.191+,80,,,17211.93,35787.53,4f.5d,y 3F*,2,4f.(2F*<5/2>).6p<1/2>,"(5/2,1/2)",2,,,L3475,
545.869,545.870+,35,,,18895.41,37209.71,4f.5d,z 1D*,2,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",3,,,L3475,
546.438,546.437+,45,,,6227.42,24522.70,5d2,a 3P,2,4f.5d,y 1F*,3,,,L3475,
548.073,548.071+,26,,,17211.93,35452.66,4f.5d,y 3F*,2,4f.(2F*<5/2>).6p<1/2>,"(5/2,1/2)",3,,,L3475,
548.227,548.227+,65,1.85e+05,C+,0.00,18235.56,5d2,a 3F,2,4f.5d,y 3F*,3,,T7455,L3475,
549.345,549.345+,40,1.24e+05,C+,1016.10,19214.54,5d2,a 3F,3,4f.5d,y 3F*,4,,T7455,L3475,
553.567,553.566+,90,,,10094.86,28154.55,5d.6s,,2,6s.6p,*,1,,,L3475,
556.694,556.693+,24,,,19214.54,37172.79,4f.5d,y 3F*,4,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",4,,,L3475,
567.155,567.153+,50,,,17825.62,35452.66,4f.5d,z 3H*,4,4f.(2F*<5/2>).6p<1/2>,"(5/2,1/2)",3,,,L3475,
570.333,570.331+,45,4.1e+05,C,5718.12,23246.93,5d2,a 3P,1,4f.5d,z 3P*,2,,T7455,L3475,
571.240,571.239+,65,,,1394.46,18895.41,5d2,,2,4f.5d,z 1D*,2,,,L3475,
572.729,572.728+,26,,,5249.70,22705.15,5d2,a 3P,0,4f.5d,z 3P*,1,,,L3475,
576.907,576.906+,160,1.37e+07,C+,10094.86,27423.91,5d.6s,,2,5d.6p,*,1,,T7455,L3475,
579.758,579.756+,220,9.6e+05,C+,1970.70,19214.54,5d2,a 3F,4,4f.5d,y 3F*,4,,T7455,L3475,
580.578,580.577+,160,7.8e+05,B,1016.10,18235.56,5d2,a 3F,3,4f.5d,y 3F*,3,,T7455,L3475,
580.832,580.831+,50,,,0.00,17211.93,5d2,a 3F,2,4f.5d,y 3F*,2,,,L3475,
584.895,584.894+,13,,,21441.73,38534.11,4f.5d,z 3D*,1,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",1,,,L3475,
586.371,586.369+,80,1.19e+06,C+,7473.32,24522.70,5d2,a 1G,4,4f.5d,y 1F*,3,,T7455,L3475,
587.400,587.398+,21,,,6227.42,23246.93,5d2,a 3P,2,4f.5d,z 3P*,2,,,L3475,
588.064,588.063+,65,5.7e+05,C,1895.15,18895.41,5d.6s,a 3D,1,4f.5d,z 1D*,2,,T7455,L3475,
590.196,590.199+,16,,,22282.90,39221.65,4f.5d,z 3G*,5,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",4,,,L3475,
592.771,592.771+,16,,,22537.30,39402.55,4f.5d,z 3D*,3,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",3,,,L3475,
593.622,593.621+,50,,,1394.46,18235.56,5d2,,2,4f.5d,y 3F*,3,,,L3475,
594.830,594.829+,18h,,,20402.82,37209.71,4f.5d,z 3G*,3,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",3,,,L3475,
597.109,597.106+,13,,,10094.86,26837.66,5d.6s,,2,5d.6p,x 3F*,3,,,L3475,
597.353,597.355+,45,,,22282.90,39018.74,4f.5d,z 3G*,5,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",5,,,L3475,
606.714,606.712+,13,,,6227.42,22705.15,5d2,a 3P,2,4f.5d,z 3P*,1,,,L3475,
610.038,610.037+,40,,,5718.12,22106.02,5d2,a 3P,1,4f.5d,z 3D*,2,,,L3475,
612.609,612.607+,80,,,10094.86,26414.01,5d.6s,,2,5d.6p,x 3F*,2,,,L3475,
612.956,612.956+,80,,,6227.42,22537.30,5d2,a 3P,2,4f.5d,z 3D*,3,,,L3475,
614.653,614.652+,18,,,1970.70,18235.56,5d2,a 3F,4,4f.5d,y 3F*,3,,,L3475,
617.273,617.272+,35,,,1016.10,17211.93,5d2,a 3F,3,4f.5d,y 3F*,2,,,L3475,
618.809,618.808+,26,,,23246.93,39402.55,4f.5d,z 3P*,2,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",3,,,L3475,
620.351,620.350+,16,,,22106.02,38221.49,4f.5d,z 3D*,2,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",2,,,L3475,
626.230,626.229+,260u,1.14e+06,B,3250.35,19214.54,5d.6s,a 3D,3,4f.5d,y 3F*,4,,T7455,L3475,
627.376,627.376+,13,,,24522.70,40457.71,4f.5d,y 1F*,3,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",2,,,L3475,
629.609,629.608+,180,,,10094.86,25973.37,5d.6s,,2,5d.6p,y 3D*,1,,,L3475,
630.546,630.545+,21,,,1970.70,17825.62,5d2,a 3F,4,4f.5d,z 3H*,4,,,L3475,
631.092,631.091+,35,,,21331.60,37172.79,4f.5d,z 3G*,4,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",4,,,L3475,
632.039,632.038+,160,,,1394.46,17211.93,5d2,,2,4f.5d,y 3F*,2,,,L3475,
635.813,635.810+,35,,,5718.12,21441.73,5d2,a 3P,1,4f.5d,z 3D*,1,,,L3475,
639.048,639.048+,170,9.0e+05,B,2591.60,18235.56,5d.6s,a 3D,2,4f.5d,y 3F*,3,,T7455,L3475,
639.905,639.903+,50,,,21331.60,36954.65,4f.5d,z 3G*,4,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",3,,,L3475,
644.661,644.664+,35,,,22282.90,37790.57,4f.5d,z 3G*,5,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",4,,,L3475,
649.819,649.816+,40,,,20402.82,35787.53,4f.5d,z 3G*,3,4f.(2F*<5/2>).6p<1/2>,"(5/2,1/2)",2,,,L3475,
652.699,652.698+,110,,,1895.15,17211.93,5d.6s,a 3D,1,4f.5d,y 3F*,2,,,L3475,
652.973,652.963+,10h,,,7394.57,22705.15,6s2,a 1S,0,4f.5d,z 3P*,1,,,L3475,
657.096,657.094+,8,,,6227.42,21441.73,5d2,a 3P,2,4f.5d,z 3D*,1,,,L3475,
663.653,663.652+,10,,,7473.32,22537.30,5d2,a 1G,4,4f.5d,z 3D*,3,,,L3475,
664.279,664.275+,26,,,20402.82,35452.66,4f.5d,z 3G*,3,4f.(2F*<5/2>).6p<1/2>,"(5/2,1/2)",3,,,L3475,
667.140,667.140+,35c,,,3250.35,18235.56,5d.6s,a 3D,3,4f.5d,y 3F*,3,,,L3475,
671.409,671.411+,19,,,22282.90,37172.79,4f.5d,z 3G*,5,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",4,,,L3475,
671.868,671.864+,7,,,24522.70,39402.55,4f.5d,y 1F*,3,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",3,,,L3475,
673.278,673.277+,7,,,22106.02,36954.65,4f.5d,z 3D*,2,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",3,,,L3475,
677.426,677.427+,120,,,1016.10,15773.77,5d2,a 3F,3,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",3,,,L3475,
680.886,680.889+,29h,,,1016.10,15698.74,5d2,a 3F,3,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",4,,,L3475,
681.366,681.363+,14,,,22537.30,37209.71,4f.5d,z 3D*,3,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",3,,,L3475,
683.405,683.410+,35,,,1970.70,16599.17,5d2,a 3F,4,4f.5d,z 1G*,4,,,L3475,
683.790,683.790+,23,,,2591.60,17211.93,5d.6s,a 3D,2,4f.5d,y 3F*,2,,,L3475,
685.903,685.904+,8h,,,3250.35,17825.62,5d.6s,a 3D,3,4f.5d,z 3H*,4,,,L3475,
695.251,695.252+,8h,,,1394.46,15773.77,5d2,,2,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",3,,,L3475,
695.452,695.452+,21h,,,0.00,14375.17,5d2,a 3F,2,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",3,,,L3475,
695.810,695.809+,35,,,10094.86,24462.66,5d.6s,,2,5d.6p,y 1D*,2,,,L3475,
706.623,706.620+,160,,,0.00,14147.98,5d2,a 3F,2,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",2,,,L3475,
711.68,711.691+,10h,,,7394.57,21441.73,6s2,a 1S,0,4f.5d,z 3D*,1,,,L3475,
728.234,728.235+,110cw,,,1970.70,15698.74,5d2,a 3F,4,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",4,,,L3475,
748.350,748.349+,75cw,,,1016.10,14375.17,5d2,a 3F,3,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",3,,,L3475,
761.294,761.296+,19h,,,1016.10,14147.98,5d2,a 3F,3,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",2,,,L3475,
851.465,851.466+,8h,,,7473.32,19214.54,5d2,a 1G,4,4f.5d,y 3F*,4,,,L3475,
