obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
84.604,,2,,,,,,,,,,,,,L3271,
84.988,,2w,,,,,,,,,,,,,L3271,
85.557,,3,,,,,,,,,,,,,L3271,
86.300,,3,,,,,,,,,,,,,L3271,
87.371,,6,,,,,,,,,,,,,L3271,
87.796,,2,,,,,,,,,,,,,L3271,
88.968,,8,,,,,,,,,,,,,L3271,
89.630,,3,,,,,,,,,,,,,L3271,
92.644,,5,,,,,,,,,,,,,L3271,
95.876,,2,,,,,,,,,,,,,L3271,
96.021,,2,,,,,,,,,,,,,L3271,
96.536,,3,,,,,,,,,,,,,L3271,
96.723,,10,,,,,,,,,,,,,L3271,
97.256,,9,,,,,,,,,,,,,L3271,
98.217,,8,,,,,,,,,,,,,L3271,
98.671,,10,,,,,,,,,,,,,L3271,
99.589,,10,,,,,,,,,,,,,L3271,
100.181,,6,,,,,,,,,,,,,L3271,
101.661,,10,,,,,,,,,,,,,L3271,
104.982,,10,,,,,,,,,,,,,L3271,
105.077,,10,,,,,,,,,,,,,L3271,
106.066,,10,,,,,,,,,,,,,L3271,
106.558,,9,,,,,,,,,,,,,L3271,
110.394,,10,,,,,,,,,,,,,L3271,
110.843,,10,,,,,,,,,,,,,L3271,
110.984,,10,,,,,,,,,,,,,L3271,
111.957,,10,,,,,,,,,,,,,L3271,
112.136,,10,,,,,,,,,,,,,L3271,
113.314,,10,,,,,,,,,,,,,L3271,
114.591,,4,,,,,,,,,,,,,L3271,
120.363,,10,,,,,,,,,,,,,L3271,
123.120,,10,,,,,,,,,,,,,L3271,
133.165,,10,,,,,,,,,,,,,L3271,
133.520,,10,,,,,,,,,,,,,L3271,
134.837,,10,,,,,,,,,,,,,L3271,
143.396,143.39055+,10,1.41e+09,,0.000,69739.603,6s2.6p,2P*,1/2,6s2.6d,2D,3/2,,T7227,L3271,
144.935,,3,,,,,,,,,,,,,L3271,
151.242,151.22981+,10,,,0.000,66124.53,6s2.6p,2P*,1/2,6s.6p2,4P,3/2,,,L3271,
167.153,,10,,,,,,,,,,,,,L3271,
168.215,,10,,,,,,,,,,,,,L3271,
172.675,172.6803+,20,,,0.000,57910.48,6s2.6p,2P*,1/2,6s.6p2,4P,1/2,,,L3271,
