obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
277.242,,70,,,,,,,,,,,,,L3475,
277.261,,110,,,,,,,,,,,,,L3475,
277.958,,40,,,,,,,,,,,,,L3475,
279.144,,55,,,,,,,,,,,,,L3475,
280.033,,120,,,,,,,,,,,,,L3475,
280.053,,110,,,,,,,,,,,,,L3475,
280.141,,110,,,,,,,,,,,,,L3475,
281.639,,300,,,,,,,,,,,,,L3475,
282.542,,140,,,,,,,,,,,,,L3475,
287.788,,190,,,,,,,,,,,,,L3475,
288.428,,110,,,,,,,,,,,,,L3475,
289.074,,120,,,,,,,,,,,,,L3475,
290.082,,120,,,,,,,,,,,,,L3475,
290.462,,110,,,,,,,,,,,,,L3475,
290.639,,190,,,,,,,,,,,,,L3475,
291.395,,390,,,,,,,,,,,,,L3475,
293.431,,110,,,,,,,,,,,,,L3475,
293.452,,250,,,,,,,,,,,,,L3475,
294.105,,110,,,,,,,,,,,,,L3475,
294.456,,140,,,,,,,,,,,,,L3475,
294.706,,150,,,,,,,,,,,,,L3475,
294.721,,150,,,,,,,,,,,,,L3475,
294.831,,250,,,,,,,,,,,,,L3475,
295.033,,170,,,,,,,,,,,,,L3475,
295.212,,110,,,,,,,,,,,,,L3475,
295.370,,140,,,,,,,,,,,,,L3475,
297.742,,110,,,,,,,,,,,,,L3475,
298.597,,110,,,,,,,,,,,,,L3475,
301.568,,220,,,,,,,,,,,,,L3475,
302.616,,390,,,,,,,,,,,,,L3475,
302.981,,210,,,,,,,,,,,,,L3475,
303.828,,610,,,,,,,,,,,,,L3475,
304.313,,280,,,,,,,,,,,,,L3475,
304.756,,210,,,,,,,,,,,,,L3475,
306.064,,280,,,,,,,,,,,,,L3475,
306.262,,390,,,,,,,,,,,,,L3475,
306.699,,220,,,,,,,,,,,,,L3475,
307.191,,330,,,,,,,,,,,,,L3475,
307.354,,280,,,,,,,,,,,,,L3475,
307.868,,220,,,,,,,,,,,,,L3475,
310.193,,280,,,,,,,,,,,,,L3475,
310.324,,220,,,,,,,,,,,,,L3475,
310.976,,410,,,,,,,,,,,,,L3475,
312.841,,330,,,,,,,,,,,,,L3475,
313.538,,830,,,,,,,,,,,,,L3475,
314.064,,360,,,,,,,,,,,,,L3475,
314.114,,500,,,,,,,,,,,,,L3475,
314.383,,220,,,,,,,,,,,,,L3475,
314.616,,250,,,,,,,,,,,,,L3475,
315.652,,1200,,,,,,,,,,,,,L3475,
316.283,,670,,,,,,,,,,,,,L3475,
316.999,,1000,,,,,,,,,,,,,L3475,
317.789,,400,,,,,,,,,,,,,L3475,
317.837,,220,,,,,,,,,,,,,L3475,
318.479,,200,,,,,,,,,,,,,L3475,
318.638,,330,,,,,,,,,,,,,L3475,
318.768,,240,,,,,,,,,,,,,L3475,
319.330,,330,,,,,,,,,,,,,L3475,
320.640,,240,,,,,,,,,,,,,L3475,
320.712,,220,,,,,,,,,,,,,L3475,
320.885,,290,,,,,,,,,,,,,L3475,
321.519,,470,,,,,,,,,,,,,L3475,
321.663,,830,,,,,,,,,,,,,L3475,
322.149,,240,,,,,,,,,,,,,L3475,
322.328,,290,,,,,,,,,,,,,L3475,
322.508,,240,,,,,,,,,,,,,L3475,
322.595,,330,,,,,,,,,,,,,L3475,
323.589,,490,,,,,,,,,,,,,L3475,
323.669,,290,,,,,,,,,,,,,L3475,
324.512,,490,,,,,,,,,,,,,L3475,
324.836,,200,,,,,,,,,,,,,L3475,
325.127,,1200,,,,,,,,,,,,,L3475,
325.219,,200,,,,,,,,,,,,,L3475,
325.626,,290,,,,,,,,,,,,,L3475,
326.621,,200,,,,,,,,,,,,,L3475,
326.911,,240,,,,,,,,,,,,,L3475,
327.273,,200,,,,,,,,,,,,,L3475,
328.009,,890,,,,,,,,,,,,,L3475,
328.277,,490,,,,,,,,,,,,,L3475,
328.794,,200,,,,,,,,,,,,,L3475,
329.388,,200,,,,,,,,,,,,,L3475,
329.630,,200,,,,,,,,,,,,,L3475,
330.540,,200,,,,,,,,,,,,,L3475,
330.551,,200,,,,,,,,,,,,,L3475,
330.619,,240,,,,,,,,,,,,,L3475,
330.879,,440,,,,,,,,,,,,,L3475,
330.888,,1100,,,,,,,,,,,,,L3475,
331.272,,510,,,,,,,,,,,,,L3475,
331.632,,780,,,,,,,,,,,,,L3475,
331.712,,240,,,,,,,,,,,,,L3475,
331.988,,1000,,,,,,,,,,,,,L3475,
332.619,,270,,,,,,,,,,,,,L3475,
334.100,,780,,,,,,,,,,,,,L3475,
334.188,,270,,,,,,,,,,,,,L3475,
334.783,,200,,,,,,,,,,,,,L3475,
335.269,,270,,,,,,,,,,,,,L3475,
335.358,,510,,,,,,,,,,,,,L3475,
335.946,,240,,,,,,,,,,,,,L3475,
336.811,,510,,,,,,,,,,,,,L3475,
338.502,338.50140+,5300,5.39e+07,,828.314,30361.810,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f10.(5I).6p,4H*,13/2,,,L3475,
338.657,,210,,,,,,,,,,,,,L3475,
338.885,,610,,,,,,,,,,,,,L3475,
339.196,,210,,,,,,,,,,,,,L3475,
339.357,,3800,,,,,,,,,,,,,L3475,
339.616,,1300,,,,,,,,,,,,,L3475,
340.716,,380,,,,,,,,,,,,,L3475,
340.780,340.77925+,5300,4.88e+07,,0.000,29336.093,4f10.(5I<8>).6s<1/2>,"(8,1/2)",17/2,4f10.(5I).6p,6I*,17/2,,T7148,L3475,
340.814,,420,,,,,,,,,,,,,L3475,
341.378,,1300,,,,,,,,,,,,,L3475,
341.482,,530,,,,,,,,,,,,,L3475,
341.963,,780,,,,,,,,,,,,,L3475,
342.506,,530,,,,,,,,,,,,,L3475,
342.944,,420,,,,,,,,,,,,,L3475,
343.437,,1900,,,,,,,,,,,,,L3475,
343.894,,330,,,,,,,,,,,,,L3475,
344.093,,560,,,,,,,,,,,,,L3475,
344.145,,1300,,,,,,,,,,,,,L3475,
344.557,,3800,,,,,,,,,,,,,L3475,
344.699,,830,,,,,,,,,,,,,L3475,
344.989,,440,,,,,,,,,,,,,L3475,
345.432,,2700,,,,,,,,,,,,,L3475,
345.451,,440,,,,,,,,,,,,,L3475,
345.656,,1300,,,,,,,,,,,,,L3475,
346.097,346.09661+,4400,2.97e+07,,0.000,28885.393,4f10.(5I<8>).6s<1/2>,"(8,1/2)",17/2,4f10.(5I).6p,*,15/2,,T7148,L3475,
346.843,,720,,,,,,,,,,,,,L3475,
347.114,,560,,,,,,,,,,,,,L3475,
347.153,,560bl,,,,,,,,,,,,,L3475,
347.370,,380,,,,,,,,,,,,,L3475,
347.707,,1300,,,,,,,,,,,,,L3475,
349.449,349.44896+,4400,3.15e+07,,828.314,29436.610,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f10.(5I).6p,*,15/2,,T7148,L3475,
349.634,,560,,,,,,,,,,,,,L3475,
349.781,,400,,,,,,,,,,,,,L3475,
349.871,,830,,,,,,,,,,,,,L3475,
350.150,,400,,,,,,,,,,,,,L3475,
350.453,,830,,,,,,,,,,,,,L3475,
350.545,,830,,,,,,,,,,,,,L3475,
350.681,,1300,,,,,,,,,,,,,L3475,
351.726,,560,,,,,,,,,,,,,L3475,
352.398,,4400,,,,,,,,,,,,,L3475,
353.170,353.17052+,22000,1.56e+08,,0.000,28306.843,4f10.(5I<8>).6s<1/2>,"(8,1/2)",17/2,4f10.(5I).6p,6K*,19/2,,T7148,L3475,
353.496,,4400,,,,,,,,,,,,,L3475,
353.602,353.60180+,5500,1.01e+08,,4341.104,32613.423,4f10.(5I<7>).6s<1/2>,"(7,1/2)",15/2,4f9.(6H*).5d2.(3F),*,17/2,,T7148,L3475,
353.852,,4400,,,,,,,,,,,,,L3475,
353.937,,400,,,,,,,,,,,,,L3475,
354.233,,1700,,,,,,,,,,,,,L3475,
354.420,,400,,,,,,,,,,,,,L3475,
354.435,,400,,,,,,,,,,,,,L3475,
354.683,,1400,,,,,,,,,,,,,L3475,
354.819,,330,,,,,,,,,,,,,L3475,
355.022,,4400,,,,,,,,,,,,,L3475,
355.162,,2200,,,,,,,,,,,,,L3475,
355.823,,440w,,,,,,,,,,,,,L3475,
355.930,,440,,,,,,,,,,,,,L3475,
356.315,,2200,,,,,,,,,,,,,L3475,
356.369,,560,,,,,,,,,,,,,L3475,
357.383,,780,,,,,,,,,,,,,L3475,
357.415,,1400,,,,,,,,,,,,,L3475,
357.624,,4400,,,,,,,,,,,,,L3475,
357.687,,1700,,,,,,,,,,,,,L3475,
357.798,,830,,,,,,,,,,,,,L3475,
358.004,,440,,,,,,,,,,,,,L3475,
358.442,,400,,,,,,,,,,,,,L3475,
358.506,,3300,,,,,,,,,,,,,L3475,
358.578,,1400,,,,,,,,,,,,,L3475,
358.611,,560,,,,,,,,,,,,,L3475,
359.007,,360,,,,,,,,,,,,,L3475,
359.141,,1100,,,,,,,,,,,,,L3475,
359.181,,560,,,,,,,,,,,,,L3475,
359.211,,560,,,,,,,,,,,,,L3475,
359.504,,1800,,,,,,,,,,,,,L3475,
359.606,,400,,,,,,,,,,,,,L3475,
360.038,,560,,,,,,,,,,,,,L3475,
360.282,,360,,,,,,,,,,,,,L3475,
360.612,,1800,,,,,,,,,,,,,L3475,
361.851,,440,,,,,,,,,,,,,L3475,
362.016,,560,,,,,,,,,,,,,L3475,
362.427,,470,,,,,,,,,,,,,L3475,
362.942,,1100,,,,,,,,,,,,,L3475,
363.024,363.02382+,4000,3.05e+07,,4341.104,31879.655,4f10.(5I<7>).6s<1/2>,"(7,1/2)",15/2,4f10.(5I).6p,6K*,17/2,,T7148,L3475,
363.278,,440,,,,,,,,,,,,,L3475,
363.527,,400,,,,,,,,,,,,,L3475,
363.728,,360,,,,,,,,,,,,,L3475,
364.025,,1100,,,,,,,,,,,,,L3475,
364.392,,400,,,,,,,,,,,,,L3475,
364.540,364.53965+,11000,6.20e+07,,828.314,28252.357,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f9.(6H*).5d2.(1G),*,17/2,,T7148,L3475,
364.586,,360,,,,,,,,,,,,,L3475,
364.878,,1000,,,,,,,,,,,,,L3475,
366.462,,700,,,,,,,,,,,,,L3475,
367.230,,990,,,,,,,,,,,,,L3475,
367.270,,420,,,,,,,,,,,,,L3475,
367.314,,400,,,,,,,,,,,,,L3475,
367.408,,1400,,,,,,,,,,,,,L3475,
367.659,,2200,,,,,,,,,,,,,L3475,
369.481,369.48115+,4700,2.37e+07,,828.314,27885.593,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f9.(6H*).5d2.(3F),*,15/2,,T7148,L3475,
369.731,,370,,,,,,,,,,,,,L3475,
369.821,,990,,,,,,,,,,,,,L3475,
370.163,,540,,,,,,,,,,,,,L3475,
370.740,,330,,,,,,,,,,,,,L3475,
370.757,,440,,,,,,,,,,,,,L3475,
370.822,,440,,,,,,,,,,,,,L3475,
371.007,,420,,,,,,,,,,,,,L3475,
371.166,,330,,,,,,,,,,,,,L3475,
372.445,,1600,,,,,,,,,,,,,L3475,
374.782,,1200,,,,,,,,,,,,,L3475,
375.351,,1400,,,,,,,,,,,,,L3475,
375.375,,1400,,,,,,,,,,,,,L3475,
375.737,375.73674+,4700,2.01e+07,,828.314,27435.132,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f9.(6H*).5d2.(3P),*,15/2,,T7148,L3475,
378.541,,330,,,,,,,,,,,,,L3475,
378.618,,3300,,,,,,,,,,,,,L3475,
378.844,,1600,,,,,,,,,,,,,L3475,
379.187,,700,,,,,,,,,,,,,L3475,
380.414,,510,,,,,,,,,,,,,L3475,
380.627,,580,,,,,,,,,,,,,L3475,
381.367,,470,,,,,,,,,,,,,L3475,
381.676,,1400,,,,,,,,,,,,,L3475,
382.568,,700,,,,,,,,,,,,,L3475,
383.650,,2300,,,,,,,,,,,,,L3475,
384.131,,1400,,,,,,,,,,,,,L3475,
384.200,,330,,,,,,,,,,,,,L3475,
384.634,,420,,,,,,,,,,,,,L3475,
384.939,,330,,,,,,,,,,,,,L3475,
385.303,,1200,,,,,,,,,,,,,L3475,
386.658,,370,,,,,,,,,,,,,L3475,
386.845,,560,,,,,,,,,,,,,L3475,
386.942,,300,,,,,,,,,,,,,L3475,
386.986,,820,,,,,,,,,,,,,L3475,
387.211,387.21038+,7000,2.54e+07,,0.000,25818.435,4f10.(5I<8>).6s<1/2>,"(8,1/2)",17/2,4f10.(5I).6p,*,17/2,,T7148,L3475,
387.399,,1200,,,,,,,,,,,,,L3475,
387.911,,470,,,,,,,,,,,,,L3475,
388.199,,300,,,,,,,,,,,,,L3475,
389.853,389.85292+,5800,4.69e+07,,4755.673,30399.107,4f10.(5I<7>).6s<1/2>,"(7,1/2)",13/2,4f9.(6H*).5d2.(3F),*,15/2,,T7148,L3475,
391.487,,540,,,,,,,,,,,,,L3475,
391.559,,540,,,,,,,,,,,,,L3475,
392.338,,320,,,,,,,,,,,,,L3475,
393.152,,2100,,,,,,,,,,,,,L3475,
393.222,,320,,,,,,,,,,,,,L3475,
393.300,,370,,,,,,,,,,,,,L3475,
393.421,,320,,,,,,,,,,,,,L3475,
394.253,,540,,,,,,,,,,,,,L3475,
394.468,394.46798+,10000,3.07e+07,,0.000,25343.427,4f10.(5I<8>).6s<1/2>,"(8,1/2)",17/2,4f9.(6H*).5d2.(3P),*,17/2,,T7148,L3475,
394.693,,420,,,,,,,,,,,,,L3475,
395.039,,540,,,,,,,,,,,,,L3475,
395.455,,420,,,,,,,,,,,,,L3475,
395.779,,800,,,,,,,,,,,,,L3475,
396.839,396.83853+,14000,4.55e+07,,0.000,25192.039,4f10.(5I<8>).6s<1/2>,"(8,1/2)",17/2,4f10.(5I).6p,*,15/2,,T7148,L3475,
397.857,,2700,,,,,,,,,,,,,L3475,
398.192,,1400,,,,,,,,,,,,,L3475,
398.365,,1600,,,,,,,,,,,,,L3475,
398.421,,800,,,,,,,,,,,,,L3475,
399.132,,540,,,,,,,,,,,,,L3475,
399.669,,1600,,,,,,,,,,,,,L3475,
400.045,400.04502+,8000,2.54e+07,,828.314,25818.435,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f10.(5I).6p,*,17/2,,T7148,L3475,
401.129,,540,,,,,,,,,,,,,L3475,
401.470,,540,,,,,,,,,,,,,L3475,
402.778,,420,,,,,,,,,,,,,L3475,
402.832,,520bl,,,,,,,,,,,,,L3475,
403.247,,520,,,,,,,,,,,,,L3475,
403.365,,420,,,,,,,,,,,,,L3475,
403.632,,420,,,,,,,,,,,,,L3475,
404.198,,320,,,,,,,,,,,,,L3475,
405.056,,1600,,,,,,,,,,,,,L3475,
405.514,,520,,,,,,,,,,,,,L3475,
407.312,,2500,,,,,,,,,,,,,L3475,
407.796,407.79651+,7400,2.02e+07,,828.314,25343.427,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f9.(6H*).5d2.(3P),*,17/2,,T7148,L3475,
410.330,410.33047+,3900,1.04e+07,,828.314,25192.039,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f10.(5I).6p,*,15/2,,T7148,L3475,
411.134,,1500,,,,,,,,,,,,,L3475,
412.463,,490,,,,,,,,,,,,,L3475,
412.824,,390,,,,,,,,,,,,,L3475,
412.942,,990,,,,,,,,,,,,,L3475,
414.150,,470,,,,,,,,,,,,,L3475,
414.310,,1200,,,,,,,,,,,,,L3475,
419.519,,320,,,,,,,,,,,,,L3475,
420.654,,370,,,,,,,,,,,,,L3475,
425.633,,440,,,,,,,,,,,,,L3475,
429.493,,370bl,,,,,,,,,,,,,L3475,
430.863,,1000,,,,,,,,,,,,,L3475,
435.844,,200,,,,,,,,,,,,,L3475,
437.424,,320,,,,,,,,,,,,,L3475,
437.476,,320,,,,,,,,,,,,,L3475,
440.938,,540,,,,,,,,,,,,,L3475,
444.970,,740,,,,,,,,,,,,,L3475,
445.560,,110,,,,,,,,,,,,,L3475,
446.814,,250,,,,,,,,,,,,,L3475,
452.776,,,,,,,,,,,,,,,L3475,
454.166,,100,,,,,,,,,,,,,L3475,
461.726,,60,,,,,,,,,,,,,L3475,
462.003,,140,,,,,,,,,,,,,L3475,
466.466,,110,,,,,,,,,,,,,L3475,
467.360,,85,,,,,,,,,,,,,L3475,
468.203,,50,,,,,,,,,,,,,L3475,
468.975,,50,,,,,,,,,,,,,L3475,
469.868,,95,,,,,,,,,,,,,L3475,
472.713,,70,,,,,,,,,,,,,L3475,
473.184,,170,,,,,,,,,,,,,L3475,
474.573,,40,,,,,,,,,,,,,L3475,
475.499,,60,,,,,,,,,,,,,L3475,
476.004,,50,,,,,,,,,,,,,L3475,
478.692,,75,,,,,,,,,,,,,L3475,
482.968,,50,,,,,,,,,,,,,L3475,
483.375,,35,,,,,,,,,,,,,L3475,
485.624,,40,,,,,,,,,,,,,L3475,
486.805,,40,,,,,,,,,,,,,L3475,
488.933,,40,,,,,,,,,,,,,L3475,
489.010,,75,,,,,,,,,,,,,L3475,
492.222,,50,,,,,,,,,,,,,L3475,
492.316,,65,,,,,,,,,,,,,L3475,
495.734,,480,,,,,,,,,,,,,L3475,
500.428,,55,,,,,,,,,,,,,L3475,
501.798,,24,,,,,,,,,,,,,L3475,
509.038,,80,,,,,,,,,,,,,L3475,
513.960,,190,,,,,,,,,,,,,L3475,
516.103,,40,,,,,,,,,,,,,L3475,
516.412,,40,,,,,,,,,,,,,L3475,
516.969,,110,,,,,,,,,,,,,L3475,
517.290,,20,,,,,,,,,,,,,L3475,
518.845,,40,,,,,,,,,,,,,L3475,
519.286,,290,,,,,,,,,,,,,L3475,
519.766,,95,,,,,,,,,,,,,L3475,
524.694,,50,,,,,,,,,,,,,L3475,
527.225,,50,,,,,,,,,,,,,L3475,
527.529,,50,,,,,,,,,,,,,L3475,
527.970,,50,,,,,,,,,,,,,L3475,
528.499,,28,,,,,,,,,,,,,L3475,
529.782,,40,,,,,,,,,,,,,L3475,
530.902,,40,,,,,,,,,,,,,L3475,
533.743,,24,,,,,,,,,,,,,L3475,
536.820,,30,,,,,,,,,,,,,L3475,
538.563,,20,,,,,,,,,,,,,L3475,
538.958,,85,,,,,,,,,,,,,L3475,
539.993,,24,,,,,,,,,,,,,L3475,
542.670,,40,,,,,,,,,,,,,L3475,
544.334,,30,,,,,,,,,,,,,L3475,
545.547,,30,,,,,,,,,,,,,L3475,
546.910,,24,,,,,,,,,,,,,L3475,
551.541,,24,,,,,,,,,,,,,L3475,
560.065,,40bl,,,,,,,,,,,,,L3475,
569.872,,28,,,,,,,,,,,,,L3475,
586.811,,55w,,,,,,,,,,,,,L3475,
591.516,,40,,,,,,,,,,,,,L3475,
592.456,,20,,,,,,,,,,,,,L3475,
619.623,,20,,,,,,,,,,,,,L3475,
639.660,,24,,,,,,,,,,,,,L3475,
646.858,,10,,,,,,,,,,,,,L3475,
648.359,,20,,,,,,,,,,,,,L3475,
659.414,,14,,,,,,,,,,,,,L3475,
670.064,,10,,,,,,,,,,,,,L3475,
689.797,,15,,,,,,,,,,,,,L3475,
689.932,,65,,,,,,,,,,,,,L3475,
690.653,,22,,,,,,,,,,,,,L3475,
695.028,,29,,,,,,,,,,,,,L3475,
705.595,,35,,,,,,,,,,,,,L3475,
707.514,,24,,,,,,,,,,,,,L3475,
710.926,,17,,,,,,,,,,,,,L3475,
712.081,,11,,,,,,,,,,,,,L3475,
717.511,,13,,,,,,,,,,,,,L3475,
734.513,,17,,,,,,,,,,,,,L3475,
737.023,,11,,,,,,,,,,,,,L3475,
742.686,,55,,,,,,,,,,,,,L3475,
745.705,,20,,,,,,,,,,,,,L3475,
751.661,,17,,,,,,,,,,,,,L3475,
756.296,,40,,,,,,,,,,,,,L3475,
757.746,,20w,,,,,,,,,,,,,L3475,
766.678,,11,,,,,,,,,,,,,L3475,
772.976,,45,,,,,,,,,,,,,L3475,
775.162,,20,,,,,,,,,,,,,L3475,
798.285,,12,,,,,,,,,,,,,L3475,
819.877,,27,,,,,,,,,,,,,L3475,
820.157,,100,,,,,,,,,,,,,L3475,
821.862,,11,,,,,,,,,,,,,L3475,
839.201,,35,,,,,,,,,,,,,L3475,
840.585,,12,,,,,,,,,,,,,L3475,
841.664,,20,,,,,,,,,,,,,L3475,
843.858,,24,,,,,,,,,,,,,L3475,
865.594,,27,,,,,,,,,,,,,L3475,
865.768,,17,,,,,,,,,,,,,L3475,
867.849,,17,,,,,,,,,,,,,L3475,
869.683,,11,,,,,,,,,,,,,L3475,
871.595,,11w,,,,,,,,,,,,,L3475,
875.040,,20,,,,,,,,,,,,,L3475,
879.139,,45,,,,,,,,,,,,,L3475,
883.308,,13,,,,,,,,,,,,,L3475,
885.037,,24,,,,,,,,,,,,,L3475,
