Configuration,Term,J,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3p5.(2P*<3/2>).4f,2[5/2],2,,227367.2,,0.1,(0.88),  99                                    ,L12188
3p5.(2P*<3/2>).4f,2[7/2],3,,227484.8,,0.1,(0.94),  99                                    ,L12188
3p5.(2P*<3/2>).4f,2[7/2],4,,227487.5,,0.1,(1.18),  99                                    ,L12188
3p5.(2P*<1/2>).4f,2[7/2],3,,229492.5,,0.2,(0.84),  99                                    ,L12188
3p5.(2P*<1/2>).4f,2[7/2],4,,229495.9,,0.3,(1.10),  99                                    ,L12188
3p5.(2P*<1/2>).4f,2[5/2],3,,229507.0,,0.1,(1.18),  99                                    ,L12188
3p5.(2P*<1/2>).4f,2[5/2],2,,229524.9,,0.2,(0.85),  99                                    ,L12188
3p5.6s,"(3/2,1/2)*",1,,230500,,400,,  99                                    ,L11572
3p5.5d,"(3/2,3/2)*",1,,231700,,400,,"  71         :    26  3p5.5d (3/2,5/2)* ",L11572
3p5.6s,"(1/2,1/2)*",1,,232600,,400,,  99                                    ,L11572
3p5.5d,"(3/2,5/2)*",1,,233700,,400,,"  43         :    24  3p5.5d (1/2,3/2)* ",L11572
3p5.5d,"(1/2,3/2)*",1,,237000,,400,,"  60         :    30  3p5.5d (3/2,5/2)* ",L11572
3p5.(2P*<3/2>).5f,2[3/2],1,,237204.7,,0.3,(0.50), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[3/2],2,,237220.4,,0.6,(1.11),  98                                    ,L12188
3p5.(2P*<3/2>).5f,2[9/2],5,,237271.2,,0.5,(1.20), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[9/2],4,,237275.3,,0.2,(1.02), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[5/2],3,,237339.0,,0.2,(1.19), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[5/2],2,,237356.7,,0.2,(0.85),  98                                    ,L12188
3p5.(2P*<3/2>).5f,2[7/2],4,,237407.2,,0.4,(1.19), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[7/2],3,,237408.5,,0.2,(0.95), 100                                    ,L12188
3p5.7s,"(3/2,1/2)*",1,,239000,,400,, 100                                    ,L11572
3p5.(2P*<1/2>).5f,2[7/2],3,,239485.4,,0.3,(0.83), 100                                    ,L12188
3p5.(2P*<1/2>).5f,2[7/2],4,,239487.7,,0.5,(1.09), 100                                    ,L12188
3p5.(2P*<1/2>).5f,2[5/2],3,,239486.7,,0.4,(1.19), 100                                    ,L12188
3p5.(2P*<1/2>).5f,2[5/2],2,,239503.3,,0.3,(0.87), 100                                    ,L12188
3p5.6d,"(3/2,3/2)*",1,,239600,,400,,"  79         :    13  3p5.6d (3/2,5/2)* ",L11572
3p5.7s,"(1/2,1/2)*",1,,241000,,400,,"  71         :    29  3p5.6d (3/2,5/2)* ",L11572
3p5.6d,"(3/2,5/2)*",1,,241000,,400,,"  38         :    18  3p5.6d (3/2,3/2)* ",L11572
3p5.(2P*<3/2>).6f,2[3/2],1,,242692.6,,0.5,(0.50), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[3/2],2,,242700.3,,0.3,(1.11),  98                                    ,L12188
3p5.(2P*<3/2>).6f,2[9/2],5,,242728.7,,0.5,(1.20), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[9/2],4,,242732.2,,0.3,(1.02), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[5/2],3,,242771.2,,0.3,(1.19), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[5/2],2,,242774.8,,0.3,(0.85),  98                                    ,L12188
3p5.(2P*<3/2>).6f,2[7/2],3,,242810.6,,0.5,(0.96), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[7/2],4,,242811.1,,0.4,(1.19), 100                                    ,L12188
3p5.6d,"(1/2,3/2)*",1,,242900,,400,,"  67         :    15  3p5.6d (3/2,5/2)* ",L11572
3p5.8s,"(3/2,1/2)*",1,,243700,,400,, 100                                    ,L11572
3p5.7d,"(3/2,3/2)*",1,,244100,,400,,"  84         :    13  3p5.7d (3/2,5/2)* ",L11572
3p5.(2P*<1/2>).6f,2[7/2],3,(,244904,),24,(0.83), 100                                    ,L12188
3p5.(2P*<1/2>).6f,2[7/2],4,(,244905,),24,(1.09), 100                                    ,L12188
3p5.(2P*<1/2>).6f,2[5/2],3,(,244906,),24,(1.20), 100                                    ,L12188
3p5.(2P*<1/2>).6f,2[5/2],2,(,244916,),24,(0.88), 100                                    ,L12188
3p5.7d,"(3/2,5/2)*",1,,245000,,400,,"  58         :    14  3p5.6d (1/2,3/2)* ",L11572
3p5.8s,"(1/2,1/2)*",1,,245800,,400,, 100                                    ,L11572
3p5.7d,"(1/2,3/2)*",1,,246600,,400,,"  63         :    12  3p5.7d (3/2,5/2)* ",L11572
3p5.8d,"(3/2,5/2)*",1,,247600,,400,,"  50         :    28  3p5.7d (1/2,3/2)* ",L11572
3p5.8d,"(3/2,3/2)*",1,,249500,,400,,"  45         :    31  3p5.8d (1/2,3/2)* ",L11572
3p5.8d,"(1/2,3/2)*",1,,250859,,13,,                                        ,L3496
K III (3p5 2P*<3/2>),Limit,---,,255072.8,,1.5,,                                        ,L12188
