Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
4f7.(8S*).5d (9D*).6s,10D*,5/2,6,,0.000,,,2.557,  96                                                           ,L3974
4f7.(8S*).5d (9D*).6s,10D*,7/2,8,,261.841,,,2.082,  95                                                           ,
4f7.(8S*).5d (9D*).6s,10D*,9/2,10,,633.273,,,1.862,  94                                                           ,
4f7.(8S*).5d (9D*).6s,10D*,11/2,12,,1158.943,,,1.74,  94                                                           ,
4f7.(8S*).5d (9D*).6s,10D*,13/2,14,,1935.310,,,1.70,  97                                                           ,
4f7.(8S*).5d (9D*).6s,8D*,3/2,4,,2856.678,,,2.804,  80             :    14  4f7.5d2                              ,
4f7.(8S*).5d (9D*).6s,8D*,5/2,6,,3082.011,,,2.044,  79             :    14  4f7.5d2                              ,
4f7.(8S*).5d (9D*).6s,8D*,7/2,8,,3427.274,,,1.870,  76             :    13  4f7.5d2                              ,
4f7.(8S*).5d (9D*).6s,8D*,9/2,10,,3972.167,,,1.70,  78             :    13  4f7.5d2                              ,
4f7.(8S*).5d (9D*).6s,8D*,11/2,12,,4841.106,,,1.63,  79             :    17  4f7.5d2                              ,
4f7.(8S*).6s2,8S*,7/2,8,,3444.235,,,1.92,  93             :     4  4f7.5d.6s                            ,
4f7.(8S*).5d2.(3F),10F*,3/2,4,,4027.161,,,3.163,  87             :    10  4f7.5d.6s                            ,
4f7.(8S*).5d2.(3F),10F*,5/2,6,,4212.756,,,2.206,  87             :     9  4f7.5d.6s                            ,
4f7.(8S*).5d2.(3F),10F*,7/2,8,,4483.854,,,1.894,  87             :     8  4f7.5d.6s                            ,
4f7.(8S*).5d2.(3F),10F*,9/2,10,,4852.304,,,1.76,  88             :     8  4f7.5d.6s                            ,
4f7.(8S*).5d2.(3F),10F*,11/2,12,,5339.477,,,1.657,  86             :     9  4f7.5d.6s                            ,
4f7.(8S*).5d2.(3F),10F*,13/2,14,,5897.264,,,1.63,  95                                                           ,
4f7.(8S*).5d2.(3F),10F*,15/2,16,,6605.154,,,1.60,  96                                                           ,
4f8.(7F).6s,8F,13/2,14,,7992.268,,,1.54,                                                               ,
4f8.(7F).6s,8F,11/2,12,,9092.491,,,1.51,                                                               ,
4f8.(7F).6s,8F,9/2,10,,10292.567,,,1.56,                                                               ,
4f8.(7F).6s,8F,7/2,8,,11084.335,,,1.59,                                                               ,
4f8.(7F).6s,8F,5/2,6,,11669.863,,,1.70,                                                               ,
4f8.(7F).6s,8F,3/2,4,,12071.778,,,1.99,                                                               ,
4f8.(7F).6s,8F,1/2,2,,12309.508,,,3.98,                                                               ,
