Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
4d7,4F,9/2,10,,0.000,,,,  96                                    ,L9882
4d7,4F,7/2,8,,1523.267,,,,  98                                    ,L9882
4d7,4F,5/2,6,,2493.945,,,,  97                                    ,L9882
4d7,4F,3/2,4,,3104.260,,,,  96                                    ,L9882
4d7,4P,5/2,6,,8256.689,,,1.57,  89         :     6  4d6.(a3P).5s 4P   ,L9882
4d7,4P,3/2,4,,8477.540,,,1.68,  80         :    11  4d7          2P   ,L9882
4d7,4P,1/2,2,,9373.745,,,2.60,  86         :     5  4d6.(a3P).5s 4P   ,L9882
4d6.(5D).5s,6D,9/2,10,,9151.835,,,1.53,  99                                    ,L9882
4d6.(5D).5s,6D,7/2,8,,10150.929,,,1.576,  99                                    ,L9882
4d6.(5D).5s,6D,5/2,6,,10852.172,,,1.641,  98                                    ,L9882
4d6.(5D).5s,6D,3/2,4,,11303.975,,,1.849,  97                                    ,L9882
4d6.(5D).5s,6D,1/2,2,,11604.409,,,3.271,  96                                    ,L9882
4d7,2G,9/2,10,,10860.9,,,,                                        ,L17219
4d7,2G,7/2,8,,12293.4,,,,                                        ,L17219
4d7,2P,3/2,4,,12956.6,,,,                                        ,L17219
4d7,2P,1/2,2,,14799.5,,,,                                        ,L17219
4d7,2D2,5/2,6,,14581.2,,,,                                        ,L17219
4d7,2D2,3/2,4,,17017.6,,,,                                        ,L17219
4d7,2H,11/2,12,,14663.4,,,,                                        ,L17219
4d7,2H,9/2,10,,16125.0,,,,                                        ,L17219
4d6.(5D).5s,4D,7/2,8,,19379.147,,,1.402,  94                                    ,L9882
4d6.(5D).5s,4D,5/2,6,,20515.359,,,1.337,  92                                    ,L9882
4d6.(5D).5s,4D,3/2,4,,21246.795,,,1.188,  96                                    ,L9882
4d6.(5D).5s,4D,1/2,2,,21645.959,,,-0.015,  96                                    ,L9882
4d7,2F,5/2,6,,21558.076,,,0.863,  84         :     5  4d6.(5D).5s  4D   ,L9882
4d7,2F,7/2,8,,22289.207,,,1.138,  84         :     6  4d6.(a3F).5s 2F   ,L9882
4d6.(3H).5s,4H,13/2,14,,25952.589,,,1.235,  98                                    ,L9882
4d6.(3H).5s,4H,11/2,12,,26109.822,,,1.16,  85         :    15  4d6.(3G).5s  4G   ,L9882
4d6.(3H).5s,4H,9/2,10,,26118.872,,,1.08,  61         :    20  4d6.(3G).5s  4G   ,L9882
4d6.(3H).5s,4H,7/2,8,,26468.532,,,0.759,  72         :    14  4d6.(3G).5s  4G   ,L9882
4d6.(a3P).5s,4P,5/2,6,,26911.788,,,1.578,  53         :    35  4d6.(b3P).5s 4P   ,L9882
4d6.(a3P).5s,4P,3/2,4,,29091.189,,,1.646,  49         :    29  4d6.(b3P).5s 4P   ,L9882
4d6.(a3P).5s,4P,1/2,2,,30489.523,,,2.541,  52         :    31  4d6.(b3P).5s 4P   ,L9882
4d6.(a3F).5s,4F,9/2,10,,27545.035,,,1.200,  47         :    30  4d6.(3H).5s  4H   ,L9882
4d6.(a3F).5s,4F,7/2,8,,27949.222,,,1.091,  52         :    20  4d6.(3H).5s  4H   ,L9882
4d6.(a3F).5s,4F,5/2,6,,28139.156,,,0.941,  63         :    19  4d6.(3G).5s  4G   ,L9882
4d6.(a3F).5s,4F,3/2,4,,28495.750,,,0.420,  80         :    15  4d6.(b3F).5s 4F   ,L9882
4d6.(3G).5s,4G,11/2,12,,29018.988,,,1.232,  81         :    13  4d6.(3H).5s  4H   ,L9882
4d6.(3G).5s,4G,9/2,10,,30099.983,,,1.167,  74         :    11  4d6.(a3F).5s 4F   ,L9882
4d6.(3G).5s,4G,5/2,6,,30293.394,,,0.651,  77         :    16  4d6.(a3F).5s 4F   ,L9882
4d6.(3G).5s,4G,7/2,8,,30439.799,,,1.021,  72         :    19  4d6.(a3F).5s 4F   ,L9882
4d6.(3H).5s,2H,11/2,12,,32623.229,,,1.065,  85         :     9  4d6.(1I).5s  2I   ,L9882
4d6.(3H).5s,2H,9/2,10,,32686.985,,,0.955,  74         :    12  4d6.(3G).5s  2G   ,L9882
4d6.(3D).5s,4D,3/2,4,,32888.694,,,1.200,  60         :     9  4d7          2D2  ,L9882
4d6.(3D).5s,4D,1/2,2,,32961.008,,,0.138,  90                                    ,L9882
4d6.(3D).5s,4D,5/2,6,,33019.158,,,1.338,  85         :     5  4d7          2D2  ,L9882
4d6.(3D).5s,4D,7/2,8,,33332.980,,,1.396,  91                                    ,L9882
4d6.(a3P).5s,2P,3/2,4,,33735.046,,,1.185,  28         :    31  4d6.(3D).5s  4D   ,L9882
4d6.(a3P).5s,2P,1/2,2,,36095.308,,,0.875,  44         :    24  4d6.(b3P).5s 2P   ,L9882
4d6.(a3F).5s,2F,7/2,8,,34038.650,,,1.083,  45         :    12  4d6.(b3F).5s 2F   ,L9882
4d6.(a3F).5s,2F,5/2,6,,35298.622,,,0.945,  64         :    13  4d7          2D1  ,L9882
4d7,2D1,3/2,4,,34793.343,,,0.965,  52         :    19  4d6.(a3P).5s 2P   ,L9882
4d7,2D1,5/2,6,,34829.415,,,1.102,  49         :    10  4d6.(a1D).5s 2D   ,L9882
4d5.5s2,6S,5/2,6,,35857.6,,,,                                        ,L17219
4d6.(1I).5s,2I,13/2,14,,35939.923,,,1.06,  98                                    ,L9882
4d6.(1I).5s,2I,11/2,12,,36230.007,,,0.93,  90                                    ,L9882
4d6.(3G).5s,2G,9/2,10,,36016.307,,,1.067,  82         :    13  4d6.(3H).5s  2H   ,L9882
4d6.(3G).5s,2G,7/2,8,,36516.092,,,0.885,  66         :    20  4d6.(a1G).5s 2G   ,L9882
4d6.(a1G).5s,2G,9/2,10,,37433.373,,,1.078,  59         :    24  4d6.(b1G).5s 2G   ,L9882
4d6.(a1G).5s,2G,7/2,8,,37981.756,,,0.942,  35         :    24  4d6.(a3F).5s 2F   ,L9882
4d6.(3D).5s,2D,5/2,6,,38982.115,,,1.18,  77         :    11  4d6.(a1D).5s 2D   ,L9882
4d6.(3D).5s,2D,3/2,4,,39712.177,,,0.797,  84         :     4  4d7          2D1  ,L9882
4d6.(a1S).5s,2S,1/2,2,,40226.2,,,1.800,                                        ,L17219
4d6.(a1D).5s,2D,3/2,4,,42750.1,,,0.803,                                        ,L17219
4d6.(a1D).5s,2D,5/2,6,,43609.9,,,1.216,                                        ,L17219
4d6.(5D).5p,6D*,9/2,10,,46471.520,,,1.530,  92                                    ,L9882
4d6.(5D).5p,6D*,7/2,8,,46711.916,,,1.569,  86         :     6  4d6.(5D).5p  6P*  ,L9882
4d6.(5D).5p,6D*,5/2,6,,47285.440,,,1.634,  90                                    ,L9882
4d6.(5D).5p,6D*,3/2,4,,47708.899,,,1.840,  93                                    ,L9882
4d6.(5D).5p,6D*,1/2,2,,47984.143,,,3.280,  95                                    ,L9882
4d6.(5D).5p,6F*,11/2,12,,50758.679,,,1.44,  97                                    ,L9882
4d6.(5D).5p,6F*,9/2,10,,50845.793,,,1.42,  68         :    22  4d6.(5D).5p  4F*  ,L9882
4d6.(5D).5p,6F*,7/2,8,,50862.988,,,1.457,  41         :    40  4d6.(5D).5p  6P*  ,L9882
4d6.(5D).5p,6F*,5/2,6,,51180.077,,,1.312,  80         :     7  4d6.(5D).5p  4D*  ,L9882
4d6.(5D).5p,6F*,3/2,4,,51317.286,,,1.058,  87         :     6  4d6.(5D).5p  4D*  ,L9882
4d6.(5D).5p,6F*,1/2,2,,51380.416,,,0.62,  90                                    ,L9882
4d6.(5D).5p,6P*,7/2,8,,51549.196,,,1.580,  41         :    39  4d6.(5D).5p  6F*  ,L9882
4d6.(5D).5p,6P*,5/2,6,,52820.930,,,1.835,  83         :     5  4d6.(5D).5p  6D*  ,L9882
4d6.(5D).5p,6P*,3/2,4,,53685.577,,,2.365,  90                                    ,L9882
4d6.(5D).5p,4F*,9/2,10,,52964.904,,,1.346,  69         :    26  4d6.(5D).5p  6F*  ,L9882
4d6.(5D).5p,4F*,7/2,8,,54225.990,,,1.274,  65         :    15  4d6.(5D).5p  6F*  ,L9882
4d6.(5D).5p,4F*,5/2,6,,54794.672,,,1.077,  76         :     9  4d6.(5D).5p  6F*  ,L9882
4d6.(5D).5p,4F*,3/2,4,,55224.483,,,0.468,  83         :     4  4d6.(5D).5p  6F*  ,L9882
4d6.(5D).5p,4D*,7/2,8,,53317.483,,,1.391,  67         :    17  4d6.(5D).5p  4F*  ,L9882
4d6.(5D).5p,4D*,5/2,6,,54065.780,,,1.348,  69         :    10  4d6.(5D).5p  4F*  ,L9882
4d6.(5D).5p,4D*,3/2,4,,54663.807,,,1.145,  75         :     6  4d6.(5D).5p  4F*  ,L9882
4d6.(5D).5p,4D*,1/2,2,,54981.938,,,0.011,  80         :     7  4d6.(5D).5p  6F*  ,L9882
4d6.(5D).5p,4P*,5/2,6,,55695.571,,,1.570,  85         :     4  4d6.(5D).5p  4D*  ,L9882
4d6.(5D).5p,4P*,3/2,4,,56665.357,,,1.708,  86         :     4  4d6.(3D).5p  4P*  ,L9882
