Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
,,5/2,6,,44354.784,,0.0011,1.390,  22  5d4.(5D).6p 6D*                :    13  5d3.(4F).6s.(5F).6p  6D*  ,L12177
5d3.(4F).6s.(5F).6p,6F*,1/2,2,,44455.212,,0.0010,-0.217,  43                                 :    24  5d4.(5D).6p          6F*  ,L12177
5d3.(4F).6s.(5F).6p,6F*,7/2,8,,51045.292,,0.002,,  35                                 :    19  5d4.(5D).6p          6D*  ,L12177
,,9/2,10,,44758.095,,0.0010,1.270,  29  5d3.(4F).6s.(5F).6p 6G*        :    12  5d4.(5D).6p          6F*  ,L12177
,,3/2,4,,44911.659,,0.0008,1.221,  25  5d3.(4F).6s.(5F).6p 6F*        :    17  5d4.(5D).6p          4P*  ,L12177
,,3/2,4,,45553.652,,0.002,1.033,  31  5d4.(5D).6p 6F*                :     5  5d3.(2P).6s.(3P).6p  4D*  ,L12177
,,7/2,8,,46175.395,,0.0011,1.452,  17  5d3.(4F).6s.(5F).6p 6D*        :    15  5d4.(5D).6p          6D*  ,L12177
,,5/2,6,,46355.404,,0.0011,1.236,  22  5d4.(5D).6p 6F*                :    10  5d4.(5D).6p          4P*  ,L12177
,,1/2,2,,46625.281,,0.003,1.70,  23  5d4.(5D).6p 6D*                :    20  5d3.(4F).6s.(5F).6p  6D*  ,L12177
,,3/2,4,,47179.941,,0.0013,1.007,  29  5d3.(4F).6s.(5F).6p 6F*        :    13  5d4.(5D).6p          4F*  ,L12177
,,5/2,6,,47413.270,,0.0012,1.111,  16  5d4.(5D).6p 6P*                :    10  5d4.(5D).6p          4P*  ,L12177
5d4.(5D).6p,6P*,3/2,4,,47588.647,,0.0013,2.00,  46                                 :     9  5d3.(4P).6s.(5P).6p  6P*  ,L12177
,,5/2,6,,48284.498,,0.0012,1.366,  21  5d3.(4F).6s.(5F).6p 6F*        :    10  5d4.(5D).6p          6P*  ,L12177
,,7/2,8,,48830.701,,0.0015,1.008,  20  5d4.(5D).6p 6F*                :    14  5d4.(5D).6p          6P*  ,L12177
5d3.(4F).6s.(5F).6p,6D*,3/2,4,,48982.939,,0.002,1.72,  35                                 :    12  5d4.(5D).6p          4P*  ,L12177
5d3.(4F).6s.(5F).6p,6D*,5/2,6,,50292.354,,0.002,1.334,  32                                 :    13  5d4.(5D).6p          4F*  ,L12177
,,7/2,8,,49124.508,,0.0012,1.499,  26  5d4.(5D).6p 6P*                :    12  5d3.(4F).6s.(5F).6p  6F*  ,L12177
,,1/2,2,,49154.484,,0.002,2.78,  22  5d3.(4F).6s.(5F).6p 6D*        :    19  5d3.(4P).6s.(5P).6p  6D*  ,L12177
,,9/2,10,,49181.034,,0.0013,1.409,  25  5d4.(5D).6p 6F*                :    20  5d3.(4F).6s.(5F).6p  6D*  ,L12177
,,5/2,6,,49242.042,,0.0011,1.510,  30  5d3.(4F).6s.(5F).6p 6F*        :    27  5d4.(5D).6p          6P*  ,L12177
,,3/2,4,,50430.999,,0.002,0.93,  14  5d4.(5D).6p 4F*                :    11  5d4.(5D).6p          6D*  ,L12177
,,3/2,4,,51254.429,,0.004,1.58,  17  5d4.(5D).6p 6D*                :    15  5d3.(4P).6s.(5P).6p  6D*  ,L12177
,,5/2,6,,51438.064,,0.002,1.301,  15  5d4.(5D).6p 4F*                :    14  5d4.(5D).6p          4P*  ,L12177
,,11/2,12,,51495.054,,0.0015,1.054,  44  5d4.(5D).6p 6F*                :    32  5d3.(4F).6s.(5F).6p  6G*  ,L12177
,,1/2,2,,51536.621,,0.007,,  22  5d4.(5D).6p 6D*                :    14  5d3.(4P).6s.(5P).6p  6D*  ,L12177
,,7/2,8,,51862.999,,0.0014,0.937,  24  5d4.(3H).6p 4H*                :    17  5d4.(3H).6p          2G*  ,L12177
,,5/2,6,,52087.110,,0.003,,  12  5d4.(5D).6p 6D*                :    11  5d3.(4F).6s.(5F).6p  4D*  ,L12177
,,7/2,8,,52275.291,,0.002,1.297,  17  5d3.(4F).6s.(5F).6p 6D*        :    13  5d4.(5D).6p          4F*  ,L12177
5d4.(5D).6p,4D*,1/2,2,,52355.250,,0.002,0.981,  33                                 :    10  5d4.(3P2).6p         4D*  ,L12177
,,9/2,10,,52567.276,,0.002,,  26  5d3.(4F).6s.(5F).6p 6F*        :    15  5d3.(4F).6s.(5F).6p  6D*  ,L12177
,,1/2,2,,52593.766,,0.003,1.56,  19  5d3.(4P).6s.(5P).6p 6D*        :    16  5d3.(4F).6s.(5F).6p  6D*  ,L12177
,,3/2,4,,52803.012,,0.003,,  12  5d4.(5D).6p 4D*                :    12  5d4.(5D).6p          6P*  ,L12177
,,7/2,8,,52901.794,,0.003,1.374,  16  5d3.(4F).6s.(5F).6p 4D*        :     9  5d3.(4F).6s.(5F).6p  6D*  ,L12177
,,5/2,6,,53113.533,,0.003,1.262,  19  5d4.(5D).6p 6D*                :     6  5d3.(4P).6s.(5P).6p  6D*  ,L12177
,,3/2,4,,53329.762,,0.002,1.357,  12  5d4.(5D).6p 6D*                :     9  5d4.(5D).6p          4D*  ,L12177
,,7/2,8,,53338.075,,0.0015,0.968,  14  5d4.(3G).6p 4H*                :    12  5d3.(2G).6s.(3G).6p  4H*  ,L12177
,,9/2,10,,53370.011,,0.0014,1.086,  14  5d4.(3H).6p 4H*                :    12  5d4.(3H).6p          4I*  ,L12177
,,3/2,4,,53423.050,,0.003,0.976,  18  5d3.(4F).6s.(5F).6p 6D*        :     7  5d3.(4P).6s.(5P).6p  6D*  ,L12177
,,1/2,2,,53440.213,,0.002,2.038,  29  5d4.(5D).6p 4P*                :    18  5d4.(5D).6p          6D*  ,L12177
,,5/2,6,,54026.309,,0.002,,  12  5d4.(5D).6p 4P*                :     8  5d3.(4F).6s.(5F).6p  4F*  ,L12177
,,9/2,10,,54056.594,,0.002,1.123,  21  5d3.(4F).6s.(5F).6p 6F*        :    14  5d3.(2G).6s.(3G).6p  4H*  ,L12177
,,3/2,4,,54137.225,,0.003,1.608,  13  5d3.(4P).6s.(5P).6p 6P*        :    12  5d3.(4P).6s.(5P).6p  6D*  ,L12177
,,5/2,6,,54375.859,,0.003,1.51,  15  5d3.(4F).6s.(5F).6p 6D*        :    10  5d3.(4P).6s.(5P).6p  6D*  ,L12177
,,1/2,2,,54485.701,,0.005,1.46,  11  5d3.(2P).6s.(3P).6p 2S*        :     6  5d4.(3P1).6p         2S*  ,L12177
,,7/2,8,,54498.608,,0.002,,  17  5d4.(5D).6p 6D*                :     7  5d4.(5D).6p          4D*  ,L12177
,,5/2,6,,54704.585,,0.002,0.623,  10  5d4.(5D).6p 6D*                :     6  5d4.(5D).6p          4F*  ,L12177
,,11/2,12,,54958.573,,0.0013,1.141,  26  5d4.(3H).6p 4I*                :    26  5d4.(3H).6p          4H*  ,L12177
,,7/2,8,,55022.932,,0.004,,  22  5d4.(5D).6p 6D*                :    10  5d3.(4F).6s.(5F).6p  6D*  ,L12177
,,5/2,6,,55162.390,,0.002,1.00,  23  5d4.(5D).6p 4D*                :     8  5d3.(4F).6s.(3F).6p  4D*  ,L12177
,,9/2,10,,55392.446,,0.002,1.061,  15  5d4.(3H).6p 4H*                :    15  5d3.(4F).6s.(5F).6p  6D*  ,L12177
5d3.(4P).6s.(5P).6p,6P*,3/2,4,,55488.134,,0.004,,  45                                 :     5  5d4.(3P2).6p         4P*  ,L12177
5d3.(4P).6s.(5P).6p,6P*,5/2,6,,56544.508,,0.007,,  31                                 :    12  5d3.(4P).6s.(5P).6p  6D*  ,L12177
,,3/2,4,,56084.326,,0.002,1.021,  17  5d4.(5D).6p 4F*                :    10  5d4.(5D).6p          4D*  ,L12177
,,11/2,12,,56376.569,,0.002,,  23  5d3.(4F).6s.(5F).6p 6F*        :    16  5d3.(2G).6s.(3G).6p  4H*  ,L12177
,,9/2,10,,56413.649,,0.002,,  30  5d4.(5D).6p 6D*                :    16  5d4.(3H).6p          4I*  ,L12177
5d4.(3H).6p,4H*,13/2,14,,56439.643,,0.0014,,  34                                 :    17  5d4.(3H).6p          4I*  ,L12177
,,7/2,8,,56612.836,,0.002,1.22,  10  5d4.(5D).6p 4D*                :     9  5d3.(4F).6s.(3F).6p  4D*  ,L12177
,,7/2,8,,56768.602,,0.002,1.147,  12  5d3.(2H).6s.(3H).6p 4H*        :    10  5d3.(2G).6s.(3G).6p  4H*  ,L12177
,,5/2,6,,56874.983,,0.002,0.815,   8  5d3.(4F).6s.(5F).6p 4G*        :     7  5d4.(5D).6p          4F*  ,L12177
,,3/2,4,,56932.345,,0.002,1.06,  10  5d3.(4F).6s.(3F).6p 4D*        :     8  5d4.(5D).6p          4D*  ,L12177
,,9/2,10,,57089.482,,0.002,,  15  5d3.(2G).6s.(1G).6p 2H*        :    11  5d3.(2H).6s.(3H).6p  4I*  ,L12177
,,5/2,6,,57252.138,,0.0015,,  12  5d3.(4F).6s.(5F).6p 4F*        :     9  5d4.(3H).6p          4G*  ,L12177
,,7/2,8,,57729.994,,0.002,1.184,  15  5d4.(5D).6p 4F*                :     7  5d4.(3G).6p          4F*  ,L12177
,,5/2,6,,57856.759,,0.004,1.36,  14  5d3.(4P).6s.(5P).6p 6P*        :     9  5d4.(3D).6p          4D*  ,L12177
,,9/2,10,,57986.939,,0.0014,,  15  5d4.(3G).6p 4H*                :    15  5d3.(2G).6s.(3G).6p  4H*  ,L12177
,,3/2,4,,58007.690,,0.003,1.20,  12  5d3.(4P).6s.(5P).6p 6D*        :     9  5d4.(3P2).6p         2D*  ,L12177
,,1/2,2,,58308.799,,0.004,,  20  5d4.(5D).6p 4D*                :    13  5d3.(2P).6s.(3P).6p  4D*  ,L12177
,,5/2,6,,58337.096,,0.002,,  10  5d3.(4P).6s.(5P).6p 6D*        :     8  5d3.(4F).6s.(3F).6p  4G*  ,L12177
,,7/2,8,,58537.630,,0.002,,  18  5d3.(4P).6s.(5P).6p 6P*        :    16  5d3.(4P).6s.(5P).6p  6D*  ,L12177
,,9/2,10,,58687.965,,0.002,,  21  5d3.(4F).6s.(5F).6p 4F*        :    17  5d4.(3G).6p          4F*  ,L12177
,,7/2,8,,58709.614,,0.004,,  10  5d3.(4P).6s.(5P).6p 6D*        :     8  5d3.(4F).6s.(5F).6p  4G*  ,L12177
,,3/2,4,,58748.042,,0.004,0.78,   8  5d3.(2G).6s.(3G).6p 4F*        :     7  5d4.(3F2).6p         4F*  ,L12177
,,11/2,12,,58891.742,,0.0015,1.144,  25  5d4.(3H).6p 4I*                :    18  5d4.(3H).6p          4G*  ,L12177
,,7/2,8,,59276.854,,0.002,1.102,  11  5d3.(4F).6s.(5F).6p 4F*        :     9  5d4.(3H).6p          4G*  ,L12177
,,3/2,4,,59370.490,,0.004,,  19  5d3.(2D2).6s.(3D).6p 4F*       :    10  5d4.(3G).6p          4F*  ,L12177
,,9/2,10,,59399.339,,0.0015,1.179,  26  5d4.(5D).6p 4F*                :     6  5d3.(4F).6s.(5F).6p  6D*  ,L12177
,,5/2,6,,59443.051,,0.008,,  20  5d3.(4P).6s.(5P).6p 6P*        :    20  5d3.(4P).6s.(5P).6p  6D*  ,L12177
,,3/2,4,,59816.385,,0.003,,  12  5d3.(4P).6s.(5P).6p 4P*        :    10  5d3.(4F).6s.(3F).6p  2D*  ,L12177
,,7/2,8,,59869.150,,0.002,1.125,  15  5d4.(3G).6p 4G*                :    12  5d3.(4F).6s.(3F).6p  4G*  ,L12177
,,7/2,8,,59933.692,,0.002,,   9  5d4.(3G).6p 2F*                :     8  5d4.(3G).6p          4F*  ,L12177
,,5/2,6,,59992.379,,0.002,,   5  5d4.(3G).6p 4G*                :     5  5d4.(5D).6p          4D*  ,L12177
,,11/2,12,,60219.015,,0.002,1.130,  16  5d4.(3H).6p 2I*                :    11  5d4.(3F2).6p         4G*  ,L12177
,,7/2,8,,60256.547,,0.003,,  16  5d3.(4P).6s.(5P).6p 6P*        :     9  5d3.(4P).6s.(5P).6p  6D*  ,L12177
,,9/2,10,,60278.726,,0.002,,  15  5d4.(3H).6p 2G*                :     9  5d4.(5D).6p          4F*  ,L12177
,,7/2,8,,60424.237,,0.004,,  14  5d3.(4P).6s.(5P).6p 6P*        :     9  5d3.(2G).6s.(3G).6p  4F*  ,L12177
,,5/2,6,,60474.732,,0.002,,   8  5d4.(3P2).6p 2D*               :     7  5d4.(3F2).6p         4F*  ,L12177
,,5/2,6,,60656.540,,0.003,,  19  5d4.(3G).6p 4F*                :     7  5d3.(2G).6s.(3G).6p  4F*  ,L12177
,,3/2,4,,60665.356,,0.006,,  11  5d4.(3G).6p 4F*                :     9  5d4.(3P2).6p         4S*  ,L12177
,,5/2,6,,60901.023,,0.003,0.92,  17  5d3.(2G).6s.(3G).6p 4G*        :     8  5d3.(2G).6s.(3G).6p  4F*  ,L12177
,,9/2,10,,61055.849,,0.002,,  13  5d4.(3H).6p 4G*                :    12  5d3.(4F).6s.(5F).6p  4G*  ,L12177
,,3/2,4,,61117.662,,0.004,,  15  5d3.(4F).6s.(3F).6p 4F*        :    14  5d4.(3G).6p          4F*  ,L12177
,,11/2,12,,61240.813,,0.002,1.120,  21  5d4.(3H).6p 4H*                :    17  5d4.(3H).6p          4I*  ,L12177
,,7/2,8,,61326.281,,0.003,,  11  5d4.(3G).6p 4H*                :     9  5d4.(3H).6p          4G*  ,L12177
,,9/2,10,,61360.578,,0.002,,  12  5d4.(3H).6p 4G*                :    10  5d4.(3G).6p          4G*  ,L12177
,,7/2,8,,61550.649,,0.003,,  10  5d4.(3F2).6p 4G*               :     6  5d4.(3G).6p          2G*  ,L12177
,,5/2,6,,61566.854,,0.005,1.07,  11  5d3.(2G).6s.(3G).6p 4G*        :     6  5d4.(3F2).6p         4F*  ,L12177
,,11/2,12,,61589.457,,0.002,1.149,  15  5d4.(3H).6p 4G*                :    14  5d4.(3H).6p          2I*  ,L12177
,,13/2,14,,61602.268,,0.002,,  30  5d4.(3G).6p 4H*                :    21  5d4.(3H).6p          4I*  ,L12177
,,1/2,2,,62131.107,,0.008,,  23  5d3.(4P).6s.(3P).6p 2P*        :    14  5d4.(3P2).6p         2P*  ,L12177
,,9/2,10,,62330.855,,0.002,,  17  5d3.(4P).6s.(5P).6p 6D*        :    11  5d4.(3F2).6p         4G*  ,L12177
,,5/2,6,,62333.247,,0.004,,   8  5d4.(3G).6p 4G*                :     7  5d3.(2D2).6s.(3D).6p 4F*  ,L12177
,,9/2,10,,62437.086,,0.002,,  18  5d3.(2H).6s.(3H).6p 4I*        :    13  5d4.(3F2).6p         4F*  ,L12177
,,3/2,4,,62454.559,,0.009,,  13  5d3.(2P).6s.(3P).6p 4D*        :    12  5d4.(3P2).6p         4D*  ,L12177
,,7/2,8,,62561.090,,0.002,,  14  5d4.(3D).6p 4D*                :     9  5d3.(2D2).6s.(3D).6p 4D*  ,L12177
,,13/2,14,,62714.675,,0.0015,,  30  5d4.(3H).6p 4H*                :    18  5d4.(1I).6p          2K*  ,L12177
5d3.(4P).6s.(5P).6p,6D*,9/2,10,,62716.159,,0.004,,  63                                 :     7  5d3.(4F).6s.(5F).6p  6D*  ,L12177
,,3/2,4,,62724.690,,0.004,,  10  5d3.(4P).6s.(3P).6p 2P*        :     8  5d4.(3P2).6p         2P*  ,L12177
,,11/2,12,,62966.514,,0.003,,  12  5d4.(3H).6p 2I*                :    11  5d4.(1I).6p          2I*  ,L12177
,,5/2,6,,62989.639,,0.003,,  13  5d4.(3F2).6p 4G*               :     6  5d4.(3D).6p          4D*  ,L12177
,,13/2,14,,63087.934,,0.002,,  29  5d4.(3H).6p 4I*                :    21  5d3.(2H).6s.(3H).6p  4I*  ,L12177
,,3/2,4,,63134.773,,0.006,,  26  5d4.(3D).6p 4D*                :    11  5d4.(3D).6p          4F*  ,L12177
,,7/2,8,,63266.459,,0.004,,  13  5d4.(3G).6p 4H*                :     7  5d3.(2G).6s.(3G).6p  4H*  ,L12177
,,7/2,8,,63788.242,,0.003,,  11  5d4.(3H).6p 4H*                :     9  5d4.(3F2).6p         4F*  ,L12177
5d4.(3H).6p,4I*,15/2,16,,63875.361,,0.002,,  81                                 :    13  5d4.(1I).6p          2K*  ,L12177
,,5/2,6,,63880.265,,0.004,,  12  5d3.(4F).6s.(3F).6p 4G*        :     9  5d3.(2G).6s.(3G).6p  4G*  ,L12177
,,5/2,6,,64030.511,,0.004,,  17  5d4.(3D).6p 4P*                :     8  5d4.(3P2).6p         4P*  ,L12177
