Configuration,Term,J,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Leading percentages,Reference
"=""3s2.3p4""","=""3P""","=""2""","=""""","=""0.00""","=""""","=""""","=""  99                                        ""","=""L1617"""
"=""3s2.3p4""","=""3P""","=""1""","=""""","=""696.00""","=""""","=""""","="" 100                                        ""","="""""
"=""3s2.3p4""","=""3P""","=""0""","=""""","=""996.47""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p4""","=""1D""","=""2""","=""""","=""11653.58""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p4""","=""1S""","=""0""","=""""","=""27878.02""","=""""","=""""","=""  99                                        ""","="""""
"=""3s.3p5""","=""3P*""","=""2""","=""""","=""93367.56""","=""""","=""""","=""  72         :    19  3s2.3p3.(2D).3d  3P*  ""","="""""
"=""3s.3p5""","=""3P*""","=""1""","=""""","=""93999.88""","=""""","=""""","=""  71         :    19  3s2.3p3.(2D).3d  3P*  ""","="""""
"=""3s.3p5""","=""3P*""","=""0""","=""""","=""94333.84""","=""""","=""""","=""  71         :    19  3s2.3p3.(2D).3d  3P*  ""","="""""
"=""3s2.3p3.(4S*).4s""","=""5S*""","=""2""","=""""","=""107879.66""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(4S*).3d""","=""5D*""","=""4""","=""""","=""110296.84""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(4S*).3d""","=""5D*""","=""3""","=""""","=""110297.72""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(4S*).3d""","=""5D*""","=""2""","=""""","=""110300.56""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(4S*).3d""","=""5D*""","=""1""","=""""","=""110303.12""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(4S*).3d""","=""5D*""","=""0""","=""""","=""110304.52""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(4S*).4s""","=""3S*""","=""1""","=""""","=""112609.36""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(2D*).3d""","=""1P*""","=""1""","=""""","=""115657.77""","=""""","=""""","=""  57         :    33  3s.3p5           1P*  ""","="""""
"=""3s2.3p3.(4S*).3d""","=""3D*""","=""2""","=""""","=""119800.32""","=""""","=""""","=""  59         :    36  3s2.3p3.(2D*).3d 3D*  ""","="""""
"=""3s2.3p3.(4S*).3d""","=""3D*""","=""3""","=""""","=""119811.22""","=""""","=""""","=""  58         :    36  3s2.3p3.(2D*).3d 3D*  ""","="""""
"=""3s2.3p3.(4S*).3d""","=""3D*""","=""1""","=""""","=""119843.31""","=""""","=""""","=""  59         :    36  3s2.3p3.(2D*).3d 3D*  ""","="""""
"=""3s2.3p3.(2D*).3d""","=""1S*""","=""0""","=""""","=""125245.89""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(2D*).3d""","=""3F*""","=""2""","=""""","=""126033.54""","=""""","=""""","=""  85         :    15  3s2.3p3.(2P*).3d 3F*  ""","="""""
"=""3s2.3p3.(2D*).3d""","=""3F*""","=""3""","=""""","=""126220.74""","=""""","=""""","=""  85         :    14  3s2.3p3.(2P*).3d 3F*  ""","="""""
"=""3s2.3p3.(2D*).3d""","=""3F*""","=""4""","=""""","=""126458.10""","=""""","=""""","=""  86         :    13  3s2.3p3.(2P*).3d 3F*  ""","="""""
"=""3s2.3p3.(2D*).4s""","=""3D*""","=""1""","=""""","=""126726.70""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(2D*).4s""","=""3D*""","=""2""","=""""","=""126744.97""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(2D*).4s""","=""3D*""","=""3""","=""""","=""126784.37""","=""""","=""""","="" 100                                        ""","="""""
"=""3s2.3p3.(4S*).4p""","=""5P""","=""1""","=""""","=""128622.99""","=""""","=""""","="" 100                                        ""","="""""
"=""3s2.3p3.(4S*).4p""","=""5P""","=""2""","=""""","=""128663.57""","=""""","=""""","="" 100                                        ""","="""""
"=""3s2.3p3.(4S*).4p""","=""5P""","=""3""","=""""","=""128730.82""","=""""","=""""","="" 100                                        ""","="""""
"=""3s2.3p3.(2D*).4s""","=""1D*""","=""2""","=""""","=""129066.96""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(4S*).4p""","=""3P""","=""1""","=""""","=""131756.12""","=""""","=""""","=""  96                                        ""","="""""
"=""3s2.3p3.(4S*).4p""","=""3P""","=""2""","=""""","=""131768.66""","=""""","=""""","=""  96                                        ""","="""""
"=""3s2.3p3.(4S*).4p""","=""3P""","=""0""","=""""","=""131769.41""","=""""","=""""","=""  96                                        ""","="""""
"=""3s2.3p3.(2D*).3d""","=""3G*""","=""3""","=""""","=""132164.13""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(2D*).3d""","=""3G*""","=""4""","=""""","=""132175.11""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(2D*).3d""","=""3G*""","=""5""","=""""","=""132193.12""","=""""","=""""","="" 100                                        ""","="""""
"=""3s2.3p3.(2D*).3d""","=""1G*""","=""4""","=""""","=""134393.27""","=""""","=""""","=""  99                                        ""","="""""
"=""3s2.3p3.(2P*).4s""","=""3P*""","=""0""","=""""","=""137771.77""","=""""","=""""","="" 100                                        ""","="""""
