Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3d8,a 3F,4,9,,0.000,,0.001,, 100                                                              ,L9429
3d8,a 3F,3,7,,950.324,,0.002,, 100                                                              ,L9429
3d8,a 3F,2,5,,1597.197,,0.002,,  99                                                              ,L9429
3d7.(4F).4s,a 5F,5,11,,3350.494,,0.001,1.413, 100                                                              ,"L9429,L7185"
3d7.(4F).4s,a 5F,4,9,,4028.988,,0.001,1.354, 100                                                              ,"L9429,L7185"
3d7.(4F).4s,a 5F,3,7,,4560.789,,0.001,1.258, 100                                                              ,"L9429,L7185"
3d7.(4F).4s,a 5F,2,5,,4950.062,,0.001,0.997, 100                                                              ,"L9429,L7185"
3d7.(4F).4s,a 5F,1,3,,5204.698,,0.001,0.00, 100                                                              ,"L9429,L7185"
3d7.(4F).4s,b 3F,4,9,,9812.860,,0.001,1.243,  99                                                              ,"L9429,L7185"
3d7.(4F).4s,b 3F,3,7,,10708.331,,0.001,1.082, 100                                                              ,"L9429,L7185"
3d7.(4F).4s,b 3F,2,5,,11321.860,,0.001,0.68,  98                                                              ,"L9429,L7185"
3d8,a 1D,2,5,,11651.277,,0.001,1.111,  74                        :    23  3d8                 3P       ,"L9429,L7185"
3d8,a 3P,2,5,,13260.688,,0.002,1.415,  75                        :    24  3d8                 1D2      ,"L9429,L7185"
3d8,a 3P,1,3,,13404.321,,0.001,1.484,  99                                                              ,"L9429,L7185"
3d8,a 3P,0,1,,13593.288,,0.003,,  99                                                              ,L9429
3d7.(4P).4s,a 5P,3,7,,17771.507,,0.001,1.68, 100                                                              ,"L9429,L7185"
3d7.(4P).4s,a 5P,2,5,,18031.427,,0.001,1.839,  98                        :     2  3d7.(2P).4s         3P       ,"L9429,L7185"
3d7.(4P).4s,a 5P,1,3,,18338.640,,0.002,2.510,  99                                                              ,"L9429,L7185"
3d8,a 1G,4,9,,18973.727,,0.001,,  98                        :     2  3d7.(2G).4s         1G       ,L9429
3d7.(2G).4s,a 3G,5,11,,21624.528,,0.001,1.186,  98                                                              ,"L9429,L7185"
3d7.(2G).4s,a 3G,4,9,,22009.344,,0.001,1.066,  97                                                              ,"L9429,L7185"
3d7.(2G).4s,a 3G,3,7,,22414.431,,0.001,0.75, 100                                                              ,"L9429,L7185"
3d7.(4P).4s,b 3P,2,5,,24074.420,,0.001,1.500,  81                        :    16  3d7.(2P).4s         3P       ,"L9429,L7185"
3d7.(4P).4s,b 3P,1,3,,24267.382,,0.001,1.498,  77                        :    16  3d7.(2P).4s         3P       ,"L9429,L7185"
3d7.(4P).4s,b 3P,0,1,,24411.479,,0.001,,  69                        :    31  3d7.(2P).4s         3P       ,L9429
3d7.(2P).4s,c 3P,2,5,,24886.400,,0.001,1.49,  75                        :    18  3d7.(4P).4s         3P       ,"L9429,L7185"
3d7.(2P).4s,c 3P,1,3,,25317.517,,0.001,1.47,  76                        :    18  3d7.(4P).4s         3P       ,"L9429,L7185"
3d7.(2P).4s,c 3P,0,1,,25861.322,,0.002,,  68                        :    32  3d7.(4P).4s         3P       ,L9429
3d7.(2G).4s,b 1G,4,9,,25147.233,,0.001,0.997,  92                        :     4  3d7.(2H).4s         3H       ,"L9429,L7185"
3d7.(2H).4s,a 3H,6,13,,27105.744,,0.002,1.172, 100                                                              ,"L9429,L7185"
3d7.(2H).4s,a 3H,5,11,,27468.988,,0.001,1.041,  98                                                              ,"L9429,L7185"
