Configuration,Term,J,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
"=""2s.2p.(3P*).6p""","=""2D""","=""3/2""","=""""","=""235741""","=""""","=""28""","=""""","=""  88         :     8  2s.2p.(1P*).3p        2D   ""","=""L22145"""
"=""2s.2p.(3P*).6p""","=""2D""","=""5/2""","=""""","=""235779""","=""""","=""28""","=""""","=""  89         :     8  2s.2p.(1P*).3p        2D   ""","=""L22145"""
"=""2s.2p.(3P*).6d""","=""4D*""","=""1/2""","=""""","=""236417""","=""""","=""8""","=""""","=""  99                                             ""","=""L22145"""
"=""2s.2p.(3P*).6d""","=""4D*""","=""3/2""","=""""","=""236422""","=""""","=""8""","=""""","=""  95         :     3  2s.2p.(3P*).6d        4P*  ""","=""L22145"""
"=""2s.2p.(3P*).6d""","=""4D*""","=""5/2""","=""""","=""236431""","=""""","=""8""","=""""","=""  89         :     5  2s.2p.(3P*).6d        4P*  ""","=""L22145"""
"=""2s.2p.(3P*).6d""","=""4D*""","=""7/2""","=""""","=""236444.1""","=""""","=""7.6""","=""""","=""  98                                             ""","=""L22145"""
"=""2s.2p.(3P*).6d""","=""4P*""","=""5/2""","=""""","=""236577.7""","=""""","=""12.8""","=""""","=""  93         :     4  2s.2p.(3P*).6d        4D*  ""","=""L22145"""
"=""2s.2p.(3P*).6d""","=""4P*""","=""3/2""","=""""","=""236596.8""","=""""","=""12.8""","=""""","=""  97         :     2  2s.2p.(3P*).6d        4D*  ""","=""L22145"""
"=""2s.2p.(3P*).6d""","=""4P*""","=""1/2""","=""""","=""236608.9""","=""""","=""12.9""","=""""","=""  99                                             ""","=""L22145"""
"=""2s.2p.(3P*).6f""","=""2F""","=""5/2""","=""""","=""236692""","=""""","=""6""","=""""","=""  54         :    36  2s.2p.(3P*).6f        4F   ""","=""L22145"""
"=""2s.2p.(3P*).6f""","=""2F""","=""7/2""","=""""","=""236706.3""","=""""","=""1.4""","=""""","=""  72         :    22  2s.2p.(3P*).6f        4F   ""","=""L22145"""
"=""2s.2p.(3P*).6f""","=""4F""","=""3/2""","=""""","=""236692.5""","=""""","=""2.2""","=""""","=""  97                                             ""","=""L22145"""
"=""2s.2p.(3P*).6f""","=""4F""","=""5/2""","=""""","=""236697.9""","=""""","=""1.7""","=""""","=""  57         :    40  2s.2p.(3P*).6f        2F   ""","=""L22145"""
"=""2s.2p.(3P*).6f""","=""4F""","=""7/2""","=""""","=""236703""","=""""","=""5""","=""""","=""  68         :    22  2s.2p.(3P*).6f        2F   ""","=""L22145"""
"=""2s.2p.(3P*).6f""","=""4F""","=""9/2""","=""""","=""236707.83""","=""""","=""0.13""","=""""","=""  94         :     5  2s.2p.(3P*).6f        4G   ""","=""L22145"""
"=""2s.2p.(3P*).6f""","=""4G""","=""5/2""","=""""","=""236814.3""","=""""","=""0.5""","=""""","=""  93         :     3  2s.2p.(3P*).6f        4F   ""","=""L22145"""
"=""2s.2p.(3P*).6f""","=""4G""","=""7/2""","=""""","=""236823.2""","=""""","=""1.1""","=""""","=""  69         :    23  2s.2p.(3P*).6f        2G   ""","=""L22145"""
"=""2s.2p.(3P*).6f""","=""4G""","=""9/2""","=""""","=""236842.3""","=""""","=""1.5""","=""""","=""  86         :     8  2s.2p.(3P*).6f        2G   ""","=""L22145"""
"=""2s.2p.(3P*).6f""","=""4G""","=""11/2""","=""""","=""236881.1""","=""""","=""0.4""","=""""","="" 100                                             ""","=""L22145"""
"=""2s.2p.(3P*).6f""","=""2G""","=""7/2""","=""""","=""236856.6""","=""""","=""0.7""","=""""","=""  55         :    24  2s.2p.(3P*).6f        4G   ""","=""L22145"""
"=""2s.2p.(3P*).6f""","=""2G""","=""9/2""","=""""","=""236889.7""","=""""","=""0.7""","=""""","=""  91         :     9  2s.2p.(3P*).6f        4G   ""","=""L22145"""
"=""2s.2p.(3P*).6f""","=""4D""","=""7/2""","=""""","=""236877.8""","=""""","=""1.3""","=""""","=""  75         :    17  2s.2p.(3P*).6f        2G   ""","=""L22145"""
"=""2s.2p.(3P*).7s""","=""4P*""","=""1/2""","=""""","=""238107""","=""""","=""19""","=""""","=""  99                                             ""","=""L22145"""
"=""2s.2p.(3P*).7s""","=""4P*""","=""3/2""","=""""","=""238130""","=""""","=""19""","=""""","=""  99                                             ""","=""L22145"""
"=""2s.2p.(3P*).7s""","=""4P*""","=""5/2""","=""""","=""238177""","=""""","=""19""","=""""","=""  99                                             ""","=""L22145"""
"=""2s.2p.(3P*).7p""","=""2P""","=""1/2""","=""""","=""238859""","=""""","=""29""","=""""","=""  95         :     3  2s.2p.(3P*).7p        4D   ""","=""L22145"""
"=""2s.2p.(3P*).7p""","=""2P""","=""3/2""","=""""","=""238886""","=""""","=""29""","=""""","=""  96         :     2  2s.2p.(3P*).7p        4D   ""","=""L22145"""
"=""2s.2p.(3P*).7p""","=""2D""","=""3/2""","=""""","=""239285""","=""""","=""29""","=""""","=""  96                                             ""","=""L22145"""
"=""2s.2p.(3P*).7p""","=""2D""","=""5/2""","=""""","=""239329""","=""""","=""29""","=""""","=""  96                                             ""","=""L22145"""
"=""2s.2p.(3P*).7d""","=""4D*""","=""1/2""","=""""","=""239843""","=""""","=""28""","=""""","=""  98                                             ""","=""L22145"""
"=""2s.2p.(3P*).7d""","=""4D*""","=""3/2""","=""""","=""239847""","=""""","=""28""","=""""","=""  69         :    26  2s.2p.(3P*).7d        2D*  ""","=""L22145"""
"=""2s.2p.(3P*).7d""","=""4D*""","=""5/2""","=""""","=""239854""","=""""","=""28""","=""""","=""  60         :    25  2s.2p.(3P*).7d        2D*  ""","=""L22145"""
"=""2s.2p.(3P*).7d""","=""4D*""","=""7/2""","=""""","=""239872""","=""""","=""27""","=""""","=""  97         :     3  2s.2p.(3P*).7d        4F*  ""","=""L22145"""
"=""2s.2p.(3P*).7d""","=""4P*""","=""5/2""","=""""","=""239848""","=""""","=""28""","=""""","=""  87         :    10  2s.2p.(3P*).7d        4D*  ""","=""L22145"""
"=""2s.2p.(3P*).7d""","=""4P*""","=""3/2""","=""""","=""239866""","=""""","=""28""","=""""","=""  94         :     5  2s.2p.(3P*).7d        4D*  ""","=""L22145"""
"=""2s.2p.(3P*).7d""","=""4P*""","=""1/2""","=""""","=""239877""","=""""","=""28""","=""""","=""  98                                             ""","=""L22145"""
"=""2s.2p.(3P*).8p""","=""2P""","=""1/2""","=""""","=""241378""","=""""","=""29""","=""""","=""  91         :     8  2s.2p.(3P*).8p        4D   ""","=""L22145"""
"=""2s.2p.(3P*).8p""","=""2P""","=""3/2""","=""""","=""241404""","=""""","=""29""","=""""","=""  92         :     5  2s.2p.(3P*).8p        4D   ""","=""L22145"""
"=""2s.2p.(3P*).8p""","=""2D""","=""3/2""","=""""","=""241626""","=""""","=""29""","=""""","=""  96                                             ""","=""L22145"""
"=""2s.2p.(3P*).8p""","=""2D""","=""5/2""","=""""","=""241670""","=""""","=""29""","=""""","=""  96                                             ""","=""L22145"""
"=""2s.2p.(3P*).8d""","=""4D*""","=""1/2""","=""""","=""242033""","=""""","=""28""","=""""","=""  97         :     2  2s.2p.(3P*).8d        4P*  ""","=""L22145"""
"=""2s.2p.(3P*).8d""","=""4D*""","=""3/2""","=""""","=""242036""","=""""","=""28""","=""""","=""  59         :    31  2s.2p.(3P*).8d        2D*  ""","=""L22145"""
"=""2s.2p.(3P*).8d""","=""4D*""","=""5/2""","=""""","=""242040""","=""""","=""28""","=""""","=""  41         :    50  2s.2p.(3P*).8d        2D*  ""","=""L22145"""
"=""2s.2p.(3P*).8d""","=""4D*""","=""7/2""","=""""","=""242064""","=""""","=""28""","=""""","=""  93         :     6  2s.2p.(3P*).8d        4F*  ""","=""L22145"""
"=""2s.2p.(3P*).8d""","=""4P*""","=""5/2""","=""""","=""242039""","=""""","=""28""","=""""","=""  78         :    19  2s.2p.(3P*).8d        4D*  ""","=""L22145"""
"=""2s.2p.(3P*).8d""","=""4P*""","=""3/2""","=""""","=""242055""","=""""","=""28""","=""""","=""  90         :     9  2s.2p.(3P*).8d        4D*  ""","=""L22145"""
"=""2s.2p.(3P*).8d""","=""4P*""","=""1/2""","=""""","=""242064""","=""""","=""28""","=""""","=""  97         :     2  2s.2p.(3P*).8d        4D*  ""","=""L22145"""
"=""2s.2p.(3P*).9p""","=""2P""","=""1/2""","=""""","=""243068""","=""""","=""30""","=""""","=""  82         :    17  2s.2p.(3P*).9p        4D   ""","=""L22145"""
"=""2s.2p.(3P*).9p""","=""2P""","=""3/2""","=""""","=""243093""","=""""","=""30""","=""""","=""  84         :    12  2s.2p.(3P*).9p        4D   ""","=""L22145"""
"=""2s.2p.(3P*).9p""","=""2D""","=""3/2""","=""""","=""243218""","=""""","=""30""","=""""","=""  95         :     2  2s.2p.(3P*).9p        2P   ""","=""L22145"""
"=""2s.2p.(3P*).9p""","=""2D""","=""5/2""","=""""","=""243262""","=""""","=""30""","=""""","=""  96         :     2  2s.2p.(3P*).9p        4P   ""","=""L22145"""
"=""2s.2p.(3P*).9d""","=""4D*""","=""1/2""","=""""","=""243541""","=""""","=""29""","=""""","=""  96         :     3  2s.2p.(3P*).9d        4P*  ""","=""L22145"""
"=""2s.2p.(3P*).9d""","=""4D*""","=""3/2""","=""""","=""243543""","=""""","=""29""","=""""","=""  62         :    22  2s.2p.(3P*).9d        2D*  ""","=""L22145"""
"=""2s.2p.(3P*).9d""","=""4D*""","=""5/2""","=""""","=""243546""","=""""","=""29""","=""""","=""  38         :    43  2s.2p.(3P*).9d        2D*  ""","=""L22145"""
"=""2s.2p.(3P*).9d""","=""4D*""","=""7/2""","=""""","=""243576""","=""""","=""28""","=""""","=""  89         :    11  2s.2p.(3P*).9d        4F*  ""","=""L22145"""
"=""2s.2p.(3P*).9d""","=""4P*""","=""5/2""","=""""","=""243549""","=""""","=""29""","=""""","=""  67         :    29  2s.2p.(3P*).9d        4D*  ""","=""L22145"""
"=""2s.2p.(3P*).9d""","=""4P*""","=""3/2""","=""""","=""243562""","=""""","=""29""","=""""","=""  86         :    13  2s.2p.(3P*).9d        4D*  ""","=""L22145"""
"=""2s.2p.(3P*).9d""","=""4P*""","=""1/2""","=""""","=""243570""","=""""","=""29""","=""""","=""  96         :     3  2s.2p.(3P*).9d        4D*  ""","=""L22145"""
"=""2p2.(3P).3s""","=""2P""","=""1/2""","=""""","=""260860""","=""""","=""250""","=""""","=""  62         :    30  2s.2p.(1P*).4p        2P   ""","=""L22145"""
"=""2p2.(3P).3s""","=""2P""","=""3/2""","=""""","=""260890""","=""""","=""250""","=""""","=""  62         :    30  2s.2p.(1P*).4p        2P   ""","=""L22145"""
"=""2p2.(3P).3p""","=""4D*""","=""1/2""","=""""","=""267649""","=""""","=""27""","=""""","=""  98                                             ""","=""L22145"""
"=""2p2.(3P).3p""","=""4D*""","=""3/2""","=""""","=""267664""","=""""","=""27""","=""""","=""  98                                             ""","=""L22145"""
"=""2p2.(3P).3p""","=""4D*""","=""5/2""","=""""","=""267689""","=""""","=""26""","=""""","=""  98                                             ""","=""L22145"""
"=""2p2.(3P).3p""","=""4D*""","=""7/2""","=""""","=""267723""","=""""","=""26""","=""""","=""  98                                             ""","=""L22145"""
"=""2p2.(3P).3p""","=""4P*""","=""1/2""","=""""","=""269614""","=""""","=""27""","=""""","=""  98                                             ""","=""L22145"""
"=""2p2.(3P).3p""","=""4P*""","=""3/2""","=""""","=""269629""","=""""","=""26""","=""""","=""  98                                             ""","=""L22145"""
"=""2p2.(3P).3p""","=""4P*""","=""5/2""","=""""","=""269654""","=""""","=""26""","=""""","=""  98                                             ""","=""L22145"""
"=""2p2.(1D).3s""","=""2D""","=""5/2""","=""""","=""270400""","=""""","=""240""","=""""","=""  91         :     3  2s.2p.(1P*).4p        2D   ""","=""L22145"""
"=""2p2.(1D).3s""","=""2D""","=""3/2""","=""""","=""270400""","=""""","=""240""","=""""","=""  91         :     3  2s.2p.(1P*).4p        2D   ""","=""L22145"""
"=""2s.2p.(1P*).5p""","=""2D""","=""5/2""","=""""","=""278140""","=""""","=""120""","=""""","=""  99                                             ""","=""L22145"""
"=""2s.2p.(1P*).5p""","=""2D""","=""3/2""","=""""","=""278140""","=""""","=""130""","=""""","=""  99                                             ""","=""L22145"""
"=""2s.2p.(1P*).5p""","=""2S""","=""1/2""","=""""","=""278710""","=""""","=""130""","=""""","=""  99                                             ""","=""L22145"""
"=""2p2.(3P).3d""","=""2P""","=""3/2""","=""""","=""281760""","=""""","=""120""","=""""","=""  98                                             ""","=""L22145"""
"=""2p2.(3P).3d""","=""2P""","=""1/2""","=""""","=""281800""","=""""","=""120""","=""""","=""  98                                             ""","=""L22145"""
"=""2s.2p.(1P*).6p""","=""2D""","=""3/2""","=""""","=""285080""","=""""","=""130""","=""""","=""  99                                             ""","=""L22145"""
"=""2s.2p.(1P*).6p""","=""2D""","=""5/2""","=""""","=""285080""","=""""","=""130""","=""""","=""  99                                             ""","=""L22145"""
"=""2s.2p.(1P*).6p""","=""2S""","=""1/2""","=""""","=""285100""","=""""","=""400""","=""""","=""  99                                             ""","=""L22145"""
"=""2p2.(3P).3d""","=""2D""","=""3/2""","=""""","=""286680""","=""""","=""120""","=""""","=""  91         :     6  2s.2p.(1P*).6f        2D   ""","=""L22145"""
"=""2p2.(3P).3d""","=""2D""","=""5/2""","=""""","=""286700""","=""""","=""120""","=""""","=""  85         :    12  2s.2p.(1P*).6f        2D   ""","=""L22145"""
"=""2s.2p.(1P*).7p""","=""2D""","=""3/2""","=""""","=""288790""","=""""","=""130""","=""""","="" 100                                             ""","=""L22145"""
"=""2s.2p.(1P*).7p""","=""2D""","=""5/2""","=""""","=""288790""","=""""","=""130""","=""""","="" 100                                             ""","=""L22145"""
"=""2s.2p.(1P*).7p""","=""2S""","=""1/2""","=""""","=""288800""","=""""","=""400""","=""""","="" 100                                             ""","=""L22145"""
"=""2s.2p.(1P*).8p""","=""2D""","=""3/2""","=""""","=""291290""","=""""","=""130""","=""""","="" 100                                             ""","=""L22145"""
"=""2s.2p.(1P*).8p""","=""2D""","=""5/2""","=""""","=""291290""","=""""","=""130""","=""""","="" 100                                             ""","=""L22145"""
"=""2s.2p.(1P*).8p""","=""2S""","=""1/2""","=""""","=""291300""","=""""","=""300""","=""""","="" 100                                             ""","=""L22145"""
"=""2p2.(3P).4d""","=""2D""","=""3/2""","=""""","=""306600""","=""""","=""160""","=""""","=""  95         :     2  2p2.(3P).5d           2D   ""","=""L22145"""
"=""2p2.(3P).4d""","=""2D""","=""5/2""","=""""","=""306620""","=""""","=""160""","=""""","=""  95         :     2  2p2.(3P).5d           2D   ""","=""L22145"""
"=""2p2.(3P).5s""","=""2P""","=""1/2""","=""""","=""311900""","=""""","=""810""","=""""","=""  96                                             ""","=""L22145"""
"=""2p2.(3P).5s""","=""2P""","=""3/2""","=""""","=""311960""","=""""","=""810""","=""""","=""  96                                             ""","=""L22145"""
"=""2p2.(3P).5d""","=""2D""","=""3/2""","=""""","=""316610""","=""""","=""400""","=""""","=""  94         :     2  2p2.(3P).6d           2D   ""","=""L22145"""
"=""2p2.(3P).5d""","=""2D""","=""5/2""","=""""","=""316620""","=""""","=""400""","=""""","=""  94         :     2  2p2.(3P).6d           2D   ""","=""L22145"""
"=""2p2.(1D).4d""","=""2D""","=""3/2""","=""""","=""319440""","=""""","=""810""","=""""","=""  98                                             ""","=""L22145"""
"=""2p2.(1D).4d""","=""2D""","=""5/2""","=""""","=""319440""","=""""","=""810""","=""""","=""  98                                             ""","=""L22145"""
"=""2p2.(1D).4d""","=""2S""","=""1/2""","=""""","=""321500""","=""""","=""400""","=""""","=""  95                                             ""","=""L22145"""
"=""2s.3p2.(3P)""","=""2P""","=""1/2""","=""""","=""373950""","=""""","=""1150""","=""""","="" 100                                             ""","=""L22145"""
"=""2s.3p2.(3P)""","=""2P""","=""3/2""","=""""","=""373960""","=""""","=""1150""","=""""","=""  98                                             ""","=""L22145"""
"=""2s.3s.(1S).3d""","=""2D""","=""5/2""","=""""","=""373960""","=""""","=""1150""","=""""","=""  66         :    23  2s.3s.(3S).3d         2D   ""","=""L22145"""
"=""2s.3s.(1S).3d""","=""2D""","=""3/2""","=""""","=""373960""","=""""","=""1150""","=""""","=""  65         :    23  2s.3s.(3S).3d         2D   ""","=""L22145"""
"=""2s.3p2.(1D)""","=""2D""","=""3/2""","=""""","=""385250""","=""""","=""800""","=""""","=""  50         :    27  2s.3s.(3S).3d         2D   ""","=""L22145"""
"=""2s.3p2.(1D)""","=""2D""","=""5/2""","=""""","=""385250""","=""""","=""800""","=""""","=""  50         :    27  2s.3s.(3S).3d         2D   ""","=""L22145"""
"=""1s.2s2.2p2""","=""2D""","=""5/2""","=""""","=""2322360""","=""""","=""240""","=""""","=""  98         :     2  1s.2p4                2D   ""","=""L22145"""
"=""1s.2s2.2p2""","=""2D""","=""3/2""","=""""","=""2322360""","=""""","=""240""","=""""","=""  98         :     2  1s.2p4                2D   ""","=""L22145"""
"=""1s.2s2.2p2""","=""2P""","=""1/2""","=""""","=""2326190""","=""""","=""240""","=""""","=""  98         :     2  1s.2p4                2P   ""","=""L22145"""
"=""1s.2s2.2p2""","=""2P""","=""3/2""","=""""","=""2326280""","=""""","=""240""","=""""","=""  98         :     2  1s.2p4                2P   ""","=""L22145"""
"=""1s.2s2.2p2""","=""2S""","=""1/2""","=""""","=""2338290""","=""""","=""240""","=""""","=""  93         :     7  1s.2p4                2S   ""","=""L22145"""
"=""1s.2s.(3S). 2p3.(4S*)""","=""4S*""","=""3/2""","=""""","=""2359520""","=""""","=""240""","=""""","=""  52         :    48  1s.2s.(1S). 2p3.(4S*) 4S*  ""","=""L22145"""
"=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""3/2""","=""""","=""2360540""","=""""","=""240""","=""""","="" 100                                             ""","=""L22145"""
"=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""7/2""","=""""","=""2360540""","=""""","=""240""","=""""","="" 100                                             ""","=""L22145"""
"=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""1/2""","=""""","=""2360540""","=""""","=""240""","=""""","="" 100                                             ""","=""L22145"""
"=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""5/2""","=""""","=""2360540""","=""""","=""240""","=""""","="" 100                                             ""","=""L22145"""
"=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""1/2""","=""""","=""2377500""","=""""","=""240""","=""""","="" 100                                             ""","=""L22145"""
"=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""5/2""","=""""","=""2377500""","=""""","=""240""","=""""","="" 100                                             ""","=""L22145"""
"=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""3/2""","=""""","=""2377500""","=""""","=""240""","=""""","="" 100                                             ""","=""L22145"""
