Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
6d.7s2,2D,3/2,4,,0.00000,,0.00006,0.639,  43  6d2.(3F).7s 4F              :    27  6d.7s2            2D    ,"L18702,L15851"
6d2.(3F).7s,4F,5/2,6,,1521.89632,,0.00010,1.076,  65                              :    17  6d2.(1D).7s       2D    ,"L18702,L15851"
6d2.(3F).7s,4F,3/2,4,,1859.93843,,0.00011,0.586,  52                              :    36  6d.7s2            2D    ,"L18702,L7612"
6d2.(3F).7s,4F,7/2,8,,4146.57708,,0.00011,1.232,  96                                                               ,"L18702,L15851"
6d2.(3F).7s,4F,9/2,10,,6213.49036,,0.00012,1.312,  89                              :     9  6d2.(1G).7s       2G    ,"L18702,L15851"
6d.(2D).7s2,,5/2,6,,4113.35932,,0.00011,1.163,  36  6d.(2D).7s2 2D              :    30  6d2.(3F).7s       4F    ,"L18702,L7529"
5f.7s2,2F*,5/2,6,,4490.26167,,0.00011,0.856,  89                              :     3  5f.(2F*).6d2.(1S) (1S)* ,"L18702,L15851"
5f.7s2,2F*,7/2,8,,8378.85915,,0.00014,1.132,  85                              :     3  5f.(2F*).6d2.(1S) (1S)* ,"L18702,L15851"
5f.6d.(3H*).7s,4H*,7/2,8,,6168.35582,,0.00013,0.718,  78                              :    17  5f.6d.(1G*).7s    2G    ,"L18702,L15851"
5f.6d.(3H*).7s,4H*,11/2,12,,10189.06681,,0.00023,1.128,  81                              :    13  5f.6d.(3H*).7s    2H    ,"L18702,L15851"
5f.6d.(3H*).7s,4H*,13/2,14,,13406.4329,,0.0004,1.231,  96                              :     2  5f.(2F*).6d2.(3F) (3F)* ,"L18702,L7612"
6d2.(3P).7s,4P,1/2,2,,6244.29489,,0.00024,2.112,  70                              :    13  6d2.(3P).7s       2P    ,"L18702,L15851"
6d2.(3P).7s,4P,3/2,4,,8018.19281,,0.00018,1.608,  89                              :     3  6d3               4F    ,"L18702,L15851"
6d2.(3P).7s,4P,5/2,6,,9061.10354,,0.00015,1.419,  71                              :    12  6d2.(3F).7s       2F    ,"L18702,L15851"
5f.6d.(3F*).7s,4F*,3/2,4,,6691.38730,,0.00013,0.492,  74                              :    20  5f.6d.(1D*).7s    2D    ,"L18702,L15851"
5f.6d.(3F*).7s,4F*,5/2,6,,7331.48541,,0.00013,1.061,  54                              :    25  5f.6d.(1D*).7s    2D    ,"L18702,L15851"
5f.6d.(3F*).7s,4F*,7/2,8,,9720.29776,,0.00014,1.173,  60                              :    11  5f.6d.(3G*).7s    4G    ,"L18702,L15851"
5f.6d.(3F*).7s,4F*,9/2,10,,12488.28836,,0.00015,1.245,  53                              :    30  5f.6d.(3G*).7s    4G    ,"L18702,L15928"
5f.6d.(3H*).7s,*,9/2,10,,6700.18627,,0.00016,1.018,  37  5f.6d.(3H*).7s 4H*          :    27  5f.6d.(1G*).7s    2G    ,"L18702,L15851"
6d3,,3/2,4,,7001.42117,,0.00015,0.800,  41  6d3 4F                      :    16  6d.7s2            2D    ,"L18702,L7529"
6d2.(3P).7s,,1/2,2,,7828.56081,,0.00023,1.254,  36  6d2.(3P).7s 2P              :    36  6d3               2P    ,"L18702,L15851"
6d3,,3/2,4,,8460.35308,,0.00016,0.968,  43  6d3 4F                      :    21  6d2.(3P).7s       2P    ,"L18702,L19204"
6d2.(3F).7s,2F,5/2,6,,8605.84210,,0.00014,0.986,  62                              :    11  6d.7s2            2D    ,"L18702,L15851"
5f.6d.(1G*).7s,2G*,7/2,8,,9202.26506,,0.00016,0.911,  50                              :    17  5f.6d.(3F*).7s    4F    ,"L18702,L7527"
5f.6d.(1G*).7s,*,9/2,10,,9238.02035,,0.00017,1.086,  44  5f.6d.(1G*).7s 2G*          :    31  5f.6d.(3H*).7s    4H    ,"L18702,L7527"
6d3,4F,5/2,6,,9400.96493,,0.00016,1.034,  84                              :     6  6d.7s2            2D    ,"L18702,L7612"
6d3,4F,9/2,10,,13248.70938,,0.00017,1.242,  60                              :    33  6d2.(1G).7s       2G    ,"L18702,L15851"
5f.6d.(3G*).7s,4G*,5/2,6,,9585.40432,,0.00013,0.601,  83                              :     6  6d2.(3F).7p       4G*   ,"L18702,L15851"
5f.6d.(3G*).7s,4G*,7/2,8,,11116.58451,,0.00014,0.983,  54                              :     8  5f.6d.(1G*).7s    2G    ,"L18702,L7527"
5f.6d.(3G*).7s,4G*,9/2,10,,13468.96833,,0.00016,1.185,  57                              :    20  5f.6d.(3F*).7s    4F    ,"L18702,L7612"
5f.6d.(3G*).7s,4G*,11/2,12,,15349.88002,,0.00017,1.267,  91                              :     4  6d2.(3F).7p       4G*   ,"L18702,L7612"
6d2.(1G).7s,2G,7/2,8,,9711.96192,,0.00013,0.953,  54                              :    27  6d3               2G    ,"L18702,L15851"
6d2.(1G).7s,,9/2,10,,10379.12308,,0.00014,1.153,  41  6d2.(1G).7s 2G              :    30  6d3               2G    ,"L18702,L15928"
5f.6d.(3H*).7s,*,9/2,10,,10572.04139,,0.00020,0.931,  45  5f.6d.(3H*).7s 2H*          :    27  5f.6d.(3H*).7s    4H    ,"L18702,L15851"
5f.6d.(3F*).7s,*,5/2,6,,10673.13832,,0.00018,1.088,  40  5f.6d.(3F*).7s 4F*          :    31  5f.6d.(1D*).7s    2D    ,"L18702,L7612"
6d3,,7/2,8,,10855.32366,,0.00015,1.166,  46  6d3 4F                      :    33  6d2.(3F).7s       2F    ,"L18702,L7612"
5f.6d.(1D*).7s,2D*,3/2,4,,11576.40136,,0.00015,0.832,  51                              :    19  5f.6d.(3F*).7s    4F    ,"L18702,L15851"
5f.6d.(3D*).7s,4D*,1/2,2,,11725.42899,,0.00015,0.255,  53                              :    12  5f.(2F*).6d2.(1D) (1D)* ,"L18702,L15851"
5f.6d.(3D*).7s,4D*,5/2,6,,14545.55724,,0.00016,1.339,  67                              :     6  5f.6d.(1D*).7s    2D    ,"L18702,L7612"
5f.6d.(3D*).7s,4D*,7/2,8,,15453.03596,,0.00018,1.296,  55                              :    17  5f.6d.(3F*).7s    2F    ,"L18702,L7612"
6d2.(1D).7s,2D,3/2,4,,12219.97621,,0.00017,0.977,  56                              :    11  6d.7s2            2D    ,"L18702,L15851"
5f.6d.(3F*).7s,2F*,5/2,6,,12472.17734,,0.00018,0.982,  55                              :    17  5f.6d.(1D*).7s    2D    ,"L18702,L7612"
5f.(2F*).6d2.(3F),*,7/2,8,,12485.68373,,0.00017,0.855,  37  5f.(2F*).6d2.(3F) 4H*       :    20  5f.(2F*).6d2.(3F) (3F)* ,"L18702,L15928"
6d3,,7/2,8,,12570.49403,,0.00015,1.131,  40  6d3 4F                      :    34  6d2.(3F).7s       2F    ,"L18702,L7612"
5f.6d.(3D*).7s,*,3/2,4,,12902.37757,,0.00016,1.167,  48  5f.6d.(3D*).7s 4D*          :     9  5f.6d.(1D*).7s    2D    ,"L18702,L15851"
6d2.(1D).7s,,5/2,6,,13250.50912,,0.00017,1.245,  44  6d2.(1D).7s 2D              :    20  6d.7s2            2D    ,"L18702,L7529"
5f.6d.(3F*).7s,*,7/2,8,,13818.33810,,0.00016,1.153,  26  5f.6d.(3F*).7s 2F*          :    17  5f.6d.(1F*).7s    2F    ,"L18702,L7612"
5f.6d.(3D*).7s,*,1/2,2,,14101.7986,,0.0003,0.523,  33  5f.6d.(3D*).7s 4D*          :    29  5f.(2F*).6d2.(1D) (1D)* ,"L18702,L15928"
5f.(2F*).6d2.(3F),4I*,9/2,10,,14275.57661,,0.00021,0.791,  77                              :    10  5f.6d.(3H*).7s    2H    ,"L18702,L7527"
5f.(2F*).6d2.(3F),4I*,11/2,12,,16564.6294,,0.0003,0.98,  86                              :     4  5f.(2F*).6d2.(1G) (1G)* ,"L18702,L7527"
5f.(2F*).6d2.(3F),4I*,13/2,14,,18816.8664,,0.0004,1.10,  72                              :     8  5f.(2F*).6d2.(1G) (1G)* ,"L18702,L7527"
5f.(2F*).6d2.(3F),4I*,15/2,16,,22028.0114,,0.0006,1.18,  97                              :     2  5f.(2F*).6d2.(1G) (1G)* ,"L18702,L16200"
6d3,4P,1/2,2,,14349.3888,,0.0003,2.555,  93                              :     5  6d2.(3P).7s       2P    ,"L18702,L15851"
6d3,4P,3/2,4,,15236.63833,,0.0003,1.592,  71                              :    19  6d2.(3P).7s       2P    ,"L18702,L15851"
6d3,4P,5/2,6,,15786.98590,,0.00019,1.571,  91                              :     4  6d3               2D1   ,"L18702,L7612"
5f.6d.(3H*).7s,2H*,11/2,12,,14484.32431,,0.00024,1.09 ,  60                              :    15  5f.(2F*).6d2.(1D) (1D)* ,"L18702,L7612"
5f.6d.(3G*).7s,*,7/2,8,,14790.99291,,0.00019,0.862,  40  5f.6d.(3G*).7s 2G*          :    29  5f.(2F*).6d2.(3F) (3F)* ,"L18702,L7527"
5f.6d.(3P*).7s,*,3/2,4,,15144.73767,,0.00018,1.366,  41  5f.6d.(3P*).7s 4P*          :    14  5f.6d.(3D*).7s    4D    ,"L18702,L16200"
5f.(2F*).6d2.(3F),4H*,9/2,10,,15242.89888,,0.00022,1.00,  59                              :    20  5f.(2F*).6d2.(3F) (3F)* ,"L18702,L7527"
5f.(2F*).6d2.(3F),4H*,11/2,12,,17771.06472,,0.0003,1.10,  69                              :    13  5f.(2F*).6d2.(1G) (1G)* ,"L18702,L7527"
5f.(2F*).6d2.(3F),4H*,13/2,14,,19912.3404,,0.0004,1.16,  56                              :    22  5f.(2F*).6d2.(3F) (3F)* ,"L18702,L7527"
6d3,2H,9/2,10,,15305.26434,,0.00017,1.006,  69                              :    16  6d3               4F    ,"L18702,L15851"
6d3,2H,11/2,12,,17727.24685,,0.00019,1.09 ,  99                                                               ,"L18702,L2372"
5f.6d.(3P*).7s,4P*,1/2,2,,15324.2406,,0.0005,2.565,  87                              :     5  6d.7s.(3D).7p     4P*   ,"L18702,L15928"
5f.6d.(3P*).7s,4P*,5/2,6,,17460.62698,,0.0003,1.51,  73                              :     8  5f.6d.(1D*).7s    2D    ,"L18702,L7527"
