Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
5s2.5p,2P*,1/2,2,,0.00,,0.05,,  97         :     2  5p3            2P*  ,L3466
5s2.5p,2P*,3/2,4,,4251.494,,0.014,,  97         :     2  5p3            2P*  ,L18891
5s.5p2,4P,1/2,2,,46464.290,,0.018,2.6609(7),  98                                      ,"L18891,L4985"
5s.5p2,4P,3/2,4,,48368.185,,0.007,,  99                                      ,L18891
5s.5p2,4P,5/2,6,,50730.224,,0.005,,  97         :     3  5s.5p2         2D   ,L18891
5s2.6s,2S,1/2,2,,56886.363,,0.003,, 100                                      ,L18891
5s.5p2,2D,3/2,4,,58844.181,,0.004,,  41         :    58  5s2.5d         2D   ,L18891
5s.5p2,2D,5/2,6,,59463.481,,0.005,,  38         :    59  5s2.5d         2D   ,L18891
5s2.5d,2D,3/2,4,,71406.142,,0.008,,  41         :    54  5s.5p2         2D   ,L18891
5s2.5d,2D,5/2,6,,72048.260,,0.007,,  40         :    56  5s.5p2         2D   ,L18891
5s2.6p,2P*,1/2,2,,71493.273,,0.003,,  99                                      ,L18891
5s2.6p,2P*,3/2,4,,72377.4484,,,,  99                                      ,L18891
5s.5p2,2S,1/2,2,,75954.3,,0.4,,  51         :    46  5s.5p2         2P   ,L18891
5s.5p2,2P,1/2,2,,80455.1,,0.4,,  53         :    45  5s.5p2         2S   ,L18891
5s.5p2,2P,3/2,4,,81718.3,,0.3,,  97         :     2  5s.5p2         2D   ,L18891
5s2.7s,2S,1/2,2,,86280.318,,0.005,,  99                                      ,L18891
5s2.4f,2F*,7/2,8,,89288.255,,0.007,,  96         :     3  4f.5p2         2F*  ,L18891
5s2.4f,2F*,5/2,6,,89294.055,,0.006,,  96         :     3  4f.5p2         2F*  ,L18891
5s2.6d,2D,3/2,4,,90241.554,,0.004,,  97         :     2  5s.5p2         2D   ,L18891
5s2.6d,2D,5/2,6,,90351.894,,0.005,,  97         :     2  5s.5p2         2D   ,L18891
5s2.7p,2P*,1/2,2,,91903.945,,0.015,,  99                                      ,L18891
5s2.7p,2P*,3/2,4,,92268.106,,0.009,,  99                                      ,L18891
5s2.8s,2S,1/2,2,,98402.412,,0.006,, 100                                      ,L18891
5s2.5f,2F*,7/2,8,,99660.978,,0.006,,  99                                      ,L18891
5s2.5f,2F*,5/2,6,,99666.327,,0.006,,  99                                      ,L18891
5s2.7d,2D,3/2,4,,100284.111,,0.010,,  99                                      ,L18891
5s2.7d,2D,5/2,6,,100338.947,,0.009,,  99                                      ,L18891
5s2.5g,2G,9/2,10,,100324.111,,0.007,, 100                                      ,L18891
5s2.5g,2G,7/2,8,,100324.111,,0.007,, 100                                      ,L18891
5s2.8p,2P*,1/2,2,,101204.2,,0.4,,  99                                      ,L18891
5s2.8p,2P*,3/2,4,,101387.37,,0.16,,  99                                      ,L18891
5s2.9s,2S,1/2,2,,104678.41,,0.10,, 100                                      ,L18891
5s2.6f,2F*,7/2,8,,105360.3,,1.8,,  99                                      ,L18891
5s2.6f,2F*,5/2,6,,105371.7,,0.3,,  99                                      ,L18891
5s2.8d,2D,3/2,4,,105731.3,,0.3,, 100                                      ,L18891
5s2.8d,2D,5/2,6,,105762.82,,0.23,, 100                                      ,L18891
5s2.6g,2G,9/2,10,,105737.482,,0.007,, 100                                      ,L18891
5s2.6g,2G,7/2,8,,105737.482,,0.007,, 100                                      ,L18891
5s2.9p,2P*,1/2,2,,106256.4,,0.3,,  99                                      ,L18891
5s2.9p,2P*,3/2,4,,106370.2,,0.4,,  99                                      ,L18891
