Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3d2.(3F).4s,a 4F,3/2,4,,0.0000,,0.0006,, 100                                            ,L17885
3d2.(3F).4s,a 4F,5/2,6,,94.1142,,0.0012,, 100                                            ,L17885
3d2.(3F).4s,a 4F,7/2,8,,225.7039,,0.0006,, 100                                            ,L17885
3d2.(3F).4s,a 4F,9/2,10,,393.4459,,0.0007,, 100                                            ,L17885
3d3,b 4F,3/2,4,,907.9672,,0.0008,, 100                                            ,L17885
3d3,b 4F,5/2,6,,983.9157,,0.0006,, 100                                            ,L17885
3d3,b 4F,7/2,8,,1087.3561,,0.0006,, 100                                            ,L17885
3d3,b 4F,9/2,10,,1215.8329,,0.0007,, 100                                            ,L17885
3d2.(3F).4s,a 2F,5/2,6,,4628.6571,,0.0017,,  99                                            ,L17885
3d2.(3F).4s,a 2F,7/2,8,,4897.7179,,0.0006,,  99                                            ,L17885
3d2.(1D).4s,a 2D,3/2,4,,8710.5675,,0.0007,0.80,  72         :    17  3d3                 b 2D2 ,L17885
3d2.(1D).4s,a 2D,5/2,6,,8744.3406,,0.0007,,  74         :    16  3d3                 b 2D2 ,L17885
3d3,a 2G,7/2,8,,8997.7874,,0.0009,,  96                                            ,L17885
3d3,a 2G,9/2,10,,9118.2849,,0.0011,,  96                                            ,L17885
3d3,a 4P,1/2,2,,9363.7425,,0.0012,2.63,  96                                            ,L17885
3d3,a 4P,3/2,4,,9395.8020,,0.0016,1.74,  93                                            ,L17885
3d3,a 4P,5/2,6,,9518.1516,,0.0011,, 100                                            ,L17885
3d3,a 2P,1/2,2,,9851.0145,,0.0010,0.66,  62         :    24  3d2.(3P).4s         b 2P  ,L17885
3d3,a 2P,3/2,4,,9975.9994,,0.0007,1.33,  48         :    27  3d2.(3P).4s         b 4P  ,L17885
3d2.(3P).4s,b 4P,1/2,2,,9872.899,,0.003,2.60,  90                                            ,L17885
3d2.(3P).4s,b 4P,3/2,4,,9930.7766,,0.0007,,  72         :    18  3d3                 a 2P  ,L17885
3d2.(3P).4s,b 4P,5/2,6,,10024.8009,,0.0007,,  99                                            ,L17885
3d3,b 2D2,3/2,4,,12628.8455,,0.0009,,  53         :    26  3d2.(1D).4s         a 2D  ,L17885
3d3,b 2D2,5/2,6,,12758.2597,,0.0007,,  54         :    24  3d2.(1D).4s         a 2D  ,L17885
3d3,a 2H,9/2,10,,12677.1050,,0.0012,, 100                                            ,L17885
3d3,a 2H,11/2,12,,12774.8168,,0.0013,, 100                                            ,L17885
3d2.(1G).4s,b 2G,9/2,10,,15257.5527,,0.0009,,  96                                            ,L17885
3d2.(1G).4s,b 2G,7/2,8,,15265.7001,,0.0010,,  96                                            ,L17885
3d2.(3P).4s,b 2P,1/2,2,,16515.9359,,0.0014,0.66,  72         :    28  3d3                 a 2P  ,L17885
3d2.(3P).4s,b 2P,3/2,4,,16625.2441,,0.0009,1.33,  72         :    28  3d3                 a 2P  ,L17885
3d3,b 2F,7/2,8,,20891.7898,,0.0011,,  99                                            ,L17885
3d3,b 2F,5/2,6,,20951.7551,,0.0014,,  99                                            ,L17885
3d.4s2,c 2D,3/2,4,,24961.1910,,0.0009,,  73         :    14  3d3                 d 2D1 ,L17885
3d.4s2,c 2D,5/2,6,,25192.9650,,0.0013,,  71         :    15  3d3                 d 2D1 ,L17885
3d2.(3F).4p,z 4G*,5/2,6,,29544.4540,,0.0006,,  98                                            ,L17885
3d2.(3F).4p,z 4G*,7/2,8,,29734.6206,,0.0007,,  99                                            ,L17885
3d2.(3F).4p,z 4G*,9/2,10,,29968.3304,,0.0007,, 100                                            ,L17885
