Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3p6,1S,0,1,,0.0,,0.3,, 100                                    ,L12392
3p5.4s,3P*,2,5,,162502.7,,0.1,1.48,  95                                    ,L12188
3p5.4s,3P*,1,3,,163232.2,,0.1,1.47,  68         :    21  3p5.3d 3P*        ,L12188
3p5.4s,3P*,0,1,,165145.4,,0.2,,  78         :    22  3p5.3d 3P*        ,L12188
3p5.3d,3P*,0,1,,163432.1,,0.1,,  77         :    22  3p5.4s 3P*        ,L12188
3p5.3d,3P*,1,3,,164492.0,,0.1,1.38,  76         :    14  3p5.4s 3P*        ,L12188
3p5.3d,3P*,2,5,,164927.9,,0.1,1.47,  94                                    ,L12188
3p5.4s,1P*,1,3,,166457.3,,0.1,1.07,  81         :    18  3p5.4s 3P*        ,L12188
3p5.3d,3F*,4,9,,170049.2,,0.1,(1.25), 100                                    ,L12188
3p5.3d,3F*,3,7,,170831.1,,0.1,1.09,  98                                    ,L12188
3p5.3d,3F*,2,5,,171522.6,,0.1,1.36,  98                                    ,L12188
3p5.3d,1D*,2,5,,179349.2,,0.1,(1.07),  56         :    42  3p5.3d 3D*        ,L12188
3p5.3d,3D*,3,7,,179395.8,,0.1,(1.20),  60         :    40  3p5.3d 1F*        ,L12188
3p5.3d,3D*,2,5,,180392.7,,0.1,(1.10),  57         :    43  3p5.3d 1D*        ,L12188
3p5.3d,3D*,1,3,,180448.9,,0.1,(0.50), 100                                    ,L12188
3p5.3d,1F*,3,7,,180618.7,,0.1,(1.13),  59         :    39  3p5.3d 3D*        ,L12188
3p5.4p,3S,1,3,,183204.1,,0.1,1.96,  97                                    ,L12188
3p5.4p,3D,3,7,,186383.8,,0.1,1.35, 100                                    ,L12188
3p5.4p,3D,2,5,,186681.4,,0.1,1.11,  75         :    23  3p5.4p 1D         ,L12188
3p5.4p,3D,1,3,,187527.0,,0.1,0.72,  77         :    14  3p5.4p 1P         ,L12188
3p5.4p,1D,2,5,,188150.3,,0.1,1.19,  52         :    40  3p5.4p 3P         ,L12188
3p5.4p,1P,1,3,,189239.5,,0.1,0.95,  53         :    24  3p5.4p 3P         ,L12188
3p5.4p,3P,2,5,,189657.4,,0.1,1.31,  57         :    26  3p5.4p 1D         ,L12188
3p5.4p,3P,0,1,,189768.0,,0.1,,  97                                    ,L12188
3p5.4p,3P,1,3,,190130.7,,0.1,1.38,  66         :    32  3p5.4p 1P         ,L12188
3p5.4p,1S,0,1,,194772.2,,0.1,,  93         :     3  3p5.4p 3P         ,L12188
3p5.3d,1P*,1,3,,201957.6,,0.2,(1.00),  54         :    42  3p5.4d 1P*        ,L12188
3p5.(2P*<3/2>).5s,2[3/2]*,2,5,,212571.2,,0.1,1.51, 100                                    ,L12188
3p5.(2P*<3/2>).5s,2[3/2]*,1,3,,212988.6,,0.1,1.19,  97                                    ,L12188
3p5.(2P*<1/2>).5s,2[1/2]*,0,1,,214722.7,,0.2,,  83         :    17  3p5.4d 3P*        ,L12188
3p5.(2P*<1/2>).5s,2[1/2]*,1,3,,215014.6,,0.1,1.25,  85         :    12  3p5.4d 3P*        ,L12188
3p5.4d,3P*,0,1,(,215121,),263,,  82         :    17  3p5.5s 3P*        ,L12188
3p5.4d,3P*,1,3,,215400.9,,0.1,1.44,  84         :     8  3p5.5s 3P*        ,L12188
3p5.4d,3P*,2,5,,215851.5,,0.1,1.46,  89         :     6  3p5.4d 3D*        ,L12188
3p5.4d,3F*,4,9,(,215976,),263,(1.25), 100                                    ,L12188
3p5.4d,3F*,3,7,(,216455,),263,(1.09),  84         :    10  3p5.4d 1F*        ,L12188
3p5.4d,3F*,2,5,,217061.9,,0.2,(0.79),  70         :    18  3p5.4d 1D*        ,L12188
3p5.4d,3D*,3,7,,217722.3,,0.2,(1.19),  55         :    44  3p5.4d 1F*        ,L12188
3p5.4d,3D*,1,3,(,218992,),263,(0.53),  97                                    ,L12188
3p5.4d,3D*,2,5,,219192.1,,0.2,(1.14),  54         :    36  3p5.4d 1D*        ,L12188
3p5.4d,1D*,2,5,(,218900,),263,(0.95),  42         :    30  3p5.4d 3F*        ,L12188
3p5.4d,1F*,3,7,(,219354,),263,(1.15),  45         :    40  3p5.4d 3D*        ,L12188
3p5.(2P*<3/2>).4f,2[3/2],1,3,,227100.9,,0.2,(0.50), 100                                    ,L12188
3p5.(2P*<3/2>).4f,2[3/2],2,5,,227123.2,,0.1,(1.11),  98                                    ,L12188
3p5.(2P*<3/2>).4f,2[9/2],5,11,,227226.0,,0.4,(1.20), 100                                    ,L12188
3p5.(2P*<3/2>).4f,2[9/2],4,9,,227230.6,,0.2,(1.02), 100                                    ,L12188
3p5.(2P*<3/2>).4f,2[5/2],3,7,,227343.9,,0.2,(1.21),  99                                    ,L12188
3p5.(2P*<3/2>).4f,2[5/2],2,5,,227367.2,,0.1,(0.88),  99                                    ,L12188
3p5.(2P*<3/2>).4f,2[7/2],3,7,,227484.8,,0.1,(0.94),  99                                    ,L12188
3p5.(2P*<3/2>).4f,2[7/2],4,9,,227487.5,,0.1,(1.18),  99                                    ,L12188
3p5.(2P*<1/2>).4f,2[7/2],3,7,,229492.5,,0.2,(0.84),  99                                    ,L12188
3p5.(2P*<1/2>).4f,2[7/2],4,9,,229495.9,,0.3,(1.10),  99                                    ,L12188
3p5.(2P*<1/2>).4f,2[5/2],3,7,,229507.0,,0.1,(1.18),  99                                    ,L12188
3p5.(2P*<1/2>).4f,2[5/2],2,5,,229524.9,,0.2,(0.85),  99                                    ,L12188
3p5.6s,"(3/2,1/2)*",1,3,,230500,,400,,  99                                    ,L11572
3p5.5d,"(3/2,3/2)*",1,3,,231700,,400,,"  71         :    26  3p5.5d (3/2,5/2)* ",L11572
3p5.6s,"(1/2,1/2)*",1,3,,232600,,400,,  99                                    ,L11572
3p5.5d,"(3/2,5/2)*",1,3,,233700,,400,,"  43         :    24  3p5.5d (1/2,3/2)* ",L11572
3p5.5d,"(1/2,3/2)*",1,3,,237000,,400,,"  60         :    30  3p5.5d (3/2,5/2)* ",L11572
3p5.(2P*<3/2>).5f,2[3/2],1,3,,237204.7,,0.3,(0.50), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[3/2],2,5,,237220.4,,0.6,(1.11),  98                                    ,L12188
3p5.(2P*<3/2>).5f,2[9/2],5,11,,237271.2,,0.5,(1.20), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[9/2],4,9,,237275.3,,0.2,(1.02), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[5/2],3,7,,237339.0,,0.2,(1.19), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[5/2],2,5,,237356.7,,0.2,(0.85),  98                                    ,L12188
3p5.(2P*<3/2>).5f,2[7/2],4,9,,237407.2,,0.4,(1.19), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[7/2],3,7,,237408.5,,0.2,(0.95), 100                                    ,L12188
3p5.7s,"(3/2,1/2)*",1,3,,239000,,400,, 100                                    ,L11572
3p5.(2P*<1/2>).5f,2[7/2],3,7,,239485.4,,0.3,(0.83), 100                                    ,L12188
3p5.(2P*<1/2>).5f,2[7/2],4,9,,239487.7,,0.5,(1.09), 100                                    ,L12188
3p5.(2P*<1/2>).5f,2[5/2],3,7,,239486.7,,0.4,(1.19), 100                                    ,L12188
3p5.(2P*<1/2>).5f,2[5/2],2,5,,239503.3,,0.3,(0.87), 100                                    ,L12188
3p5.6d,"(3/2,3/2)*",1,3,,239600,,400,,"  79         :    13  3p5.6d (3/2,5/2)* ",L11572
3p5.6d,"(3/2,5/2)*",1,3,,241000,,400,,"  38         :    18  3p5.6d (3/2,3/2)* ",L11572
3p5.7s,"(1/2,1/2)*",1,3,,241000,,400,,"  71         :    29  3p5.6d (3/2,5/2)* ",L11572
3p5.(2P*<3/2>).6f,2[3/2],1,3,,242692.6,,0.5,(0.50), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[3/2],2,5,,242700.3,,0.3,(1.11),  98                                    ,L12188
3p5.(2P*<3/2>).6f,2[9/2],5,11,,242728.7,,0.5,(1.20), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[9/2],4,9,,242732.2,,0.3,(1.02), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[5/2],3,7,,242771.2,,0.3,(1.19), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[5/2],2,5,,242774.8,,0.3,(0.85),  98                                    ,L12188
3p5.(2P*<3/2>).6f,2[7/2],3,7,,242810.6,,0.5,(0.96), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[7/2],4,9,,242811.1,,0.4,(1.19), 100                                    ,L12188
3p5.6d,"(1/2,3/2)*",1,3,,242900,,400,,"  67         :    15  3p5.6d (3/2,5/2)* ",L11572
3p5.8s,"(3/2,1/2)*",1,3,,243700,,400,, 100                                    ,L11572
3p5.7d,"(3/2,3/2)*",1,3,,244100,,400,,"  84         :    13  3p5.7d (3/2,5/2)* ",L11572
3p5.(2P*<1/2>).6f,2[7/2],3,7,(,244904,),24,(0.83), 100                                    ,L12188
3p5.(2P*<1/2>).6f,2[7/2],4,9,(,244905,),24,(1.09), 100                                    ,L12188
3p5.(2P*<1/2>).6f,2[5/2],3,7,(,244906,),24,(1.20), 100                                    ,L12188
3p5.(2P*<1/2>).6f,2[5/2],2,5,(,244916,),24,(0.88), 100                                    ,L12188
