Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3p6.3d.4s,3D,1,3,,0.00,,,0.501,                                                  ,L7185
3p6.3d.4s,3D,2,5,,67.72,,,1.163,                                                  ,
3p6.3d.4s,3D,3,7,,177.76,,,1.330,                                                  ,
3p6.3d.4s,1D,2,5,,2540.95,,,0.998,                                                  ,
3p6.3d2,3F,2,5,,4802.87,,,0.665,                                                  ,
3p6.3d2,3F,3,7,,4883.57,,,1.083,                                                  ,
3p6.3d2,3F,4,9,,4987.79,,,,                                                  ,
3p6.3d2,1D,2,5,,10944.56,,,,                                                  ,
3p6.4s2,1S,0,1,,11736.36,,,,                                                  ,
3p6.3d2,3P,0,1,,12074.10,,,,                                                  ,
3p6.3d2,3P,1,3,,12101.50,,,1.487,                                                  ,
3p6.3d2,3P,2,5,,12154.42,,,1.481,                                                  ,
3p6.3d2,1G,4,9,,14261.32,,,,                                                  ,
3p6.3d2,1S,0,1,,25955.2,,,,                                                  ,
3p6.3d.4p,1D*,2,5,,26081.34,,,0.999,  99                                              ,
3p6.3d.4p,3F*,2,5,,27443.71,,,0.671,  99                                              ,
3p6.3d.4p,3F*,3,7,,27602.45,,,1.086,  99                                              ,
3p6.3d.4p,3F*,4,9,,27841.35,,,1.233, 100                                              ,
3p6.3d.4p,3D*,1,3,,27917.78,,,0.506, 100                                              ,
3p6.3d.4p,3D*,2,5,,28021.29,,,1.162,  99                                              ,
3p6.3d.4p,3D*,3,7,,28161.17,,,1.323,  99                                              ,
3p6.3d.4p,3P*,0,1,,29736.27,,,,  94             :     6  4s.4p           3P*     ,
3p6.3d.4p,3P*,1,3,,29742.16,,,1.484,  92             :     6  4s.4p           3P*     ,
3p6.3d.4p,3P*,2,5,,29823.93,,,1.495,  94             :     6  4s.4p           3P*     ,
3p6.3d.4p,1P*,1,3,,30815.70,,,1.006,  93             :     5  4s.4p           1P*     ,
3p6.3d.4p,1F*,3,7,,32349.98,,,, 100                                              ,
3p6.4s.4p,3P*,0,1,,39002.20,,,,  94             :     6  3d.4p           3P*     ,
3p6.4s.4p,3P*,1,3,,39115.04,,,,  94             :     6  3d.4p           3P*     ,
