Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Reference
3s2.3p4.(3P<2>).8i,2[8],17/2,18,,215988.886,,0.005,,L15349
3s2.3p4.(3P<2>).8k,2[6]*,11/2,12,,215989.165,,0.009,,L15349
3s2.3p4.(3P<2>).8k,2[6]*,13/2,14,,215989.173,,0.009,,L15349
3s2.3p4.(3P<2>).8i,2[4],7/2,8,,215990.530,,0.015,,L15349
3s2.3p4.(3P<2>).8i,2[4],9/2,10,,215990.530,,0.012,,L15349
3s2.3p4.(3P<2>).8k,2[9]*,17/2,18,,215991.036,,0.009,,L15349
3s2.3p4.(3P<2>).8k,2[9]*,19/2,20,,215991.050,,0.009,,L15349
3s2.3p4.(3P<2>).8k,2[5]*,9/2,10,,215991.723,,0.007,,L15349
3s2.3p4.(3P<2>).8k,2[5]*,11/2,12,,215991.736,,0.006,,L15349
3s2.3p4.(1D).5d,2S,1/2,2,,216882.15,,0.08,,L15349
3s2.3p4.(3P<1>).8i,2[7],13/2,14,,217097.366,,0.010,,L15349
3s2.3p4.(3P<1>).8i,2[7],15/2,16,,217097.376,,0.010,,L15349
3s2.3p4.(3P<1>).8i,2[5],9/2,10,,217097.563,,0.011,,L15349
3s2.3p4.(3P<1>).8i,2[5],11/2,12,,217097.563,,0.010,,L15349
3s2.3p4.(3P<1>).8k,2[6]*,11/2,12,,217100.498,,0.003,,L15349
3s2.3p4.(3P<1>).8k,2[6]*,13/2,14,,217100.509,,0.003,,L15349
3s2.3p4.(3P<1>).8k,2[8]*,15/2,16,,217100.877,,0.003,,L15349
3s2.3p4.(3P<1>).8k,2[8]*,17/2,18,,217100.893,,0.003,,L15349
3s2.3p4.(3P<1>).8i,2[6],11/2,12,,217101.921,,0.009,,L15349
3s2.3p4.(3P<1>).8i,2[6],13/2,14,,217101.921,,0.009,,L15349
3s2.3p4.(3P<1>).8k,2[7]*,15/2,16,,217103.774,,0.005,,L15349
3s2.3p4.(3P<1>).8k,2[7]*,13/2,14,,217103.785,,0.005,,L15349
3s2.3p4.(3P<0>).8i,2[6],11/2,12,,217557.496,,0.008,,L15349
3s2.3p4.(3P<0>).8i,2[6],13/2,14,,217557.505,,0.007,,L15349
3s2.3p4.(3P<0>).8k,2[7]*,15/2,16,,217559.809,,0.009,,L15349
3s2.3p4.(3P<0>).8k,2[7]*,13/2,14,,217559.820,,0.009,,L15349
3s2.3p4.(1D<2>).5f,2[5]*,9/2,10,,218940.8933,,0.0007,,L15349
3s2.3p4.(1D<2>).5f,2[5]*,11/2,12,,218940.91,,0.13,,L15349
3s2.3p4.(1D<2>).5f,2[2]*,5/2,6,,219001.90,,0.11,,L15349
3s2.3p4.(1D<2>).5f,2[2]*,3/2,4,,219003.76,,0.03,,L15349
3s2.3p4.(1D<2>).5g,2[2],5/2,6,,219152.53,,0.02,,L15349
3s2.3p4.(1D<2>).5f,2[3]*,7/2,8,,219160.67,,0.03,,L15349
3s2.3p4.(1D<2>).5g,2[6],13/2,14,,219203.591,,0.011,,L15349
3s2.3p4.(1D<2>).5g,2[6],11/2,12,,219203.595,,0.011,,L15349
3s2.3p4.(1D<2>).5g,2[3],7/2,8,,219246.644,,0.004,,L15349
3s2.3p4.(1D<2>).5g,2[3],5/2,6,,219246.79,,0.02,,L15349
3s2.3p4.(1D<2>).5g,2[4],7/2,8,,219317.5345,,0.0017,,L15349
3s2.3p4.(1D<2>).5g,2[4],9/2,10,,219317.5482,,0.0018,,L15349
3s2.3p4.(1D<2>).5g,2[5],9/2,10,,219322.1402,,0.0014,,L15349
3s2.3p4.(1D<2>).5g,2[5],11/2,12,,219322.170,,0.003,,L15349
Ar III (3p4 3P<2>),Limit,---,,,222848.3,,1.0,,L8844
3s2.3p4.(1D<2>).6g,2[6],13/2,14,,224606.447,,0.020,,L15349
3s2.3p4.(1D<2>).6g,2[6],11/2,12,,224606.450,,0.020,,L15349
