Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
4f13.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",4,9,,0.00,,,1.250, 100     or  :   100             3F*       ,L3974
4f13.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",3,7,,236.95,,,1.035,         or  :    59             3F*       ,
4f13.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",2,5,,8769.68,,,0.667, 100     or  :   100             3F*       ,
4f13.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",3,7,,8957.47,,,1.055,         or  :    59             1F*       ,
4f12.(3H).6s2,3H,6,13,,12457.29,,,1.165,  96                                       ,
4f12.(3H).6s2,3H,5,11,,20619.05,,,,                                           ,
4f12.(3H).6s2,3H,4,9,,24932.00,,,,  57                                       ,
4f12.(3H<6>).5d.6s.(3D<1>),"(6,1)",5,11,,16567.47,,,1.374,  64                                       ,
4f12.(3H<6>).5d.6s.(3D<1>),"(6,1)",7,15,,19619.08,,,1.02,  86                                       ,
4f12.(3H<6>).5d.6s.(3D<1>),"(6,1)",6,13,,22355.43,,,1.085,  55                                       ,
4f13.(2F*<7/2>).5d<3/2>,"(7/2,3/2)*",2,5,,17624.65,,,1.48,  75     or  :    91             (2F*) 3P* ,
4f13.(2F*<7/2>).5d<3/2>,"(7/2,3/2)*",5,11,,20228.75,,,1.020,  95     or  :    55             (2F*) 3H* ,
4f13.(2F*<7/2>).5d<3/2>,"(7/2,3/2)*",3,7,,21713.74,,,1.22,  84     or  :    70             (2F*) 3D* ,
4f13.(2F*<7/2>).5d<3/2>,"(7/2,3/2)*",4,9,,22457.51,,,,  93     or  :    47             (2F*) 3F* ,
4f12.(3F).6s2,3F,2,5,,,,,,  71                                       ,
4f12.(3F).6s2,3F,4,9,,17974.30,,,1.175,                                           ,
4f12.(3F).6s2,3F,3,7,,26578.77,,,1.069,  94                                       ,
4f12.(3H<6>).5d.6s.(3D<2>),"(6,2)",4,9,,18291.37,,,1.25,  64                                       ,
4f12.(3H<6>).5d.6s.(3D<2>),"(6,2)",6,13,,19526.82,,,1.313,  44                                       ,
4f12.(3H<6>).5d.6s.(3D<2>),"(6,2)",8,17,,19682.97,,,1.09,  91                                       ,
4f12.(3H<6>).5d.6s.(3D<2>),"(6,2)",7,15,,22052.39,,,1.209,  79                                       ,
4f12.(3H<6>).5d.6s.(3D<3>),"(6,3)",9,19,,20465.82,,,1.225, 100                                       ,
4f12.(3H<6>).5d.6s.(3D<3>),"(6,3)",3,7,,21608.26,,,1.10,  69                                       ,
4f12.(3H<6>).5d.6s.(3D<3>),"(6,3)",8,17,,23024.29,,,1.21,  89                                       ,
4f12.(3H<6>).5d.6s.(3D<3>),"(6,3)",5,11,,23768.84,,,1.04,  59                                       ,
4f12.(3H<6>).5d.6s.(3D<3>),"(6,3)",6,13,,23904.43,,,1.125,  64                                       ,
4f12.(3H<6>).5d.6s.(3D<3>),"(6,3)",7,15,,23961.60,,,1.20,  83                                       ,
4f12.5d.6s,,5,11,,21021.98,,,1.178,  88         :    11  4f12.6s2             ,
4f13.(2F*<7/2>).5d<5/2>,"(7/2,5/2)*",6,13,,21133.68,,,1.167, 100     or  :   100             (2F*) 3H* ,
4f13.(2F*<7/2>).5d<5/2>,"(7/2,5/2)*",2,5,,21978.77,,,1.02,  76     or  :    58             (2F*) 1D* ,
4f13.(2F*<7/2>).5d<5/2>,"(7/2,5/2)*",1,3,,22141.96,,,1.325,  72     or  :    78             (2F*) 3P* ,
4f13.(2F*<7/2>).5d<5/2>,"(7/2,5/2)*",4,9,,23524.09,,,,  93     or  :    44             (2F*) 3F* ,
4f13.(2F*<7/2>).5d<5/2>,"(7/2,5/2)*",3,7,,23934.73,,,,  79     or  :    34             (2F*) 1F* ,
4f13.(2F*<7/2>).5d<5/2>,"(7/2,5/2)*",5,11,,24273.20,,,1.18,  95     or  :    86             (2F*) 3G* ,
4f12.5d.6s,,4,9,,22308.82,,,1.24,  96         :     2  4f13.6p              ,
4f12.5d.6s,,4,9,,23803.28,,,1.08,  89         :    10  4f13.6p              ,
4f12.(3H<6>).5d.6s.(1D<2>),"(6,2)",8,17,,24059.08,,,1.147,  90                                       ,
4f12.(3H<6>).5d.6s.(1D<2>),"(6,2)",5,11,,25014.75,,,1.185,                                           ,
4f12.(3H<6>).5d.6s.(1D<2>),"(6,2)",7,15,,26256.26,,,1.127,                                           ,
4f12.(3H<6>).5d.6s.(1D<2>),"(6,2)",6,13,,26478.28,,,,  48                                       ,
,,2,5,,25219.51,,,,                                           ,
4f12.(3F<4>).5d.6s.(3D<1>),"(4,1)",3,7,,25257.52,,,1.225,  76                                       ,
4f12.(3F<4>).5d.6s.(3D<1>),"(4,1)",4,9,,25696.21,,,1.25,  56                                       ,
4f12.(3F<4>).5d.6s.(3D<1>),"(4,1)",5,11,,26188.47,,,1.20,  43                                       ,
4f12.(3F<4>).5d.6s.(3D<2>),"(4,2)",2,5,,25498.77,,,0.89,  74                                       ,
4f12.(3F<4>).5d.6s.(3D<2>),"(4,2)",6,13,,26709.43,,,1.19,  55                                       ,
4f12.(3F<4>).5d.6s.(3D<2>),"(4,2)",3,7,,26837.58,,,1.085,                                           ,
4f12.(3F<4>).5d.6s.(3D<2>),"(4,2)",5,11,,26867.70,,,0.91,                                           ,
4f13.6p,,3,7,,25980.02,,,1.26,  55         :    45  4f12.5d.6s           ,L3974
4f12.5d.6s,,4,9,,26574.66,,,1.057,  55         :    45  4f13.6p              ,
4f12.5d.6s,,4,9,,27009.39,,,1.19,  80         :    19  4f13.6p              ,
4f12.5d.6s,,4,9,,27254.42,,,1.084,  83         :    15  4f13.6p              ,
4f12.5d.6s,,2,5,,27294.79,,,1.045,  98         :     2  4f13.6p              ,
4f12.(3H<5>).5d.6s.(3D<1>),"(5,1)",6,13,,27598.57,,,0.955,  67                                       ,
4f12.5d.6s,,3,7,,27702.42,,,1.10,  90         :     9  4f13.6p              ,
4f12.(3H<5>).5d.6s.(3D<2>),"(5,2)",7,15,,28095.31,,,,  51                                       ,
4f12.(3F<4>).5d.6s.(3D<3>),"(4,3)",6,13,,28096.17,,,,  45                                       ,
4f12.5d.6s,,3,7,,28267.88,,,1.11,  94         :     5  4f13.6p              ,
4f12.(3F<4>).5d.6s.(3D<3>),"(4,3)",5,11,,28276.32,,,1.21,  81                                       ,
4f13.(2F*<5/2>).5d<3/2>,"(5/2,3/2)*",1,3,,,,,,  76     or  :    86             (2F*) 1P* ,
4f13.(2F*<5/2>).5d<3/2>,"(5/2,3/2)*",3,7,,,,,,  67     or  :    87             (2F*) 3G* ,
4f13.(2F*<5/2>).5d<3/2>,"(5/2,3/2)*",2,5,,,,,,  86     or  :    41             (2F*) 1D* ,
4f13.(2F*<5/2>).5d<3/2>,"(5/2,3/2)*",4,9,,28874.14,,,,  94     or  :    85             (2F*) 3H* ,
4f12.5d.6s,,5,11,,28875.12,,,1.18,  65         :    34  4f13.6p              ,
4f12.(3F<4>).5d.6s.(3D<3>),"(4,3)",7,15,,28974.93,,,,  67                                       ,
4f12.5d.6s,,4,9,,29183.39,,,1.15,  81         :    18  4f13.6p              ,
4f13.6p,,2,5,,29285.72,,,0.96,  55         :    45  4f12.5d.6s           ,
4f12.5d.6s,,3,7,,29424.98,,,1.05,  49         :    48  4f13.6p              ,
4f12.(3H<5>).5d.6s.(3D<3>),"(5,3)",8,17,,29671.40,,,,  98                                       ,
4f12.5d.6s,,2,5,,29967.17,,,1.05,  72         :    26  4f13.6p              ,
4f12.(3H<5>).5d.6s.(3D<1>),"(5,1)",5,11,,30197.45,,,0.95,  49                                       ,
4f12.(3H<5>).5d.6s.(3D<2>),"(5,2)",6,13,,30361.06,,,,  67                                       ,
4f12.5d.6s,,4,9,,30377.16,,,1.12,  91         :     8  4f13.6p              ,
4f12.5d.6s,,4,9,,30508.76,,,1.25,  40         :    19  4f13.6p              ,
4f12.5d.6s,,5,11,,30627.58,,,1.125,  89                                       ,
4f12.5d.6s,,3,7,,30684.43,,,1.05,  90         :     9  4f13.6p              ,
4f12.5d2,,4,9,,30840.77,,,1.29,  60         :    32  4f12.5d.6s           ,
4f12.(3H<4>).5d.6s.(3D<1>),"(4,1)",3,7,,31036.61,,,1.08,  46                                       ,
4f12.5d.6s,,2,5,,31090.09,,,1.03,  89         :     6  4f13.6p              ,
4f12.5d.6s,,4,9,,31135.73,,,0.91,  93         :     2  4f13.6p              ,
4f12.5d.6s,,6,13,,31323.73,,,,  85                                       ,
4f12.5d.6s,,5,11,,31726.40,,,1.055,  85         :    14  4f13.6p              ,
4f12.5d.6s,,3,7,,31745.49,,,0.95,  75         :    23  4f13.6p              ,
4f12.(3H<5>).5d.6s.(3D<3>),"(5,3)",7,15,,31836.90,,,,  83                                       ,
4f12.5d.6s,,4,9,,31900.00,,,1.17,  72         :    25  4f13.6p              ,
4f12.5d.6s,,5,11,,31926.82,,,1.175,  63         :    32  4f13.6p              ,
4f12.(3H<5>).5d.6s.(3D<3>),"(5,3)",6,13,,32289.22,,,,  80                                       ,
