Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
4f14.6s,2S,1/2,2,,0.00,,,1.998,                                                                                    ,L3974
4f13.(2F*).6s2,2F*,7/2,8,,21418.75,,,1.145,  98                :     1  (2F*<7/2>).5d2.(1S)            1[7/2]*                 ,
4f13.(2F*).6s2,2F*,5/2,6,,31568.08,,,0.862,  90                :     7  (2F*<7/2>)5d.6s.(3D)           3[7/2]*                 ,
4f14.5d,2D,3/2,4,,22960.80,,,0.802,                                                                                    ,
4f14.5d,2D,5/2,6,,24332.69,,,1.202,                                                                                    ,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,5/2,6,,26759.02,,,1.570,  95                :     2                                 (2F*<7/2>)(3D) 3[5/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,3/2,4,,28757.98,,,1.440,  62                :    27                                 (2F*<7/2>)(1D) 1[3/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,1/2,2,,33653.86,,,1.320,  77                :    13                                 (2F*<5/2>)(3D) 3[1/2]*  ,
4f14.6p,2P*,1/2,2,,27061.82,,,0.667,                                                                                    ,
4f14.6p,2P*,3/2,4,,30392.23,,,1.333,                                                                                    ,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,9/2,10,,30224.33,,,0.935,  96                :     2                                 (2F*<7/2>)(3D) 3[9/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,11/2,12,,30562.79,,,1.112,  92                :     4                                 (2F*<7/2>)(1D) 1[11/2]* ,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,13/2,14,,31631.59,,,1.230, 100                                                                                ,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,7/2,8,,31979.90,,,1.331,  69                :    28                                 (2F*<7/2>)(3D) 3[7/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,5/2,6,,32371.10,,,1.170,  66                :    24                                 (2F*<7/2>)(3D) 3[7/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,3/2,4,,32981.59,,,0.866,  85                :    10                                 (2F*<7/2>)(3D) 3[3/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,9/2,10,,33052.29,,,1.264,  71                :    23                                 (2F*<7/2>)(3D) 3[9/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,5/2,6,,34389.76,,,1.007,  51                :    29                                 (2F*<7/2>)(3D) 3[5/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,7/2,8,,35059.00,,,1.124,  56                :    26                                 (2F*<7/2>)(3D) 3[9/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,7/2,8,,33494.68,,,0.991,  65                :    15                                 (2F*<7/2>)(3D) 3[7/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,9/2,10,,35019.13,,,1.158,  67                :    27                                 (2F*<7/2>)(3D) 3[7/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,11/2,12,,35831.68,,,1.214,  77                :    20                                 (2F*<7/2>)(1D) 1[11/2]* ,
4f13.(2F*<7/2>).5d.6s.(1D),1[3/2]*,3/2,4,,34575.37,,,1.434,  53                :    27                                 (2F*<5/2>)(3D) 3[1/2]*  ,
4f13.(2F*<7/2>).5d.6s.(1D),1[11/2]*,11/2,12,,34784.95,,,1.119,  70                :    18                                 (2F*<7/2>)(3D) 3[9/2]*  ,
4f13.(2F*<7/2>).5d.6s.(1D),1[5/2]*,5/2,6,,37077.59,,,1.113,  74                :    17                                 (2F*<7/2>)(3D) 3[7/2]*  ,
4f13.(2F*<7/2>).5d.6s.(1D),1[7/2]*,7/2,8,,37516.59,,,1.119,  80                :     9  (2F*<7/2>).5d2.(1D)            1[7/2]*                 ,
4f13.(2F*<7/2>).5d.6s.(1D),1[9/2]*,9/2,10,,38342.02,,,1.093,  81                :    11  (2F*<7/2>).5d2.(1D)            1[9/2]*                 ,
4f13.(2F*<5/2>).5d.6s.(3D),3[1/2]*,1/2,2,,39378.89,,,1.850,  80                :    13                                 (2F*<5/2>)(1D) 1[1/2]*  ,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,7/2,8,,40035.82,,,0.720,  94                :     4                                 (2F*<7/2>)(3D) 3[9/2]*  ,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,9/2,10,,40917.91,,,0.967,  87                :     8                                 (2F*<5/2>)(1D) 1[9/2]*  ,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,11/2,12,,42915.13,,,1.115,  98                :     1                                 (2F*<7/2>)(3D) 3[9/2]*  ,
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,5/2,6,,41678.73,,,1.193,  68                :    26                                 (2F*<5/2>)(3D) 3[5/2]*  ,
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,3/2,4,,41688.45,,,0.784,  46                :    47                                 (2F*<5/2>)(3D) 3[5/2]*  ,
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,1/2,2,,43007.79,,,0.15,  91                :     9                                 (2F*<5/2>)(1D) 1[1/2]*  ,
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,3/2,4,,43075.09,,,0.96,  43                :    34                                 (2F*<5/2>)(3D) 3[3/2]*  ,
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,5/2,6,,43956.41,,,0.99,  46                :    33                                 (2F*<5/2>)(3D) 3[7/2]*  ,
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,7/2,8,,44438.03,,,1.10,  53                :    40                                 (2F*<5/2>)(3D) 3[7/2]*  ,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,5/2,6,,44497.51,,,0.734,  63                :    22                                 (2F*<5/2>)(3D) 3[5/2]*  ,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,7/2,8,,45429.82,,,1.150,  48                :    41                                 (2F*<5/2>)(3D) 3[5/2]*  ,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,9/2,10,,46169.78,,,1.10,  77                :    20                                 (2F*<5/2>)(1D) 1[9/2]*  ,
4f13.(2F*<5/2>).5d.6s.(3D),*,3/2,4,,44940.61,,,1.244,  29  3[1/2]*       :    17  (2F*<7/2>).5d2.(3F)            3[3/2]*                 ,
4f13.(2F*<7/2>).5d2.(3F),3[5/2]*,5/2,6,,45012.79,,,1.281,  48                :    34                                 (2F*<7/2>)(3F) 3[3/2]*  ,
4f13.(2F*<7/2>).5d2.(3F),*,7/2,8,,45273.02,,,1.18,  34  3[7/2]*       :    34                                 (2F*<7/2>)(3F) 3[5/2]*  ,
4f13.(2F*<5/2>).5d.6s.(1D),1[9/2]*,9/2,10,,45335.03,,,1.01,  65                :    20                                 (2F*<5/2>)(3D) 3[7/2]*  ,
4f13.(2F*<7/2>).5d2.(3F),*,3/2,4,,45737.29,,,1.333,  34  3[3/2]*       :    22                                 (2F*<7/2>)(3F) 3[1/2]*  ,
4f13.(2F*<7/2>).5d2.(3F),3[7/2]*,9/2,10,,46354.55,,,1.29,  54                :    28                                 (2F*<7/2>)(3P) 3[7/2]*  ,
4f13.(2F*<7/2>).5d2.(3F),3[13/2]*,11/2,12,,46547.72,,,0.97,  82                :    14                                 (2F*<7/2>)(3F) 3[11/2]* ,
4f13.(2F*<7/2>).5d2.(3F),3[13/2]*,13/2,14,,47680.40,,,1.12,  85                :    15                                 (2F*<7/2>)(3F) 3[11/2]* ,
4f13.(2F*<7/2>).5d2.(3F),3[13/2]*,15/2,16,,48923.30,,,1.20,  96                :     4                                 (2F*<7/2>)(1G) 1[15/2]* ,
