Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3d6.(5D).4s,a 6D,9/2,10,,0.0000,,0.0000,1.58, 100                                                                         ,"L18349,L18361c138"
3d6.(5D).4s,a 6D,7/2,8,,384.7872,,0.0003,1.58, 100                                                                         ,"L18349,L18361c138"
3d6.(5D).4s,a 6D,5/2,6,,667.6829,,0.0003,1.655, 100                                                                         ,"L18349,L18361c138"
3d6.(5D).4s,a 6D,3/2,4,,862.6118,,0.0004,1.862, 100                                                                         ,"L18349,L18361c138"
3d6.(5D).4s,a 6D,1/2,2,,977.0498,,0.0004,3.31, 100                                                                         ,"L18349,L18361c138"
3d7,a 4F,9/2,10,,1872.5998,,0.0006,1.33, 100                                                                         ,"L18349,L18361c138"
3d7,a 4F,7/2,8,,2430.1369,,0.0006,1.223, 100                                                                         ,"L18349,L18361c138"
3d7,a 4F,5/2,6,,2837.9807,,0.0007,1.02, 100                                                                         ,"L18349,L18361c138"
3d7,a 4F,3/2,4,,3117.4877,,0.0008,0.385, 100                                                                         ,"L18349,L18361c138"
3d6.(5D).4s,a 4D,7/2,8,,7955.3186,,0.0007,1.419,  99                                                                         ,"L18349,L18361c138"
3d6.(5D).4s,a 4D,5/2,6,,8391.9554,,0.0007,1.365,  99                                                                         ,"L18349,L18361c138"
3d6.(5D).4s,a 4D,3/2,4,,8680.4706,,0.0007,1.200,  99                                                                         ,"L18349,L18361c138"
3d6.(5D).4s,a 4D,1/2,2,,8846.7837,,0.0008,-0.05,  99                                                                         ,"L18349,L18361c138"
3d7,a 4P,5/2,6,,13474.4474,,0.0009,1.609,  98                                                                         ,"L18349,L18361c138"
3d7,a 4P,3/2,4,,13673.2045,,0.0010,1.737,  96                                  :     2  3d7                     2P    ,"L18349,L18361c138"
3d7,a 4P,1/2,2,,13904.8604,,0.0012,2.67,  98                                                                         ,"L18349,L18361c138"
3d7,a 2G,9/2,10,,15844.6485,,0.0012,,  98                                                                         ,"L18349,L18361c138"
3d7,a 2G,7/2,8,,16369.4098,,0.0013,, 100                                                                         ,"L18349,L18361c138"
3d7,a 2P,3/2,4,,18360.6399,,0.0016,1.28,  90                                  :     6  3d7                     2D2   ,"L18349,L18361c138"
3d7,a 2P,1/2,2,,18886.773,,0.002,,  98                                                                         ,"L18349,L18361c138"
3d7,a 2H,11/2,12,,20340.2461,,0.0013,,  99                                                                         ,"L18349,L18361c138"
3d7,a 2H,9/2,10,,20805.7632,,0.0014,0.92,  98                                                                         ,"L18349,L18361c138"
3d7,a 2D2,5/2,6,,20516.9534,,0.0016,1.22,  74                                  :    23  3d7                     2D1   ,"L18349,L18361c138"
3d7,a 2D2,3/2,4,,21307.999,,0.002,,  72                                  :    20  3d7                     2D1   ,"L18349,L18361c138"
