Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
4f10.6s2,5I,8,17,,0.000,,,1.24159,  94                                           ,L3974
4f10.6s2,5I,7,15,,4134.222,,,1.17346,  97                                           ,L11757
4f10.6s2,5I,6,13,,7050.603,,,1.07155,  96                                           ,L11757
4f10.6s2,5I,5,11,,9211.591,,,0.911,  93                                           ,L11757
4f10.6s2,5I,4,9,,10925.277,,,0.618,  91                                           ,L11757
4f9.(6H*).5d.6s2,7H*,2,5,,,,,,  82                                           ,L3974
4f9.(6H*).5d.6s2,7H*,8,17,,7565.610,,,1.35246,  81                                           ,L11757
4f9.(6H*).5d.6s2,7H*,7,15,,8519.210,,,1.336,  60                                           ,L11757
4f9.(6H*).5d.6s2,7H*,6,13,,10088.802,,,1.36,  33                                           ,L11757
4f9.(6H*).5d.6s2,7H*,5,11,,12298.551,,,1.24,  56                                           ,L11757
4f9.(6H*).5d.6s2,7H*,4,9,,13952.001,,,1.082,  66                                           ,L11757
4f9.(6H*).5d.6s2,7H*,3,7,,15254.936,,,0.77,  75                                           ,L11757
4f9.(6H*).5d.6s2,7I*,3,7,,,,,,  76                                           ,L3974
4f9.(6H*).5d.6s2,7I*,4,9,,,,,,  79                                           ,L3974
4f9.(6H*).5d.6s2,7I*,9,19,,9990.974,,,1.32,  89                                           ,L11757
4f9.(6H*).5d.6s2,7I*,8,17,,12007.121,,,1.28,  50                                           ,L11757
4f9.(6H*).5d.6s2,7I*,7,15,,14367.806,,,1.27,  50                                           ,L11757
4f9.(6H*).5d.6s2,7I*,6,13,,14970.701,,,1.24,  39                                           ,L11757
4f9.(6H*).5d.6s2,7I*,5,11,,16684.731,,,1.082,  67                                           ,L11757
4f9.(6H*).5d.6s2,7F*,6,13,,11673.49,,,1.392,  47                                           ,L3974
4f9.(6H*).5d.6s2,7G*,7,15,,12655.13,,,1.36,  64                                           ,L3974
4f9.(6H*).5d.6s2,7K*,5,11,,,,,,  81                                           ,L3974
4f9.(6H*).5d.6s2,7K*,4,9,,,,,,  89                                           ,L3974
4f9.(6H*).5d.6s2,7K*,10,21,,12892.76,,,1.29,  99                                           ,L3974
4f9.(6H*).5d.6s2,7K*,8,17,,16288.73,,,1.19,  46                                           ,L3974
4f9.(6H*).5d.6s2,7K*,9,19,,16717.79,,,1.24,  64                                           ,L3974
4f9.(6H*).5d.6s2,7K*,7,15,,17687.90,,,1.16,  44                                           ,L3974
4f9.(6H*).5d.6s2,7K*,6,13,,19182.66,,,1.036,  72                                           ,L3974
4f9.(6H*).5d.6s2,5K*,9,19,,13495.932,,,1.23,  65                                           ,L11757
4f9.(6H*).5d.6s2,5K*,8,17,,19688.595,,,1.22,  57                                           ,L11757
4f9.(6H*).5d.6s2,5K*,7,15,,21783.407,,,1.15,  70                                           ,L11757
4f9.(6H*).5d.6s2,5K*,6,13,,23464.019,,,0.96,  52                                           ,L11757
4f9.(6H*).5d.6s2,5K*,5,11,,24881.867,,,0.72,  67                                           ,L11757
4f9.(6H*).5d.6s2,7F*,5,11,,14153.49,,,1.42,  51                                           ,L3974
4f9.(6H*).5d.6s2,5I*,8,17,,14625.64,,,1.25,  67                                           ,L3974
4f9.(6H*).5d.6s2,5I*,7,15,,18339.80,o,,1.21,  26                                           ,L3974
4f9.(6H*).5d.6s2,5I*,6,13,,20554.73,,,1.11,  45                                           ,L3974
4f9.(6H*).5d.6s2,5I*,5,11,,22294.88,,,1.02,  39                                           ,L3974
4f9.(6H*).5d.6s2,5I*,4,9,,23686.81,,,0.767,  70                                           ,L3974
4f9.(6H*).5d.6s2,5H*,7,15,,15194.83,,,1.26,  78                                           ,L3974
4f10.(5I<8>).6s.6p.(3P*<0>),"(8,0)*",8,17,,15567.38,,,1.31,                   or  :    58   (5I)(3P*) 7H* ,L3974
4f9.(6H*).5d.6s2,*,6,13,,15862.64,,,1.257,  43  5G*                                      ,L3974
4f10.(5I<8>).6s.6p.(3P*<1>),"(8,1)*",9,19,,15972.35,,,1.29,                   or  :    64   (5I)(3P*) 7I* ,L3974
