Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3d.4s2,2D,3/2,4,,0.0000,,0.0000,0.79933,  98                                         ,L7185
3d.4s2,2D,5/2,6,,168.3371,,0.0021,1.20029,  98                                         ,
3d2.(3F).4s,4F,3/2,4,,11519.9611,,0.0025,0.400, 100                                         ,
3d2.(3F).4s,4F,5/2,6,,11557.6556,,0.0024,1.026, 100                                         ,
3d2.(3F).4s,4F,7/2,8,,11610.2357,,0.0026,1.244, 100                                         ,
3d2.(3F).4s,4F,9/2,10,,11677.3121,,0.0029,1.325, 100                                         ,
3d2.(3F).4s,2F,5/2,6,,14926.061,,0.011,0.861, 100                                         ,
3d2.(3F).4s,2F,7/2,8,,15041.902,,0.008,1.134, 100                                         ,
3d.4s.(3D).4p,4F*,3/2,4,,15672.5595,,0.0026,0.426,  96                                         ,
3d.4s.(3D).4p,4F*,5/2,6,,15756.5295,,0.0026,1.036,  96                                         ,
3d.4s.(3D).4p,4F*,7/2,8,,15881.7082,,0.0026,1.232,  98                                         ,
3d.4s.(3D).4p,4F*,9/2,10,,16026.5528,,0.0034,1.33,  99                                         ,
3d.4s.(3D).4p,4D*,1/2,2,,16009.7432,,0.0030,0.002,  97                                         ,
3d.4s.(3D).4p,4D*,3/2,4,,16021.7788,,0.0028,1.039,  92                                         ,
3d.4s.(3D).4p,4D*,5/2,6,,16141.0012,,0.0026,1.336,  79             :     9  3d.4s.(1D).4p 2D*  ,
3d.4s.(3D).4p,4D*,7/2,8,,16210.8140,,0.0029,1.43,  96                                         ,
3d.4s.(1D).4p,2D*,5/2,6,,16022.7219,,0.0029,1.19,  43             :    34  3d.4s.(3D).4p 2D*  ,
3d.4s.(1D).4p,2D*,3/2,4,,16096.8834,,0.0026,0.956,  50             :    39  3d.4s.(3D).4p 2D*  ,
3d2.(1D).4s,2D,5/2,6,,17012.753,,0.008,1.226,  94             :     4  3d2.(3P).4s   4P   ,
3d2.(1D).4s,2D,3/2,4,,17025.127,,0.012,0.815,  98                                         ,
3d2.(3P).4s,4P,1/2,2,,17226.025,,0.025,2.662, 100                                         ,
3d2.(3P).4s,4P,3/2,4,,17255.076,,0.015,1.719,  99                                         ,
3d2.(3P).4s,4P,5/2,6,,17307.069,,0.012,1.575,  96             :     4  3d2.(1D).4s   2D   ,
3d.4s.(3D).4p,4P*,1/2,2,,18504.058,,0.014,2.529,  83             :     7  4s2.4p        2P*  ,
3d.4s.(3D).4p,4P*,3/2,4,,18515.665,,0.009,1.698,  88             :     4  4s2.4p        2P*  ,
3d.4s.(3D).4p,4P*,5/2,6,,18571.386,,0.014,1.600,  98                                         ,
4s2.4p,2P*,1/2,2,,18711.029,,0.018,0.777,  37             :    31  3d.4s.(3D).4p 2P*  ,
4s2.4p,2P*,3/2,4,,18855.734,,0.005,1.356,  37             :    33  3d.4s.(3D).4p 2P*  ,
3d2.(1G).4s,2G,9/2,10,,20236.877,,0.009,1.10, 100                                         ,
3d2.(1G).4s,2G,7/2,8,,20239.650,,0.009,0.89, 100                                         ,
3d2.(3P).4s,2P,1/2,2,,20681.410,,0.009,0.668,  99                                         ,
3d2.(3P).4s,2P,3/2,4,,20719.833,,0.006,1.331,  99                                         ,
3d.4s.(1D).4p,2F*,5/2,6,,21032.732,,0.010,0.855,  79             :    14  3d.4s.(3D).4p 2F*  ,
3d.4s.(1D).4p,2F*,7/2,8,,21085.829,,0.012,1.14,  77             :    16  3d.4s.(3D).4p 2F*  ,
3d.4s.(1D).4p,2P*,1/2,2,,24656.712,,0.017,,  74             :    17  4s2.4p        2P*  ,
3d.4s.(1D).4p,2P*,3/2,4,,24656.866,,0.013,,  68             :    17  4s2.4p        2P*  ,
3d.4s.(3D).4p,2D*,3/2,4,,24866.172,,0.011,0.804,  38             :    30  3d2.(3F).4p   2D*  ,
3d.4s.(3D).4p,2D*,5/2,6,,25014.190,,0.012,1.201,  40             :    32  3d2.(3F).4p   2D*  ,
3d.4s.(3D).4p,2F*,5/2,6,,25584.627,,0.012,0.857,  64             :    21  3d2.(3F).4p   2F*  ,
3d.4s.(3D).4p,2F*,7/2,8,,25724.658,,0.010,1.138,  62             :    22  3d2.(3F).4p   2F*  ,
3d2.(1S).4s,2S,1/2,2,,26936.971,,0.007,, 100                                         ,
3d2.(3F).4p,4G*,5/2,6,,29022.864,,0.005,0.584, 100                                         ,
3d2.(3F).4p,4G*,7/2,8,,29096.178,,0.006,0.981, 100                                         ,
3d2.(3F).4p,4G*,9/2,10,,29189.842,,0.006,1.16, 100                                         ,
3d2.(3F).4p,4G*,11/2,12,,29303.485,,0.019,, 100                                         ,
3d.4s.(3D).4p,2P*,1/2,2,,30573.163,,0.014,0.680,  44             :    31  4s2.4p        2P*  ,
3d.4s.(3D).4p,2P*,3/2,4,,30706.696,,0.017,1.332,  43             :    32  4s2.4p        2P*  ,
3d2.(3F).4p,4F*,3/2,4,,31172.621,,0.028,0.400,  99                                         ,
3d2.(3F).4p,4F*,5/2,6,,31215.780,,0.017,1.027,  99                                         ,
3d2.(3F).4p,4F*,7/2,8,,31275.400,,0.016,1.240,  98                                         ,
3d2.(3F).4p,4F*,9/2,10,,31350.789,,0.018,1.33,  98                                         ,
3d2.(3F).4p,4D*,1/2,2,,32637.409,,0.020,0.03,  96                                         ,
3d2.(3F).4p,4D*,3/2,4,,32659.285,,0.016,,  96                                         ,
3d2.(3F).4p,4D*,5/2,6,,32696.808,,0.011,1.373,  95                                         ,
3d2.(3F).4p,4D*,7/2,8,,32751.474,,0.015,1.414,  95                                         ,
3d2.(3F).4p,2G*,7/2,8,,33055.957,,0.009,0.91,  60             :    20  3d2.(3F).4p   2F*  ,
3d2.(3F).4p,2G*,9/2,10,,33151.185,,0.007,1.06,  90             :    10  3d2.(1G).4p   2G*  ,
3d2.(3F).4p,2F*,5/2,6,,33153.779,,0.008,0.853,  62             :    13  3d.4s.(1D).4p 2F*  ,
3d2.(3F).4p,2F*,7/2,8,,33278.370,,0.016,1.146,  42             :    30  3d2.(3F).4p   2G*  ,
3d2.(3F).4p,2D*,3/2,4,,33614.869,,0.012,0.824,  40             :    30  3d2.(3P).4p   2D*  ,
3d2.(3F).4p,2D*,5/2,6,,33707.034,,0.010,1.186,  39             :    30  3d2.(3P).4p   2D*  ,
3d3,4F,3/2,4,,33763.534,,0.017,0.395, 100                                         ,
3d3,4F,5/2,6,,33798.633,,0.018,1.026, 100                                         ,
3d3,4F,7/2,8,,33846.568,,0.022,1.23, 100                                         ,
3d3,4F,9/2,10,,33906.361,,0.019,1.33, 100                                         ,
3d.4s.(3D).5s,4D,1/2,2,,34390.253,,0.012,0.00, 100                                         ,
