Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Reference
4d.5s.(1D).5p,x 2P*,1/2,2,,27824.647,,0.003,0.667,L7610
4d.5s.(1D).5p,x 2P*,3/2,4,,28139.645,,0.002,1.324,L7610
4d2.(3F).5p,z 4G*,5/2,6,,28694.040,,0.002,0.56,L7610
4d2.(3F).5p,z 4G*,7/2,8,,28988.786,,0.002,1.00,L7610
4d2.(3F).5p,z 4G*,9/2,10,,29364.111,,0.004,1.18,L7610
4d2.(3F).5p,z 4G*,11/2,12,,29820.374,,0.013,1.27,L7610
4d3,b 4F,3/2,4,,29271.979,,0.002,,L7610
4d3,b 4F,5/2,6,,29420.385,,0.002,,L7610
4d3,b 4F,7/2,8,,29613.726,,0.001,,L7610
4d3,b 4F,9/2,10,,29842.640,,0.002,,L7610
4d2.(3F).5p,y 4F*,3/2,4,,31508.441,,0.005,0.402,L7610
4d2.(3F).5p,y 4F*,5/2,6,,31680.043,,0.004,1.033,L7610
4d2.(3F).5p,y 4F*,7/2,8,,31909.164,,0.005,1.242,L7610
4d2.(3F).5p,y 4F*,9/2,10,,32188.075,,0.004,1.337,L7610
5s2.6s,e 2S,1/2,2,,31671.539,,0.003,2.03,L7610
4d3,b 4P,1/2,2,,31977.584,,0.002,,L7610
4d3,b 4P,3/2,4,,32091.016,,0.003,,L7610
4d3,b 4P,5/2,6,,32366.409,,0.003,,L7610
4d3 <1>,2D,3/2,4,,32431.765,,0.003,,L7610
4d3 <1>,2D,5/2,6,,32821.391,,0.002,,L7610
4d.5s.(3D).6s,e 4D,1/2,2,,33148.432,,0.002,0.01,L7610
4d.5s.(3D).6s,e 4D,3/2,4,,33238.011,,0.001,1.28,L7610
4d.5s.(3D).6s,e 4D,5/2,6,,33411.566,,0.001,1.35,L7610
4d.5s.(3D).6s,e 4D,7/2,8,,33752.743,,0.001,1.42,L7610
4d2.(3F).5p,y 4D*,1/2,2,,33215.444,,0.004,-0.04,L7610
4d2.(3F).5p,y 4D*,3/2,4,,33265.298,,0.001,1.20,L7610
4d2.(3F).5p,y 4D*,5/2,6,,33357.608,,0.001,1.38,L7610
4d2.(3F).5p,y 4D*,7/2,8,,33614.445,,0.002,1.40,L7610
4d2.(3F).5p,z 2G*,7/2,8,,33432.092,,0.001,0.91,L7610
4d2.(3F).5p,z 2G*,9/2,10,,33788.956,,0.002,1.15,L7610
4d2.(3F).5p,x 2F*,5/2,6,,33608.312,,0.001,0.985,L7610
4d2.(3F).5p,x 2F*,7/2,8,,34029.802,,0.002,1.17,L7610
4d3,2P,1/2,2,,33613.250,,0.002,0.93,L7610
4d3,2P,3/2,4,,33842.417,,0.001,1.36,L7610
4d2.(3F).5p,x 2D*,3/2,4,,33906.761,,0.001,0.826,L7610
4d2.(3F).5p,x 2D*,5/2,6,,34247.727,,0.001,1.186,L7610
5p2.(3P).5s,e 4P,1/2,2,,33911.692,,0.002,2.58,L7610
5p2.(3P).5s,e 4P,3/2,4,,34155.912,,0.001,1.47,L7610
5p2.(3P).5s,e 4P,5/2,6,,34521.221,,0.001,1.46,L7610
5s2.(2D).5d,e 2D,3/2,4,,34231.544,,0.001,0.94?,L7610
5s2.(2D).5d,e 2D,5/2,6,,34257.447,,0.001,1.34,L7610
4d2.(3P).5p,z 2S*,1/2,2,,34438.228,,0.002,1.70,L7610
4d2.(3P).5p,x 4D*,1/2,2,,35681.338,,0.005,,L7610
4d2.(3P).5p,x 4D*,3/2,4,,35816.407,,0.003,,L7610
4d2.(3P).5p,x 4D*,5/2,6,,36060.842,,0.003,1.34,L7610
4d2.(3P).5p,x 4D*,7/2,8,,36361.145,,0.003,1.38,L7610
4d2.(3P).5p,z 4S*,3/2,4,,36135.567,,0.002,1.94?,L7610
4d.5s.(3D).6s,f 2D,3/2,4,,36420.611,,0.002,0.90,L7610
4d.5s.(3D).6s,f 2D,5/2,6,,36431.165,,0.001,1.21,L7610
4d2.(1D).5p,w 2D*,3/2,4,,36452.295,,0.002,0.86,L7610
4d2.(1D).5p,w 2D*,5/2,6,,36750.621,,0.002,,L7610
,,5/2,6,,36618.50,,,1.32,L3465
4d.5s.(1D).6s,f 2D,3/2,4,,36860.385,,0.004,,L7610
4d.5s.(1D).6s,f 2D,5/2,6,,37074.190,,0.002,,L7610
4d2.(3P).5p,y 4P*,1/2,2,,37039.285,,0.013,2.28,L7610
4d2.(3P).5p,y 4P*,3/2,4,,37148.377,,0.003,1.58,L7610
4d2.(3P).5p,y 4P*,5/2,6,,37475.922,,0.004,1.45,L7610
5s2.(1S).6p,2P*,1/2,2,,37105.723,,0.005,,L7610
5s2.(1S).6p,2P*,3/2,4,,37283.886,,0.002,,L7610
4d2.(1D).5p,w 2P*,3/2,4,,37243.782,,0.003,1.32,L7610
4d2.(1D).5p,w 2F*,5/2,6,,37279.183,,0.008,,L7610
4d2.(1D).5p,w 2F*,7/2,8,,37619.829,,0.002,1.14,L7610
,,5/2,6,,37412.90,,,0.86,L3465
4d3 <2>,2D,5/2,6,,37524.441,,0.008,,L7610
4d3 <2>,2D,3/2,4,,37549.522,,0.005,,L7610
4d2.(1G).5p,z 2H*,9/2,10,,37588.148,,0.004,0.91,L7610
4d2.(1G).5p,z 2H*,11/2,12,,37967.332,,0.004,1.11,L7610
4d3,2F,5/2,6,,38156.627,,0.003,,L7610
4d3,2F,7/2,8,,38411.771,,0.002,,L7610
4d.5s.(3D).5d,f 4D,1/2,2,,38469.954,,0.007,,L7610
4d.5s.(3D).5d,f 4D,3/2,4,,38543.685,,0.002,1.22,L7610
4d.5s.(3D).5d,f 4D,5/2,6,,38675.424,,0.002,1.08,L7610
4d.5s.(3D).5d,f 4D,7/2,8,,38865.618,,0.001,1.34,L7610
4d.5s.(3D).6p,4D*,1/2,2,,38473.277,,0.004,,L7610
4d.5s.(3D).6p,4D*,3/2,4,,38627.009,,0.003,,L7610
4d.5s.(3D).6p,4D*,5/2,6,,38798.054,,0.003,,L7610
4d.5s.(3D).6p,4D*,7/2,8,,39167.224,,0.005,,L7610
4d2.(1G).5p,y 2G*,7/2,8,,38479.017,,0.002,0.89,L7610
4d2.(1G).5p,y 2G*,9/2,10,,38597.024,,0.003,1.11,L7610
4d.5s.(3D).5d,e 4G,5/2,6,,38635.481,,0.003,0.73,L7610
4d.5s.(3D).5d,e 4G,7/2,8,,38761.956,,0.003,1.04,L7610
4d.5s.(3D).5d,e 4G,9/2,10,,38949.421,,0.004,1.16,L7610
4d.5s.(3D).5d,e 4G,11/2,12,,39222.861,,0.027,1.30,L7610
4d.5s.(3D).6p,4F*,5/2,6,,38699.599,,0.004,,L7610
4d.5s.(3D).6p,4F*,7/2,8,,38795.241,,0.004,,L7610
4d.5s.(3D).6p,4F*,9/2,10,,39206.717,,0.003,,L7610
4d.5s.(3D).6p,2F*,5/2,6,,38888.592,,0.003,,L7610
4d.5s.(3D).6p,2F*,7/2,8,,39056.581,,0.003,,L7610
4d.5s.(3D).5d,4S,3/2,4,,39001.465,,0.004,,L7610
4d.5s.(3D).5d,2P,1/2,2,,39087.277,,0.003,,L7610
4d.5s.(3D).5d,2P,3/2,4,,39209.422,,0.002,,L7610
4d.5s.(3D).6p,2D*,3/2,4,,39241.468,,0.005,,L7610
4d.5s.(3D).6p,2D*,5/2,6,,39288.253,,0.002,,L7610
4d.5s.(3D).6p,4P*,1/2,2,,39271.423,,0.003,,L7610
4d.5s.(3D).6p,4P*,3/2,4,,39418.175,,0.003,,L7610
4d.5s.(3D).6p,4P*,5/2,6,,39727.351,,0.003,,L7610
,1.1,3/2,4,,39313.287,,0.001,,L7610
4d.5s.(3D).5d,2F,5/2,6,,39441.591,,0.002,,L7610
4d.5s.(3D).5d,2F,7/2,8,,39963.658,,0.003,,L7610
4d.5s.(3D).5d,e 4F,3/2,4,,39446.322,,0.004,0.57,L7610
4d.5s.(3D).5d,e 4F,5/2,6,,39565.085,,0.004,1.12,L7610
4d.5s.(3D).5d,e 4F,7/2,8,,39757.942,,0.004,1.20,L7610
4d.5s.(3D).5d,e 4F,9/2,10,,39900.541,,0.003,,L7610
,1.2,3/2,4,,39553.048,,0.020,,L7610
,1.3,3/2,4,,39686.040,,0.003,,L7610
4d.5s.(3D).5d,f 4P,1/2,2,,40287.757,,0.005,,L7610
4d.5s.(3D).5d,f 4P,3/2,4,,40455.071,,0.004,,L7610
4d.5s.(3D).5d,f 4P,5/2,6,,40517.030,,0.004,1.52,L7610
4d2.(3P).5p,v 2D*,3/2,4,,40636.545,,0.003,,L7610
4d2.(3P).5p,v 2D*,5/2,6,,40672.369,,0.002,1.25,L7610
4d.5s.(3D).5d,2D,3/2,4,,41422.889,,0.002,,L7610
4d.5s.(3D).5d,2D,5/2,6,,41503.538,,0.003,,L7610
4d.5s.(1D).5d,2D,3/2,4,,41660.521,,0.003,,L7610
4d.5s.(1D).5d,2D,5/2,6,,41669.657,,0.002,,L7610
,1.4,3/2,4,,41853.349,,0.003,,L7610
5p2.(1D).5s,2D,3/2,4,,42048.969,,0.002,,L7610
5p2.(1D).5s,2D,5/2,6,,42098.717,,0.002,,L7610
4d2.(3F).6s,4F,3/2,4,,42106.775,,0.005,,L7610
4d2.(3F).6s,4F,5/2,6,,42253.630,,0.007,,L7610
4d2.(3F).6s,4F,7/2,8,,42487.974,,0.007,,L7610
4d2.(3F).6s,4F,9/2,10,,42807.326,,0.008,,L7610
,1.5*,,,,42113.271,,0.004,,L7610
4d.5s.(1D).5d,2P,1/2,2,,42655.628,,0.003,,L7610
4d.5s.(1D).5d,2P,3/2,4,,42685.870,,0.002,,L7610
4d2.(1G).5p,v 2F*,5/2,6,,42857.855,,0.009,,L7610
4d2.(1G).5p,v 2F*,7/2,8,,42995.085,,0.002,,L7610
,,5/2,6,,43070.0,,,,L3465
5p2.(3P).4d,4F,3/2,4,,43095.780,,0.006,,L7610
5p2.(3P).4d,4F,5/2,6,,43337.601,,0.003,,L7610
5p2.(3P).4d,4F,7/2,8,,43704.511,,0.003,1.26,L7610
5p2.(3P).4d,4F,9/2,10,,44190.205,,0.005,1.33,L7610
5s2.7s,g 2S,1/2,2,,43643.601,,0.003,,L7610
4d.5s.(1D).5d,2F,5/2,6,,43879.744,,0.012,,L7610
4d.5s.(1D).5d,2F,7/2,8,,44186.256,,0.003,,L7610
,g 4F,5/2,6,,44052.8,?,,,L3465
,g 4F,7/2,8,,44366.1,,,,L3465
,g 4F,9/2,10,,44759.6,,,,L3465
4d.5s.(3D).7s,g 4D,5/2,6,,44654.8,,,,L3465
4d.5s.(3D).7s,g 4D,7/2,8,,44922,,,,L3465
5p2.(3P).4d,h 4D,1/2,2,,44660.036,,0.005,,L7610
5p2.(3P).4d,h 4D,3/2,4,,44748.195,,0.002,,L7610
5p2.(3P).4d,h 4D,5/2,6,,45008.460,,0.003,,L7610
5p2.(3P).4d,h 4D,7/2,8,,45203.695,,0.002,,L7610
,h 4F,3/2,4,,44742.7,?,,0.73,L3465
,h 4F,5/2,6,,45069.3,,,,L3465
,h 4F,7/2,8,,45388.5,,,,L3465
,h 4F,9/2,10,,45796.5,,,1.37,L3465
,2,"1/2,3/2",6,,44984.1,,,,L3465
,3,7/2,8,,45663.408,,0.002,,L7610
5p2.(3P).4d?,f 2P,1/2,2,,45947.505,,0.004,,L7610
5p2.(3P).4d?,f 2P,3/2,4,,45994.176,,0.004,,L7610
Y II (5s2 1S<0>),Limit,---,,,50145.6,,0.8,,"L8844,L2111,L9735"
4d2.(3P).6s,g 4P,5/2,6,,50254.0,,,,L3465
