Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Reference
4d7.(a 4F).5s,a 5F,5,11,,0.00,,,1.397,L3466
4d7.(a 4F).5s,a 5F,4,9,,1190.64,,,1.349,
4d7.(a 4F).5s,a 5F,3,7,,2091.54,,,1.249,
4d7.(a 4F).5s,a 5F,2,5,,2713.24,,,1.000,
4d7.(a 4F).5s,a 5F,1,3,,3105.49,,,0.000,
4d7.(a 4F).5s,a 3F,4,9,,6545.03,,,1.284,
4d7.(a 4F).5s,a 3F,3,7,,8084.12,,,1.196,
4d7.(a 4F).5s,a 3F,2,5,,9183.66,,,1.089,
4d6.5s2,a 5D,4,9,,7483.07,,,1.447,
4d6.5s2,a 5D,3,7,,8575.42,,,1.420,
4d6.5s2,a 5D,2,5,,9057.64,,,1.232,
4d6.5s2,a 5D,1,3,,9072.98,,,1.795,
4d6.5s2,a 5D,0,1,,9492.37,,,0,
4d7.(a 4P).5s,a 5P,2,5,,8043.69,,,1.536,
4d7.(a 4P).5s,a 5P,3,7,,8770.93,,,1.624,
4d7.(a 4P).5s,a 5P,1,3,,9620.29,,,1.985,
4d8,b 3F,4,9,,9120.63,,,1.255,
4d8,b 3F,3,7,,10654.62,,,1.086,
4d8,b 3F,2,5,,11447.31,,,0.764,
4d7.(a 2P).5s,a 3P,2,5,,10623.53,,,1.534,
4d7.(a 2P).5s,a 3P,0,1,,11752.62,,,0,
4d7.(a 2P).5s,a 3P,1,3,,11786.05,,,1.684,
4d7.(a 2G).5s,a 3G,5,11,,12207.05,,,1.190,
4d7.(a 2G).5s,a 3G,4,9,,12816.69,,,1.033,
4d7.(a 2G).5s,a 3G,3,7,,13699.07,,,0.757,
4d7.(a 4P).5s,b 3P,2,5,,13645.75,,,1.315,
4d7.(a 4P).5s,b 3P,1,3,,13981.67,,,1.441,
4d7.(a 4P).5s,b 3P,0,1,,14827.50,,,0,
4d7.(a 2G).5s,a 1G,4,9,,14700.32,,,0.992,
4d7.(a 2D).5s,a 3D,2,5,,15054.07,,,1.162,
4d7.(a 2D).5s,a 3D,3,7,,16190.61,,,1.333,
4d7.(a 2D).5s,a 3D,1,3,,16712.58,,,0.676,
4d7.(a 2H).5s,a 3H,6,13,,15550.16,,,1.164,
4d7.(a 2H).5s,a 3H,5,11,,16240.13,,,1.041,
4d7.(a 2H).5s,a 3H,4,9,,17096.87,,,0.834,
4d7.(a 2D).5s,a 1D,2,5,,17045.97,,,1.175,
4d7.(a 2H).5s,a 1H,5,11,,20055.71,,,1.007,
4d7.(a 2P).5s,a 1P,1,3,,20242.01,,,0.927,
4d8,c 3P,2,5,,20933.75,,,1.343,
4d8,c 3P,1,3,,22292.64,,,1.35,
4d8,c 3P,0,1,,24173.68,?,,,
4d6.5s2,c 3F,4,9,,21643.09,,,1.08,
4d6.5s2,c 3F,2,5,,22343.14,,,0.697,
4d6.5s2,c 3F,3,7,,22419.46,,,1.070,
4d6.5s2,b 3H,6,13,,22162.06,,,1.063,
4d6.5s2,b 3H,5,11,,22518.88,,,0.99,
4d6.5s2,b 3H,4,9,,23004.77,,,0.91?,
4d8,b 1G,4,9,,23392.60,,,0.950,
4d8,b 1D,2,5,,23453.47,,,1.162,
4d6.5s2,d 3P?,0,1,,,,,,
4d6.5s2,d 3P?,2,5,,24927.48,,,,
4d6.5s2,d 3P?,1,3,,27560.59,,,,
4d6.5s.(a 6D).5p,z 7D*,5,11,,25214.16,,,1.592,
4d6.5s.(a 6D).5p,z 7D*,4,9,,25464.49,,,1.625,
4d6.5s.(a 6D).5p,z 7D*,3,7,,26035.56,,,1.737,
4d6.5s.(a 6D).5p,z 7D*,2,5,,26472.74,,,1.992,
4d6.5s.(a 6D).5p,z 7D*,1,3,,26780.46,,,,
4d6.5s2,b 3G,5,11,,25602.60,,,,
4d6.5s2,b 3G,4,9,,25642.69,,,,
4d6.5s2,b 3G,3,7,,26075.70,,,,
4d7.(a 4F).5p,z 5D*,4,9,,26312.83,,,1.486,
4d7.(a 4F).5p,z 5D*,3,7,,27506.59,,,1.425,
4d7.(a 4F).5p,z 5D*,2,5,,28465.69,,,1.324,
4d7.(a 4F).5p,z 5D*,1,3,,29118.49,,,0.953,
4d7.(a 4F).5p,z 5D*,0,1,,29569.90,,,0,
4d7.(a 4F).5p,z 5F*,5,11,,26816.23,,,1.394,
4d7.(a 4F).5p,z 5F*,4,9,,28014.79,,,1.364,
4d7.(a 4F).5p,z 5F*,3,7,,28890.47,,,1.293,
4d7.(a 4F).5p,z 5F*,2,5,,29427.32,,,1.164,
4d7.(a 4F).5p,z 5F*,1,3,,29693.57,,,0.567,
4d7.(a 2F).5s?,d 3F,2,5,,,,,,
4d7.(a 2F).5s?,d 3F,4,9,,27289.24,,,,
4d7.(a 2F).5s?,d 3F,3,7,,27516.57,,,,
4d7.(a 4F).5p,z 3G*,5,11,,28495.10,,,1.230,
4d7.(a 4F).5p,z 3G*,4,9,,29890.91,,,,
4d7.(a 4F).5p,z 3G*,3,7,,31852.90,,,0.868,
4d7.(a 4F).5p,z 5G*,6,13,,28571.89,,,1.379,
4d7.(a 4F).5p,z 5G*,5,11,,30279.68,,,1.263,
4d7.(a 4F).5p,z 5G*,3,7,,30537.06,,,0.944,
4d7.(a 4F).5p,z 5G*,2,5,,30958.80,,,0.375,
4d7.(a 4F).5p,z 5G*,4,9,,31345.79,,,1.111,
