Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
4d10,1S,0,1,,0.000,,,0, 100                    ,L9430
4d9.(2D<5/2>).5s,2[5/2],3,7,,6564.148,,,1.333, 100                    ,
4d9.(2D<5/2>).5s,2[5/2],2,5,,7755.025,,,1.128,  86                    ,
4d9.(2D<3/2>).5s,2[3/2],1,3,,10093.992,,,0.497, 100                    ,
4d9.(2D<3/2>).5s,2[3/2],2,5,,11721.809,,,1.040,  86                    ,
4d8.5s2,3F,4,9,,25101.235,,,,  99                    ,
4d8.5s2,3F,3,7,,28213.767,,,, 100                    ,
4d8.5s2,3F,2,5,,29711.109,,,,  90                    ,
4d9.(2D<5/2>).5p,2[3/2]*,2,5,,34068.977,,,1.482,  93                    ,
4d9.(2D<5/2>).5p,2[3/2]*,1,3,,36180.677,,,1.396,  65                    ,
4d8.5s2,3P,2,5,,35041.751,,,,  71                    ,
4d8.5s2,3P,1,3,,37884.721,,,, 100                    ,
4d9.(2D<5/2>).5p,2[7/2]*,3,7,,35451.443,,,1.063,  90                    ,
4d9.(2D<5/2>).5p,2[7/2]*,4,9,,35927.948,,,1.25,  98                    ,
4d9.(2D<5/2>).5p,2[5/2]*,2,5,,36975.973,,,0.988,  89                    ,
4d9.(2D<5/2>).5p,2[5/2]*,3,7,,37393.762,,,1.276,  88                    ,
4d9.(2D<3/2>).5p,2[1/2]*,0,1,,38088.192,,,0,  97                    ,
4d9.(2D<3/2>).5p,2[1/2]*,1,3,,40838.874,,,0.768,  44                    ,
4d9.(2D<3/2>).5p,2[5/2]*,2,5,,38811.896,,,0.752,  89                    ,
4d9.(2D<3/2>).5p,2[5/2]*,3,7,,39858.361,,,1.081,  96                    ,
4d8.5s2,1D,2,5,,39524.067,,,,  67                    ,
4d9.(2D<3/2>).5p,2[3/2]*,1,3,,40368.796,,,0.831,  63                    ,
4d9.(2D<3/2>).5p,2[3/2]*,2,5,,40771.510,,,1.114,  91                    ,
4d8.5s2,1G,4,9,,42232.192,,,,  99                    ,
4d9.(2D<5/2>).6s,2[5/2],3,7,,48804.413,,,, 100                    ,
4d9.(2D<5/2>).6s,2[5/2],2,5,,49019.733,,,, 100                    ,
4d8.5s.(4F).5p,5D*,4,9,,48914.490,,,,  88                    ,
4d8.5s.(4F).5p,5D*,3,7,,50910.594,,,1.47?,  81                    ,
4d8.5s.(4F).5p,5D*,2,5,,52678.869,,,,  81                    ,
4d8.5s.(4F).5p,5D*,1,3,,53924.062,,,,  85                    ,
4d9.(2D<3/2>).6s,2[3/2],1,3,,52336.492,,,, 100                    ,
4d9.(2D<3/2>).6s,2[3/2],2,5,,52487.920,,,, 100                    ,
4d8.5s.(4F).5p,5G*,4,9,,52457.548,,,,  57                    ,
4d8.5s.(4F).5p,5G*,5,11,,53058.602,,,,  58                    ,
4d8.5s.(4F).5p,5G*,3,7,,53761.695,,,,  64                    ,
4d8.5s.(4F).5p,5G*,2,5,,54795.138,,,,  79                    ,
4d9.(2D<5/2>).6p,2[3/2]*,2,5,,54174.894,,,,  92                    ,
4d9.(2D<5/2>).6p,2[3/2]*,1,3,,54825.729,,,,  97                    ,
4d8.5s.(4F).5p,5F*,4,9,,54335.618,,,,  40                    ,
4d8.5s.(4F).5p,5F*,3,7,,55633.529,,,0.92?,  53                    ,
4d8.5s.(4F).5p,5F*,2,5,,56335.348,,,,  72                    ,
4d8.5s.(4F).5p,5F*,1,3,,56568.869,,,,  84                    ,
4d9.(2D<5/2>).6p,2[7/2]*,3,7,,54409.622,,,,  79                    ,
4d9.(2D<5/2>).6p,2[7/2]*,4,9,,54599.752,,,,  76                    ,
4d9.(2D<5/2>).5d,2[1/2],1,3,,54574.282,,,, 100                    ,
4d9.(2D<5/2>).5d,2[1/2],0,1,,55373.165,,,,  98                    ,
4d9.(2D<5/2>).6p,2[5/2]*,3,7,,54672.736,,,,  78                    ,
4d9.(2D<5/2>).6p,2[5/2]*,2,5,,54673.284,,,,  84                    ,
4d9.(2D<5/2>).5d,2[9/2],5,11,,54806.202,,,, 100                    ,
4d9.(2D<5/2>).5d,2[9/2],4,9,,54811.482,,,, 100                    ,
4d9.(2D<5/2>).5d,2[3/2],2,5,,54820.803,,,,  94                    ,
4d9.(2D<5/2>).5d,2[3/2],1,3,,54823.051,,,, 100                    ,
4d9.(2D<5/2>).5d,2[5/2],3,7,,54947.870,,,,  99                    ,
4d9.(2D<5/2>).5d,2[5/2],2,5,,54998.664,,,,  94                    ,
4d9.(2D<5/2>).5d,2[7/2],3,7,,55012.365,,,,  99                    ,
4d9.(2D<5/2>).5d,2[7/2],4,9,,55025.335,,,, 100                    ,
4d8.5s.(2F).5p,3G*,4,9,,56544.528,,,1.06,  26                    ,
4d8.5s.(2F).5p,3G*,3,7,,58389.251,,,,  23                    ,
4d8.5s.(2F).5p,3D*,3,7,,57254.979,,,,  30                    ,
4d8.5s.(2F).5p,3D*,2,5,,57564.980,,,,  22                    ,
4d8.5s.(2F).5p,3D*,1,3,,59587.835,,,,  29                    ,
4d9.(2D<3/2>).6p,2[5/2]*,2,5,,57925.875,,,,  59                    ,
4d9.(2D<3/2>).6p,2[5/2]*,3,7,,58108.550,,,,  77                    ,
4d9.(2D<3/2>).6p,2[3/2]*,1,3,,58017.244,,,,  69                    ,
4d9.(2D<3/2>).6p,2[3/2]*,2,5,,58415.541,,,0.91?,  63                    ,
4d9.(2D<5/2>).7s,2[5/2],3,7,,58064.467,,,, 100                    ,
4d9.(2D<5/2>).7s,2[5/2],2,5,,58138.648,,,, 100                    ,
4d9.(2D<3/2>).6p,2[1/2]*,1,3,,58102.935,,,,  82                    ,
4d9.(2D<3/2>).5d,2[1/2],1,3,,58195.423,,,, 100                    ,
4d9.(2D<3/2>).5d,2[1/2],0,1,,58681.500,,,,  98                    ,
4d8.5s.(2F).5p,3F*,4,9,,58316.645,,,1.25,  43                    ,
4d8.5s.(2F).5p,3F*,3,7,,59142.359,,,1.04?,  15                    ,
4d8.5s.(2F).5p,3F*,2,5,,60653.323,,,,  29                    ,
4d9.(2D<3/2>).5d,2[7/2],3,7,,58349.125,,,, 100                    ,
4d9.(2D<3/2>).5d,2[7/2],4,9,,58388.133,,,, 100                    ,
4d9.(2D<3/2>).5d,2[3/2],1,3,,58408.296,,,, 100                    ,
4d9.(2D<3/2>).5d,2[3/2],2,5,,58555.957,,,,  98                    ,
4d9.(2D<3/2>).5d,2[5/2],2,5,,58448.705,,,,  98                    ,
4d9.(2D<3/2>).5d,2[5/2],3,7,,58561.866,,,, 100                    ,
4d8.5s.(4P).5p,5P*,2,5,,59731.206,,,,  60                    ,
4d8.5s.(4P).5p,5P*,3,7,,59864.640,,,,  72                    ,
4d8.5s.(4P).5p,5P*,1,3,,60729.678,,,,  71                    ,
4d9.(2D<5/2>).7p,2[3/2]*,2,5,,60069.969,,,,  80                    ,
4d9.(2D<5/2>).7p,2[7/2]*,4,9,,60220.151,,,,  96                    ,
4d9.(2D<5/2>).7p,2[5/2]*,2,5,,60224.777,,,,  80                    ,
4d9.(2D<5/2>).7p,2[5/2]*,3,7,,60310.870,,,,  82                    ,
4d9.(2D<5/2>).6d,2[1/2],1,3,,60225.748,,,, 100                    ,
4d9.(2D<5/2>).6d,2[1/2],0,1,,60664.541,,,,  99                    ,
4d9.(2D<5/2>).4f,2[1/2]*,1,3,,60290.542,,,, 100                    ,
4d9.(2D<5/2>).4f,2[1/2]*,0,1,,60292.164,,,, 100                    ,
4d9.(2D<5/2>).4f,2[3/2]*,2,5,,60311.595,,,, 100                    ,
4d9.(2D<5/2>).4f,2[3/2]*,1,3,,60313.251,,,, 100                    ,
4d9.(2D<5/2>).6d,2[9/2],5,11,,60316.671,,,, 100                    ,
4d9.(2D<5/2>).6d,2[9/2],4,9,,60318.456,,,,  99                    ,
4d9.(2D<5/2>).4f,2[11/2]*,5,11,,60317.068,,,, 100                    ,
4d9.(2D<5/2>).4f,2[11/2]*,6,13,,60317.125,,,, 100                    ,
4d9.(2D<5/2>).6d,2[3/2],2,5,,60321.525,,,,  93                    ,
4d9.(2D<5/2>).6d,2[3/2],1,3,,60323.504,,,, 100                    ,
4d9.(2D<5/2>).4f,2[5/2]*,2,5,,60334.230,,,, 100                    ,
4d9.(2D<5/2>).4f,2[5/2]*,3,7,,60338.527,,,, 100                    ,
4d9.(2D<5/2>).4f,2[9/2]*,4,9,,60347.535,,,, 100                    ,
4d9.(2D<5/2>).4f,2[9/2]*,5,11,,60350.341,,,, 100                    ,
4d9.(2D<5/2>).4f,2[7/2]*,4,9,,60351.869,,,, 100                    ,
4d9.(2D<5/2>).4f,2[7/2]*,3,7,,60353.135,,,, 100                    ,
4d9.(2D<5/2>).6d,2[5/2],3,7,,60370.345,,,,  98                    ,
4d9.(2D<5/2>).6d,2[5/2],2,5,,60396.370,,,,  93                    ,
4d9.(2D<5/2>).6d,2[7/2],3,7,,60397.759,,,,  98                    ,
4d9.(2D<5/2>).6d,2[7/2],4,9,,60403.631,,,,  99                    ,
4d8.5s.(2F).5p,1G*,4,9,,60722.918,,,1.20?,  51                    ,
4d9.(2D<3/2>).7s,2[3/2],1,3,,61603.206,,,, 100                    ,
4d9.(2D<3/2>).7s,2[3/2],2,5,,61638.915,,,, 100                    ,
4d9.(2D<5/2>).8s,2[5/2],3,7,,61736.984,,,, 100                    ,
4d9.(2D<5/2>).8s,2[5/2],2,5,,61782.988,,,, 100                    ,
4d8.5s.(2F).5p,1F*,3,7,,62316.411,,,1.08,  52                    ,
4d8.5s.(2F).5p,1D*,2,5,,62526.384,,,,  60                    ,
4d9.(2D<5/2>).7d,2[1/2],1,3,,62776.166,,,, 100                    ,
4d9.(2D<5/2>).7d,2[9/2],5,11,,62825.504,,,, 100                    ,
4d9.(2D<5/2>).7d,2[9/2],4,9,,62826.125,,,,  99                    ,
4d9.(2D<5/2>).7d,2[3/2],2,5,,62827.202,,,,  92                    ,
4d9.(2D<5/2>).7d,2[3/2],1,3,,62829.023,,,, 100                    ,
4d9.(2D<5/2>).7d,2[5/2],3,7,,62851.264,,,,  97                    ,
4d9.(2D<5/2>).7d,2[5/2],2,5,,62865.190,,,,  92                    ,
4d9.(2D<5/2>).7d,2[7/2],3,7,,62864.970,,,,  97                    ,
4d9.(2D<5/2>).7d,2[7/2],4,9,,62868.268,,,,  99                    ,
4d8.5s.(4P).5p,5D*,4,9,,63293.712,,,,  67                    ,
4d8.5s.(4P).5p,5D*,3,7,,63476.746,,,,  41                    ,
4d9.(2D<5/2>).9s,2[5/2],3,7,,63571.192,,,, 100                    ,
4d9.(2D<3/2>).6d,2[1/2],1,3,,63792.447,,,, 100                    ,
4d9.(2D<3/2>).7p,2[5/2]*,3,7,,63838.569,,,,  91                    ,
4d9.(2D<3/2>).4f,2[3/2]*,2,5,,63844.684,,,, 100                    ,
4d9.(2D<3/2>).4f,2[3/2]*,1,3,,63848.267,,,, 100                    ,
4d9.(2D<3/2>).6d,2[7/2],3,7,,63854.446,,,, 100                    ,
4d9.(2D<3/2>).6d,2[7/2],4,9,,63873.332,,,, 100                    ,
4d9.(2D<3/2>).4f,2[9/2]*,5,11,,63860.646,,,, 100                    ,
4d9.(2D<3/2>).4f,2[9/2]*,4,9,,63861.122,,,, 100                    ,
4d9.(2D<3/2>).6d,2[3/2],1,3,,63877.709,,,, 100                    ,
4d9.(2D<3/2>).6d,2[3/2],2,5,,63896.157,,,,  98                    ,
4d9.(2D<3/2>).4f,2[5/2]*,3,7,,63878.966,,,, 100                    ,
4d9.(2D<3/2>).4f,2[5/2]*,2,5,,63882.822,,,, 100                    ,
4d9.(2D<3/2>).4f,2[7/2]*,4,9,,63894.123,,,, 100                    ,
4d9.(2D<3/2>).4f,2[7/2]*,3,7,,63894.996,,,, 100                    ,
4d9.(2D<3/2>).6d,2[5/2],2,5,,63937.126,,,,  98                    ,
4d9.(2D<3/2>).6d,2[5/2],3,7,,63940.035,,,, 100                    ,
Pd II (4d9 2D<5/2>),Limit,---,,,67241.14,,0.08,,                        ,L20363
