Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
4f.(2F*) .5d2.(3F).6s (4F),*,1,3,,9369.628,,,1.065,  21  3P*             :    17                             (2F*)(3F)(2F) 3D*  ,
4f.(2F*) .5d2.(3P).6s (4P),3D*,2,5,,9425.529,,,1.207,  46                  :     8                             (2F*)(3F)(4F) 5S*  ,
4f.(2F*) .5d2.(3F).6s (2F),3F*,2,5,,9709.012,,,0.799,  51                  :    13                             (2F*)(3P)(2P) 3F*  ,
4f.(2F*) .5d2.(3F).6s (2F)?,3G*,3,7,,9787.220,,,0.868,  42                  :    26                             (2F*)(3P)(2P) 3G*  ,
4f.(2F*) .5d2.(1G).6s (2G),*,6,13,,9830.608,,,1.081,  31  1I*             :    12                             (2F*)(3F)(2F) 1I*  ,
4f.(2F*) .5d2.(3P).6s (4P),*,1,3,,9903.122,,,0.813,  38  3D*             :    14                             (2F*)(3P)(4P) 5F*  ,
4f.(2F*) .5d2.(3F).6s (4F),5S*,2,5,,9947.822,,,1.63,  52                  :    18                             (2F*)(3F)(4F) 3P*  ,
4f.(2F*) .5d2.(1D).6s (2D)?,*,3,7,,9996.647,,,,  24  3G*             :    16                             (2F*)(3P)(2P) 3G*  ,
4f.(2F*) .5d2.(1D).6s (2D),*,4,9,,10243.780,,,,  18  1G*             :    13                             (2F*)(3P)(2P) 1G*  ,
4f.(2F*) .5d2.(3P).6s (4P),5D*,0,1,,10249.014,,,,  62                  :    23                             (2F*)(3F)(4F) 5D*  ,
4f.(2F*) .5d2.(3F).6s (2F),*,3,7,,10318.438,,,,  20  3F*             :    18                             (2F*)(3F)(4F) 3D*  ,
4f.(2F*) .5d2.(3P).6s (4P),*,1,3,,10409.273,,,,  39  5D*             :    24                             (2F*)(3P)(4P) 5F*  ,
,*,4,9,,10586.772,,,,                                                                             ,
,*,3,7,,10604.889,,,,                                                                             ,
,*,2,5,,10612.867,,,,                                                                             ,
4f.(2F*) .5d2.(3P).6s (4P),*,6,13,,10673.847,,,1.201,  40  5G*             :    23                             (2F*)(3F)(2F) 3H*  ,
,*,4,9,,10723.512,,,,                                                                             ,
,*,3,7,,10774.605,,,,                                                                             ,
4f.(2F*) .5d2.(1G).6s (2G),*,5,11,,10879.793,,,1.10?,  27  1H*             :    20                             (2F*)(1G)(2G) 3G*  ,
,*,2,5,,10901.971,,,,                                                                             ,
,*,3,7,,11131.710,,,,                                                                             ,
,*,4,9,,11271.088,,,,                                                                             ,
,*,2,5,,11301.537,,,,                                                                             ,
,*,3,7,,11337.859,,,0.860,                                                                             ,
4f.5d.6s2,*,5,11,,11357.036,,,,  20  1H*             :    15  4f.(2F*).5d2.(1G).6s .(2G) 1H*                ,
4f2.6s2,1G,4,9,,11361.895,,,1.101,  52                  :    35                             3F                 ,
,*,1,3,,11517.044,,,,                                                                             ,
,*,4,9,,11545.398,,,1.174?,                                                                             ,
,*,1,3,,11578.951,,,,                                                                             ,
,*,1,3,,11626.193,,,,                                                                             ,
,*,2,5,,11650.367,,,,                                                                             ,
,*,4,9,,11796.367,,,,                                                                             ,
,*,4,9,,11810.672,,,,                                                                             ,
4f.(2F*) .5d2.(3F).6s (2F),3G*,5,11,,11850.252,,,,  60                  :    12                             (2F*)(3P)(2P) 3G*  ,
,*,3,7,,11874.016,,,,                                                                             ,
,*,2,5,,12022.199,,,,                                                                             ,
4f2.(3H).5d (4I).6s,5I,8,17,,,,,,  85                  :     5  4f.(2F*).5d2.(3F) (4H*).6p 5I                 ,
4f2.(3H).5d (4I).6s,5I,4,9,,12114.115,,,0.655,  59                  :    17                             (3H)(2H) 3H        ,
4f2.(3H).5d (4I).6s,5I,5,11,,13124.010,,,0.957,  50                  :    14                             (3H)(2H) 1H        ,
4f2.(3H).5d (4I).6s,5I,6,13,,13605.000,,,,  72                  :     8                             (3H)(4I) 3I        ,
4f2.(3H).5d (4I).6s,5I,7,15,,14609.088,,,,  78                  :     5                             (3H)(4I) 3I        ,
,*,1 or 2,3,,12297.629,,,,                                                                             ,
4f.(2F*) .5d2.(1G).6s (2G),*,5,11,,12297.781,,,1.12?,  39  3H*             :     9                             (2F*)(3P)(4P) 3G*  ,
,*,4,9,,12351.320,,,,                                                                             ,
,*,1,3,,12359.009,,,,                                                                             ,
4f2.(3H).5d (4K).6s,5K,8,17,,,,,,  89                  :     4  4f2.(3H).5d (4K).6s        3K                 ,
4f2.(3H).5d (4K).6s,5K,9,19,,,,,,  96                  :     4  4f.(2F*).5d2.(3F) (4I*).6p 5K                 ,
4f2.(3H).5d (4K).6s,5K,5,11,,12366.834,,,0.710,  63                  :     9                             (3H)(2H) 1H        ,
4f2.(3H).5d (4K).6s,5K,6,13,,12960.950,,,0.90,  75                  :     8                             (3H)(4K) 3K        ,
4f2.(3H).5d (4K).6s,5K,7,15,,13908.826,,,,  84                  :     7                             (3H)(4K) 3K        ,
,*,4,9,,12425.898,,,,                                                                             ,
,*,2,5,,12454.486,,,,                                                                             ,
4f2.(3H).5d (4K).6s,,5,11,,12467.827,,,0.948,  22  5K              :    20                             (3H)(2H) 3H        ,
,*,3,7,,12600.087,,,,                                                                             ,
,*,4,9,,12720.115,,,,                                                                             ,
,*,5,11,,12793.504,,,,                                                                             ,
,*,2,5,,12873.850,,,,                                                                             ,
,*,5,11,,12948.901,,,,                                                                             ,
,*,4,9,,12988.140,,,,                                                                             ,
4f2.(3H).5d (4G).6s,5G,5,11,,,,,,  46                  :    12                             (3F)(4G) 5G        ,
4f2.(3H).5d (4G).6s,5G,2,5,,12992.115,,,0.388,  38                  :    24  4f.5d.(3F*).6s.6p.(3P*)    5G                 ,
4f2.(3H).5d (4G).6s,5G,3,7,,13389.827,,,0.919,  40                  :    15  4f.5d.(3F*).6s.6p.(3P*)    5G                 ,
4f2.(3H).5d (4G).6s,5G,4,9,,14064.382,,,,  46                  :    11                             (3F)(4G) 5G        ,
4f2.(3H).5d (4G).6s,5G,6,13,,16066.940,,,1.260,  44                  :    14                             (3F)(4G) 5G        ,
,*,3,7,,13089.798,,,,                                                                             ,
,*,2,5,,13139.668,,,,                                                                             ,
4f2.(3H).5d (2H).6s,3H,4,9,,13194.849,,,0.775,  45                  :    13                             (3H)(4I) 5I        ,
4f2.(3H).5d (2H).6s,3H,6,13,,13939.793,,,1.127?,  46                  :    10                             (3F)(2H) 3H        ,
,*,1,3,,13214.677,,,,                                                                             ,
4f.(2F*) .5d2.(1G).6s (2G)?,3H*?,6,13,,13219.389,,,,  56                  :     8                             (2F*)(3F)(2F) 3H*  ,
,*,5,11,,13297.212,,,,                                                                             ,
4f.(2F*) .5d2.(1G).6s (2G),3K*,6,13,,13301.147,o,,,  74                  :    14  4f.(2F*).5d3.(2G)          3K*                ,
4f.(2F*) .5d2.(1G).6s (2G),3K*,7,15,,13572.014,,,1.021,  57                  :    26                             (2F*) (1G)(2G) 1K* ,
4f.(2F*) .5d2.(1G).6s (2G),3K*,8,17,,15333.298,,,,  81                  :    13  4f.(2F*).5d3.(2G)          3K*                ,
,*,3 or 4,7,,13315.568,,,,                                                                             ,
,*,2 or 3,5,,13409.732,,,,                                                                             ,
,*,1,3,,13451.017,,,,                                                                             ,
4f.5d.(1G*).6s.6p.(3P*),,4,9,,13513.875,,,0.806,  22  3H              :    18                             (3H*)(3P*) 3H      ,
,*,5,11,,13519.477,,,,                                                                             ,
,*,2,5,,13622.021,,,,                                                                             ,
,*,5,11,,13629.358,,,,                                                                             ,
4f.5d.(1G*).6s.6p.(3P*),,5,11,,13784.151,,,1.023,  19  3H              :    17                             (3H*)(3P*) 3H      ,
,*,4 or 5,9,,13815.996,,,,                                                                             ,
4f2.(3H).5d (2H).6s,,5,11,,13881.444,,,0.990,  20  3H              :    20                             (3H)(2H) 1H        ,
4f2.(3H).5d (4H).6s,,3,7,,13902.760,,,0.665?,  42  5H              :    26  4f.5d.(3G*).6s.6p.(3P*)    5H                 ,
,*,3,7,,13903.145,,,,                                                                             ,
,*,3,7,,13924.569,,,,                                                                             ,
,*,6,13,,14001.960,,,,                                                                             ,
,*,3 or 4 or 5,7,,14027.718,,,,                                                                             ,
4f2.(3H).5d (4G).6s,,2,5,,14098.305,,,0.484,  27  5G              :    26  4f.5d.(3F*).6s.6p.(3P*)    5G                 ,
,*,6,13,,14107.938,,,,                                                                             ,
,*,4,9,,14116.215,,,,                                                                             ,
4f.5d.(3H*).6s.6p.(3P*),,3,7,,14136.322,,,0.649,  40  5H              :    20                             (1G*)(3P*) 3G      ,
,*,5 or 6,11,,14186.567,,,,                                                                             ,
,*,5 or 6,11,,14218.083,,,,                                                                             ,
,*,3,7,,14273.213,,,,                                                                             ,
,*,2,5,,14310.076,,,,                                                                             ,
,*,5,11,,14338.872,,,,                                                                             ,
,*,4,9,,14417.612,,,,                                                                             ,
,*,4,9,,14531.530,,,,                                                                             ,
4f.5d.(3F*).6s.6p.(3P*),,3,7,,14539.212,,,0.967,  20  5G              :    20                             (1D*)(3P*) 3F      ,
4f2.(3H).5d (4H).6s,,4,9,,14599.598,,,0.906,  39  5H              :    18  4f.5d.(3G*).6s.6p.(3P*)    5H                 ,
4f.5d.(3F*).6s.6p.(3P*),,1,3,,14635.243,,,0.407,  44  5F              :    16                             (3F*)(3P*) 3D      ,
4f.5d.(3F*).6s.6p.(3P*),,2,5,,14646.445,,,1.152,  19  3D              :    16                             (3F*)(3P*) 5F      ,
,*,3,7,,14697.478,,,,                                                                             ,
4f2.(3H).5d (4K).6s,3K,8,17,,,,,,  84                  :     5                             (3H)(2K) 3K        ,
4f2.(3H).5d (4K).6s,3K,6,13,,14743.626,,,,  67                  :    10                             (3H)(4K) 5K        ,
4f2.(3H).5d (4K).6s,3K,7,15,,16067.587,,,1.051?,  56                  :    10                             (3H)(4K) 5K        ,
4f.5d.(1G*).6s.6p.(3P*),,4,9,,14748.945,,,0.992,  19  3G              :    17                             (3H*)(3P*) 5H      ,
,*,5,11,,14766.727,,,,                                                                             ,
4f2.(3H).5d (4I).6s,3I,5,11,,14795.290,,,,  53                  :    11                             (3H)(2H) 1H        ,
4f.(2F*).5d3.(4F)?,5I*?,7,15,,15021.768,,,,  83                  :     6                             (2F*)(4F) 3I*      ,
,*,4 or 5,9,,15063.392,,,,                                                                             ,
4f.5d.(1G*).6s.6p.(3P*)?,,3,7,,15063.452,,,0.849,  16  3G              :    13                             (3F*)(3P*) 3G      ,
,*,4,9,,15077.976,?,,,                                                                             ,
,*,6,13,,15101.371,?,,,                                                                             ,
,*,5 or 6,11,,15131.583,,,,                                                                             ,
4f.5d.(1G*).6s.6p.(3P*),,4,9,,15240.619,,,1.012,  16  3G              :    14                             (3H*)(3P*) 5H      ,
,*,5,11,,15255.040,,,,                                                                             ,
4f2.(3H).5d (2F).6s?,,3,7,,15277.852,,,0.807,  12  1F              :    10                             (3H)(2F) 3F        ,
4f2.(3H).5d (4H).6s,,5,11,,15339.718,,,1.076,  32  5H              :    11  4f.5d.(3G*).6s.6p.(3P*)    5H                 ,
4f.5d.(3H*).6s.6p.(3P*),,4,9,,15371.647,,,1.040,  24  5H              :    19                             (1G*)(3P*) 3F      ,
,*,6,13,,15382.028,,,,                                                                             ,
4f2.(3H).5d (4I).6s,,6,13,,15396.286,,,,  37  3I              :    15                             (3H)(2I) 3I        ,
,*,6,13,,15491.666,,,,                                                                             ,
4f.(2F*<5/2>).6s2.6p<1/2>,,3,7,,15555.992,,,1.005,"  14  (5/2,1/2)       :     8  4f2.(3H).5d (4F).6s        5F                 ",
4f.5d.(3H*).6s.6p.(3P*),5I,5,11,,15561.346,,,1.075,  27                  :    25                             (1G*)(3P*) 3G      ,
4f.5d.(3H*).6s.6p.(3P*),5I,4,9,,15843.449,,,0.883,  29                  :    10                             (3H*)(3P*) 3H      ,
4f.5d.(3H*).6s.6p.(3P*),5I,6,13,,17066.246,,,1.117,  56                  :     8                             (3H*)(3P*) 5H      ,
4f.5d.(3H*).6s.6p.(3P*),5I,7,15,,18027.669,,,1.179,  76                  :     4  4f.(2F*).5d2.(3F).(4I*).6p 5I                 ,
4f.5d.(3H*).6s.6p.(3P*),5I,8,17,,19567.423,,,1.246,  93                  :     5  4f.(2F*).5d2.(3F).(4I*).6p 5I                 ,
4f.(2F*<5/2>).6s2.6p<1/2>,,2,5,,15587.927,,,0.747,"  19  (5/2,1/2)       :     9  4f.5d.(3G*).6s.6p.(3P*)    5G                 ",
4f2.(3H).5d (2F).6s,,2,5,,15607.981,,,0.839,  21  3F              :    17                             (3H)(4F) 5F        ,
4f.5d.(1G*).6s.6p.(3P*),,6,13,,15644.943,,,1.171,  36  3H              :    15                             (3H*)(3P*) 3H      ,
4f.5d.(3F*).6s.6p.(3P*),,0,1,,15649.774,,,,  37  5D              :    23                             (1D*)(3P*) 3P      ,
,*,7,15,,15677.664,,,,                                                                             ,
4f.5d.(3F*).6s.6p.(3P*),,4,9,,15700.978,,,1.062,  15  5G              :    10  4f2.(3H).5d (4G).6s        5G                 ,
4f.5d.(3F*).6s.6p.(3P*),,1,3,,15751.949,,,1.013,  26  5D              :    16                             (1D*)(3P*) 3P      ,
4f.5d.(3F*).6s.6p.(3P*),,2,5,,15758.458,,,0.550,  19  5G              :    15                             (3G*)(3P*) 5G      ,
4f2.(3F).5d (4H).6s?,,3,7,,15766.048,,,0.740,  17  5H              :    12                             (3H)(4G) 5G        ,
4f.(2F*<5/2>).6s2.6p<1/2>?,,3,7,,15798.226,,,0.798,"  12  (5/2,1/2)       :    11  4f.5d.(1G*).6s.6p.(3P*)    3F                 ",
4f.5d.(3H*).6s.6p.(3P*),,5,11,,15879.778,,,0.952,  16  5H              :    13                             (3H*)(3P*) 5I      ,
,*,7,15,,15917.077,,,,                                                                             ,
4f.5d.(3F*).6s.6p.(3P*),,4,9,,15945.111,,,0.987,  25  5G              :     9  4f2.(3F).5d (4H).6s        5H                 ,
4f.5d.(3F*).6s.6p.(3P*),,2,5,,15967.087,,,0.901,  23  5F              :    11                             (3G*)(3P*) 5G      ,
4f.5d.(3F*).6s.6p.(3P*),,3,7,,16008.831,,,1.220,  36  5F              :    10                             (3F*)(3P*) 3D      ,
4f.5d.(3H*).6s.6p.(3P*),,5,11,,16016.409,,,1.071,  43  5H              :    10                             (3H*)(3P*) 1H      ,
4f2.(3F).5d (4H).6s,,3,7,,16017.358,,,0.863,  25  5H              :     9                             (3H)(4G) 5G        ,
4f2.(3H).5d (4H).6s,,4,9,,16051.478,,,0.912,  12  3H              :    10                             (3H)(4G) 5G        ,
4f2.6s2,,2,5,,16080.882,,,1.010,  34  1D              :    19  4f.5d.(3F*).6s.6p.(3P*)    5F                 ,
4f.5d.(3F*).6s.6p.(3P*),,3,7,,16200.493,,,0.963,  11  5G              :    11                             (3G*)(3P*) 5G      ,
4f2.(3H).5d (2I).6s,,5,11,,16223.643,,,0.977,  27  3I              :    13  4f.5d.(3H*).6s.6p.(3P*)    1H                 ,
4f2.(3H).5d (4H).6s,5H,6,13,,16249.601,,,1.190,  56                  :    11  4f.5d.(3G*).6s.6p.(3P*)    5H                 ,
4f2.(3F).5d (4H).6s,,4,9,,16338.704,,,0.967,  20  5H              :     8                             (3H)(4G) 5G        ,
4f.(2F*<5/2>).6s2.6p<1/2>,,2,5,,16347.978,,,0.749,"  14  (5/2,1/2)       :    10  4f.5d.(3G*).6s.6p.(3P*)    5G                 ",
4f.5d.(3F*).6s.6p.(3P*),,3,7,,16384.741,,,1.056,  12  5D              :    12                             (3F*)(3P*) 5F      ,
4f.5d.(3F*).6s.6p.(3P*),,2,5,,16534.451,,,1.059,  20  5D              :    10  4f2.(3F).5d (4D).6s        5D                 ,
4f2.(3F).5d (2P).6s,,0,1,,16546.418,,,,  21  3P              :    17                             (3F)(4D) 5D        ,
