Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3d2.4s2,a 3F,2,5,,0.000,,0.002,0.666, 100                                            ,L17885
3d2.4s2,a 3F,3,7,,170.1328,,0.0019,1.083, 100                                            ,L17885
3d2.4s2,a 3F,4,9,,386.874,,0.002,1.250, 100                                            ,L17885
3d3.(4F).4s,a 5F,1,3,,6556.833,,0.003,0.00, 100                                            ,L17885
3d3.(4F).4s,a 5F,2,5,,6598.765,,0.003,0.99, 100                                            ,L17885
3d3.(4F).4s,a 5F,3,7,,6661.006,,0.002,1.25, 100                                            ,L17885
3d3.(4F).4s,a 5F,4,9,,6742.756,,0.002,1.35, 100                                            ,L17885
3d3.(4F).4s,a 5F,5,11,,6842.962,,0.003,1.41, 100                                            ,L17885
3d2.4s2,a 1D,2,5,,7255.355,,0.003,1.02,  96                                            ,L17885
3d2.4s2,a 3P,0,1,,8436.618,,0.004,,  92         :     7  3d3.(2P).4s          3P   ,L17885
3d2.4s2,a 3P,1,3,,8492.422,,0.002,1.50,  92         :     7  3d3.(2P).4s          3P   ,L17885
3d2.4s2,a 3P,2,5,,8602.3441,,0.0019,1.49,  90         :     7  3d3.(2P).4s          3P   ,L17885
3d3.(4F).4s,b 3F,2,5,,11531.761,,0.002,0.67, 100                                            ,L17885
3d3.(4F).4s,b 3F,3,7,,11639.8109,,0.0019,1.08, 100                                            ,L17885
3d3.(4F).4s,b 3F,4,9,,11776.812,,0.002,1.26,  98                                            ,L17885
3d2.4s2,a 1G,4,9,,12118.393,,0.003,0.98,  90         :     8  3d3.(2G).4s          1G   ,L17885
3d3.(4P).4s,a 5P,1,3,,13981.773,,0.003,2.50, 100                                            ,L17885
3d3.(4P).4s,a 5P,2,5,,14028.436,,0.003,1.82, 100                                            ,L17885
3d3.(4P).4s,a 5P,3,7,,14105.634,,0.003,1.66, 100                                            ,L17885
3d3.(2G).4s,a 3G,3,7,,15108.111,,0.002,0.74, 100                                            ,L17885
3d3.(2G).4s,a 3G,4,9,,15156.802,,0.002,1.06, 100                                            ,L17885
3d3.(2G).4s,a 3G,5,11,,15220.393,,0.003,1.21, 100                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5G*,2,5,,15877.081,,0.003,0.336, 100                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5G*,3,7,,15975.631,,0.003,0.921, 100                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5G*,4,9,,16106.076,,0.003,1.152, 100                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5G*,5,11,,16267.480,,0.003,1.258, 100                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5G*,6,13,,16458.671,,0.004,1.333, 100                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5F*,1,3,,16817.160,,0.003,0.001,  96                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5F*,2,5,,16875.124,,0.003,1.001,  95                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5F*,3,7,,16961.442,,0.003,1.251,  97                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5F*,4,9,,17075.258,,0.003,1.346,  98                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5F*,5,11,,17215.390,,0.003,1.401,  99                                            ,L17885
3d3.(2D2).4s,a 3D,1,3,,17369.529,,0.003,0.49,  67         :    30  3d3.(2D1).4s         3D   ,L17885
3d3.(2D2).4s,a 3D,2,5,,17423.856,,0.002,1.17,  67         :    30  3d3.(2D1).4s         3D   ,L17885
3d3.(2D2).4s,a 3D,3,7,,17540.188,,0.002,1.34,  67         :    30  3d3.(2D1).4s         3D   ,L17885
3d3.(2P).4s,b 3P,0,1,,17995.487,,0.004,,  86         :     7  3d2.4s2              3P   ,L17885
3d3.(2P).4s,b 3P,1,3,,18061.387,,0.002,,  87         :     7  3d2.4s2              3P   ,L17885
3d3.(2P).4s,b 3P,2,5,,18145.286,,0.002,,  87         :     7  3d2.4s2              3P   ,L17885
3d3.(2H).4s,a 3H,4,9,,18037.213,,0.003,0.80,  52         :    44  3d3.(2G).4s          1G   ,L17885
3d3.(2H).4s,a 3H,5,11,,18141.265,,0.004,1.02, 100                                            ,L17885
3d3.(2H).4s,a 3H,6,13,,18192.570,,0.004,1.17, 100                                            ,L17885
3d3.(2G).4s,b 1G,4,9,,18287.554,,0.003,1.02,  48         :    48  3d3.(2H).4s          3H   ,L17885
3d2.(3F).4s.4p.(3P*),z 5D*,0,1,,18462.722,,0.007,,  95                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5D*,1,3,,18482.774,,0.004,1.497,  95                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5D*,2,5,,18525.059,,0.003,1.496,  94                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5D*,3,7,,18593.947,,0.003,1.496,  95                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 5D*,4,9,,18695.134,,0.003,1.495,  95                                            ,L17885
3d3.(4P).4s,c 3P,0,1,,18818.099,,0.004,,  94         :     5  3d3.(2P).4s          3P   ,L17885
3d3.(4P).4s,c 3P,1,3,,18825.782,,0.003,,  94                                            ,L17885
3d3.(4P).4s,c 3P,2,5,,18911.394,,0.003,1.54,  98                                            ,L17885
3d2.(3F).4s.4p.(3P*),z 3F*,2,5,,19322.984,,0.003,0.669,  87         :    10  3d2.(3P).4s.4p.(3P*) 3D*  ,L17885
3d2.(3F).4s.4p.(3P*),z 3F*,3,7,,19421.580,,0.003,1.087,  88         :     9  3d2.(3P).4s.4p.(3P*) 3D*  ,L17885
3d2.(3F).4s.4p.(3P*),z 3F*,4,9,,19573.974,,0.003,1.252,  88         :     9  3d2.(3P).4s.4p.(3P*) 3D*  ,L17885
3d2.(3F).4s.4p.(3P*),z 3D*,1,3,,19937.855,,0.005,0.502,  85         :     7  3d2.(3P).4s.4p.(3P*) 3D*  ,L17885
3d2.(3F).4s.4p.(3P*),z 3D*,2,5,,20006.039,,0.004,1.168,  86         :     8  3d2.(3P).4s.4p.(3P*) 3D*  ,L17885
3d2.(3F).4s.4p.(3P*),z 3D*,3,7,,20126.062,,0.003,1.334,  85         :     7  3d2.(3P).4s.4p.(3P*) 3D*  ,L17885
3d3.(2P).4s,a 1P,1,3,,20062.886,,0.004,1.03,  98                                            ,L17885
3d3.(2D2).4s,b 1D,2,5,,20209.447,,0.003,1.01,  67         :    30  3d3.(2D1).4s         1D   ,L17885
