Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
4f13.(2F*).6s2,2F*,7/2,8,,0.000,,,1.14119,                                                                                     ,L3974
4f13.(2F*).6s2,2F*,5/2,6,,8771.243,,,0.855,                                                                                     ,
4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",9/2,10,,13119.610,,,1.305,"  86                 :     8                                 (3H<6>) (6,5/2)         ",
4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",15/2,16,,15271.002,,,1.08,"  96                 :     2                                 (3H<6>) (6,5/2)         ",
4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",11/2,12,,15587.811,,,1.255,"  76                 :    20                                 (3H<6>) (6,5/2)         ",
4f12.(3H<6>).5d<3/2>.6s2,"(6,3/2)",13/2,14,,17454.818,,,1.15,"  95                 :     2                                 (3F<4>) (4,5/2)         ",
4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",17/2,18,,16456.913,,,1.175,  99                                                                                 ,
4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",7/2,8,,16957.006,,,1.1722,"  70                 :     7                                 (3F<4>) (4,3/2)         ",
4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",15/2,16,,18693.074,,,1.18,"  97                 :     2                                 (3H<6>) (6,3/2)         ",
4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",9/2,10,,18837.385,,,1.1318,"  76                 :     6                                 (3H<6>) (6,3/2)         ",
4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",11/2,12,,18853.823,,,1.15,  48                 :    32  4f13.(2F*<7/2>).6s.6p.(3P*<2>)                         ,
4f12.(3H<6>).5d<5/2>.6s2,"(6,5/2)",13/2,14,,19466.663,,,1.15,"  85                 :     9                                 (3F<4>) (4,5/2)         ",
4f13.(2F*<7/2>).6s.6p.(3P*<0>),"(7/2,0)",7/2,8,,16742.237,,,1.325,  78                 :    17                                 (2F*<7/2>)(3P*<1>)      ,
4f13.(2F*<7/2>).6s.6p.(3P*<1>),"(7/2,1)",7/2,8,,17343.374,,,1.02153,  77                 :    16                                 (2F*<7/2>)(3P*<0>)      ,
4f13.(2F*<7/2>).6s.6p.(3P*<1>),"(7/2,1)",9/2,10,,17613.659,,,1.18598,  94                 :     3                                 (2F*<7/2>)(3P*<2>)      ,
4f13.(2F*<7/2>).6s.6p.(3P*<1>),"(7/2,1)",5/2,6,,17752.634,,,1.186,  88                 :     9                                 (2F*<7/2>)(3P*<2>)      ,
4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",11/2,12,,18990.406,,,1.215,  68                 :    21  4f12.(3H<6>).5d<5/2>.6s2                               ,
4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",3/2,4,,19132.245,,,0.88,  99                                                                                 ,
4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",5/2,6,,19548.834,,,0.983,  90                 :     9                                 (2F*<7/2>)(3P*<1>)      ,
4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",9/2,10,,19748.543,,,1.29,  97                 :     3                                 (2F*<7/2>)(3P*<1>)      ,
4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",7/2,8,,19753.830,,,1.1839,  95                 :     2                                 (2F*<7/2>)(3P*<0>)      ,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,5/2,6,,20406.840,,,1.58,  97                 :     1                                 (2F*<7/2>)(3D) 3[5/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,3/2,4,,21799.380,,,1.45,  72                 :    22                                 (2F*<7/2>)(1D) 1[3/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,1/2,2,,24160.63,,,1.010,  93                 :     4                                 (2F*<5/2>)(1D) 1[1/2]*  ,
4f12.(3F<4>).5d<3/2>.6s2,"(4,3/2)",7/2,8,,21120.836,,,1.17372,"  54                 :    21                                 (1G<4>) (4,3/2)         ",
4f12.(3F<4>).5d<3/2>.6s2,"(4,3/2)",5/2,6,,21161.401,,,1.14,"  49                 :    29                                 (1G<4>) (4,3/2)         ",
4f12.(3F<4>).5d<3/2>.6s2,"(4,3/2)",9/2,10,,21737.685,,,1.1210,"  61                 :    25                                 (1G<4>) (4,3/2)         ",
4f12.(3F<4>).5d<3/2>.6s2,"(4,3/2)",11/2,12,,21997.473,,,1.06,"  40                 :    26                                 (1G<4>) (4,3/2)         ",
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,9/2,10,,22419.764,,,0.934,  98                 :     2                                 (2F*<7/2>)(3D) 3[9/2]*  ,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,11/2,12,,22559.502,,,1.15,  79                 :    19  4f12.(3H<6>).6s2.6p<1/2>                               ,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,13/2,14,,22742.777,,,1.198,  90                 :    10  4f12.(3H<6>).6s2.6p<1/2>                               ,
4f12.(3H<6>).6s2.6p<1/2>,"(6,1/2)*",11/2,12,,22468.046,,,1.21,  74                 :    18  4f13.(2F*<7/2>).5d.6s.(3D)     3[11/2]*                ,
4f12.(3H<6>).6s2.6p<1/2>,"(6,1/2)*",13/2,14,,22902.127,,,1.138,  88                 :    10  4f13.(2F*<7/2>).5d.6s.(3D)     3[11/2]*                ,
4f12.(3H<5>).5d<3/2>.6s2,"(5,3/2)",7/2,8,,22791.176,,,1.1427,"  75                 :     5                                 (3F<4>) (4,5/2)         ",
