Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
4f6.6s2,7F,0,1,,0.00,,,,  94             :     3                       5D1           ,L3974
4f6.6s2,7F,1,3,,292.58,,,1.49839,  95             :     2                       5D1           ,
4f6.6s2,7F,2,5,,811.92,,,1.49779,  97             :     2                       5D1           ,
4f6.6s2,7F,3,7,,1489.55,,,1.49707,  98             :     1                       5D1           ,
4f6.6s2,7F,4,9,,2273.09,,,1.49625,  98             :     1                       5F2           ,
4f6.6s2,7F,5,11,,3125.46,,,1.49532,  98             :     1                       5G1           ,
4f6.6s2,7F,6,13,,4020.66,,,1.49417,  97             :     1                       5G1           ,
4f6.(7F).5d (8H).6s,9H,1,3,,10801.10,,,-0.98,  99                                                         ,
4f6.(7F).5d (8H).6s,9H,2,5,,11044.90,,,0.67,  98                                                         ,
4f6.(7F).5d (8H).6s,9H,3,7,,11406.50,,,1.08,  98                                                         ,
4f6.(7F).5d (8H).6s,9H,4,9,,11877.50,,,1.25,  97                                                         ,
4f6.(7F).5d (8H).6s,9H,5,11,,12445.35,,,1.33,  97                                                         ,
4f6.(7F).5d (8H).6s,9H,6,13,,13095.75,,,1.385,  98                                                         ,
4f6.(7F).5d (8H).6s,9H,7,15,,13814.90,,,1.410,  99                                                         ,
4f6.(7F).5d (8H).6s,9H,8,17,,14591.70,,,1.430,  99                                                         ,
4f6.(7F).5d (8H).6s,9H,9,19,,15418.65,,,1.445, 100                                                         ,
4f6.(7F).5d (8D).6s,9D,2,5,,12313.11,,,2.56,  83             :    11                       (7F)(6P) 7P   ,
4f6.(7F).5d (8D).6s,9D,3,7,,12846.64,,,2.05,  86                                                         ,
4f6.(7F).5d (8D).6s,9D,4,9,,13458.46,,,1.830,  85                                                         ,
4f6.(7F).5d (8D).6s,9D,5,11,,14202.85,,,1.715,  85             :    10                       (7F)(8F) 9F   ,
4f6.(7F).5d (8D).6s,9D,6,13,,15082.94,,,1.66,  89                                                         ,
4f6.(7F).5d (8H).6s,7H,2,5,,13050.05,,,0.02,  88             :    10                       (7F)(6H) 7H   ,
4f6.(7F).5d (8H).6s,7H,3,7,,13542.80,,,0.77,  86             :    11                       (7F)(6H) 7H   ,
4f6.(7F).5d (8H).6s,7H,4,9,,14154.30,,,1.075,  82             :    11                       (7F)(6H) 7H   ,
4f6.(7F).5d (8H).6s,7H,5,11,,14856.20,,,1.240,  76             :    12                       (7F)(6H) 7H   ,
4f6.(7F).5d (8H).6s,7H,6,13,,15617.45,,,1.36,  65             :    14                       (7F)(8G) 9G   ,
4f6.(7F).5d (8H).6s,7H,7,15,,16392.93,,,1.430,  53             :    26                       (7F)(8G) 9G   ,
4f6.(7F).5d (8H).6s,7H,8,17,,17270.96,,,1.435,  50             :    34                       (7F)(8G) 9G   ,
4f6.(7F).5d (8F).6s,,1,3,,13369.35,,,2.65,  38  9F         :    31                       (7F)(8G) 9G   ,
4f6.(7F).5d (8G).6s,9G,6,13,,,,,,  51             :    25                       (7F)(8F) 9F   ,
4f6.(7F).5d (8G).6s,9G,8,17,,,,,,  65             :    32                       (7F)(8H) 7H   ,
4f6.(7F).5d (8G).6s,9G,5,11,,,,,,  57             :    26                       (7F)(8F) 9F   ,
4f6.(7F).5d (8G).6s,9G,7,15,,,,,,  39             :    29                       (7F)(8H) 7H   ,
4f6.(7F).5d (8G).6s,9G,0,1,,13551.20,,,,  96                                                         ,
4f6.(7F).5d (8G).6s,9G,2,5,,13687.75,,,1.780,  54             :    35                       (7F)(8F) 9F   ,
4f6.(7F).5d (8G).6s,9G,1,3,,13732.53,,,2.01,  59             :    20                       (7F)(6P) 5P   ,
4f6.(7F).5d (8G).6s,9G,3,7,,14056.70,,,1.63,  54             :    31                       (7F)(8F) 9F   ,
4f6.(7F).5d (8G).6s,9G,4,9,,14563.98,,,1.575,  57             :    29                       (7F)(8F) 9F   ,
4f6.(7F).6s.6p.(3P*),9G*,0,1,,13796.36,,,,  94             :     5                       (7F)(3P*) 7F* ,
4f6.(7F).6s.6p.(3P*),9G*,1,3,,13999.50,,,1.50,  95             :     4                       (7F)(3P*) 7F* ,
4f6.(7F).6s.6p.(3P*),9G*,2,5,,14380.50,,,1.50,  95             :     4                       (7F)(3P*) 7F* ,
4f6.(7F).6s.6p.(3P*),9G*,3,7,,14915.83,,,1.49,  94             :     3                       (7F)(3P*) 7F* ,
4f6.(7F).6s.6p.(3P*),9G*,4,9,,15579.12,,,1.500,  94             :     3                       (7F)(3P*) 7F* ,
4f6.(7F).6s.6p.(3P*),9G*,5,11,,16344.77,,,1.505,  94             :     2                       (7F)(3P*) 7F* ,
4f6.(7F).6s.6p.(3P*),9G*,6,13,,17193.73,,,1.50,  96             :     1                       (7F)(3P*) 7F* ,
4f6.(7F).6s.6p.(3P*),9G*,7,15,,18118.86,,,1.49,  98             :     1                       (7F)(1P*) 7G* ,
4f6.(7F).6s.6p.(3P*),9G*,8,17,,19138.80,,,1.50, 100                                                         ,
4f6.(7F).5d (8F).6s,9F,5,11,,,,,,  60             :    33                       (7F)(8G) 9G   ,
4f6.(7F).5d (8F).6s,9F,7,15,,,,,,  64             :    34                       (7F)(8G) 9G   ,
4f6.(7F).5d (8F).6s,9F,4,9,,,,,,  43             :    33                       (7F)(8G) 9G   ,
4f6.(7F).5d (8F).6s,9F,6,13,,,,,,  63             :    32                       (7F)(8G) 9G   ,
4f6.(7F).5d (8F).6s,9F,1,3,,14026.45,,,2.92,  52             :    31                       (7F)(6P) 5P   ,
4f6.(7F).5d (8F).6s,9F,2,5,,14365.50,,,1.845,  43             :    42                       (7F)(8G) 9G   ,
4f6.(7F).5d (8F).6s,9F,3,7,,14920.45,,,1.74,  55             :    31                       (7F)(8G) 9G   ,
4f6.(7F).5d (6P).6s,7P,2,5,,14550.50,,,2.340,  56             :    14                       (7F)(8P) 7P   ,
4f6.(7F).5d (8P).6s,9P,5,11,,,,,,  57             :    25  4f6.(7F).5d (8D).6s  7D            ,
4f6.(7F).5d (8P).6s,9P,4,9,,,,,,  43             :    16  4f6.(7F).5d (6P).6s  7P            ,
4f6.(7F).5d (8P).6s,9P,3,7,,14612.44,,,2.14,  48             :    25  4f6.(7F).5d (6P).6s  7P            ,
4f6.(7F).5d (8D).6s,7D,1,3,,,,,,  56             :    31                       (7F)(6P) 5P   ,
4f6.(7F).5d (8D).6s,7D,5,11,,,,,,  43             :    37                       (7F)(8P) 9P   ,
4f6.(7F).5d (8D).6s,7D,2,5,,14783.51,,,1.93,  43             :    27                       (7F)(6P) 5P   ,
4f6.(7F).5d (8D).6s,7D,3,7,,15524.56,,,1.84,  53             :    20                       (7F)(8P) 9P   ,
4f6.(7F).5d (8D).6s,7D,4,9,,16354.60,,,1.640,  53             :    24                       (7F)(8P) 9P   ,
4f6.(7F).6s.6p.(3P*),9F*,1,3,,14863.85,,,3.10,  57             :    37                       (7F)(3P*) 7D* ,
4f6.(7F).6s.6p.(3P*),9F*,3,7,,16211.12,,,1.76,  55             :    28                       (7F)(3P*) 9D* ,
4f6.(7F).6s.6p.(3P*),9F*,4,9,,16890.59,,,1.605,  67             :    18                       (7F)(3P*) 7G* ,
4f6.(7F).6s.6p.(3P*),9F*,5,11,,17587.46,,,1.545,  68             :    26                       (7F)(3P*) 7G* ,
4f6.(7F).6s.6p.(3P*),9F*,6,13,,18298.30,,,1.52,  62             :    30                       (7F)(3P*) 7G* ,
4f6.(7F).6s.6p.(3P*),9F*,7,15,,19005.65,,,1.51,  60             :    37                       (7F)(3P*) 7G* ,
4f6.(7F).6s.6p.(3P*),*,2,5,,15039.59,,,2.365,  41  9D*        :    29                       (7F)(3P*) 7D* ,
4f6.(7F).6s.6p.(3P*),9D*,3,7,,15507.35,,,1.965,  57             :    24                       (7F)(3P*) 7D* ,
4f6.(7F).6s.6p.(3P*),9D*,2,5,,15567.32,,,2.235,  53             :    36                       (7F)(3P*) 9F* ,
4f6.(7F).6s.6p.(3P*),9D*,4,9,,16131.53,,,1.79,  70             :    18                       (7F)(3P*) 7D* ,
