Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Reference
4d4.(c 3F).5p,m 2F*,5/2,6,,45297.30,,,0.94,L3465
4d4.(c 3F).5p,p 2G*,7/2,8,,45719.07,,,0.84,L3465
4d4.(c 3F).5p,p 2G*,9/2,10,,45982.56,,,,L3465
4d3.5s.(a 3F).6p,n 4D*,1/2,2,,45978.84,,,,L3465
4d3.5s.(a 3F).6p,n 4D*,3/2,4,,46364.79,,,,L3465
4d3.5s.(a 3F).6p,n 4D*,5/2,6,,46812.58,,,,L3465
4d3.5s.(a 3F).6p,n 4D*,7/2,8,,47275.64,,,,L3465
4d3.5s.(a 3F).6p,r 4G*,5/2,6,,46011.48,,,,L3465
4d3.5s.(a 3F).6p,r 4G*,7/2,8,,46470.71,,,,L3465
4d3.5s.(a 3F).6p,r 4G*,9/2,10,,46724.20,,,,L3465
4d3.5s.(a 3F).6p,r 4G*,11/2,12,,47080.83,,,,L3465
4d3.5s.(a 3F).6p,o 4F*,3/2,4,,46170.04,,,,L3465
4d3.5s.(a 3F).6p,o 4F*,5/2,6,,46543.56,,,,L3465
4d3.5s.(a 3F).6p,o 4F*,7/2,8,,47022.78,,,,L3465
4d3.5s.(a 3F).6p,o 4F*,9/2,10,,47680.59,,,,L3465
,n 4F*,3/2,4,,,,,,L3465
,n 4F*,5/2,6,,46509.80,,,,L3465
,n 4F*,7/2,8,,46932.06,,,,L3465
,n 4F*,9/2,10,,47146.06,,,,L3465
,469*,5/2,6,,46919.48,,,,L3465
4d3.5s.(3H).5p,t 2H*,9/2,10,,46954.40,,,,L3465
4d3.5s.(3H).5p,t 2H*,11/2,12,,47155.22,,,1.00,L3465
,o 2G*,7/2,8,,47528.49,,,0.92,L3465
,o 2G*,9/2,10,,48242.44,,,1.10,L3465
,475*,3/2,4,,47537.67,,,,L3465
,n 2G*,7/2,8,,,,,,L3465
,n 2G*,9/2,10,,51788.30,,,,L3465
Nb II (4d4 5D<0>),Limit,---,,,54513.8,,0.3,,L6829
