Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
4d2.5s2,a 3F,2,5,,0.00,,,0.66,  96  3F                                                              ,L3465
4d2.5s2,a 3F,3,7,,570.41,,,1.06,  97  3F                                                              ,
4d2.5s2,a 3F,4,9,,1240.84,,,1.24,  97  3F                                                              ,
4d2.5s2,a 3P,2,5,,4186.11,,,1.25,  49  1D                            :    32  4d2.5s2             3P   ,
4d2.5s2,a 3P,0,1,,4196.85,,,0.00,  74  3P                            :    23  4d3.(2P).5s         3P   ,
4d2.5s2,a 3P,1,3,,4376.28,,,1.48,  74  3P                            :    24  4d3.(2P).5s         3P   ,
4d3.(4F).5s,a 5F,1,3,,4870.53,,,0.00, 100  5F                                                              ,
4d3.(4F).5s,a 5F,2,5,,5023.41,,,0.98,  98  5F                                                              ,
4d3.(4F).5s,a 5F,3,7,,5249.07,,,1.28,  99  5F                                                              ,
4d3.(4F).5s,a 5F,4,9,,5540.54,,,1.31, 100  5F                                                              ,
4d3.(4F).5s,a 5F,5,11,,5888.93,,,1.37, 100  5F                                                              ,
4d2.5s2,a 1D,2,5,,5101.68,,,1.25,  42  3P                            :    36  4d2.5s2             1D   ,
4d2.5s2,a 1G,4,9,,8057.30,,,1.00,  82  1G                            :    16  4d3.(2G).5s         1G   ,
4d3.(4P).5s,a 5P,1,3,,10885.36,,,2.58, 100  5P                                                              ,
4d3.(4P).5s,a 5P,2,5,,11016.65,,,1.85,  99  5P                                                              ,
4d3.(4P).5s,a 5P,3,7,,11258.38,,,1.66,                                                                      ,
4d3.(4F).5s,b 3F,2,5,,11640.72,,,0.75,  96  3F                                                              ,
4d3.(4F).5s,b 3F,3,7,,11956.33,,,1.05,                                                                      ,
4d3.(4F).5s,b 3F,4,9,,12342.37,,,1.15,  51  3F                            :    46  4d3.(2G).5s         3G   ,
4d3.(2G).5s,a 3G,3,7,,12503.44,,,0.78,                                                                      ,
4d3.(2G).5s,a 3G,4,9,,12760.66,,,1.15,  51  3G                            :    46  4d3.(4F).5s         3F   ,
4d3.(2G).5s,a 3G,5,11,,12772.78,,,1.21,  95  3G                                                              ,
4d3.(b 2D).5s,a 3D,1,3,,14123.01,,,0.61,  68  3D                            :    23  4d3.(2D1).5s        3D   ,
4d3.(b 2D).5s,a 3D,2,5,,14348.78,,,1.17,  71  3D                            :    23  4d3.(2D1).5s        3D   ,
4d3.(b 2D).5s,a 3D,3,7,,14697.03,,,1.35,                                                                      ,
4d2.5s.5p,z 5G*,2,5,,14783.54,,,0.36,  81  4d2.(3F).5s.5p.(3P) 5G*       :     5  4d.5(1D)5s2.5p.(3P) 3F*  ,
4d2.5s.5p,z 5G*,3,7,,15201.26,,,1.09,  87  4d2.(3P).5s.5p.(3P) 5G*                                         ,
4d2.5s.5p,z 5G*,4,9,,15720.36,,,1.12,  93  4d2.(3F).5s.5p.(3P) 5G*                                         ,
4d2.5s.5p,z 5G*,5,11,,16316.96,,,1.28,  96  4d2.(3F).5s.5p.(3P) 5G*                                         ,
4d2.5s.5p,z 5G*,6,13,,16978.29,,,1.36,  96  4d2.(3F).5s.5p.(3P) 5G*                                         ,
4d3.(2H).5s,a 3H,4,9,,14791.28,,,0.77,  96  3H                                                              ,
4d3.(2H).5s,a 3H,5,11,,14988.51,,,1.03,  96  3H                                                              ,
4d3.(2H).5s,a 3H,6,13,,15119.66,,,1.15,  99  3H                                                              ,
4d3.(4P).5s,b 3P,0,1,,15624.34,,,0,  65  3P                            :    17  4d3.(2P).5s         3P   ,
